@relation thedata

@attribute 10476 real
@attribute 10632 real
@attribute 498 real
@attribute 506 real
@attribute 509 real
@attribute 513 real
@attribute 514 real
@attribute 515 real
@attribute 516 real
@attribute 521 real
@attribute 522 real
@attribute 539 real
@attribute 9551 real
@attribute DependentVariable {BRCA,Control}

@data
12.87397544,11.094491942,13.983564915,14.10537413,11.685966525,10.3211821975,14.53323483,11.1889300945,9.0890942835,9.80742276867,12.1297958413,12.77666852,11.80719496,Control
12.640765835,10.9339015175,13.633194415,14.03142469,11.31086287,10.4687279095,14.38765928,10.7533367175,8.966919649,9.69544739933,11.5972909247,12.73729283,11.70251551,BRCA
12.85481221,11.178669399,14.029586485,14.11030021,11.717807085,10.9218766735,14.35403309,11.2753944315,9.426876389,9.67961960533,11.6402777847,12.87894279,11.815611825,BRCA
12.720596415,11.1919258275,13.77472078,14.31938813,11.128273753,11.059274278,14.1577113,9.8478629965,9.5876830275,9.66277323433,11.2059051243,12.40979539,12.200635825,Control
12.71776517,11.506303108,13.85275845,13.84737503,11.91258345,11.082240056,14.35403309,11.2912167495,9.1200590525,9.90799527433,11.4772791987,12.92639149,11.89555276,BRCA
11.653660515,10.326122364,14.31302729,14.52934516,11.73231746,10.1505943325,13.2409799,11.363759995,8.3656568455,8.67838119067,10.774702254,12.10567621,10.431239085,BRCA
12.20205989,10.8395926855,12.945584275,14.07822256,10.84558985,10.690890371,14.24390588,9.697606209,9.5476322395,10.154513044,10.1261326663,12.52393564,12.32103938,BRCA
12.789315205,11.1420229805,13.864364595,14.12961268,11.733869245,10.5801794285,14.37721665,11.45045999,9.1446292285,10.1036330343,12.080021226,12.88385376,12.04203434,Control
12.679139745,11.3514733785,14.25910679,14.47325803,12.0666688,11.047339227,13.85629375,11.694903535,9.383435194,9.55881436767,11.7450460007,12.93836212,11.73972344,BRCA
12.61926419,11.2650116835,13.72179431,14.04737959,11.22807301,10.790466855,14.41536846,10.882551793,9.0896524405,9.757234429,11.84185954,12.65135565,11.905143755,BRCA
12.633702365,11.173794652,13.93757667,14.26763347,11.4323914,11.2658551415,14.65508011,10.981648515,9.349747519,9.77132851633,11.844149366,12.87743566,11.93373581,BRCA
12.859758085,11.3156931795,14.14416425,14.52512866,11.83495745,10.285562168,14.74875526,11.59918311,9.286054408,9.92906728167,12.2488856787,13.01334802,11.99613944,Control
12.990231265,11.175862316,14.045043145,14.47325803,11.48549885,10.6596053235,14.52512866,11.064586391,9.2335786685,9.87822486833,12.314055639,12.96206732,11.956585735,Control
12.463097665,10.5838511615,14.112028315,14.29545473,10.555651796,10.643517668,14.07409548,10.4299123575,9.38655362,9.80144345267,12.031252825,12.68694261,11.6159447,BRCA
11.525279025,10.42456709,14.29896903,14.55659977,10.7423781925,9.9549613635,13.93264756,10.909773826,9.3223063925,9.26883429833,11.2085511303,12.045241,11.27997766,BRCA
12.485278465,10.902544396,14.261445245,14.29545473,10.7271089895,10.939252338,14.3830917,10.763389335,10.041735484,9.84193725433,12.0000741543,12.90226493,12.09101088,BRCA
12.644158195,10.733301421,14.213771325,14.25942553,10.627118759,11.06533534,14.33991264,10.5483906025,9.728002659,9.82021203033,12.1419467093,12.9979954,11.843101595,BRCA
12.76241612,11.1033606175,14.748088865,14.54707076,11.064788524,11.3548547245,14.887511,10.7343152615,10.275772769,9.96858359733,12.2824204127,13.17700839,12.395428715,BRCA
12.73291815,11.038034179,14.98230826,14.65075364,11.218084263,11.268269909,14.91163964,10.9026671425,9.5883934795,9.93383547467,12.1149500813,13.07191821,11.86227677,BRCA
11.512668625,10.494907659,13.71841426,14.63055838,10.506399851,11.296702575,14.27361389,11.069039062,10.2764060485,10.204776602,11.9844989067,9.077110201,13.016220245,BRCA
