@relation thedata

@attribute 2023 real
@attribute 2026 real
@attribute 2027 real
@attribute 226 real
@attribute 229 real
@attribute 230 real
@attribute 2597 real
@attribute 26330 real
@attribute 2821 real
@attribute 5207 real
@attribute 5208 real
@attribute 5209 real
@attribute 5210 real
@attribute 5211 real
@attribute 5213 real
@attribute 5214 real
@attribute 5223 real
@attribute 5224 real
@attribute 5230 real
@attribute 5313 real
@attribute 5315 real
@attribute 7167 real
@attribute DependentVariable {BRCA,Control}

@data
13.80581744,8.622089465,7.0297312535,9.302910139,6.633943811,11.16600002,12.6844159467,4.973491563,11.56304622,8.302274634,5.89793947733,12.860869275,8.144302782,7.7293581395,9.305241607,10.31880295,10.2392001365,6.953093871,10.338390488,5.3128980706,9.07409354333,12.28113954,Control
13.91614961,9.599439206,6.95254361,9.05009466275,6.015254046,11.56061002,12.91939868,4.9607302205,10.75019637,7.339674386,6.00853079767,11.395106815,8.962058135,7.6284568965,9.506050226,10.51017103,9.246767501,6.58267313,10.27250685,5.0997063766,9.11365583033,12.207276755,BRCA
14.36769016,8.809576125,7.4917674455,9.2216218775,6.347404892,11.30927755,13.45214513,5.371577087,10.62223972,6.172033026,6.62894661367,10.58756278,9.069866689,8.025686068,9.787507202,10.63394452,9.457144404,5.976026323,10.0744231775,5.105550821,9.46470574533,12.76766683,BRCA
14.42653276,9.001310457,7.5775286035,8.72951368675,5.633294061,11.64123906,13.3430374267,5.041684185,11.00318779,8.010459746,6.33544587,11.0525900495,9.566083123,7.864109809,9.825825817,10.727993,7.5216111065,6.480229268,9.908934117,5.020910304,9.417448674,11.959395845,Control
14.29545473,8.518260836,7.17264948,9.2267888725,5.673988298,11.09066178,13.5577100067,4.7650865215,10.69578097,6.829662885,6.36337141333,12.04429709,8.311874446,8.020338248,9.423531492,10.59491265,9.8878031485,5.513025813,10.232792699,5.5222750642,9.345289786,12.58298471,BRCA
14.66897057,8.960350342,7.0959895645,9.674859359,6.300403471,11.05254447,13.38763503,5.314477714,10.84878354,6.745207494,6.54453151733,11.983715765,8.879339047,7.9038572805,9.909466033,10.59454415,10.675590878,5.81083589,10.836185255,5.278206775,9.18855636267,12.57389598,BRCA
13.98232431,8.386661295,7.369407483,8.4091391935,6.009555025,10.75224706,12.7194158033,4.9229992715,10.50240945,5.155031965,5.731491637,9.850373524,9.981439248,7.727224778,10.15138482,10.5358394,8.181704127,5.832707292,9.5119033295,5.3893093744,8.978490321,11.58436785,BRCA
13.83906107,8.567633975,6.629421509,9.4386490915,6.789080796,11.4091179,12.9823389233,4.475268063,10.36033166,6.732001603,6.087816793,11.298284455,8.078592657,7.761687468,10.1150993,10.51059634,10.413939738,6.206043042,10.4821506555,5.1581699328,9.65468838467,12.56799589,Control
14.46406102,8.524131399,7.624277507,9.2676526785,5.976026323,11.08348284,13.7230500567,5.40757463,10.91468805,5.977400858,6.26309315467,11.507428945,8.302091812,7.9598679655,9.912478141,10.57966976,9.9792781645,5.947555852,10.4653746555,5.1628675654,9.130174211,12.990043025,BRCA
13.91975024,8.940578709,7.5993496495,9.06991468275,6.773670433,11.9729763,13.0016920567,5.348476342,11.07513166,8.431122648,6.37934042267,11.232332545,9.062910366,8.0230743065,9.573775512,9.932285307,9.242925143,6.65292069,10.1579811735,5.3102028742,9.39173719667,12.555839805,BRCA
14.16199356,9.347167964,8.054317228,9.3263654105,6.715210855,12.15241487,13.38075223,5.234034486,11.66763062,8.324744376,6.103133411,10.961812267,8.455040631,7.968132296,9.918028798,10.80184598,9.101076985,7.771029062,10.3429898955,5.4747015372,9.48670272667,12.709175695,BRCA
14.07822256,8.531830892,7.127591822,9.2539445035,6.186565552,11.45733998,12.9782093367,4.885039006,10.82171841,7.821807658,6.64747643967,11.70917814,8.33670864,7.833925056,9.67905828,10.25166618,10.385450336,5.468429566,10.537062895,5.2807451622,9.195560001,12.55312885,Control
13.92451704,8.766463584,7.525066413,9.345662943,6.754490456,12.10791023,12.84124692,4.695180462,11.2498099,8.547261958,6.211690882,12.743131755,7.987919294,7.7488304595,9.708558488,10.02390718,10.0489230955,7.026996771,10.49601531,5.437678959,9.30140069767,12.45224766,Control
14.35403309,10.08069134,8.427364945,9.54160512575,7.377039403,10.97395222,12.9832074433,5.025179949,10.90219441,7.697873054,6.552126854,10.938707434,9.10528726,8.0659608755,9.657095607,11.33112984,9.7655558655,6.487080811,10.0404666825,5.0367210076,10.7196695833,12.7948595,BRCA
14.49088818,8.334453331,7.9228118275,9.24964886925,6.953850502,11.11828268,13.29910101,4.99733848,11.36247141,7.567216718,6.50797233933,11.42927823,9.500653254,8.388644412,10.12134609,10.4004902,10.1755793975,5.421737703,10.052479598,5.1866950352,9.17349975667,12.335373285,BRCA
14.41536846,9.898586698,7.7424971865,9.30465203825,6.640176686,11.63297943,13.3958873067,5.405369226,11.15594258,6.763946394,6.484659393,10.7152440105,9.275589767,8.104052414,9.664350002,11.04074197,9.442624464,6.787253282,10.054922528,5.1393267096,10.135420629,12.89503667,BRCA
14.08845827,9.80247643,8.1993781325,9.73198662975,6.821139774,11.19380271,13.26413214,4.942819753,10.89955162,7.037687304,6.55113829467,10.719947743,9.32873165,8.073393062,9.34775485,10.19564323,9.864515267,6.404976011,10.110630198,5.1429804608,10.6199372103,12.883676395,BRCA
