@relation thedata

@attribute 1398 real
@attribute 1796 real
@attribute 2885 real
@attribute 2887 real
@attribute 3630 real
@attribute 3643 real
@attribute 3667 real
@attribute 5595 real
@attribute 6464 real
@attribute 6654 real
@attribute 8660 real
@attribute DependentVariable {BRCA,Control}

@data
10.9291550067,6.007089656,9.4954151895,6.9069778515,5.169936271,6.361861002,10.10813927,11.634256725,9.15105029633,8.001564595,12.08367055,Control
10.8430461553,5.553829893,9.5539178325,7.12042039575,5.773212576,5.911818141,10.01141636,11.27623323,8.42779587067,7.481398095,11.11317258,BRCA
10.353336411,6.082900138,9.480270588,6.75895513275,5.870864797,6.617140962,9.532322378,11.198356615,8.45925672733,7.228580927,11.22600587,BRCA
9.24789131367,5.30196368,9.432546201,6.9826684265,5.793122872,6.187258653,9.129946971,11.274247985,7.73867912133,6.648325671,10.31178269,Control
11.076519951,6.088105148,9.66718229,7.08536831475,5.536217098,6.468750795,9.959676393,11.21839075,8.10318445333,7.634958261,11.49594259,BRCA
11.51028325,5.548136995,9.9164802245,7.08161981,5.73607124,6.511519926,10.00182726,11.07534033,8.70127661067,8.19601328,11.69149721,BRCA
9.54237477033,6.009555025,9.167523377,6.63445133025,5.705709271,6.512547399,8.873183485,11.151396135,8.36198243367,7.292025067,9.882139059,BRCA
10.4230262683,5.202820508,9.1611827995,7.21263579775,5.451879748,5.826809832,10.47490271,11.40345044,8.53051419067,7.787382059,11.73537632,Control
10.3226626667,5.939938374,9.3657406255,7.25602964225,5.541182786,5.887653968,9.964760013,10.99057863,8.16926655967,6.878728789,11.64430934,BRCA
10.545324375,5.774267365,9.70078824,7.2846578645,5.233822166,6.078850631,10.08180334,11.551814785,8.39504068233,7.4960371,11.1050886,BRCA
9.79179927967,5.58030474,9.153599552,7.18370717225,6.062214149,5.63256723,9.072521955,11.573459625,8.62624266567,6.507481989,10.77336613,BRCA
10.508302728,5.478819157,9.5256586835,7.26215035675,5.773212576,6.256732941,10.04292168,11.32136754,8.601359139,8.512524314,11.64562254,Control
10.776914439,5.899786645,9.597360232,7.185054685,5.252865266,5.840785003,10.43052602,11.488573795,8.523978557,8.640083234,12.0344036,Control
10.0785233767,6.589205911,9.06038523,7.49774429225,5.69544494,6.554362933,10.35004996,11.695521545,9.16094315833,7.7584583,11.29880451,BRCA
10.273357482,5.931453333,9.5800955565,7.7776275975,5.133205159,6.444605472,9.905109092,11.206231375,8.789516499,7.8511886,11.1371034,BRCA
9.657730528,5.832137623,9.0393998015,7.2752815965,5.247843274,6.123713395,10.1431986,11.49634678,8.419142242,7.192690117,10.99802289,BRCA
10.1347274673,5.59381033,8.9731778835,7.39526257775,5.034316149,6.253852802,10.02243063,11.796022585,8.58330978467,7.688986551,11.5269639,BRCA
9.80282410467,6.317327248,8.9213733295,7.0192884895,5.636777762,6.269038407,10.25917864,11.46459896,8.49027171233,7.192172276,11.09109172,BRCA
9.86475183033,6.251819079,9.111304808,7.50146761325,5.780317481,6.351695128,10.57522277,11.5411915,8.95843216133,7.574595656,11.26511118,BRCA
8.419348991,5.744168665,10.2970447,7.4975488235,5.123512303,7.093499766,7.724140554,12.52079595,8.67313689733,8.480033951,11.38620755,BRCA
