@relation thedata

@attribute 1432 real
@attribute 1950 real
@attribute 1956 real
@attribute 4214 real
@attribute 5604 real
@attribute 5914 real
@attribute 6256 real
@attribute 7067 real
@attribute 7068 real
@attribute 7704 real
@attribute 9612 real
@attribute DependentVariable {BRCA,Control}

@data
7.09994864525,6.141397664,7.05035509475,10.46146439,10.49127719,6.9343807455,12.34948589,7.85083312833,6.11239324,11.42951334,9.760872578,Control
6.60639379225,6.795134192,6.79791370075,11.6627575,9.559434991,7.03867441275,12.1490422,7.28786537367,5.402083668,10.03379759,10.0093969627,BRCA
6.58493097,7.503172055,6.80402066425,11.77105209,9.65317699,6.874699479,11.75795051,7.39172791033,5.263044971,8.31563766133,10.2414610627,BRCA
6.0589973865,7.0134654,6.3257817405,12.00382718,9.580847928,7.00693217225,11.71789713,7.48108465633,5.499695432,10.1768850973,9.99650003667,Control
6.730522711,8.466587485,6.78190965925,11.72645885,9.966174165,6.921019597,11.58147143,8.061703269,5.361953639,10.9285699,9.86432586567,BRCA
6.87151716925,7.455781587,7.10041818325,11.51112271,10.23164154,7.5333153725,11.56493436,7.75486000467,5.006983802,8.77030593667,9.99534691433,BRCA
6.362735412,6.973327498,6.9842760015,12.26224618,8.977681421,7.24507937975,11.14654022,7.57989548767,6.165867356,10.5945657587,10.019898556,BRCA
7.0975611175,6.405231362,6.998917209,10.99477083,10.00443156,7.1426864325,11.50810934,8.01682178467,5.790388412,9.95324761033,9.40777784033,Control
6.41978303225,7.872399588,6.85070537275,11.9611296,9.452231522,6.85324334125,11.16693525,7.635113023,5.061788345,9.990452135,10.1828814903,BRCA
6.2012063225,6.79717879,6.30061577025,11.43790563,9.69476318,7.14252749825,12.29242381,7.65299142733,4.926961585,8.562947909,10.13424536,BRCA
5.5612686795,6.522938973,6.71360662325,11.22161448,9.736317839,6.6900219055,12.34109771,8.32260391367,6.192692891,9.55034401067,9.71978379333,BRCA
6.791169903,6.776897268,6.904091352,11.05015324,9.990983614,7.1168957155,11.74803988,7.43899229367,5.706538322,9.49607791233,9.64927309867,Control
6.935865955,6.832703733,6.94855824675,10.77967445,10.29596436,7.06909001075,12.29564706,7.60166719867,5.630093262,10.0055535403,9.650336593,Control
6.23780006725,6.0664182,6.51319229175,9.313711317,10.01433476,7.181430757,12.02662382,7.59160768567,5.679910204,12.0697967967,10.5399980683,BRCA
6.155251749,6.807100898,6.77269984975,9.683047729,9.712540381,6.83827886,11.1794428,7.77805859067,5.865430938,9.36087092667,9.69454428667,BRCA
6.273689165,6.406592471,6.93725355825,9.206422917,9.812386363,6.96568463825,12.0344036,7.72507089,5.154019343,9.62627870733,9.88162942267,BRCA
6.46315116575,6.185475721,6.51560473275,9.06544382,9.916141133,7.035803178,12.06390576,7.98719357833,5.255700175,10.5015695277,10.8669942003,BRCA
6.3805448535,6.300403471,6.4814821935,9.805889394,10.0322459,7.03017593925,11.62609927,7.72713712933,5.520745364,8.35971152067,9.74419115733,BRCA
6.522968526,6.672075676,6.70888373325,9.17185302,9.833428205,7.213998503,11.68152186,7.60554649133,5.694400549,10.4842165293,10.8745894117,BRCA
6.65967948325,6.877625017,7.023639895,6.536717836,9.724718956,7.3141427765,12.60628034,8.02047433667,4.221413827,8.59880267,9.047381277,BRCA
