@relation thedata

@attribute 10195 real
@attribute 10905 real
@attribute 11253 real
@attribute 11282 real
@attribute 11320 real
@attribute 144245 real
@attribute 146664 real
@attribute 1603 real
@attribute 1650 real
@attribute 1798 real
@attribute 199857 real
@attribute 201595 real
@attribute 22845 real
@attribute 23193 real
@attribute 2530 real
@attribute 25834 real
@attribute 2683 real
@attribute 29880 real
@attribute 29929 real
@attribute 3703 real
@attribute 4121 real
@attribute 4122 real
@attribute 4124 real
@attribute 4245 real
@attribute 4247 real
@attribute 4248 real
@attribute 4249 real
@attribute 440138 real
@attribute 54344 real
@attribute 56052 real
@attribute 57134 real
@attribute 57171 real
@attribute 6184 real
@attribute 6185 real
@attribute 6480 real
@attribute 7841 real
@attribute 79053 real
@attribute 79087 real
@attribute 79796 real
@attribute 79868 real
@attribute 7991 real
@attribute 84620 real
@attribute 84920 real
@attribute 85365 real
@attribute 8703 real
@attribute 8704 real
@attribute 8813 real
@attribute 8818 real
@attribute 91869 real
@attribute DependentVariable {BRCA,Control}

@data
7.856272508,7.076585562,11.56243576,7.09417882467,7.001298756,5.994246645,5.3240009705,12.84430567,12.04072818,8.2121941195,8.339142133,7.615171883,9.578863787,8.938984917,6.704652416,5.056238716,9.014202627,9.647953537,9.13557535,11.95215345,8.489327297,8.34545085,7.080904673,12.11539657,7.43544523167,5.462225158,7.164230976,6.425628035,10.682061585,7.336352854,9.405535663,8.608616259,13.41082367,10.16928652,6.972688574,9.540980965,8.537290243,7.467016788,9.947264757,7.513611396,7.539814261,5.038053386,6.044837379,6.3233870315,10.29122283,6.126063446,10.0793064,8.086340055,5.641698649,BRCA
7.6925957115,7.2264421315,10.96541655,7.40643703167,7.64196344,6.488768545,5.562704422,12.87039849,11.73344556,9.3003319445,8.439681067,9.440278022,9.263915348,8.731846049,6.518929957,4.841960644,7.760206182,9.944910089,9.242865131,11.66377168,8.992443519,8.148376321,7.5889200285,11.38319952,7.967213205,4.688199455,6.571225992,6.6923369705,10.76024152,7.522779876,8.922875086,8.761701748,13.19976669,9.531518473,7.53118752733,8.760305061,8.61912003733,7.094872401,10.00983251,8.12440714,7.7856263805,5.118329873,6.679871069,6.308257608,10.19237947,6.06983055833,10.727529185,7.8461107455,5.662783181,Control
7.6103819965,7.3633967115,11.02068851,7.47811938667,7.35076491,5.925294063,5.49353796,12.94317143,11.41853536,9.2434005045,8.695854404,9.038590591,9.225087584,8.920911903,6.7983053155,4.912292114,8.513886585,9.415900775,8.886703411,11.49848788,9.10928293,8.867071067,7.3242331985,11.63638911,8.08420387767,5.00158975,6.624324378,7.010896175,10.815649675,7.683768596,8.688303753,8.867712043,13.19114487,9.361291961,7.20776879533,9.108851852,8.33420273233,6.685173215,10.43977405,8.261943431,7.4314882505,5.442952823,6.305610919,6.3927276595,10.26509376,6.048960247,10.742977105,7.776047217,5.831504393,Control
7.797397191,6.9901270475,11.56729791,7.642432121,7.883759979,6.176079003,5.479449972,13.22219118,11.45478009,9.8182215205,8.0998532495,9.07661596,9.257070229,8.955120332,5.7398706135,5.143043912,7.274171082,7.317731701,9.541484409,11.42842837,8.176623375,9.00192967,6.512674084,11.74370273,7.59539399967,4.401824661,6.97665326,6.173233818,11.063271225,7.494317848,8.684697016,8.93641793,13.09561052,7.066738055,7.217603274,9.555356578,8.65339875933,7.425742784,10.024773,9.895348494,7.4667288735,5.154627002,6.765704216,6.759296728,10.46466855,5.98923089633,10.1304681305,8.2807519995,6.139198949,BRCA
7.415544492,7.6208619815,12.03792277,7.432487996,8.303599401,6.150209952,5.1973800415,12.63872105,11.90654314,9.653684229,7.793934092,9.282324614,8.972140572,9.204339515,6.108131212,5.48005681,7.575125334,7.583047264,9.2389308,12.08741818,8.099599142,8.974300665,6.8199925255,12.23093318,8.104240811,5.05203679,6.701310361,7.040813849,9.7086865425,7.648898828,9.273866174,9.287309018,13.80179072,8.239957816,6.852223914,8.633432232,8.47265104633,7.237977421,9.907022508,9.930530795,7.5751840445,4.642152489,6.596417605,6.5425981565,10.70099474,6.21362263567,9.8033233975,7.812259631,5.818908863,BRCA
7.9875097775,6.9438015965,11.52544754,7.10550598367,7.868546526,6.134842767,5.6008057155,13.43392773,11.6188926,9.3482336245,8.4163286945,8.75759096,9.556650281,8.963539961,5.9680058815,5.3646216645,7.528671182,7.688567011,9.230129219,11.70471109,8.421003517,8.628081972,6.3806468255,11.85977947,7.67998696167,5.573807162,6.562170383,6.212141624,11.156768275,7.462463674,9.181476004,9.532960311,13.40015501,7.818472134,7.00027589367,9.272712079,8.30778719233,7.155124649,10.30015265,9.010990369,7.440062166,4.457599246,6.641730707,6.5532213395,10.55539466,5.96961136367,10.163615255,8.178932057,5.867656354,BRCA
7.7456674255,6.845763179,11.64755074,7.489241257,7.944977189,5.985791427,5.413146535,13.35514394,11.72083647,9.6176075205,8.7487275525,8.462748793,9.620101181,8.94526175,5.762569649,5.404557453,6.665268844,7.597496024,9.514507509,11.24631027,7.915731704,8.996417789,6.573633822,11.61638815,7.61291402467,5.066101302,6.773307786,6.7681168445,11.32217053,7.808483397,8.811150785,9.30874921,13.10877685,7.065796113,6.919830137,9.963792397,8.70644916867,7.576410887,10.23882301,9.44806525,7.706534888,4.662513632,7.042811547,6.5603088245,10.60154822,6.029518362,10.0283229255,8.1547018545,5.814557632,BRCA
8.2241931065,7.333267151,11.62550351,7.379452321,7.792759594,6.544273338,5.43870649,13.37131522,11.92740031,9.694556063,8.9185314965,8.530075742,9.691682951,9.506506502,5.9225774235,5.266148889,7.761021136,8.339762197,9.530123977,11.47254884,8.104338134,8.529255941,6.7440243435,11.76903417,7.78366986367,5.035416341,6.921457531,6.8685072585,11.503966875,7.831847361,9.2670448,9.552823312,13.5121695,7.813237874,6.709739437,9.319187261,8.71160631533,7.428153124,10.2403087,8.852077767,7.6926918245,5.061788345,7.055610869,6.66194375,10.8300717,6.012092555,10.247700255,8.0267521485,5.921609641,BRCA
7.9768328755,7.120810881,11.85690996,7.99044313633,8.125130748,6.508829224,5.603557081,13.52332736,11.76903417,10.006217269,8.9128147985,9.210598979,9.869532589,9.037835962,5.4662360275,5.372926073,6.82858438,8.170251981,9.527897792,11.88931963,7.969416922,8.711461459,6.2959912085,11.81929108,8.088621076,4.85575461,6.872893768,6.5366085685,11.352019785,8.373779918,8.87920118,9.143294637,13.23377623,7.331591303,7.14021871467,9.907022508,8.633631582,7.583047264,10.18487569,9.165887529,7.379266053,5.187660128,6.921011149,6.7340021135,10.5789154,6.00142389867,10.258857465,7.9917208655,6.092128797,BRCA
8.0695196865,6.5303261925,11.13950677,7.45500529433,8.504820105,5.233438728,4.780174025,12.86051578,12.44183936,8.945907423,8.9738365375,8.943233566,10.17256225,9.590110341,5.585943996,5.520894108,8.839031414,6.264447878,5.944279407,11.33696411,8.711702352,8.81212204,6.8727467445,10.71697828,7.87146172733,4.85575461,7.26692969,6.6377842735,8.2220832565,6.223331437,9.183164615,10.23452142,13.46367638,6.798831822,5.77367675633,9.269968858,7.77656890767,7.429032419,10.39689135,8.801062538,7.5339197455,4.397891434,6.049201232,6.3044582595,11.48384111,5.956023376,10.0115363955,9.040637601,5.989031828,BRCA
