@relation thedata

@attribute 10195 real
@attribute 10905 real
@attribute 11253 real
@attribute 11282 real
@attribute 11320 real
@attribute 144245 real
@attribute 146664 real
@attribute 1603 real
@attribute 1650 real
@attribute 1798 real
@attribute 199857 real
@attribute 201595 real
@attribute 22845 real
@attribute 23193 real
@attribute 2530 real
@attribute 25834 real
@attribute 2683 real
@attribute 29880 real
@attribute 29929 real
@attribute 3703 real
@attribute 4121 real
@attribute 4122 real
@attribute 4124 real
@attribute 4245 real
@attribute 4247 real
@attribute 4248 real
@attribute 4249 real
@attribute 440138 real
@attribute 54344 real
@attribute 56052 real
@attribute 57134 real
@attribute 57171 real
@attribute 6184 real
@attribute 6185 real
@attribute 6480 real
@attribute 7841 real
@attribute 79053 real
@attribute 79087 real
@attribute 79796 real
@attribute 79868 real
@attribute 7991 real
@attribute 84620 real
@attribute 84920 real
@attribute 85365 real
@attribute 8703 real
@attribute 8704 real
@attribute 8813 real
@attribute 8818 real
@attribute 91869 real
@attribute DependentVariable {BRCA,Control}

@data
7.4828379465,7.4110608345,10.96434468,7.02648279067,8.346005182,5.980374532,5.711243471,12.91025583,11.13386163,9.369584137,8.375288715,8.854713453,9.449169865,8.69026092,6.3083463295,4.9671194735,8.456437714,9.292954902,9.125969469,11.57537865,8.958814497,8.427963455,7.165775681,11.92638599,7.77889610133,5.253621787,7.217330395,6.358903195,10.796816945,7.650533241,8.870434945,8.8785423,13.17297049,9.143141549,7.18309633867,8.742226161,8.372969001,6.974876651,9.642598299,7.91055448,7.4240677965,5.316518,6.086142197,6.6609137425,10.07167055,6.04829577967,10.65229683,7.74125349,5.641987591,Control
7.6697187715,6.668232747,10.56875683,7.15432019333,7.601327189,6.071897384,5.841275912,12.47123454,11.61103415,8.382780062,7.406893651,8.121094588,9.353577543,8.931462291,6.70857314,5.2422862785,8.388362979,9.855266053,8.874290659,11.49398064,8.274076565,8.466087808,8.077850779,11.94030819,7.83487579833,4.800655715,6.322474074,7.2343358225,10.444785555,6.960265895,8.405589443,8.503011881,13.2860567,9.519946342,7.28809464367,8.838495753,8.18200971533,7.569098232,9.745010853,7.981954125,6.9720827725,5.115003321,6.322474074,6.315972619,10.37676331,5.90524243367,10.284037515,7.837934361,5.567432314,BRCA
7.96805352,6.918601128,11.33983485,7.68579284733,7.494637864,6.059188284,5.6762415625,12.82061982,11.72569442,9.2562406975,7.78785609,8.5896522,9.409285448,8.750255707,6.1709026095,5.220797287,8.533350297,9.526059578,9.231287868,11.79550409,8.104626434,8.636045546,7.10817335,11.60364502,7.631493406,5.602001935,6.685173215,7.002394018,10.516314475,7.64086152,7.862143138,8.852077767,13.26893746,9.590110341,7.03220939367,9.275729428,8.362269645,7.419456989,9.962643412,7.975333728,7.7699785445,4.981637202,6.551289617,6.42056107,10.71932916,5.79852883933,10.499206685,7.9716527945,5.605858198,BRCA
7.685956555,7.423978269,11.52630619,6.92002038767,8.089663824,6.152189124,5.6714917735,12.31729538,11.72725479,8.1466623015,7.2260436085,6.605705905,9.489206292,9.947783437,6.0442070775,4.8877898095,8.500683687,9.969027107,9.287147382,10.83540327,8.4332945,8.489648422,7.221512994,11.86074569,6.95006033,4.876039551,6.848156962,5.9088272395,10.85843792,5.805041697,7.531266674,8.987293239,12.68497545,10.31472516,7.163863615,9.490330011,8.34949439967,7.902979691,10.18402643,8.231906508,7.2850636945,4.730656095,6.323194968,5.890025248,10.98982397,6.187398856,9.39243468,7.9512470805,5.64177089,Control
7.7308809375,6.9704960835,10.90219441,7.40360725033,7.468280127,5.538857248,5.5164635925,12.5801856,11.76088636,9.177468554,8.305503764,8.979097265,9.294495039,9.197463138,6.7013324585,5.6527964605,6.655534748,10.22826589,9.046899667,12.09022832,8.654762326,7.953063124,7.7089807615,11.69317124,8.115023707,4.305930585,6.780346602,6.4365007095,10.749933845,7.976107436,8.013882508,9.000641691,13.24583793,10.55605122,7.126136263,9.080731686,8.16859541933,7.481256805,9.677464692,7.682083617,7.951156976,5.252865266,6.480148468,6.1120633665,10.45125262,5.627203779,10.89003989,7.72238319,5.75155159,BRCA
7.2628149275,7.4819921295,11.33884516,7.862691185,8.297754429,6.377952839,5.850336662,11.93696372,11.4210814,8.989098774,7.968288717,9.694223417,9.666100203,8.368136601,6.8932626285,5.2427612735,9.532073946,9.383310697,9.672293232,11.89117053,9.214356235,7.919550328,7.910115987,11.66763062,8.60701843767,5.206341637,6.705843592,7.1192163675,8.60294613,7.928727288,9.420287182,8.889641705,13.32746778,9.675666492,7.52719928267,8.801903231,8.35488506833,6.772945048,9.614489524,7.261721494,7.5102501915,5.062436111,6.604965038,6.66009373,10.15022999,5.68202004633,10.583368365,7.8602774115,5.574866903,BRCA
7.55243975,7.557561767,10.9073904,7.070455,8.489487869,5.876892151,5.2056392285,12.01615373,11.47602735,8.0371788625,6.4760006615,7.056478197,9.776532194,9.839216043,6.639000254,5.692849863,7.845617261,10.57194248,8.338592802,11.09066178,8.994771422,7.752549787,8.234718772,11.76088636,7.12297898233,4.688758955,6.468750795,5.869884051,10.0734385205,5.524354632,6.397508323,8.552804644,12.8865864,11.42560159,6.62677348767,8.82140818,8.25266242033,8.375757477,9.323032869,6.742953157,7.0065398495,5.229406468,6.488889022,5.8264570295,10.36162065,6.26119901667,8.6717662735,8.487118189,5.989826604,BRCA
7.6646079995,6.975385152,11.00193963,7.61313802267,8.149392911,6.026363672,5.766142132,13.07564465,11.39527989,9.595840499,8.2999743775,9.564845477,9.208795915,8.960915006,6.9063945905,5.301502911,8.890272733,9.292000111,9.272712079,11.86989657,9.286350482,7.78527447,7.214594729,11.60957135,7.85157821933,4.771372469,6.995289824,6.2226521995,10.841380335,7.374107299,9.141232957,8.502872693,13.11936595,9.153033331,7.221992297,8.494986676,8.40005208233,6.434841384,9.568935181,8.393026922,8.2082862955,5.604820987,6.489049642,6.415427246,10.55781096,5.58151812733,11.006076965,7.908429577,5.261917434,Control
7.649644761,6.9228681925,11.39369628,7.501549418,7.603053464,5.934641074,5.422697323,12.81545941,11.94088626,9.2752626635,8.229280824,9.028818534,9.140606848,9.180394752,6.577822607,4.887964817,8.109623211,9.89302128,9.327744125,12.04611629,8.611320985,7.846212981,7.42488968,11.25022455,7.74884977767,4.488522104,7.274776776,6.7856730525,10.321257865,8.117540674,7.491895425,9.143645404,13.29472201,10.18698428,7.20771370367,9.162303911,8.36772745967,7.182992972,9.838483491,7.496097037,8.260954286,5.284117324,6.447005198,6.3133217085,10.43366919,5.845774513,10.7268835,8.139125384,5.954319195,BRCA
7.707913084,7.024452096,11.27518768,6.93199703167,7.404249876,5.416004724,5.537191305,12.79680929,11.34672441,8.691661114,8.2091764325,8.064420951,9.312418499,9.658908167,6.752228857,5.0570904045,8.130263105,9.739840141,9.054876366,11.82274022,8.229757489,8.432021022,7.6812053255,11.90810746,7.238146034,5.022158329,6.563963185,7.3202472645,11.08710679,7.430475812,7.760206182,8.90425913,13.146867,10.44156469,7.11873379533,8.983763988,8.656455415,6.917524621,10.11618835,7.614417457,7.6388633055,4.715635629,6.52927876,6.10989166,10.59080248,5.62550296633,10.0448528185,8.0937199085,5.98664487,BRCA
