@relation thedata

@attribute 10488 real
@attribute 10818 real
@attribute 1385 real
@attribute 1387 real
@attribute 1399 real
@attribute 1605 real
@attribute 1958 real
@attribute 1959 real
@attribute 1960 real
@attribute 1961 real
@attribute 2002 real
@attribute 207 real
@attribute 23162 real
@attribute 23542 real
@attribute 2776 real
@attribute 3725 real
@attribute 4131 real
@attribute 427 real
@attribute 466 real
@attribute 4914 real
@attribute 5288 real
@attribute 5290 real
@attribute 5293 real
@attribute 5295 real
@attribute 54386 real
@attribute 5594 real
@attribute 5595 real
@attribute 5599 real
@attribute 5601 real
@attribute 5602 real
@attribute 5609 real
@attribute 5781 real
@attribute 5956 real
@attribute 6197 real
@attribute 6416 real
@attribute 6464 real
@attribute 6714 real
@attribute 673 real
@attribute 7054 real
@attribute 820 real
@attribute 9479 real
@attribute 9586 real
@attribute DependentVariable {BRCA,Control}

@data
7.173305173,5.474832278,11.005151922,8.6873024975,11.37712933,11.33767223,11.68974045,12.1278268,7.9727526565,5.349976695,9.68790976,9.592833039,7.861893944,5.871094658,6.808774778,14.17314893,6.602290771,6.2469583145,5.564234295,5.82521094467,7.541486042,6.657000843,9.15686751,6.9076540764,11.63413504,8.06297051567,11.573459625,5.9065229025,7.597317289,6.3734932246,8.324744376,11.67803681,5.596496342,5.9896451145,7.974032126,8.62624266567,6.89592443067,6.461320332,5.1678288455,5.764215595,8.776993161,6.6511921908,BRCA
6.230458223,5.75504391333,10.78322175,9.023964326,11.8968755,11.43475867,10.52443425,11.30769051,7.625339361,5.074474662,9.524248408,9.66262953467,7.63060747,5.3494051965,9.546605663,13.87385551,7.49053086833,7.0901609175,6.167925508,5.741424473,7.862360143,6.822223857,8.195422808,7.509195938,11.21306793,8.197304519,11.32136754,5.767601547,8.0098633265,6.7192971842,8.037891629,11.69692854,4.932877618,6.67480979075,8.704684954,8.601359139,6.98144085767,6.276408844,5.5989541065,5.76209048,6.925112662,6.1810404658,Control
6.891483363,5.512284756,10.4041484903,8.87704806,11.78748237,11.66148208,10.91092396,10.99664316,7.7557439125,5.054643656,9.844219734,9.935713008,7.7408045295,5.26486939325,9.998851701,14.67256817,7.9279411,7.5313944615,5.864874046,5.65673537333,7.652775301,6.672535396,8.126576876,7.3656981534,11.3382407,8.151507585,11.488573795,6.1670985755,7.822857961,7.4496009772,7.957045617,11.86292605,5.206146244,6.649787867,8.3498677015,8.523978557,6.75905554167,6.674054967,5.5417165275,6.162699096,7.94480154,6.2641767912,Control
7.034031682,5.61854815867,10.5074705227,8.924929238,11.92436912,11.9128857,13.12486126,9.749777737,6.709143791,4.976720197,10.24378721,10.2127518167,8.695277883,5.66510987525,9.061277435,13.48222565,6.89288110933,7.293064907,5.966252363,6.076211705,8.365973657,4.904979261,8.437316311,7.1534205814,10.69375725,8.08129530567,11.695521545,5.967633391,7.8440908905,6.4529665452,8.007981913,11.0249286,4.993687096,6.13687965425,8.5569316505,9.16094315833,6.82951290367,6.855868653,7.5803338885,5.36790503,7.65578315,6.4680598564,BRCA
6.866664227,5.79048117533,9.90083481867,8.787588937,12.10871075,12.34260121,13.21182067,10.60821349,6.609745102,5.873451033,9.913970625,10.3303371883,8.279212097,5.58014341425,9.803614982,13.17144427,8.043130984,6.9529632565,5.488973851,6.892202365,8.597224924,5.472171943,8.637277967,7.0222287176,11.36679226,7.95451796533,11.206231375,5.329465727,7.5531159175,6.5996740378,7.711014946,11.92126273,5.149758548,6.3478008495,8.5497894345,8.789516499,6.91208436433,6.771559209,5.66740394,5.673988298,7.119877807,6.2731222318,BRCA
6.915763256,5.33919502267,10.2584479883,8.856661681,12.16730219,12.20475003,13.25798962,9.378062404,6.93322112,5.504788206,10.00415062,10.0295226957,8.391166137,5.707987816,8.90929393,14.09890062,7.452527561,7.193921471,5.661429849,6.22343926267,8.184182491,4.944168843,9.107714755,6.9209080238,11.12186714,8.00665617633,11.49634678,5.656097949,7.5935132445,6.4103000694,7.832100626,10.85319669,5.015706349,6.2124689205,8.480919728,8.419142242,7.22720437133,6.67359573,5.3806743205,5.507962085,7.527752861,5.9699885564,BRCA
6.82683803,5.61174235633,10.0323493423,9.171450661,12.06924173,12.29067992,14.65508011,11.24502395,7.130982292,5.255700175,10.22872886,10.1231177773,8.464907629,5.7526786075,8.5896522,14.01211384,6.26506264333,7.5129273615,5.343595475,5.900651423,7.687237663,5.538546893,8.783359349,6.8965544166,10.84047132,7.86577453733,11.796022585,6.071716146,7.244024888,6.3663407464,8.014301064,10.89823124,4.837705203,6.1028603775,8.4390426745,8.58330978467,7.35444662233,6.936287895,5.8258654195,5.132588408,7.930398981,6.149615173,BRCA
7.30834159,5.830169643,9.692770319,8.4836949415,11.92126273,12.17175704,13.44751595,10.94214079,6.9817434615,4.948613986,10.30881145,10.182290716,7.8974715855,5.66360949675,8.886520521,13.34674991,7.27264831567,7.022755699,5.782219336,6.655477482,8.288302177,5.070616072,8.641727659,6.895239566,11.1830493,8.01917131267,11.46459896,6.259376137,7.5582124195,6.4518559062,7.922348208,11.4871292,5.388026974,6.0448145055,8.551370553,8.49027171233,7.03736704367,6.811538864,5.651027307,6.920237092,7.487440374,5.8423494772,BRCA
6.941461789,5.78611083467,9.570767933,8.813489955,11.51973221,12.49713337,13.00646289,10.04973324,6.5948457465,5.274831217,10.45750942,10.3257906717,8.482653567,5.80781377475,8.45292188,12.76004735,6.29766993933,7.538302833,5.463697036,6.36521905133,8.774738578,5.353156751,8.719338441,7.0040046146,10.54241311,7.890844983,11.5411915,6.1648761405,8.134159504,6.2563490298,8.115760429,10.89528011,4.78687249,6.08165818225,8.655247477,8.95843216133,7.07743364033,6.9630149,6.2426448815,5.43213367,8.645767508,6.3082972356,BRCA
6.918031734,5.28673583567,10.2933462963,8.456160299,11.86526555,12.09425678,13.43914135,7.039854312,7.9251908325,4.842490216,10.01669727,10.2867156497,8.229117618,5.463487809,9.284894137,12.03663478,8.03866259967,7.2229527565,5.334149236,5.64712131267,7.938228627,5.027033758,8.95253824,7.4112322548,11.31116521,8.742530249,12.52079595,5.593235253,7.835265585,6.6932167248,9.015708527,7.418614,5.039808741,6.424485401,8.821488149,8.67313689733,6.94510312533,5.771893004,4.9996117075,6.279290785,9.01326762,6.0107537932,BRCA
