@relation thedata

@attribute 1499 real
@attribute 1855 real
@attribute 28514 real
@attribute 2932 real
@attribute 324 real
@attribute 3516 real
@attribute 4851 real
@attribute 5663 real
@attribute 6868 real
@attribute 6927 real
@attribute 7471 real
@attribute 8312 real
@attribute 8321 real
@attribute 8945 real
@attribute DependentVariable {BRCA,Control}

@data
6.94578590514,6.255785137,10.50776024,10.00381342,4.172021977,6.56502392833,12.1006805,5.97550771,9.1095367405,5.122684364,5.105815554,7.9896357,8.4127934705,6.7640108625,Control
6.96887473943,6.33859375367,9.436077036,10.79867858,5.814301269,7.28539932133,11.57672774,5.96330215025,9.726639909,5.428620839,5.044843524,8.095297936,7.970974812,6.8141713125,BRCA
7.126093946,6.47447631133,9.356529619,10.42204403,5.788040457,6.60532864167,11.43412272,5.86020366425,9.5152483625,5.531000265,5.430127385,8.60625187,8.9020220415,6.8509701385,BRCA
6.25068708814,5.97755783033,8.630650389,11.11828268,5.072117861,6.46343322533,11.4373387,5.477997281,8.928652119,5.119160314,4.65909244,8.148918672,8.301028863,6.6247603795,Control
7.18244667671,6.38015555967,9.369085347,10.40311354,5.687908393,6.98920056967,10.60435889,5.78268625175,9.618544825,5.308895293,5.580832327,8.3176887345,8.160096299,6.936615278,BRCA
7.271366378,7.01539003567,10.27344628,9.953578497,5.770572224,7.10650899533,11.53538974,6.565515535,9.5847414925,5.614718124,5.331285345,8.878606654,8.8413044935,6.691972956,BRCA
6.587592285,5.675294266,8.84036183,12.02630394,5.801553978,7.82722742,10.50583912,5.6355146775,9.7491525045,4.783209568,5.246418775,8.0529570665,7.9387998355,6.403455599,BRCA
7.12159637657,6.27415792233,10.2506126,9.584981814,6.180461809,7.020281624,11.06222513,6.26570107825,9.077068497,5.297935366,4.835559392,7.9479377265,9.4795098715,6.8512917035,Control
7.27824373014,6.39219749433,9.239074055,9.460251675,5.838328613,6.81385209633,11.03013967,5.95599859375,8.7968379665,5.789736585,5.524354632,8.183861137,9.2720875485,6.6180162235,BRCA
6.66799436186,5.868546834,8.433398833,11.10846093,4.883390185,6.900100722,11.34861214,5.81416326725,9.5600599955,5.813403636,5.488652576,8.1695430465,8.0537247955,6.6715821615,BRCA
6.27534299943,6.03305001167,9.375501674,9.583290187,5.8736971,6.29390628333,11.71105832,5.51524345425,7.977180979,5.500173644,4.502465777,7.921745226,7.80882705,6.3808690505,BRCA
7.131665281,6.30310518733,9.634702674,9.857779317,5.697670451,6.83311588167,11.5412565,6.0186927045,8.809705751,5.156448444,5.123305363,7.4731272815,8.782406804,6.557225406,Control
7.29151062114,6.204755088,9.789085739,9.894916689,5.394901009,6.95892592833,11.58622772,6.37093082475,9.14209333,4.963024656,5.48205062,7.895531788,7.9823760225,6.93128269,Control
6.59111954886,6.600485567,9.520668337,9.243632862,5.915766617,6.454463297,10.56679164,5.9011386295,8.840527739,5.259094728,5.325000691,8.398572355,8.0231768845,6.967238401,BRCA
6.82356085529,6.03520188333,10.20626383,10.71182636,6.201639374,6.694731782,11.80861644,5.53542732525,9.362598027,5.412113573,4.750622,7.751475952,8.5428355785,6.908983272,BRCA
6.36337954043,6.205131597,9.550401038,9.940739781,5.650485447,6.45050859867,10.76621026,5.8757640215,8.6517274715,5.610959302,5.371568663,8.3398054485,8.131757636,7.011914339,BRCA
6.422985035,6.59718884033,10.1306771,9.388491534,5.742822246,6.348126252,10.62072869,5.93850058825,8.3307117015,5.510812619,5.45517205,8.4801333975,8.32681881,7.212498348,BRCA
6.66300284714,6.141437552,9.377872676,9.946226836,5.127954352,6.261646369,10.83272413,5.5046755875,8.6527229385,5.58151037,5.334685584,8.154137598,8.796076253,6.794849191,BRCA
6.42648938771,6.72762246567,9.72566496,9.355059844,5.838328613,6.52301651333,10.22614155,6.1245275735,8.6101836085,5.503198645,5.522472662,8.514460111,9.042138984,7.0478061705,BRCA
6.69586688229,5.932295714,9.607941076,10.72853303,5.461734198,5.97800930767,12.2658041,5.94066521875,9.418326648,5.80517071,5.696558124,8.2867215315,8.96173673,7.585967543,BRCA
