@relation thedata

@attribute 1147 real
@attribute 1676 real
@attribute 1677 real
@attribute 2620 real
@attribute 317 real
@attribute 329 real
@attribute 330 real
@attribute 331 real
@attribute 4000 real
@attribute 4790 real
@attribute 4792 real
@attribute 54205 real
@attribute 596 real
@attribute 5970 real
@attribute 637 real
@attribute 6709 real
@attribute 7186 real
@attribute 836 real
@attribute 839 real
@attribute 840 real
@attribute 841 real
@attribute 842 real
@attribute 843 real
@attribute 8717 real
@attribute 8718 real
@attribute 8737 real
@attribute 8742 real
@attribute 8743 real
@attribute 8772 real
@attribute 8795 real
@attribute 8797 real
@attribute 8837 real
@attribute 9020 real
@attribute DependentVariable {BRCA,Control}

@data
9.004698798,9.322972846,6.6317994995,5.1194814635,7.460673902,10.1203149015,9.50184663267,5.599623716,12.31771434,12.34771002,15.00532806,8.464342681,8.4944607845,8.69026092,7.03937931067,11.51681803,7.722570406,7.931813168,6.92345301633,7.083131785,5.6639776582,7.924560768,6.7438981715,8.13891188267,7.727453634,9.943694688,8.240093082,12.2590489,9.964760013,7.53281069967,8.59931884,11.98737426,7.12458953,Control
8.974945912,9.80430441433,7.037503494,6.39872103,7.8219347,9.6275956935,9.90022641533,6.29655434,12.217337305,12.34109771,13.91249272,8.779925425,7.97569312475,8.669346719,7.36277768733,11.61680165,8.156008632,8.1988449165,7.07794042367,6.56812056767,5.8528914586,7.7506065195,6.1455111885,7.57672874133,7.986287882,10.07879165,7.6992370945,13.04382794,10.15158143,7.06171540467,9.033520136,12.5292244,7.618204007,BRCA
8.986710369,9.66722047133,7.119152491,6.020967657,7.4969355985,9.7717912665,10.2655236773,6.416760061,11.331478295,12.51631937,14.51605303,8.42928237,7.84053328475,9.073024297,7.39390802233,11.15088665,8.551997661,8.03923302,7.46918469167,6.742243195,5.7897319854,8.1061247785,5.9215713865,7.91175192233,7.5870050385,9.929872764,7.843449515,12.51448113,10.64474883,7.133501108,8.539819047,11.86027624,7.363480204,BRCA
8.742495656,9.39768029933,6.902136378,5.8337752175,7.949551686,9.477837206,10.2724422663,5.989826604,11.69631911,12.26985874,14.35403309,8.584211958,7.5957045875,7.67194989,7.22347936333,11.40622376,9.141437341,8.049352819,6.32634649467,6.02132500833,5.6257131728,7.389583129,5.9373595855,7.18497456933,8.087246154,10.01119619,7.56221409,12.56576382,10.26616024,7.06723032167,8.566911335,12.50251243,7.782574222,Control
8.684828488,9.67330697167,6.377025189,6.78053107,7.4088003525,9.3861165135,9.404843943,6.56544914,11.649666395,12.37603319,13.73047547,8.435838088,7.8450723755,9.268495874,7.344893544,11.3294966,8.106250323,8.040914571,7.89692416633,6.82370193433,5.7767472574,7.637528126,6.4972158175,7.786651762,6.9593656435,9.484878832,7.816946703,12.93245566,10.77308997,6.52209761933,8.842940443,12.26224618,7.444230413,BRCA
9.33884841,8.89733260433,6.7462971645,6.2123879175,7.755466278,10.3317089185,9.51612918533,6.091917306,13.55168753,12.87483063,13.77694807,9.008765532,7.89616385625,9.673230059,7.41519809933,11.64258438,7.922110302,8.276164252,7.233656492,7.27989135267,6.1557894346,8.5459358775,6.8031073515,8.01981551,7.43646474,10.12499078,7.4197981725,12.77666852,10.34100757,7.59437240433,9.315325713,11.64430934,8.197856947,BRCA
8.17437786,9.97309623267,6.2881816415,5.8072389255,7.5815822955,10.214895946,10.4052109017,6.731933742,11.981065665,12.52075501,15.02279519,6.998198677,7.264331835,7.262755244,6.55666256233,12.25692522,8.283761058,8.3070644095,6.84991378233,5.90453458933,5.645039366,6.9179834015,6.137935364,6.84780819533,7.3688329675,9.601752743,7.2896180665,12.20475003,9.911339974,7.25689851,8.38288458,12.89557628,6.740661566,BRCA
8.824657385,9.03718650233,6.5533661775,5.8022335305,7.645327129,10.0771995225,9.25162105967,6.140988854,11.76167965,12.20475003,14.22362506,8.819732939,8.05261194825,9.194320487,7.116277725,11.0691579,7.748127633,8.3666695385,7.61202263967,6.55264887533,6.1264922834,8.3320404855,6.421709888,8.008015864,7.554677471,9.671351374,7.593662687,12.22015014,10.36365325,7.34295575933,8.73888698,11.28307404,7.797176966,Control
8.659854224,9.358422347,6.632880865,5.872488934,7.8288732835,9.6996756995,9.76997316367,6.79103628,11.84304893,12.42766909,14.37348409,8.738583034,7.87109163775,9.012625324,7.61039616467,11.08036472,8.550151431,8.288078818,7.38519951367,6.74719066733,5.8838277246,7.7930385845,6.147858132,7.927182045,7.293673243,9.108531726,7.5127132675,12.76570158,10.67652155,7.429006978,8.673725237,11.75034492,7.392491577,BRCA
8.645245129,9.70737187733,6.6695634235,6.196285729,7.5688881555,9.526270562,8.98711892533,6.177724116,11.98689852,12.09766027,13.54172225,8.85611511,8.23267903825,8.33670864,6.96601306267,11.3345919,8.509301078,7.806017873,7.39794265367,6.62840186333,5.7581840748,7.6247556515,6.0304555315,7.73106613,7.691974864,9.863923404,7.494791296,13.13233509,10.1525514,6.717633511,8.415309872,12.5617021,7.396307489,BRCA
