ID	427	3706	3707	2776	1605	820	DependentVariable
Instance1	7.0964976515	5.817758343	10.2343328	9.668318219	11.37070935	5.66449084	Control
Instance2	6.6682528355	5.309804873	9.714503602	8.930930318	11.95147243	5.501288856	BRCA
Instance3	6.509385796	5.379561399	9.488011381	9.213384421	12.10871075	5.375570566	BRCA
Instance4	6.174467902	5.59291388	9.831893516	7.435526765	12.23392978	5.312711681	Control
Instance5	6.6870181055	5.283839608	9.455944203	9.924501194	11.96551025	5.166927545	BRCA
Instance6	7.253156792	5.694818396	9.831165155	10.54993411	11.84561169	5.651849079	BRCA
Instance7	6.4765995115	5.771893004	9.464617794	7.39744174	12.01701203	7.161134718	BRCA
Instance8	7.3763370605	6.04385369	9.582283668	9.665460782	11.17361954	5.655646098	Control
Instance9	7.118253504	5.688817657	9.544781489	9.303998235	12.04072818	5.536838744	BRCA
Instance10	6.8930044005	5.508516797	10.08234238	8.352640608	11.58294888	5.764746385	BRCA
Instance11	6.2469583145	5.279388878	10.00748325	6.808774778	11.33767223	5.764215595	BRCA
Instance12	7.0901609175	5.545359333	9.471543702	9.546605663	11.43475867	5.76209048	Control
Instance13	7.5313944615	4.880699299	9.730436649	9.998851701	11.66148208	6.162699096	Control
Instance14	7.293064907	5.784773056	10.69117233	9.061277435	11.9128857	5.36790503	BRCA
Instance15	6.9529632565	6.68067994	9.809000815	9.803614982	12.34260121	5.673988298	BRCA
Instance16	7.193921471	6.405912077	9.948696154	8.90929393	12.20475003	5.507962085	BRCA
Instance17	7.5129273615	5.86431694	10.16746241	8.5896522	12.29067992	5.132588408	BRCA
Instance18	7.022755699	5.549831826	9.854946719	8.886520521	12.17175704	6.920237092	BRCA
Instance19	7.538302833	5.556131441	10.07805442	8.45292188	12.49713337	5.43213367	BRCA
Instance20	7.2229527565	6.565182543	10.04563037	9.284894137	12.09425678	6.279290785	BRCA
