@relation thedata

@attribute 10991 real
@attribute 1468 real
@attribute 23439 real
@attribute 27165 real
@attribute 2744 real
@attribute 2746 real
@attribute 2747 real
@attribute 358 real
@attribute 4190 real
@attribute 476 real
@attribute 477 real
@attribute 478 real
@attribute 480 real
@attribute 481 real
@attribute 482 real
@attribute 483 real
@attribute 486 real
@attribute 5105 real
@attribute 5106 real
@attribute 6550 real
@attribute 760 real
@attribute 762 real
@attribute 8671 real
@attribute DependentVariable {BRCA,Control}

@data
5.836309985,8.430934545,4.840477407,5.69462499,9.170414035,12.60350703,7.436838787,9.3943013105,13.20549015,11.74617161,7.573838635,6.305838886,5.171511767,11.0075662667,8.881298397,8.1654550638,5.76249236625,6.6011960975,8.17760709933,5.105815554,10.963746465,12.03104303,5.6204611975,Control
6.13986403,7.77350375,4.708480413,5.939855093,9.182904002,12.26503342,7.060293663,9.0667346825,12.88068749,11.7601478967,8.499737407,6.107327595,5.404814027,11.0786587633,8.993477034,7.6774776296,5.667460738,6.243050775,7.58182517267,5.263796174,9.558696607,9.772562477,5.457316777,BRCA
6.693490878,8.570103432,4.991874681,6.6881603085,8.632641862,12.46516723,7.610602489,7.505111076,12.78039731,12.3780996267,5.72110688,6.059188284,5.6687672635,11.3381346567,8.935534242,7.590935683,5.53236536425,4.9437518165,7.737379153,5.826428522,9.1578235905,9.751904322,5.897498289,BRCA
5.863140121,8.806639133,5.229406468,6.1309256235,9.160338576,12.32574401,7.461604526,7.757815305,12.45547628,12.0413844233,5.460424154,6.037388399,4.908661704,9.415136053,9.524248408,7.1937672274,5.29784002825,5.411271404,7.29196366133,5.584068992,9.7689666565,11.04491678,5.773682831,Control
7.349217359,8.424944257,5.636197729,6.0827064,8.660014728,12.52393564,7.260334165,7.7412910305,13.11936595,12.0522698633,7.181900437,6.192791506,5.407338246,11.0671163433,8.886703411,7.6579137982,5.411301389,6.487691694,8.07156570167,5.435804628,9.6715876845,10.18138247,5.501472874,BRCA
5.684966848,7.395150919,4.721662605,6.4528711575,9.003350039,13.08801473,7.518655368,9.3862993995,13.34505663,12.5635974,6.847624679,6.2181085,5.3785945915,12.1145166367,8.792953849,8.0926699198,5.25698314425,6.3510124755,7.67560415833,5.30998672,9.993060077,9.146785748,5.9464134385,BRCA
6.003271234,8.362383449,4.567828407,5.73579942,9.145690907,11.7646924,6.776041872,7.7916181325,11.94573106,10.9018499343,5.682019293,7.481256805,5.4209960565,8.83242227333,8.710342497,7.77673562,5.3340312765,5.0486747065,7.10096244633,5.263890047,9.670242546,9.166176345,5.2510023165,BRCA
5.334149236,8.058155641,4.908346081,5.882841981,8.939837117,12.46187723,7.352023833,9.0903230765,13.15952927,11.77433084,7.766961362,6.47143593,5.8222575895,11.6829085233,8.934251932,8.060705661,5.71394497725,6.034652891,7.17891887367,5.216465777,10.896852955,11.28585604,5.825548677,Control
5.065239741,8.826040853,5.221694654,6.375538511,8.727649179,12.55220564,7.189481445,8.4342146665,13.02515173,12.3698481033,8.920911903,5.838328613,6.229757997,11.8796742633,9.169130251,7.891337482,5.4692828215,5.1194799475,7.64453556567,5.9893725,10.349992835,9.456262575,5.301831852,BRCA
5.992208309,8.623754517,5.139972076,6.4923185605,8.884385094,13.07861622,7.344298405,8.0482500635,13.02515173,12.0528531,7.510370809,6.137304345,5.5306956595,11.8340178433,8.786074471,7.6172088754,5.003627072,6.044721811,7.79989988667,5.745379368,8.715547198,10.8503707,5.682893787,BRCA
5.970630084,9.187525981,4.911345545,5.887125938,9.272280513,12.61090263,7.856660706,8.136664089,13.26600764,11.66834406,7.819701908,5.8736971,5.6100631305,10.45793763,9.282845833,7.6843879584,5.75134621775,6.777279282,7.67853256367,5.941758505,8.7024416265,9.657251952,5.1898993435,BRCA
5.665486041,8.158535374,5.382071697,5.72459314,9.119292054,12.66507944,7.043905282,9.3264955365,13.50703833,12.04524015,9.77172101,6.151834088,5.584965896,11.30856091,9.088311981,7.9574093308,5.4767225275,6.542964077,8.198871326,6.098459168,9.4840886445,11.50955249,6.0232776435,Control
5.928850697,9.101214823,4.849513012,5.9968463795,9.004881345,12.5506675,7.453725649,9.245754553,13.75148289,11.6217527633,8.778603769,6.469890553,5.0853848005,11.2772303167,9.278752093,7.9878450618,5.48068620525,7.4641024005,8.21715890633,5.51578754,9.556057553,12.05151325,6.2806176105,Control
5.500970312,8.512879813,4.756504979,6.6031039135,8.965922146,12.7584086,7.240984771,9.202310231,12.6014308,12.4328424233,6.887498235,6.575694758,6.257402161,11.218616671,8.714658623,7.0894307086,5.595822893,5.814687283,7.781624593,5.201056716,8.4750678465,10.58727148,5.770626481,BRCA
5.693076567,9.610425606,5.569484446,6.370547311,9.424665541,12.9500565,7.064745795,9.5140213595,12.81938184,11.9507093633,5.39352882,6.368031123,5.6200932275,11.3597607767,8.357740164,7.322166587,5.12013790425,6.019516084,7.37750700233,5.775321383,10.626510165,11.14957584,5.8128305935,BRCA
5.641409649,8.895530694,5.074902758,6.472312803,8.899841107,12.48900128,7.573630384,8.6436021955,12.79374357,12.04236405,6.425472417,6.09149423,6.2913648945,11.5555045387,8.891541557,6.8611236482,5.63184775375,5.446513976,7.799000873,5.638878429,8.3731808305,10.38787223,6.1777170685,BRCA
5.734852697,8.458335989,5.077041333,6.6769127285,8.48420977,12.72471214,7.137660093,8.5427164585,12.83212363,12.2801851067,6.053334703,5.942814302,5.9229246365,11.30625711,9.02738156,6.865177778,5.39462846875,5.8678732615,8.26637811633,5.38008113,12.50335564,11.01352875,6.4562429415,BRCA
6.136996877,9.158313751,5.109581261,6.0807440325,8.986710369,12.15911615,7.359532426,8.6383984345,13.31403233,12.2207445933,6.907675223,6.442492064,5.6212629585,10.474957662,9.151613494,7.0036304332,5.68218173225,5.9673170555,7.864735013,5.807812937,9.451807344,11.05830992,5.8358414595,BRCA
5.452374073,8.438086053,4.674989884,6.5919798505,8.832511198,12.23300553,7.09571645,9.280607444,12.87743566,12.3922982933,6.204870044,6.088635217,5.523099184,10.95210528,8.902843217,7.003788491,5.60282398025,5.321784583,8.21781843067,5.601407747,11.89811934,10.23482675,5.436440788,BRCA
5.823692844,10.30513296,5.20184089,5.814431777,9.196332326,9.531148039,7.423874623,9.725057205,12.9500565,11.3822101803,6.918031734,7.527987381,5.4083628385,9.95170859933,9.845502253,6.7185464612,5.2951767505,6.5614672555,7.75966795533,4.85575461,7.47269696,11.04644726,5.5941412275,BRCA
