@relation thedata

@attribute 1230 real
@attribute 1232 real
@attribute 1233 real
@attribute 1234 real
@attribute 1236 real
@attribute 1437 real
@attribute 2833 real
@attribute 3458 real
@attribute 3459 real
@attribute 3460 real
@attribute 3558 real
@attribute 3565 real
@attribute 3566 real
@attribute 3567 real
@attribute 3592 real
@attribute 3593 real
@attribute 3594 real
@attribute 3595 real
@attribute 6348 real
@attribute 6351 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7852 real
@attribute 8809 real
@attribute 920 real
@attribute 940 real
@attribute 959 real
@attribute DependentVariable {BRCA,Control}

@data
6.819192757,5.2136469555,4.946977895,5.476713145,7.716547055,6.027248757,6.537921615,5.77657203,12.41466417,12.60891324,4.879474508,5.4767379555,7.573889673,5.2954882695,6.371476641,5.211023147,5.604096053,5.836057457,8.041222615,5.445769113,6.147057976,5.609704182,10.31728008,7.52433658333,6.840466774,7.572626574,6.661853347,6.586994086,BRCA
7.50227714,5.1437246965,5.135464327,5.274553208,7.259275135,5.208391667,5.789345348,4.921497326,12.95548196,12.64414927,5.572595075,4.9594614325,7.829537058,5.236038782,6.861865828,5.622060057,5.850726233,6.072647808,8.228038372,4.853011634,5.382071697,7.247787805,9.979768545,8.662151022,6.821394926,8.062317545,6.267072826,5.575699011,Control
7.021260744,5.2442925375,4.814308516,5.44376233,6.935904996,5.637792259,5.713428617,5.303243061,12.80254267,12.68837278,5.006310647,5.0479553105,7.343454662,5.753817663,6.342079669,4.997530935,5.680195824,5.704879743,7.152997456,5.242898987,5.502084908,7.420152085,9.655880007,8.46853633133,6.921665795,7.324655646,5.612950486,5.411605257,Control
6.893577983,4.649842571,4.192301587,5.815593995,7.492776776,5.363706598,6.870738061,5.196047562,12.62053951,12.40526256,5.431298057,5.1469376925,8.2605585175,5.61349928,6.424674922,4.693784032,5.93979918167,5.423419547,6.942283201,4.561139219,5.115003321,7.131628387,10.35287964,8.46643887033,7.047917653,7.340030607,5.532169853,6.274546467,BRCA
7.303669174,5.1548659475,4.269951597,5.3501798975,7.143360572,5.234397132,6.568492472,4.702259784,13.13233509,12.69883927,4.811228613,5.1417521165,7.5265620785,5.322639635,7.469094598,4.481826553,5.78814924433,5.673988298,6.396952035,5.23994335,4.924350826,7.112546695,11.69149721,8.67410823533,6.654067161,7.504284952,6.086301455,5.045935721,BRCA
7.243747912,5.210537089,5.455500867,5.456655096,6.48510929,5.386130858,6.545046028,5.131765663,12.57561022,12.56946885,5.043313058,4.942154083,8.0140964065,5.594179114,7.799671995,4.735808811,5.97635341167,5.703980549,7.938934301,5.716175548,5.605710071,6.735729052,10.24482795,7.89103560467,6.769378768,7.060753003,5.476714818,5.923274739,BRCA
6.635722201,5.273005932,4.118858592,5.454992331,6.533645591,4.235422182,6.666405549,4.923400286,12.51861757,12.48307013,5.659504507,4.8414910265,7.9397725765,5.4511408555,6.888746673,5.179920282,5.64105725767,5.710745315,8.668176866,4.93712219,5.66449084,7.229566594,10.86671119,8.37938063133,6.582786015,7.078260574,5.331822758,6.163806263,BRCA
6.95652463,5.1336081555,4.41408113,5.4770915855,7.037687304,5.272873517,6.796010803,5.568952692,12.89900003,12.67768778,5.575169544,5.141070657,7.982761652,5.254707192,7.360761781,4.96464266,5.93240044933,5.609408701,7.733898511,4.700735,5.37574431,6.535085305,10.95634187,7.96291278133,6.743087843,7.628739198,6.282074289,6.951608556,BRCA
6.748800415,4.9637497015,4.851388329,5.2824126215,7.132990933,4.901604566,6.905631069,5.682019293,12.30040269,12.87339418,5.412113573,4.993426328,7.9352348665,5.518342789,6.876182709,5.246228736,5.77089980333,5.488973851,7.417601761,4.8589896,5.19062597,6.862206886,10.24378721,8.705908136,6.507363055,7.524289246,5.672857555,5.827572151,BRCA
7.614086121,5.212032349,5.461734198,5.4101039815,6.520033725,4.755170033,6.949129628,4.96556642,12.44065386,12.55918115,6.396866433,4.634263323,7.958005403,5.463931152,6.207019812,4.71233763,5.57438952633,5.505264734,8.733965327,5.290397907,5.716038325,6.989880165,10.70345182,7.97141172567,6.130936659,7.818200484,5.762422735,5.557280839,BRCA
