@relation thedata

@attribute 1230 real
@attribute 1232 real
@attribute 1233 real
@attribute 1234 real
@attribute 1236 real
@attribute 1437 real
@attribute 2833 real
@attribute 3458 real
@attribute 3459 real
@attribute 3460 real
@attribute 3558 real
@attribute 3565 real
@attribute 3566 real
@attribute 3567 real
@attribute 3592 real
@attribute 3593 real
@attribute 3594 real
@attribute 3595 real
@attribute 6348 real
@attribute 6351 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7852 real
@attribute 8809 real
@attribute 920 real
@attribute 940 real
@attribute 959 real
@attribute DependentVariable {BRCA,Control}

@data
7.038263662,5.277926499,5.006535067,5.0969811815,6.487080811,4.678374372,5.673281687,5.676529235,12.80095353,12.74323457,5.726430204,5.0072306655,7.9598688595,5.421372531,6.597386379,4.636656248,5.355532094,5.706262025,8.622089465,4.821724589,5.682300273,6.78103548,9.289875449,8.430868108,7.042920958,7.587142037,6.411176756,5.703219255,Control
6.869196295,4.9921382705,4.647773112,5.199818081,6.856802494,5.205755379,6.006977493,5.277995204,12.18834321,12.42907592,5.368428976,4.7333277815,7.5780798575,5.340579688,6.147057976,5.272407006,5.72765369167,5.672079654,5.965329042,4.502465777,5.101199635,6.166218956,9.578863787,7.282603072,6.65091217,7.564704211,5.313618859,5.355449107,BRCA
7.336107336,5.0453984195,5.088959125,5.2580703925,7.478286534,5.418452458,6.389313513,5.336114869,12.87602003,12.45547628,5.465820435,5.313506773,7.6972575105,5.7194123975,6.608332915,5.379561399,5.931795749,5.539167536,8.136838795,4.939944983,5.014814152,5.995434345,9.330514214,8.62440485833,6.86802345,7.27775495,6.037388399,6.511322251,BRCA
6.424087011,5.3080945315,4.509722249,4.8089754805,7.337267595,5.03343539,6.198794315,5.464840793,11.98345514,12.02845184,4.899672619,5.4457486575,8.2079323255,5.472305765,5.82808014,5.412113573,5.57351340967,5.780317481,5.651059765,5.161495975,4.808914358,5.797150007,10.06419075,7.01915103033,5.99820185,7.757275197,5.706538322,6.235732444,Control
6.38884014,4.8113357555,4.537176254,5.122460336,6.940170054,5.17473722,6.209020126,5.115211455,12.38876812,12.34109771,5.536217098,4.9685946665,7.8440426925,5.0515537875,6.568568473,4.805822905,5.66629365167,6.169930636,5.850631456,4.894103816,4.828848945,6.737352562,9.272076349,8.171365118,6.38884014,7.922110302,5.593959684,6.303968491,BRCA
7.50811391,5.5170376185,5.712053188,5.7395753315,6.627537988,4.95444207,6.050290137,5.298302041,12.80568549,12.38431166,5.032554093,4.916242232,8.179923014,5.1215765945,6.123713395,4.790265497,5.34904507967,5.588872948,7.239410274,4.812512701,5.321216715,7.238598499,9.540317507,8.540582058,7.067921339,7.239410274,6.062214149,5.453691444,BRCA
6.89688069,5.4071971105,5.109790179,5.269756538,8.647099619,5.205168882,5.984140004,5.213941395,11.02951865,11.41436827,4.759703782,5.173542303,8.4037176925,5.2625027255,5.850631456,5.328236218,5.74894741633,5.978259278,6.053334703,4.634915478,4.73770262,6.518854253,11.79415195,7.443708709,5.725748823,7.114005486,6.314112464,5.665201768,BRCA
6.909896458,5.119030805,4.525994391,5.094001894,6.420007038,5.002490161,5.651777341,5.989996857,12.97619003,12.74323457,4.823508981,5.2313828535,7.667921317,5.5434679,7.117464214,5.256643908,5.64360897533,5.808263565,7.395793572,4.699347423,5.167931151,7.822174254,10.56613044,9.188979403,7.169627227,7.840024324,5.651777341,6.597423627,Control
6.794516997,5.463043392,5.572973961,5.5815958645,6.849314783,4.749683847,6.363088376,5.178725843,12.64577331,12.50251243,5.307438771,4.865162184,7.6272357545,5.272333773,7.818711782,4.809043025,5.65647370033,5.545359333,8.949827531,5.250403832,5.46083367,6.303694572,9.938499406,8.49157371467,6.332533963,7.470071357,5.802975918,5.849756153,BRCA
6.684401928,4.698795676,5.320314304,5.494948245,7.133042325,4.920783068,6.189237109,5.114586962,11.9984636,12.42457843,5.044406414,5.2729194505,8.3888894545,5.5195452685,5.69321599,4.314057196,5.65767448733,5.651490354,6.271748387,5.622938584,5.062004299,6.274406692,9.642061229,7.70676359567,6.350148575,6.98547517,5.909779853,6.052030675,BRCA
