@relation thedata

@attribute 10393 real
@attribute 11065 real
@attribute 246184 real
@attribute 29882 real
@attribute 29945 real
@attribute 51433 real
@attribute 51434 real
@attribute 51529 real
@attribute 5347 real
@attribute 64682 real
@attribute 7321 real
@attribute 7324 real
@attribute 8697 real
@attribute 8881 real
@attribute 891 real
@attribute 983 real
@attribute 996 real
@attribute DependentVariable {BRCA,Control}

@data
9.513027356,5.946718082,11.33438519,6.6515261255,10.89969322,11.62074231,7.891633541,7.3510422728,6.390259793,7.6853955185,4.932168974,10.0092425685,10.18559438,11.5864322767,5.331285345,5.5594032075,6.396138612,Control
8.972521155,6.04174069825,11.40859261,6.7379607485,11.39527989,12.19704319,6.84856387,7.3426400302,6.340211188,7.2170541915,5.03365563,9.6892558675,10.26616024,11.6338743833,5.309804873,5.1000844475,6.157756819,BRCA
9.108133102,6.74908509625,11.2089234,6.869178129,11.3989816,12.09904539,7.808660365,7.224976819,6.592573364,7.912831347,5.717135739,9.963199446,10.57151592,11.5702330533,5.932280461,6.018363896,5.844744204,BRCA
8.316825834,7.33950241175,11.41853536,6.6715156405,11.32897515,12.48456748,5.73024,7.4878570166,6.635867278,7.4581159765,5.249456007,9.0746207545,10.65722043,11.5606470833,6.555360353,6.0392399955,6.551443438,Control
9.237891778,6.54666819075,11.07799751,6.6164296375,10.88402951,12.22983432,7.219219655,7.161221794,6.97831327,7.543913831,4.615340623,10.1134177805,10.28274128,11.5806475867,6.520190915,6.028693113,6.249545485,BRCA
8.639323636,6.3652003555,10.65984455,7.342223526,11.46972335,12.44988381,8.677068719,6.776792448,6.794094554,7.8529284555,5.499695432,9.996990863,10.50260587,12.1339918167,6.429495141,6.0648074825,5.767794645,BRCA
8.078179001,7.3058340285,11.9938814,6.3666374985,11.09109172,12.4173608,6.019930513,7.6351415802,7.728874776,7.163018361,5.178725843,9.4235422705,10.71047093,11.5145750067,7.168173481,5.427401159,6.731933742,BRCA
9.549015053,6.26826666075,11.6188926,6.652433483,11.09993968,11.89117053,8.520992932,7.4572438276,7.277940882,7.6369717535,5.07383228,10.53697429,10.24516082,11.6136895433,5.149148835,5.6375433755,6.353195907,Control
9.367327993,6.96663888775,11.1161313,7.1812092455,10.99477083,12.38250455,8.017366771,7.1618852434,6.718296974,7.3916087785,5.247558487,10.4854444445,10.48357425,11.79353655,6.342257494,6.505547144,5.835425946,BRCA
8.797467904,5.7988888795,11.81218745,6.861446222,11.18792748,12.06681079,6.594851287,7.2458581842,6.810382449,7.704876591,4.73770262,9.894298353,10.05646198,11.7083151733,5.2209212,5.4053195205,5.850006293,BRCA
8.516213288,6.117138671,11.54912779,6.860202469,11.40035929,12.26420808,6.836085475,7.1867571438,6.99712619,7.614899535,5.681316606,9.4450322135,9.900855914,11.90066367,5.842357415,5.220752803,6.076554418,BRCA
9.480331335,6.4127591625,11.17829777,6.693364887,11.22708057,12.08543106,7.835799558,7.1532987808,6.457795876,7.7627964575,5.760760691,10.5384406405,10.4262965,11.6161679967,5.585571947,6.0055657725,6.227669487,Control
9.539789428,6.255555381,10.92410009,6.885083732,10.90118767,11.98345514,7.879707489,7.261387587,6.760856726,7.6187231085,5.162100493,10.0739134865,10.41768407,11.5281897733,5.639963781,6.0129300215,5.577437325,Control
8.9961706,5.93785342525,10.53262893,7.189528047,11.16449233,12.67483341,8.156337359,7.1990915432,6.775581064,7.681858564,4.458724733,9.534909619,10.40755487,11.7603938867,5.135464327,5.5090344575,6.036839159,BRCA
8.643875238,6.50368195875,10.25321554,6.3557358415,11.62074231,12.77884208,7.829676956,7.1002806764,6.88194331,7.802221824,5.808521004,9.627403237,10.4487877,12.15242758,5.666480557,5.6287591775,5.974191571,BRCA
9.113456414,6.61033529925,10.59929946,6.8434870215,11.17455453,12.46365343,7.323642812,7.3771267448,6.65885814,7.6461164235,4.931459981,9.4849852965,10.77439198,11.84790279,5.51460459,5.441586912,6.102139097,BRCA
9.401989375,6.0049869305,10.37846858,7.311695333,11.13330618,12.73257984,7.988714683,7.5088770606,6.489210244,7.6260652505,5.226519366,9.5077570325,10.57985358,11.7897589833,5.524354632,5.6210469815,5.838328613,BRCA
9.350851427,6.98066455025,10.60658591,6.656442332,10.99419451,12.42907592,7.804520085,7.4070599672,6.855868653,7.4814299465,5.406342144,9.4693136665,10.77106872,11.5136723133,5.588273328,5.8102462945,6.323825455,BRCA
9.323494555,6.35531967625,10.45510657,7.286816896,10.7182377,12.53830178,8.558708769,7.2726298104,6.653780629,7.267079258,5.250593322,9.7536543305,10.45125262,11.52097681,5.759562832,5.34095673,6.026142315,BRCA
5.953737396,6.9503091185,10.57487757,7.0828587065,6.816315302,12.32574401,7.503629242,7.8456203136,7.570673773,7.552289566,5.377654117,10.187024593,9.817791564,10.5770599337,5.101619875,5.46625573,6.536717836,BRCA
