@relation thedata

@attribute 10087 real
@attribute 10558 real
@attribute 10715 real
@attribute 123099 real
@attribute 125981 real
@attribute 130367 real
@attribute 1455 real
@attribute 151742 real
@attribute 166929 real
@attribute 204219 real
@attribute 2531 real
@attribute 253782 real
@attribute 259230 real
@attribute 29956 real
@attribute 340485 real
@attribute 5007 real
@attribute 55304 real
@attribute 55331 real
@attribute 5587 real
@attribute 56848 real
@attribute 79603 real
@attribute 81537 real
@attribute 8560 real
@attribute 8611 real
@attribute 8612 real
@attribute 8613 real
@attribute 8877 real
@attribute 8879 real
@attribute 91012 real
@attribute 9217 real
@attribute 9218 real
@attribute 9517 real
@attribute DependentVariable {BRCA,Control}

@data
9.7545487575,9.3942870816,5.48453872367,6.029238215,4.972246049,6.47307969767,10.62072869,5.959718724,5.474931823,5.495864018,11.252789675,11.52103369,7.022592869,10.056514965,6.686784573,12.03723816,6.161655847,10.27988364,8.424944257,10.28344757,7.872214876,6.765173778,11.445229505,10.9431224093,6.97276375733,10.585142871,7.5696123375,8.32993211,10.20252214,5.342529189,6.58239146333,9.022833232,Control
9.6399859575,9.477217453,5.23670512567,6.694884109,5.541105329,5.766996326,11.00102128,5.59268968,6.178023026,5.327517838,11.658159285,11.95215345,6.569328264,9.9336010565,6.147057976,12.46187723,5.8891498835,9.610111812,8.377743171,10.55438287,7.363304976,5.478414715,11.40994507,9.55774462367,7.42474164867,9.570889838,7.745070192,8.056110832,10.26227726,6.202227307,6.95049876533,8.419403132,BRCA
8.7841639795,9.3135819964,5.09403992533,7.381956288,4.736079505,6.46892367333,11.18741411,5.29242402,5.546748832,5.565377259,11.14739489,12.02131498,6.382672115,10.0692441465,5.557663769,12.60628034,6.130435804,8.355902877,7.929289667,10.62072869,7.998577914,6.053334703,11.319345985,9.388513914,8.05789780667,9.13727223567,7.550108584,8.414337599,10.28146097,6.516256016,6.56751460433,9.317921947,BRCA
8.711750176,9.071390338,5.67690192667,6.674973001,5.011910695,6.31038980467,11.81310789,5.949658216,5.82324701,5.123512303,11.067079675,12.04827069,6.489049642,10.0516501935,5.30196368,12.63872105,5.9381424055,9.644893261,8.383100658,10.78010524,8.105307642,5.558352786,10.6440688505,8.49375710433,8.29916801667,8.15530132967,7.8570677945,8.299461183,9.965539411,6.594776658,5.94386120667,7.995231693,Control
9.751838832,9.4973549332,5.48635159433,6.696275996,4.870871734,6.31043312167,10.50005538,5.87289723,5.75155159,5.553829893,11.60555658,11.78049682,6.858357554,10.0342666235,5.885825234,12.3377697,6.3014309325,9.399716448,7.806776963,10.0483987,8.305173834,5.692518737,11.602235735,9.639040942,8.12905631867,10.3473351567,7.4928839495,7.986440979,10.22558136,6.216508824,6.82890132533,8.827502388,BRCA
9.6314863705,9.823416785,5.156125864,6.568568473,5.499695432,6.412031279,10.54782505,5.874619476,8.187947248,5.413806667,11.545434375,11.83486615,7.53416887,10.2599841235,6.576072831,12.43921023,6.503824609,8.327385489,8.477749287,10.54540884,7.98845907,7.235921179,11.919506935,9.99608662833,7.73485708867,10.417489828,8.1841381205,8.236015538,10.67836711,5.938939262,7.828822764,9.577514332,BRCA
9.893725243,9.5817956686,5.48408161067,6.328679975,5.333433796,6.526357348,11.25727898,5.79064906,5.306345413,4.805564985,11.207944875,13.32947056,7.230263367,9.209552363,5.019714421,12.41833894,5.8131277345,10.10165767,9.520412979,10.503672,8.276055905,5.771893004,10.561185729,8.75084065167,7.858497818,9.10501436133,7.1879549345,7.723969969,9.84355253,7.254369939,6.18464836,7.830865539,BRCA
8.791418805,9.5846951374,5.265279099,6.379773104,5.472009433,5.927051479,9.77458988,6.040898593,6.473872634,4.607083101,10.827158762,11.24266817,7.530057326,10.242529171,6.074682706,12.15610687,6.453553298,8.698323652,8.784374029,10.45055173,7.762599838,7.250253703,11.349344485,10.6777321773,7.553446162,10.3374324443,7.1838077395,8.010809379,10.4353997,5.361251859,6.34599739467,9.077998072,Control
8.631986003,9.4125751802,5.13653182833,7.187750739,5.466799412,6.36688238167,10.8409276,5.65478727,5.706952669,5.080030024,11.13988027,11.93949851,6.353328254,10.0573622005,5.763950127,12.17972416,6.3322988155,8.468095662,7.536346549,10.42864835,8.360672771,6.407272544,11.41522247,9.35728519533,8.58908597933,9.77375025267,7.626962933,8.302583094,10.76155147,6.075752553,7.04828913567,9.304511683,BRCA
10.0584244635,9.3235445222,5.69090549667,7.838512397,5.087262599,6.21172845,10.35359929,5.022158329,5.29242402,4.953278335,11.51435119,12.63872105,6.081942071,10.39421073,5.959544861,12.37838706,6.084139895,9.499477756,8.024697998,10.43451906,8.558919184,5.956644051,11.09043886,9.71539546567,7.86117751733,9.085078483,6.9257214185,8.381198053,10.51475871,6.821203566,6.671714286,8.263129649,BRCA
