ID	1437	920	4049	1435	3562	7124	3600	7042	3458	7040	3456	3439	1440	7043	3558	3576	3593	3596	5154	3592	3574	3552	3565	3567	3586	3569	3123	3122	3589	DependentVariable
Instance1	4.678374372	7.587142037	6.097300677	6.605429502	5.089382945	8.519696323	6.46544247525	6.78103548	5.676529235	5.682300273	5.011016147	5.354567863	6.47579111167	9.289875449	5.726430204	9.6189422155	4.636656248	5.014814152	6.70121473533	6.597386379	5.626563777	5.428620839	5.0072306655	5.421372531	8.621509826	13.60771409	5.209464331	13.17461947	5.422410676	Control
Instance2	5.205755379	7.564704211	5.99820185	6.17163056667	5.541105329	7.177920594	6.34347006575	6.166218956	5.277995204	5.101199635	4.332418168	5.219566658	5.45065757067	9.578863787	5.368428976	6.7790147065	5.272407006	5.076613872	6.927342899	6.147057976	5.574289436	5.19062597	4.7333277815	5.340579688	9.0225626735	8.608616259	6.166218956	13.80159564	5.376786337	BRCA
Instance3	5.418452458	7.27775495	6.212526175	5.75855648167	5.29242402	8.414834386	6.752661952	5.995434345	5.336114869	5.014814152	4.538726271	5.263044971	5.37552042867	9.330514214	5.465820435	7.352992936	5.379561399	5.241660263	6.43184992733	6.608332915	5.506245744	5.173838258	5.313506773	5.7194123975	8.5481499285	7.664022547	6.220528877	13.830710045	5.730783436	BRCA
Instance4	5.03343539	7.757275197	7.242795702	5.97830915367	4.893861206	8.370459788	6.0497296355	5.797150007	5.464840793	4.808914358	5.123512303	5.139460541	5.02824661567	10.06419075	4.899672619	6.039562885	5.412113573	5.402254249	6.29958050633	5.82808014	5.395675362	5.28559757	5.4457486575	5.472305765	8.7223001635	6.879402901	5.78869305	13.10958531	4.851263383	Control
Instance5	5.17473722	7.922110302	5.897247233	6.018804739	4.885099957	6.675961001	6.5226000095	6.737352562	5.115211455	4.828848945	4.173910121	5.238033268	5.14660261833	9.272076349	5.536217098	6.0044384665	4.805822905	5.759829109	7.33859063467	6.568568473	5.620116829	5.488491912	4.9685946665	5.0515537875	8.63491322	6.192791506	12.58150432	13.67035693	4.783209568	BRCA
Instance6	4.95444207	7.239410274	6.125574263	6.35738866467	5.421064416	6.320264091	6.6929625465	7.238598499	5.298302041	5.321216715	4.785303823	4.795989381	5.90057271633	9.540317507	5.032554093	8.452055235	4.790265497	5.148742216	6.96108608367	6.123713395	6.0004803565	5.388199225	4.916242232	5.1215765945	8.5984358945	10.84461576	12.50251243	13.80707185	4.540576974	BRCA
Instance7	5.205168882	7.114005486	6.101508918	5.61686352333	5.516024013	6.423120638	5.996825153	6.518854253	5.213941395	4.73770262	5.019714421	5.622938584	5.05878049733	11.79415195	4.759703782	6.8963072275	5.328236218	4.541660082	6.89649601933	5.850631456	5.601416943	4.765549899	5.173542303	5.2625027255	9.1479749325	6.331772944	10.54658128	12.56767587	5.014814152	BRCA
Instance8	5.002490161	7.840024324	6.162145193	6.48155647233	4.626327643	6.14308278	6.579364594	7.822174254	5.989996857	5.167931151	4.424648213	5.093191733	5.23336336333	10.56613044	4.823508981	7.9782570685	5.256643908	5.007208117	6.60636141433	7.117464214	5.9509073735	5.193979903	5.2313828535	5.5434679	8.2346108605	10.45145612	11.59208337	13.646442645	5.261917434	Control
Instance9	4.749683847	7.470071357	6.095613938	6.453235114	5.476714818	8.252974189	6.70918222025	6.303694572	5.178725843	5.46083367	4.440788181	4.805564985	5.02918243733	9.938499406	5.307438771	8.04737784	4.809043025	5.032113243	7.743697197	7.818711782	5.549256199	5.872096916	4.865162184	5.272333773	8.326192676	10.12252426	12.10466109	13.92629211	5.305251227	BRCA
Instance10	4.920783068	6.98547517	6.501961052	5.614786977	5.072117861	6.105390642	6.26952184325	6.274406692	5.114586962	5.062004299	4.131934652	5.476390801	5.44629653933	9.642061229	5.044406414	5.9031564735	4.314057196	5.679206489	6.83351091333	5.69321599	5.6424401345	5.376786337	5.2729194505	5.5195452685	8.946522269	7.723389827	11.29724747	12.911595045	5.250782787	BRCA
Instance11	6.027248757	7.572626574	7.277568994	5.47117669567	5.10371924	6.992205122	6.2720263615	5.609704182	5.77657203	6.147057976	4.87013196	5.548136995	5.20646567367	10.31728008	4.879474508	6.926763588	5.211023147	4.847259412	6.364402101	6.371476641	5.796966621	5.038053386	5.4767379555	5.2954882695	8.8805531315	9.620715209	12.12065594	13.336444535	5.941758505	BRCA
