@relation thedata

@attribute 1311 real
@attribute 1378 real
@attribute 1440 real
@attribute 22914 real
@attribute 2532 real
@attribute 2993 real
@attribute 2994 real
@attribute 2995 real
@attribute 3039 real
@attribute 3040 real
@attribute 3043 real
@attribute 3045 real
@attribute 3082 real
@attribute 3383 real
@attribute 3458 real
@attribute 3553 real
@attribute 3569 real
@attribute 3576 real
@attribute 3586 real
@attribute 3592 real
@attribute 3606 real
@attribute 3683 real
@attribute 3689 real
@attribute 3820 real
@attribute 4035 real
@attribute 4233 real
@attribute 4615 real
@attribute 5175 real
@attribute 54106 real
@attribute 6347 real
@attribute 6382 real
@attribute 6383 real
@attribute 6385 real
@attribute 6401 real
@attribute 6403 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7057 real
@attribute 7058 real
@attribute 7059 real
@attribute 7060 real
@attribute 7097 real
@attribute 7099 real
@attribute 7124 real
@attribute 7412 real
@attribute 948 real
@attribute 958 real
@attribute 959 real
@attribute 9672 real
@attribute 975 real
@attribute DependentVariable {BRCA,Control}

@data
6.438796529,5.34602107875,5.20646567367,6.512547399,12.10651723,4.994139844,5.564234295,10.6137351583,14.42653276,13.71793344,14.15265365,5.89185128,5.37413407333,6.278129404,5.77657203,8.823033698,9.620715209,6.926763588,8.8805531315,6.371476641,13.88385421,8.083640375,11.530394835,10.85788793,9.699139113,6.179665925,9.630713575,10.85352421,5.387510099,11.15310882,7.31734329433,8.22382208,11.90133466,6.8686221495,6.888746673,6.147057976,5.609704182,10.31728008,10.80286793,12.80008194,9.287147382,9.633168312,5.424427713,8.121094588,6.992205122,8.36555046,10.0096238773,7.398515374,6.586994086,5.87430221867,15.04650697,BRCA
6.821394926,5.437577797,5.36752405833,6.249355857,12.95175557,5.061140288,5.292976103,9.80498822867,13.84737503,13.06490613,13.54172225,5.135464327,5.52731425167,5.65306808,4.921497326,8.814719539,10.86030351,8.7833788245,8.629169544,6.861865828,13.86848405,7.288638004,12.19832114,9.039893114,9.070765735,6.375000864,9.909466033,11.85099365,5.179920282,11.70867451,7.37930132533,8.357905075,11.05606207,6.0981082295,7.202983612,5.382071697,7.247787805,9.979768545,12.02131498,11.68668229,7.97381376,10.7975726,6.548826242,7.757525229,7.871691396,8.73512390433,11.104288605,7.2307473315,5.575699011,5.70050032367,14.77756767,Control
8.238764323,4.8531326315,5.463782277,6.197910224,12.70249961,4.678655626,4.857248584,10.017346515,14.42029878,13.86848405,13.60139652,5.442952823,5.433841881,6.003552345,5.303243061,7.972263464,11.58397843,7.1443881845,8.100279525,6.342079669,13.42739342,6.995431166,11.42839688,8.271744448,9.489090861,6.090224257,9.531343017,12.01909212,5.848755155,11.67671314,7.33828880233,8.475592726,11.74274112,6.7974526965,7.310297228,5.502084908,7.420152085,9.655880007,11.69988051,11.48628211,8.20347174,11.59046555,6.379209934,8.261532137,6.162699096,8.26673643233,12.3392253657,7.3267732685,5.411605257,5.97081007133,15.13382676,Control
5.748602952,5.39463037,5.47926853333,6.422742316,12.89557628,5.354567863,5.078643187,9.33671457933,11.3294966,10.07879165,11.46908991,5.545359333,5.68821257433,5.726293954,5.196047562,7.25221866,8.333559164,6.1489128,8.0593538555,6.424674922,13.44910353,8.137837934,11.88734111,9.366596041,8.414982332,6.016257423,10.01320441,11.31701417,5.325000691,9.808852038,7.17739670667,7.465772744,11.93257475,5.857791136,6.136433016,5.115003321,7.131628387,10.35287964,10.71932916,10.87799938,8.637042439,8.362383449,6.539744787,7.008823908,5.841225451,7.55920272067,10.445825676,7.630971039,6.274546467,5.78347311567,14.92253006,BRCA
6.993564335,5.6848084345,5.47228789033,6.457877938,10.46028211,5.689167221,5.388199225,9.30405407933,12.5093322,11.75371412,13.20549015,5.617953179,5.646491868,6.147312423,4.702259784,7.254369939,7.561137318,7.8549517575,8.1004276705,7.469094598,13.2860567,7.298133898,12.562740285,8.328238603,8.799930061,5.837193482,9.847089115,11.25022455,5.666480557,9.567718992,7.31804841833,8.078352484,10.68855655,6.1058187865,6.418700692,4.924350826,7.112546695,11.69149721,12.4254245,13.25344278,9.107570921,11.88705885,6.82311602,7.52642319,5.923868951,8.845032775,10.3239841677,6.968230665,5.045935721,6.08473803133,14.88287635,BRCA
6.389141395,5.005073682,5.42868180033,6.097511381,11.63216835,5.479950992,4.303434083,9.87704280733,12.05450776,11.06828976,12.07863128,5.346257748,5.55154300467,5.870618247,5.131765663,8.923402608,6.535668564,6.814024793,8.34204317,7.799671995,13.09148337,7.850469917,11.681747475,9.382149061,8.794173061,5.524197895,9.757607158,10.0970317,5.573807162,10.68519142,7.49084680567,7.156465194,11.51874672,6.154571457,6.07692847,5.605710071,6.735729052,10.24482795,11.06672345,11.34287486,8.211646355,9.438574146,6.277060108,7.096928908,7.264445239,7.756862813,9.257288012,7.8925894395,5.923274739,5.608993049,14.8574397,BRCA
6.281842535,5.19222713575,5.68501652033,6.574332872,12.56576382,5.280688427,4.469030645,9.31707429033,12.25622352,11.4091179,11.97837451,5.452044542,5.566916752,6.067010094,4.923400286,10.52528127,10.18060575,6.874510871,7.8964651425,6.888746673,13.15586736,7.978912229,11.055174395,8.906380396,8.543632294,5.720012484,9.995046727,10.56535468,5.561487483,12.2091488,7.34674096067,6.993111406,11.80267601,7.3461644945,5.965386767,5.66449084,7.229566594,10.86671119,11.47029296,10.67862239,8.103315514,8.660335684,5.976599205,6.951841648,6.665268844,7.31795544933,9.98928892333,7.583313165,6.163806263,5.79263499167,14.96339624,BRCA
6.787155314,5.331033263,5.48595179367,6.119050697,11.26747744,5.325990094,5.24660879,9.576904646,12.36339568,11.42710081,12.24985722,5.281801394,5.49349526433,6.381807349,5.568952692,7.974186731,8.411575733,7.2343726315,7.6852114755,7.360761781,12.49153253,7.88932314,11.80706946,9.488342842,9.44806525,6.015700078,9.86581875,10.32215382,5.931926036,11.36056745,7.53243475733,7.651304903,11.28804432,6.416274815,5.835804886,5.37574431,6.535085305,10.95634187,11.52315285,11.95847307,7.726765028,9.409964254,6.034750138,6.945300803,7.183985468,8.277693489,10.0943343763,7.3956632475,6.951608556,5.843955246,15.11026186,BRCA
7.266133257,5.31509595875,5.45787780567,6.394639001,12.51631937,5.176333993,5.666480557,9.40549304433,13.28052217,12.26909023,12.80969082,5.606154407,5.597272429,6.298892537,5.682019293,8.186474713,7.543536723,6.843036893,7.728983218,6.876182709,12.50251243,7.960988197,11.67906498,8.269104612,9.04967237,5.878793533,10.14810827,11.22396264,5.829095581,10.16961223,7.68692205467,7.356520472,11.82192354,6.1383725425,5.593959684,5.19062597,6.862206886,10.24378721,11.04724001,11.99021932,7.765321119,10.41429442,5.724930741,7.22451093,6.778573689,8.22433804633,9.300024268,7.433039697,5.827572151,5.702569527,14.90075929,BRCA
5.356153716,5.30064042475,5.19311127833,6.931184045,13.34981755,4.916728914,5.101619875,9.29897163,12.99332148,12.95342354,11.15202194,4.879597034,5.322688963,6.482691508,4.96556642,6.824675979,8.685494426,6.3321564655,7.9403482215,6.207019812,11.01241872,8.527849483,11.705440355,8.04982286,6.573348488,5.790127717,10.66050207,11.51195041,4.891432858,9.266219144,7.79089447633,8.498640938,12.32080063,7.007439457,6.396866433,5.716038325,6.989880165,10.70345182,11.57472137,8.320689015,8.242151266,9.537335445,5.716038325,6.018707189,5.97155002,7.380815007,8.11000699933,7.4031008765,5.557280839,6.007375993,14.97508152,BRCA
