@relation thedata

@attribute 1387 real
@attribute 1499 real
@attribute 1855 real
@attribute 2033 real
@attribute 2932 real
@attribute 3065 real
@attribute 324 real
@attribute 51176 real
@attribute 5308 real
@attribute 5469 real
@attribute 7471 real
@attribute 8295 real
@attribute 8312 real
@attribute 8321 real
@attribute 8861 real
@attribute DependentVariable {BRCA,Control}

@data
9.174412855,6.94578590514,6.255785137,9.886672502,10.00381342,11.78440594,4.172021977,7.5908954075,5.746189633,8.142746712,5.105815554,10.8307214,7.9896357,8.4127934705,5.751685476,Control
9.719195242,6.96887473943,6.33859375367,10.41990782,10.79867858,11.91473092,5.814301269,7.9480842695,5.28956229125,8.739072693,5.044843524,11.02694718,8.095297936,7.970974812,5.758230711,BRCA
9.441990946,7.126093946,6.47447631133,9.740911174,10.42204403,12.53830178,5.788040457,8.5167067915,5.53171569775,8.327284429,5.430127385,11.26326937,8.60625187,8.9020220415,5.707228834,BRCA
9.0089772035,6.25068708814,5.97755783033,9.510601559,11.11828268,12.34480084,5.072117861,8.468887702,5.2600632335,8.444229248,4.65909244,11.23370072,8.148918672,8.301028863,6.519955124,Control
9.6688997565,7.18244667671,6.38015555967,10.27748534,10.40311354,12.03215778,5.687908393,6.8894093365,5.3791823495,9.435868748,5.580832327,10.95619846,8.3176887345,8.160096299,5.252865266,BRCA
9.509274839,7.271366378,7.01539003567,9.934575887,9.953578497,12.38876812,5.770572224,8.097828749,5.613667902,8.48631327,5.331285345,11.32206913,8.878606654,8.8413044935,5.706262025,BRCA
9.006275549,6.587592285,5.675294266,10.17277787,12.02630394,12.20235811,5.801553978,8.8341510175,5.22611515975,9.853185215,5.246418775,11.23558962,8.0529570665,7.9387998355,5.68566776,BRCA
8.7304792815,7.12159637657,6.27415792233,9.744439113,9.584981814,12.36089516,6.180461809,8.155621054,5.444090161,7.509302192,4.835559392,11.12848112,7.9479377265,9.4795098715,5.790388412,Control
9.1075112315,7.27824373014,6.39219749433,9.125801619,9.460251675,12.41104094,5.838328613,7.9414165605,5.386029074,8.312861547,5.524354632,11.26623915,8.183861137,9.2720875485,5.863264042,BRCA
9.532397347,6.66799436186,5.868546834,9.827664684,11.10846093,12.70249961,4.883390185,7.841531879,5.6711398605,9.174452064,5.488652576,11.11250811,8.1695430465,8.0537247955,6.152087694,BRCA
8.6873024975,6.27534299943,6.03305001167,8.279449386,9.583290187,12.2076581,5.8736971,7.304534698,5.64485219675,7.577959591,4.502465777,10.90179859,7.921745226,7.80882705,5.947438964,BRCA
9.023964326,7.131665281,6.30310518733,9.378501395,9.857779317,12.30454677,5.697670451,8.1736588475,5.463018786,8.197119763,5.123305363,10.99848485,7.4731272815,8.782406804,6.183492097,Control
8.87704806,7.29151062114,6.204755088,9.675384217,9.894916689,12.29242381,5.394901009,7.115647436,5.562381639,8.080472632,5.48205062,10.9278115,7.895531788,7.9823760225,5.269043668,Control
8.924929238,6.59111954886,6.600485567,9.604664936,9.243632862,13.00770101,5.915766617,8.4425651375,5.68802750875,6.088105148,5.325000691,11.28199972,8.398572355,8.0231768845,5.607930386,BRCA
8.787588937,6.82356085529,6.03520188333,9.80990119,10.71182636,12.8865864,6.201639374,8.1233901535,5.8392476045,6.801647336,4.750622,11.72497433,7.751475952,8.5428355785,6.24498752,BRCA
8.856661681,6.36337954043,6.205131597,9.987029866,9.940739781,12.99983714,5.650485447,8.298430784,5.3248844975,5.979345877,5.371568663,11.04613856,8.3398054485,8.131757636,5.859106883,BRCA
9.171450661,6.422985035,6.59718884033,9.985543523,9.388491534,13.28052217,5.742822246,10.0216627,5.3208293635,6.40650744,5.45517205,11.27693876,8.4801333975,8.32681881,6.185475721,BRCA
8.4836949415,6.66300284714,6.141437552,9.618225404,9.946226836,12.86051578,5.127954352,8.068034868,5.76908530825,5.887653968,5.334685584,11.19937192,8.154137598,8.796076253,5.645882653,BRCA
8.813489955,6.42648938771,6.72762246567,9.505712886,9.355059844,12.95454627,5.838328613,8.8582775665,5.362467035,6.240415109,5.522472662,11.0733351,8.514460111,9.042138984,6.078156813,BRCA
8.456160299,6.69586688229,5.932295714,10.42139193,10.72853303,12.5801856,5.461734198,8.770284653,5.33919772525,5.312983894,5.696558124,9.697567565,8.2867215315,8.96173673,6.839333325,BRCA
