@relation thedata

@attribute 10181 real
@attribute 10189 real
@attribute 10236 real
@attribute 10250 real
@attribute 10262 real
@attribute 10291 real
@attribute 10421 real
@attribute 10482 real
@attribute 10594 real
@attribute 10762 real
@attribute 10907 real
@attribute 10914 real
@attribute 10921 real
@attribute 10946 real
@attribute 10949 real
@attribute 10978 real
@attribute 10992 real
@attribute 11051 real
@attribute 11097 real
@attribute 11100 real
@attribute 11338 real
@attribute 129401 real
@attribute 1477 real
@attribute 1478 real
@attribute 1479 real
@attribute 1660 real
@attribute 1977 real
@attribute 220988 real
@attribute 22826 real
@attribute 22916 real
@attribute 23020 real
@attribute 23165 real
@attribute 23225 real
@attribute 23279 real
@attribute 23450 real
@attribute 23451 real
@attribute 23511 real
@attribute 23636 real
@attribute 24148 real
@attribute 2521 real
@attribute 27316 real
@attribute 2962 real
@attribute 2963 real
@attribute 29894 real
@attribute 3178 real
@attribute 3181 real
@attribute 3183 real
@attribute 3184 real
@attribute 3185 real
@attribute 3187 real
@attribute 3188 real
@attribute 3190 real
@attribute 3191 real
@attribute 3192 real
@attribute 348995 real
@attribute 4116 real
@attribute 4670 real
@attribute 4686 real
@attribute 4799 real
@attribute 4809 real
@attribute 4904 real
@attribute 4927 real
@attribute 4928 real
@attribute 5093 real
@attribute 5094 real
@attribute 51362 real
@attribute 51585 real
@attribute 51639 real
@attribute 51692 real
@attribute 53371 real
@attribute 53981 real
@attribute 5430 real
@attribute 5431 real
@attribute 5432 real
@attribute 5433 real
@attribute 5435 real
@attribute 5436 real
@attribute 5437 real
@attribute 5438 real
@attribute 5439 real
@attribute 5440 real
@attribute 5441 real
@attribute 55746 real
@attribute 55749 real
@attribute 56339 real
@attribute 57122 real
@attribute 5725 real
@attribute 57794 real
@attribute 57819 real
@attribute 5903 real
@attribute 6426 real
@attribute 6427 real
@attribute 6428 real
@attribute 6429 real
@attribute 6430 real
@attribute 6431 real
@attribute 6432 real
@attribute 65109 real
@attribute 6625 real
@attribute 6626 real
@attribute 6627 real
@attribute 6628 real
@attribute 6629 real
@attribute 6632 real
@attribute 6633 real
@attribute 6634 real
@attribute 6635 real
@attribute 6636 real
@attribute 6637 real
@attribute 7175 real
@attribute 7307 real
@attribute 7884 real
@attribute 79023 real
@attribute 79869 real
@attribute 79902 real
@attribute 8021 real
@attribute 8086 real
@attribute 8106 real
@attribute 8175 real
@attribute 81929 real
@attribute 8243 real
@attribute 83443 real
@attribute 8480 real
@attribute 84844 real
@attribute 8683 real
@attribute 9128 real
@attribute 9295 real
@attribute 9343 real
@attribute 9410 real
@attribute 9416 real
@attribute 9631 real
@attribute 9688 real
@attribute 9785 real
@attribute 9818 real
@attribute 9883 real
@attribute 9939 real
@attribute 9972 real
@attribute DependentVariable {BRCA,Control}

@data
11.87684316,7.68568542933,11.81385744,12.08138533,11.06871466,7.5104493705,11.66819594,11.226533645,11.30927755,6.28022878033,6.594104823,10.61564829,9.9478443525,11.90213211,11.72159494,8.270226548,11.56819616,7.4301684585,9.6648727675,11.20036616,9.244195928,7.2678836785,5.836226757,8.635846085,8.19142420125,8.707672602,5.3832028615,8.773107158,13.21631242,7.88145338567,9.056692662,10.53897001,6.645049976,9.944646595,9.977545082,8.71371147033,8.948514067,9.4780677085,8.608339038,7.771689394,11.49594259,10.15511583,10.64948099,9.810427489,7.6541985255,11.976813,9.16382806,12.600269855,7.121484628,7.358025446,7.579660535,10.4538011685,10.97255645,9.933718217,8.3668938445,9.727453002,10.05895235,8.059859689,8.4534954625,10.472464237,12.22075211,10.65747949,6.766641794,13.08056861,13.39949585,10.3428528,9.856674954,10.3676143405,10.33656266,8.4982454305,9.2305254975,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,10.70099474,5.246703788,9.715962473,9.872136606,13.2015975,7.6531283365,11.61175117,5.945099216,11.09170663,12.73346456,7.627945878,12.58929307,13.848465345,12.88068749,11.23443143,8.6072752645,9.615035827,10.0879405,11.00452968,11.684749985,11.312531745,6.720624337,10.055954609,8.814022522,5.657219288,12.209047005,12.88816775,10.73458709,8.7822184145,8.0697999465,10.87230572,5.911039136,10.73828676,10.56852647,7.158562039,11.59799678,10.60335306,8.61174871767,7.117749903,11.39527989,7.571167906,9.2675352255,12.74918966,10.35987613,5.988236614,10.68420973,10.7780979,10.35310853,7.400200831,10.32181006,8.301085877,6.03436478667,9.1153257685,6.253994582,9.744439113,Control
12.08630553,7.68395159167,12.70943395,12.49828211,10.91587586,7.741537788,11.89780776,11.19105737,11.55455062,6.28489948567,7.214200409,11.15959405,10.093905887,12.09119909,11.2250027,8.643748998,12.10466109,7.330037277,9.4416045875,11.75760555,9.1768267945,7.1869489675,5.80826957975,8.486142286,8.8739982955,8.255823574,5.478418359,9.040674063,13.29068995,7.51004890567,9.423032438,10.4051391,7.623298306,10.06496539,10.5460193,8.59949718867,9.07757757,9.602807458,7.643587688,7.944201245,11.24026381,10.98225228,10.72254311,10.32614888,7.328956711,12.1278268,8.7772779435,12.874670975,7.369905099,7.083976646,7.0863922815,9.915113774,11.51112271,10.920940165,8.921735544,9.831165155,9.909672939,8.25492364,9.07906105725,10.2482605687,12.02658414,9.904401726,6.824600342,13.00468928,13.74578415,10.11313043,10.20308524,10.247903306,10.31685598,8.242744387,9.1057552085,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,10.79163118,5.124960054,10.41474895,10.16400217,13.26736202,8.062488213,12.09022832,5.044843524,11.25593456,12.8619748,8.057792791,12.87483063,13.59674589,13.23568448,11.50067275,8.471305704,10.050827472,10.31926034,11.31701417,11.82023805,11.377581225,7.177920594,10.175424864,9.640606977,6.25432535,12.264173295,13.01183005,10.82235197,8.915199928,8.126680639,10.78405837,6.319767507,10.96132689,10.58008449,6.991610063,12.00382718,10.76975545,7.884970577,7.474701951,11.39766944,7.305644941,9.2817093215,12.70613234,10.46181223,6.541797943,10.63096808,10.86259883,10.5789154,7.6631158415,10.48239483,8.93858068,5.56283592867,9.331495089,6.615927983,9.026662535,BRCA
12.06768485,8.10018244867,12.35457868,12.36549278,11.28858078,7.7421408185,12.05711016,11.074124375,11.78440594,6.48209168833,7.334275799,10.93447616,10.401239976,12.40276968,11.89497319,8.897861429,12.06169868,7.6857215995,9.7955411235,11.79981208,9.5030130075,7.5858335005,5.439084264,8.720518853,9.05785640175,8.963044525,5.231526198,9.016746404,12.97619003,7.94825784867,9.686960543,10.93899899,7.919118257,10.10125057,10.78161608,8.555595752,9.349613594,9.9134145385,8.555357117,7.837424719,12.03914706,11.02694718,11.17512864,10.69998038,7.966801593,12.18335943,9.596504489,13.02088444,7.656319607,6.921034935,7.4486121195,10.437397366,11.40257259,10.571985255,9.1231107235,10.11027486,10.2361186405,8.146621018,8.61427691625,10.6149577627,12.33931519,10.74842792,6.87867607,13.11366653,13.56187008,10.43095979,9.757873796,10.5417774585,10.36324806,8.419646614,9.172370206,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,10.97348951,5.173838258,10.20389277,10.14873431,13.530252255,7.7239021855,12.23798527,5.90202005,11.37562067,12.74633592,7.937337889,12.30758799,13.470225715,13.32947056,11.64933041,8.3376210945,9.82032991733,10.67652155,11.48747845,12.218859,11.498187145,7.594476004,10.417757521,9.846936382,5.730783436,12.74662417,13.18602605,10.77184043,8.906940563,8.166288026,11.02156667,6.405912077,10.8492802,10.85124954,7.628593402,11.98494007,11.04525817,8.57418991167,7.751713298,11.74226323,7.90182937733,9.3629165545,13.14374197,10.70238075,6.5729697,11.02909413,10.95930669,10.80325148,7.834746884,10.63133194,8.881474302,5.945402415,9.184940914,6.58267313,9.755547386,BRCA
12.24637996,6.61701775967,12.66988608,12.21133327,11.51507901,7.315065312,12.26503342,11.207780225,11.63638911,6.13564318433,6.671191186,10.91544642,9.583438812,12.70456839,9.722065131,8.305173834,11.99297383,6.920599959,8.725553334,11.69134804,9.4116827515,6.0686045945,5.82423629975,8.961580736,8.935929424,8.0307368735,5.0419966805,8.440932608,13.27043919,7.58612819967,9.691124582,10.4760984,8.215849806,9.560920839,11.12462557,8.01473776067,9.614162807,9.7641065265,6.539938605,8.493956619,10.84615266,11.21644291,10.8849167,11.0108954,6.678237972,12.14240395,9.6737107325,12.939998605,8.177520604,6.8701207555,6.332788835,9.1678496,10.59551884,10.95568489,8.954544083,9.921722365,9.221468358,8.803470139,8.64235270975,10.3658083907,11.32491723,10.67862239,6.97341843633,12.66269848,13.51891005,9.975966561,9.735361871,10.0353304235,10.67359642,8.422447157,9.16673823,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,10.74842792,5.702180478,10.16084871,10.51689201,13.55938337,8.017856487,12.69546762,5.082373945,11.4318764,12.28299001,6.8495687005,12.44389288,13.56614457,13.45429804,11.74892461,8.629813818,10.546148852,10.93329621,11.15503025,12.086046165,11.18568877,7.774014657,10.4879662705,9.370829667,5.888141239,12.1206107,13.42453443,10.82887651,8.4785009665,7.5730441435,10.77639419,6.198794315,10.67254493,10.75691093,7.810926842,12.13138765,11.36612562,7.144783444,7.378774139,11.93079102,7.11799945933,9.221095317,12.25336009,10.50792373,6.269599511,10.8503707,9.784152691,10.73380366,7.5634028845,10.62174996,9.308186063,5.71183285833,9.5489799265,5.664988526,8.789559014,Control
11.40689869,8.20578410567,12.46600514,12.07125127,11.61377578,7.5146543,11.79991713,10.67384732,11.66204091,6.61995662867,7.165462596,11.02431225,10.4211467505,11.91937371,11.47305897,8.754354011,11.94862832,7.5545922225,9.273737981,11.628251575,9.2509596,7.5611171875,5.71295492525,8.319774985,8.98399562275,8.6946378115,5.609549966,8.387221565,12.89271362,7.93509094333,9.494236145,10.45025788,7.766050346,9.716228343,10.22441209,8.52861131367,8.571526197,9.8283234625,9.021654005,7.641421617,11.84033352,11.01557728,11.02198648,9.782101824,7.5685987755,12.4925881,9.396733224,12.79265696,7.353458107,7.1703466195,7.3577616505,10.4516996545,11.71105832,10.57602591,8.713297444,10.03996125,10.143806634,8.173353743,8.61426475575,10.6190486503,12.441024575,10.38135939,6.60734282267,13.591191,13.697924355,10.15068061,9.895348494,10.593959679,10.59236386,8.644246817,8.9599315355,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,10.51270618,5.025484272,9.765899818,9.863230401,13.141993835,8.035677345,12.10354363,6.183690582,11.27871096,12.24154982,8.158823234,12.58278655,13.129297275,12.7295762,11.32802988,8.2900423145,9.63375109167,10.55221305,11.4675955,11.749004515,11.235108145,7.643930351,9.874231894,9.998054828,6.370125583,12.374878825,12.65463721,10.12116474,9.342502189,8.7360170495,10.58989012,5.721517065,10.55491043,10.44585319,7.41187347,11.69454954,10.98687328,8.52278816767,6.708536018,11.63413504,7.382879181,9.4061511555,12.9851927,10.84878354,6.858357554,10.98552909,10.78457782,10.53897001,7.9042128665,10.26227726,8.660014728,5.86548072367,8.7499691525,6.268757774,9.278322331,BRCA
12.08741818,7.83899154967,12.48900128,12.34904213,11.36999819,7.655560274,11.35243538,11.466639725,11.91142767,6.74734580867,7.111008157,11.37640504,10.73015353,12.07463999,12.28120423,8.964023935,12.22401684,7.918896776,9.6473876935,11.115133545,9.088103637,8.0406116585,5.8378556905,8.701879202,8.63642267375,9.314953691,5.428588795,8.704406115,13.33171827,8.084937371,9.785085055,10.89604874,7.441390364,10.68029603,9.957893248,9.038483705,8.935534242,9.647092859,10.07463693,7.767093826,12.44521413,10.5362572,10.94132297,10.04796267,7.4831627795,12.50386679,9.527826126,12.898117465,7.692024573,7.4026524515,8.582424932,11.032620788,10.89969322,10.059155286,8.490716209,9.265615706,11.1529247775,8.315298042,8.513375705,9.76488583567,12.43387324,10.79163118,7.501134809,13.86388477,13.597035345,10.37102002,10.47269874,9.5075484285,10.66951428,9.349364842,8.7195690835,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,11.02951865,5.334685584,10.53397236,10.58354379,13.76500872,7.861818321,11.23824666,6.835359227,11.59105257,13.09561052,8.4547314975,12.84430567,14.01322491,13.75481291,11.980959,8.2818032125,10.2114507887,9.730232835,10.64948099,11.405244945,9.966168261,7.912531798,9.615219629,9.46837006,5.880692411,11.00569676,11.93396179,10.79624673,8.702197063,9.050705552,10.38787223,6.261065912,10.93414071,10.38522909,6.875169162,10.97348951,10.31880295,9.264684213,6.810446719,10.61251863,7.42526526267,8.6878652355,12.81153531,11.03059147,6.964979397,11.47305897,10.82290958,11.1256332,7.9929258645,11.03904603,9.239217295,6.181169694,9.0253311545,7.302047389,10.41359385,BRCA
11.7044031,6.63745606467,13.51771248,12.38193096,11.31537336,6.784561973,12.12614151,10.814425035,10.93133239,6.971693019,6.504863171,11.48849306,8.942353879,12.76570158,8.238179151,7.826232466,11.60457421,6.389561675,7.963427229,11.65928238,9.2549460155,6.0253561645,5.807070815,9.208960477,8.48733146575,8.25308398,5.593019755,9.791114496,13.50065522,7.31864934033,9.007014035,10.09113158,7.649114461,10.5411695,10.73727294,8.18045364967,9.235907197,9.597454927,5.768721099,8.81259539,10.57360012,10.47933595,10.21664921,11.3345919,6.443112263,11.95778233,9.918015884,12.695237575,7.669702029,7.437680272,5.7381653705,8.806797898,11.148669,11.07724954,9.0898110315,9.632550476,8.924865526,9.040817876,9.23137616525,9.85925576533,11.165704335,10.10297665,6.583680554,12.16931758,13.682357585,9.468797688,9.682880991,9.7391806555,10.51017103,7.9662791415,9.0017728385,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,10.09962433,5.23363046,9.365787184,10.09372163,13.630852715,7.9165660415,12.60734656,5.28356184,10.50969117,11.62135377,6.3765728385,12.46600514,13.01406235,13.50703833,10.80184598,8.229011899,10.1790262163,10.30479083,10.90796116,11.57380198,11.08440101,6.769246515,10.2713731135,9.915409278,5.354038858,11.490214785,13.82037647,10.55979796,8.802359285,7.4512208315,10.55491043,5.72962839,10.12172813,10.19220376,7.580354917,11.80942059,11.38730129,7.412940477,6.591189918,11.52400552,6.680431951,9.0521768925,11.92604216,10.12324558,6.413421135,10.62985317,9.616976592,10.1635211,8.244454268,10.74125232,8.533476842,5.96643391133,10.0248169055,7.141854563,8.090034492,BRCA
11.88529801,8.09826930367,11.61103415,11.78748237,11.0768258,7.4877586145,11.98345514,11.090430125,11.33246195,6.54759325767,6.824039465,10.57213676,9.933206313,11.91473092,12.15346979,8.400795268,11.71081731,7.5438600955,10.2476641185,11.14409132,9.58057121,8.0799720185,5.95745323,8.414432742,9.40585671375,8.969874172,5.2934412195,8.983991943,13.34505663,8.28694858433,8.722654824,10.49296002,7.04734514,10.05901354,10.12039378,8.60185009133,8.527976511,9.7110048545,8.633005304,7.596415509,12.05027391,10.18342483,11.07640162,9.783440744,8.3947789025,11.99021932,9.8357123485,12.636395,6.826424947,7.404192244,7.716688511,10.788866333,11.06871466,9.4484851555,8.391776024,10.21330509,10.1627362205,8.714478327,8.47004252,10.9124025893,12.376326025,10.71990666,6.84616120133,13.20290364,13.46357042,10.39785406,9.449448466,10.6956513145,10.05540484,8.654195741,8.712978988,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,10.71490255,5.734852697,10.33178501,10.10831572,13.09407344,7.64509058,12.22616388,5.455829609,11.20049729,12.68199828,7.905385112,12.47764072,13.52447045,13.074006,11.29816872,8.661250497,9.93714048033,10.31612343,11.2546007,11.90487657,11.50833728,7.087386262,9.8227303195,9.019494215,5.893733061,12.562482875,13.09148337,10.63068602,8.955194463,8.707751739,11.19977372,6.206043042,10.87818911,10.23748518,6.930592839,11.79683874,10.4760984,8.57418226267,6.746988283,11.74274112,7.88850129767,9.282369391,13.12983363,10.59491265,6.218786615,10.45921159,11.04724001,10.08207289,7.847019682,10.09936791,8.56474124,5.60097907267,8.5971275445,6.187357641,9.660094472,Control
11.86693899,8.44827411533,11.88379655,12.02464979,11.2498099,7.395103657,12.00568429,11.18344409,11.63779329,6.375129507,6.828171797,11.23083122,10.567171401,12.08918571,12.00831666,8.802121408,11.63680824,7.7700664335,9.6269068455,11.542006735,9.47220228,8.1950312805,5.8381559375,8.639323636,9.10287896675,8.8849507255,5.6159439165,9.131690517,13.00770101,8.102910264,9.443296418,10.94214079,7.909294774,9.760949066,10.26803932,8.62817260833,8.757432619,10.2074034015,9.127130976,8.373616812,12.34682957,10.89238744,11.32848436,9.957893248,8.336190862,12.63872105,9.8518476785,13.038098815,7.773207012,7.389405083,7.9113301835,10.6186966275,11.77945684,9.970714033,8.726991346,10.18746996,10.4825918695,8.472326439,8.571999336,11.0825050907,12.520972355,10.92822987,6.846979965,13.42453443,13.644021545,10.35235277,10.11282428,10.747892033,10.67862239,9.104528772,8.96045285,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,11.14957584,5.370871545,10.06234339,10.40557791,13.29253419,7.9273775635,12.31194418,6.048874401,11.9866439,12.77284039,8.074104295,12.25336009,13.63707531,13.34320241,11.72497433,8.428272906,10.4526935857,10.59770368,11.20603466,11.970529085,11.259487165,7.848311718,10.1831160975,9.731989781,6.448203566,12.5355618,12.70456839,10.65349026,9.199840675,8.8433485615,11.04774441,5.69600164,10.81621191,10.45696041,7.685311433,11.96905199,10.52807828,8.92060182067,6.839144331,11.5852209,7.356748726,9.3326912865,13.02126635,10.83272413,6.667115534,10.94344908,10.75166563,10.45361046,7.605598727,10.39839664,8.593410849,6.13996439133,8.651042911,6.638729582,9.775001605,BRCA
12.07757191,7.79137073733,12.3377697,11.92740031,11.30524968,7.2350482035,11.95277228,11.120786735,11.2551704,6.488023506,7.053766063,11.09923621,10.082569521,12.30454677,11.62261253,8.345162513,11.79340834,7.387199798,9.087620074,11.544824105,9.1813739735,7.0389208815,5.41263796675,8.411459216,8.65272728425,8.2421572035,5.59106726,8.427795888,13.12174076,7.503244585,9.652486999,10.5220521,8.020912072,9.226822258,10.50202152,8.28907450867,8.968033945,9.5666536195,7.966824273,8.124252034,11.32464765,10.67333141,10.59878323,10.08672709,6.8053251065,12.36089516,9.642736992,12.64012429,7.423874623,7.2772367785,6.7053292395,9.811764924,11.47280393,10.552954845,8.9027815345,10.09936791,9.9296773635,8.368136601,8.7982746035,10.4796405723,11.86706196,10.43232295,6.389484251,12.84571551,13.519954955,10.10317669,9.789346622,10.676356389,10.48377072,8.7062533825,8.7821865275,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,10.73828676,5.662213512,10.01486475,9.923803275,13.37692533,7.873606074,12.16730219,6.021041727,11.44340995,12.16189092,7.677358111,12.52245777,13.588464355,13.20549015,11.38494305,8.2903863185,10.3373317983,10.32215382,10.97903948,11.70336494,11.294817165,7.091597036,10.4232455135,10.03012262,6.052030675,12.238261945,12.88068749,10.50407936,9.107940046,8.153531041,10.64603237,5.793773171,10.59585913,10.56852647,7.582877963,12.0767489,10.53462901,7.88713234333,7.867234137,11.78375755,7.65162541167,9.274427351,12.93044173,10.68855655,6.934372381,10.86708973,10.624983,10.51411267,7.505618187,10.25455658,8.64876303,6.20494726733,9.284031921,6.645878602,8.632641862,BRCA
