ID	51166	10157	501	DependentVariable
Instance1	6.0516986235	7.284090025	11.42353215	Control
Instance2	5.8341831485	7.7324115895	11.38356241	BRCA
Instance3	5.80072742625	7.162245298	12.194507085	BRCA
Instance4	5.74855958025	6.544338862	12.319046675	Control
Instance5	6.0280456735	7.70946419	11.80913255	BRCA
Instance6	5.770836244	7.7132549075	11.679923925	BRCA
Instance7	6.31927210725	7.185207695	12.374971035	BRCA
Instance8	5.9912548135	7.335695647	11.9777839	Control
Instance9	5.99477885725	7.19970111	12.239160505	BRCA
Instance10	5.5298484825	7.2153248765	11.5195314	BRCA
Instance11	6.05434925825	7.059727495	11.25552666	BRCA
Instance12	6.28885555725	7.5713975845	11.91318746	Control
Instance13	5.78881617	7.443994806	11.16129661	Control
Instance14	5.9433377395	7.1292032825	11.56956062	BRCA
Instance15	6.578158754	7.058127339	12.000347935	BRCA
Instance16	6.325852791	7.154775134	12.03718381	BRCA
Instance17	6.03808081825	6.814293212	11.810188385	BRCA
Instance18	6.4323151235	6.964712299	12.54199003	BRCA
Instance19	6.03582616375	6.392061218	12.12512938	BRCA
Instance20	6.58917837375	7.9351740705	10.3607049955	BRCA
