@relation thedata

@attribute 1017 real
@attribute 10393 real
@attribute 10459 real
@attribute 107 real
@attribute 10734 real
@attribute 10744 real
@attribute 108 real
@attribute 109 real
@attribute 10971 real
@attribute 111 real
@attribute 112 real
@attribute 11261 real
@attribute 113 real
@attribute 114 real
@attribute 115 real
@attribute 151648 real
@attribute 163688 real
@attribute 196883 real
@attribute 23291 real
@attribute 245711 real
@attribute 246184 real
@attribute 25847 real
@attribute 26271 real
@attribute 27127 real
@attribute 27330 real
@attribute 286151 real
@attribute 29882 real
@attribute 29945 real
@attribute 3479 real
@attribute 3480 real
@attribute 3630 real
@attribute 367 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 387778 real
@attribute 4085 real
@attribute 4342 real
@attribute 51433 real
@attribute 51434 real
@attribute 51529 real
@attribute 51806 real
@attribute 5241 real
@attribute 5347 real
@attribute 5499 real
@attribute 5500 real
@attribute 5501 real
@attribute 5515 real
@attribute 5516 real
@attribute 5518 real
@attribute 5519 real
@attribute 5525 real
@attribute 5526 real
@attribute 5527 real
@attribute 5528 real
@attribute 5529 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5534 real
@attribute 5535 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 5594 real
@attribute 5595 real
@attribute 5604 real
@attribute 5613 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 6300 real
@attribute 63928 real
@attribute 64506 real
@attribute 64682 real
@attribute 6500 real
@attribute 6790 real
@attribute 699 real
@attribute 7529 real
@attribute 7531 real
@attribute 7532 real
@attribute 7533 real
@attribute 7534 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 810 real
@attribute 815 real
@attribute 816 real
@attribute 817 real
@attribute 818 real
@attribute 8243 real
@attribute 8454 real
@attribute 8697 real
@attribute 8881 real
@attribute 891 real
@attribute 8945 real
@attribute 898 real
@attribute 89869 real
@attribute 9088 real
@attribute 9126 real
@attribute 9133 real
@attribute 9134 real
@attribute 9232 real
@attribute 9700 real
@attribute 9748 real
@attribute 983 real
@attribute 991 real
@attribute 995 real
@attribute 996 real
@attribute 9978 real
@attribute 9985 real
@attribute DependentVariable {BRCA,Control}

@data
8.5614408535,8.516213288,11.26946293,6.45574924,6.204674452,9.287147382,7.091120961,12.17610621,13.32746778,6.551751032,10.29987056,9.092031069,7.499250204,6.134894093,8.179201405,5.3944289375,5.561334729,10.90371263,7.33887043175,5.60801515475,11.54912779,12.18335943,6.2555655945,5.357737827,6.920832557,5.220035173,6.860202469,11.40035929,7.5228200195,6.94204856,6.062214149,6.10123016767,9.330368553,8.417642766,11.5968724,4.727936746,5.8170130865,4.723301869,12.26420808,6.836085475,7.1867571438,9.955032716,5.603041174,6.99712619,10.5894170155,8.050520144,12.01384441,11.25085226,8.16934643067,12.7003986,8.21155236,11.4316675,8.875389304,7.83985227125,7.76578908133,10.89385156,7.1793537375,11.41782366,9.789998625,11.54965727,5.880937246,6.5859397695,5.0578073466,6.287994543,8.06297051567,11.573459625,9.736317839,8.521216589,7.288835508,7.09722914933,5.9896451145,7.123193151,5.357737827,6.96706897967,7.614899535,8.5155267275,7.2803871395,6.001696,10.689313351,6.42883852133,9.361293612,13.27043919,9.2919000485,12.72208073,13.38150649,12.59449147,8.258590913,4.893133131,6.6343243228,6.093509969,8.432536035,7.240841706,9.395936323,9.900855914,11.90066367,5.842357415,6.3808690505,6.179762227,4.832651143,5.3611749525,7.9203007615,7.043905282,4.956437318,8.252579221,7.532358117,8.4465257665,5.220752803,8.260556316,5.583748739,6.076554418,11.01901053,7.142699094,BRCA
8.893995041,9.480331335,10.578656,6.928720816,6.504386511,9.041249229,7.103762836,12.72821502,13.45687162,5.868767777,9.8796694575,8.590438399,7.346604868,6.137304345,8.316509092,5.60164872,5.302694893,10.62174996,7.81356074025,5.3091945,11.17829777,12.33906368,6.1104676455,5.507010655,6.945300803,5.5302177135,6.693364887,11.22708057,8.087964069,7.723969969,5.773212576,6.81788073467,10.4353997,9.772677934,11.78113439,5.660217896,6.156556378,5.21024395,12.08543106,7.835799558,7.1532987808,8.659524242,6.189830117,6.457795876,9.753951278,8.6720386075,12.52245777,11.817863435,8.800541064,12.31595909,7.38821850733,11.31701417,8.240220252,8.33626392475,7.47167449833,11.32802988,7.4303730355,11.31639767,9.291228915,11.73142947,5.313437469,6.027160675,5.3421536938,5.822227442,8.197304519,11.32136754,9.990983614,8.191637632,7.194930658,7.64534915633,6.67480979075,6.222800335,5.75402647,6.575319666,7.7627964575,8.653065744,7.6777013955,5.731598207,11.1506836145,6.52215771867,9.156716071,13.19781415,10.340569346,12.77087865,13.60583775,12.7232493,7.980483962,5.487045126,7.4279636484,6.32819879025,8.398001158,6.815707105,9.151207569,10.4262965,11.6161679967,5.585571947,6.557225406,6.16318161475,5.59381033,5.336694119,8.197683973,6.913371526,5.8926450975,8.0728435465,7.32591507,9.1647800175,6.0055657725,8.115318276,5.671657771,6.227669487,11.44340995,7.249309655,Control
9.195934583,9.539789428,10.64647346,6.6365159435,5.854002662,8.815320146,7.148098063,12.31128435,13.37355718,6.993564335,10.337719898,9.145690907,7.516962875,6.679413681,8.597597398,5.5250515425,5.844744204,10.76919343,7.63144377075,5.27442517275,10.92410009,12.23639105,6.405395187,5.127851204,6.861989859,5.232671777,6.885083732,10.90118767,8.090572707,7.678848562,5.252865266,6.82303113133,10.86238187,9.630713575,11.47029296,5.303243061,6.078471059,4.877021802,11.98345514,7.879707489,7.261387587,6.415070431,6.970971895,6.760856726,9.775057581,8.2304741435,11.84964955,11.68167441,8.77440562733,12.40526256,8.586240551,11.92672973,8.517188204,8.333818091,7.97689047067,11.22892405,7.50153016,11.73097541,9.562295439,11.8233355,4.802724808,6.4244788405,5.4913025734,5.416511492,8.151507585,11.488573795,10.29596436,8.1047122775,6.833435745,7.42531964067,6.649787867,6.621469955,5.655216748,6.56535863767,7.6187231085,8.538210579,7.0767660625,4.932168974,10.921528441,7.410209695,9.4850268925,13.03258307,10.243054827,12.97797754,13.47298527,12.52742331,7.190568257,5.032994809,6.2234283246,6.3057024235,8.5689651635,7.013158293,9.271043421,10.41768407,11.5281897733,5.639963781,6.93128269,5.667146432,5.139153532,5.226714592,8.0188467875,6.734171472,5.76232492,7.689210648,7.159066848,8.7596246385,6.0129300215,7.766050346,5.43353183633,5.577437325,10.8843253,7.1985344885,Control
9.7479615385,8.9961706,10.94059644,7.5681815995,6.189632474,8.402480371,6.757360421,12.08630553,12.98137289,6.859476161,10.5431463085,8.421119265,7.537142914,5.930152602,9.210044899,4.93369213,5.930152602,12.10567621,7.8862143455,5.43507076725,10.53262893,11.39078175,6.6686499785,5.878977404,7.369796071,5.390332969,7.189528047,11.16449233,5.899641789,7.84580541,5.69544494,6.87769503533,11.40394419,9.432772131,12.30526243,5.641698649,5.983965667,5.771628945,12.67483341,8.156337359,7.1990915432,8.179338273,5.645738579,6.775581064,10.043198149,8.187557992,11.26783731,11.736023615,8.70510697067,12.89109452,6.82775403067,11.51973221,9.237891778,8.0622209365,7.67746532633,10.67907563,6.8933171905,11.62683849,10.13925432,10.92879244,4.945808121,6.619283011,5.4387987878,5.237842121,8.08129530567,11.695521545,10.01433476,9.115932728,7.428771926,7.18948982933,6.13687965425,7.464997224,5.810321792,6.31663377533,7.681858564,8.7809175425,7.2191655665,5.760494586,10.7254236375,7.75918708867,7.1421030915,13.58717103,10.695078548,12.99135537,12.16391545,13.2860567,9.583882482,5.825792781,7.3891393726,5.77084102,8.8803822835,7.998450984,9.785984134,10.40755487,11.7603938867,5.135464327,6.967238401,6.11855449125,4.998433881,5.3747567165,8.0498581375,6.434049052,5.9750921845,7.9896582825,7.260098892,7.570011398,5.5090344575,8.221926761,5.426185367,6.036839159,9.547965054,8.2735426285,BRCA
9.3160147545,8.643875238,10.40404549,8.248473233,5.857863615,9.122000391,6.790319577,12.52742331,13.46017433,6.528184984,10.581626049,8.272374492,7.828646059,5.826428522,8.774277353,5.748486976,5.560417864,10.84257057,7.764354966,5.464622441,10.25321554,11.980959,6.7456239415,5.46712559,6.866664227,5.6613458305,6.3557358415,11.62074231,8.452876529,7.737992796,5.133205159,6.77691842667,10.55627639,10.64514978,12.12065594,5.185877691,6.31989677,5.407702206,12.77884208,7.829676956,7.1002806764,8.639920497,6.728060379,6.88194331,9.957884427,8.928412814,12.19216651,11.7690989,8.474468248,12.63275562,7.51099557433,11.81855633,8.6137905,8.282341137,7.38802305667,11.29285667,7.408146448,12.04715639,9.726252704,11.9029781,4.73499642,6.1288615465,5.8117429202,5.913135501,7.95451796533,11.206231375,9.712540381,9.223319527,7.665607022,7.22974910533,6.3478008495,7.090538878,5.892033495,6.387005608,7.802221824,8.470445127,8.193702051,5.598879718,10.2594135915,6.58181998633,7.3575656335,13.1958974,10.37185721,13.22427159,12.44601199,13.16228672,9.387974825,6.622202397,7.102716789,6.31097129675,9.045054579,7.320735406,9.682152382,10.4487877,12.15242758,5.666480557,6.908983272,6.4922561955,5.551140106,5.827506811,8.087629099,8.02048154,6.339199616,8.1552011455,7.4536845,7.81116584,5.6287591775,9.367917655,6.32321535,5.974191571,8.9294146,7.3503915655,BRCA
9.532128788,9.113456414,10.96917084,7.7603213985,6.233864698,8.330279538,7.210990588,11.98243759,13.03363813,6.908335947,9.8093092945,8.506447554,7.272725709,5.809164401,9.115954722,5.608406244,5.561792943,10.00516175,7.65979869575,5.526475347,10.59929946,11.86917365,6.617564549,5.21345543,6.69947225,5.5419381225,6.8434870215,11.17455453,5.929829729,7.440414751,5.247843274,7.14666915833,11.43117909,10.02677279,11.98934847,5.304521308,6.4789699285,5.697670451,12.46365343,7.323642812,7.3771267448,9.341202521,5.545359333,6.65885814,9.9873893335,8.353445219,11.58443655,11.54137497,8.202123709,12.76004735,6.629468797,11.34154956,8.472671676,7.8482021095,7.40432172967,10.71141341,7.1208014865,11.78825759,9.678499404,11.4461297,5.2515404,6.5537420015,5.3283454926,5.754627826,8.00665617633,11.49634678,9.812386363,8.596734373,7.3860315285,7.40587247233,6.2124689205,6.615413078,5.593063327,6.755991607,7.6461164235,8.661565791,8.070466372,5.634165776,10.5808051515,7.562768804,7.10891775,13.23568448,9.9558578525,12.53522562,12.2076581,13.15138292,8.224316626,5.504788206,6.7947153724,6.125065043,8.936266678,8.087530632,9.669098149,10.77439198,11.84790279,5.51460459,7.011914339,6.27371824275,5.398154738,5.6743774335,8.1553960855,7.738600872,5.978608276,8.5673854175,7.595296882,7.318327878,5.441586912,8.727955437,5.691872746,6.102139097,9.70200863,8.0410342,BRCA
9.817272827,9.401989375,11.29880451,8.9607456695,6.522938973,8.116293433,6.696275996,11.37035382,12.8538437,6.506728574,10.2967908845,8.27586973,6.904728314,5.495384375,9.223803305,5.332765235,6.099195905,10.70640129,7.75610253775,5.5636052085,10.37846858,11.79461296,6.5216989325,5.567888595,6.758893179,5.5263728595,7.311695333,11.13330618,5.5987233425,8.081511566,5.034316149,7.02022383733,11.63501532,10.62223972,11.82192354,5.577890454,6.2501208955,5.524354632,12.73257984,7.988714683,7.5088770606,7.609956448,7.364531123,6.489210244,10.2225047675,8.118317225,11.25022455,11.71439964,8.527860513,13.06629278,6.60952083033,11.63638911,8.739789996,7.925123476,7.63460766867,10.45470056,6.752537335,11.72922572,10.00443156,10.69211442,5.293527975,6.61609541,5.4065428568,5.634165776,7.86577453733,11.796022585,9.916141133,8.4342113255,7.6297769445,7.49295514767,6.1028603775,7.250987916,5.561487483,6.17057229833,7.6260652505,8.8643007825,7.8267803925,4.953976689,10.4220281465,7.571187274,7.05551157,13.28849775,10.492065071,12.56790862,12.15610687,13.15138292,8.224798947,5.487527549,7.080579106,5.8364187005,9.0825127945,8.340875026,9.695411499,10.57985358,11.7897589833,5.524354632,7.212498348,6.19627768275,5.156650685,5.464654244,8.34789167,6.918359771,5.9935611775,8.0945955295,7.403120967,7.3076881485,5.6210469815,8.048542898,5.40567726667,5.838328613,9.439930137,8.120774064,BRCA
9.1966010805,9.350851427,10.78342824,8.247227253,6.244226457,9.171402709,6.830360313,12.05450776,12.80365393,6.567237875,10.2833042595,8.447910911,7.245317684,5.626885346,8.75759096,5.676702013,5.735529792,10.12880025,7.70664773925,5.6196478915,10.60658591,11.77544785,6.6082696735,5.402254249,7.095505484,5.7564600035,6.656442332,10.99419451,7.409838005,7.606499831,5.636777762,6.63520465067,10.51995589,10.68629503,11.43832419,5.708194997,6.5540002945,5.669459997,12.42907592,7.804520085,7.4070599672,11.08324847,7.3361743,6.855868653,10.030525935,8.5388542275,11.48628211,11.698874855,8.05470427767,13.11037161,7.377204594,11.39179686,8.487589977,8.08926499075,7.48674032467,10.79360354,7.0698721725,11.42322901,9.577046919,10.78663743,4.868157375,6.6313943815,5.5295343186,5.620154746,8.01917131267,11.46459896,10.0322459,9.083914411,7.5643569095,6.76555037667,6.0448145055,7.043631926,5.705018031,6.21887169033,7.4814299465,8.5207602765,8.3742718155,5.916483362,10.774455608,7.440021985,7.5363665025,13.34981755,10.1694945775,12.61931219,12.43207997,13.08540943,9.580758442,5.612213331,7.7021154506,5.76965114525,8.845940063,7.982909641,9.77763387,10.77106872,11.5136723133,5.588273328,6.794849191,6.47813675725,5.541027867,6.2275892365,7.82838327,8.777617896,6.0609072685,9.2828140715,7.71258052,7.527559323,5.8102462945,9.604947496,6.22955396533,6.323825455,10.07000053,7.406312567,BRCA
9.742178486,9.323494555,10.91980209,9.5775018565,6.56350566,8.869887692,6.904427271,11.82446468,12.71275703,6.427820369,10.2474442945,8.586728275,7.331949525,5.584068992,9.221769032,5.4591438655,5.742552812,10.77554879,7.63347774075,5.536075804,10.45510657,11.42512686,6.785268335,5.442455259,6.985560555,5.576068454,7.286816896,10.7182377,6.4844522785,8.357443276,5.780317481,6.83982913833,10.92093732,9.595686927,11.71457622,5.294814856,6.8608407705,5.744303238,12.53830178,8.558708769,7.2726298104,9.460589575,8.067516543,6.653780629,10.396135035,8.3318037535,11.6005403,11.60967717,8.62611672467,13.12486126,6.93058673833,11.35404287,8.950804556,8.2870787665,8.00883452333,10.21758854,6.9466844905,11.4712435,9.812915765,10.70365297,4.465794865,6.8628717035,5.4814391052,5.341284192,7.890844983,11.5411915,9.833428205,8.888639558,7.519177108,7.20381425033,6.08165818225,7.101978624,6.303055223,5.964108918,7.267079258,8.6142271055,7.6267043605,5.113337164,10.6742105895,8.02059184133,7.296704193,13.33171827,10.9285934085,12.52524557,12.39881323,13.04201932,8.416397618,5.718300827,7.6402182504,5.6454289565,9.010547562,7.914327012,9.547357825,10.45125262,11.52097681,5.759562832,7.0478061705,6.1333137935,5.246228736,5.5808388775,8.1452787485,7.331121003,6.0148292565,7.84689915,7.435172523,7.5713085465,5.34095673,8.118825763,5.78953268333,6.026142315,9.702554146,7.673473406,BRCA
9.453635543,5.953737396,11.43412272,6.364286878,6.472573571,9.695902983,7.048353701,8.501728854,10.04563037,7.081832585,10.35590611,8.263599169,8.493075988,5.980260273,9.31063614,5.305281151,5.657076342,12.03158587,8.0985882585,5.61105814975,10.57487757,9.119292054,6.4826999675,5.97155002,7.167521326,5.114262883,7.0828587065,6.816315302,6.797392804,7.732169334,5.123512303,6.439209887,10.58930965,10.11297736,8.747421913,5.101619875,5.9114057295,5.345725686,12.32574401,7.503629242,7.8456203136,5.953737396,5.64689077,7.570673773,10.5077297325,7.192953444,8.82991386,9.2723260095,9.02082982733,13.32349748,6.741190456,12.2754728,9.451314737,8.181729733,7.588837224,9.289062759,7.9529606385,12.28769659,10.43684194,9.868745837,4.632300425,6.2169798845,5.1210123436,6.445516183,8.742530249,12.52079595,9.724718956,8.5131320015,7.7140739065,7.04919297067,6.424485401,5.606894664,5.567280188,6.43661811633,7.552289566,8.737638612,8.731964233,5.052688948,9.266249858,6.529136167,5.471743705,13.17478142,10.2334657675,12.50816376,8.929717871,10.82365605,9.284894137,4.953976689,6.6682021408,6.17753520375,9.6265515845,7.366302814,10.54330281,9.817791564,10.5770599337,5.101619875,7.585967543,5.9634582625,4.830371028,5.530822762,7.6670276165,7.282372907,5.334162259,8.9698301675,8.345162513,7.5362933625,5.46625573,9.213761077,5.91656898567,6.536717836,7.250253703,9.0298595765,BRCA
