@relation thedata

@attribute 1017 real
@attribute 10393 real
@attribute 10459 real
@attribute 107 real
@attribute 10734 real
@attribute 10744 real
@attribute 108 real
@attribute 109 real
@attribute 10971 real
@attribute 111 real
@attribute 112 real
@attribute 11261 real
@attribute 113 real
@attribute 114 real
@attribute 115 real
@attribute 151648 real
@attribute 163688 real
@attribute 196883 real
@attribute 23291 real
@attribute 245711 real
@attribute 246184 real
@attribute 25847 real
@attribute 26271 real
@attribute 27127 real
@attribute 27330 real
@attribute 286151 real
@attribute 29882 real
@attribute 29945 real
@attribute 3479 real
@attribute 3480 real
@attribute 3630 real
@attribute 367 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 387778 real
@attribute 4085 real
@attribute 4342 real
@attribute 51433 real
@attribute 51434 real
@attribute 51529 real
@attribute 51806 real
@attribute 5241 real
@attribute 5347 real
@attribute 5499 real
@attribute 5500 real
@attribute 5501 real
@attribute 5515 real
@attribute 5516 real
@attribute 5518 real
@attribute 5519 real
@attribute 5525 real
@attribute 5526 real
@attribute 5527 real
@attribute 5528 real
@attribute 5529 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5534 real
@attribute 5535 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 5594 real
@attribute 5595 real
@attribute 5604 real
@attribute 5613 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 6300 real
@attribute 63928 real
@attribute 64506 real
@attribute 64682 real
@attribute 6500 real
@attribute 6790 real
@attribute 699 real
@attribute 7529 real
@attribute 7531 real
@attribute 7532 real
@attribute 7533 real
@attribute 7534 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 810 real
@attribute 815 real
@attribute 816 real
@attribute 817 real
@attribute 818 real
@attribute 8243 real
@attribute 8454 real
@attribute 8697 real
@attribute 8881 real
@attribute 891 real
@attribute 8945 real
@attribute 898 real
@attribute 89869 real
@attribute 9088 real
@attribute 9126 real
@attribute 9133 real
@attribute 9134 real
@attribute 9232 real
@attribute 9700 real
@attribute 9748 real
@attribute 983 real
@attribute 991 real
@attribute 995 real
@attribute 996 real
@attribute 9978 real
@attribute 9985 real
@attribute DependentVariable {BRCA,Control}

@data
9.26596478,9.513027356,10.50202152,8.2081635635,6.015923042,8.785060987,7.149597572,12.63069834,13.50065522,6.614529956,10.327292123,8.635084252,7.377212971,5.645450388,8.748277668,5.157149908,5.118745153,10.97207892,7.85186237925,5.22344537075,11.33438519,12.15020274,6.388848544,5.169936271,7.366412106,5.6566508215,6.6515261255,10.89969322,7.6246849295,7.634903824,5.169936271,6.61492678233,10.99802289,9.844635599,11.35799469,5.398154738,5.731890172,5.276321016,11.62074231,7.891633541,7.3510422728,9.095911979,6.901473714,6.390259793,9.5855365545,8.643298361,12.32080063,11.688477345,8.82094285433,12.47196608,8.486261975,11.69692854,7.995415442,8.33571800025,7.96756283667,11.41291396,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,6.36946717,5.4829326402,5.48205062,8.27215776867,11.634256725,10.49127719,8.2742311235,6.75911088,7.65857270567,6.52702968625,6.752518218,5.580455499,6.59404930367,7.6853955185,8.3326087685,7.019567828,5.342529189,11.115513174,7.09786273433,9.3985942475,13.24583793,10.0952864045,13.11037161,13.59313376,12.33572539,7.680836167,4.967873236,6.3931703428,6.71763387475,8.533227316,7.117749903,8.851515697,10.18559438,11.5864322767,5.331285345,6.7640108625,5.7706733955,5.232287804,5.3626984355,8.146954589,6.31084507,5.353672182,7.5063922455,7.097350393,9.0549572615,5.5594032075,7.553861805,6.05282587733,6.396138612,10.96486087,7.1588818045,Control
8.958604237,8.972521155,10.69680263,6.3425008425,6.263509238,7.802485871,6.461320332,13.03258307,13.29267684,5.841225451,10.2384186075,8.66542575,7.013074525,5.65593226,8.080472632,5.2025751535,5.98658799,10.9073904,7.7012832345,5.1812636605,11.40859261,12.40071944,6.0430433815,6.137201863,6.20906888,5.5980624725,6.7379607485,11.39527989,6.947135646,7.713354077,5.773212576,6.781465032,10.75503384,9.525335383,12.08864757,5.59724157,5.9049096225,4.943700135,12.19704319,6.84856387,7.3426400302,6.451092084,6.063509009,6.340211188,9.3156588355,8.8289253025,12.28120423,11.725137905,8.45745837133,12.56790862,7.037171767,11.44536424,8.444746903,7.92681286825,7.44463675467,12.0344036,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,6.0929297895,5.5428379012,5.804719114,7.85669691467,11.27623323,9.559434991,8.137035193,6.746992115,7.51923145167,6.64235424625,6.478329262,6.026363672,6.79961451833,7.2170541915,8.2971822775,7.615443471,5.984026043,10.8888014215,6.614172522,8.4722738185,13.03973478,9.889935938,12.75620088,13.5121695,12.47764072,7.335080175,5.03365563,6.9553527598,6.8818081325,8.715636586,7.474701951,9.109152314,10.26616024,11.6338743833,5.309804873,6.8141713125,5.8681879535,5.609778043,5.263013187,8.251649833,6.183690582,5.877209297,8.002310732,7.036341573,8.6421084615,5.1000844475,8.329169717,5.53860894767,6.157756819,10.89468537,7.3446663215,BRCA
9.1433668585,9.108133102,10.86915448,7.5711783515,6.112184699,8.04094875,6.767195028,12.19349773,13.56248158,6.323194968,9.769915947,8.278880489,7.338293201,6.0290173,8.026856932,5.346131061,5.757030749,9.496554786,7.78868036775,5.4910248615,11.2089234,12.28574906,6.6995400145,5.644441264,6.385953509,5.3990069285,6.869178129,11.3989816,5.9026635435,7.935549803,5.870864797,6.53028510667,11.137683,10.74066222,12.01135666,5.279296008,6.23860798,5.679910204,12.09904539,7.808660365,7.224976819,8.606850376,4.933585915,6.592573364,9.882436552,8.7021055945,12.38431166,11.639330205,8.297715334,12.66850837,6.469405549,11.21453179,8.135646608,8.2285625075,7.775337819,11.65847718,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,5.9034588485,5.4641368762,5.527329405,8.11094053067,11.198356615,9.65317699,9.1235010805,7.136685014,7.197314467,6.2422901355,6.215392848,5.379561399,5.90885740467,7.912831347,8.6127798505,7.7367544025,6.18913825,11.252028628,6.83129561633,8.230995629,12.90606669,9.9154335515,12.13760287,13.47944813,12.54827894,10.35235277,5.935819934,8.109608713,6.405921396,8.2596790005,7.751713298,8.792189283,10.57151592,11.5702330533,5.932280461,6.8509701385,6.213232041,5.844744204,6.1549794165,8.1257515365,7.982781325,5.7851863155,8.709238827,7.507995028,8.5951952685,6.018363896,9.925235871,6.16595704,5.844744204,11.00293473,7.369932115,BRCA
7.7178678995,8.316825834,10.64647346,7.0913602235,6.734273105,7.966103265,6.763813641,12.23565236,13.18898907,6.331145921,10.3820872935,8.829493729,7.478529234,5.876032641,8.120096744,5.7699003735,6.492979261,10.39270411,7.4104157105,5.27580570225,11.41853536,12.16828986,6.458095163,5.357737827,5.838328613,5.5096627705,6.6715156405,11.32897515,6.5710894325,7.68113495,5.793122872,6.33136576933,10.00164081,9.439182162,11.97218475,5.150368004,5.556737863,5.689726348,12.48456748,5.73024,7.4878570166,9.664661106,7.364312244,6.635867278,9.0515971275,8.09322379,11.76334944,11.80875598,7.178084026,12.57347448,7.27396389367,11.64198185,8.611099628,7.8305327145,7.15936184067,11.90133466,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,6.323322532,5.1156792046,5.655216748,7.98209816267,11.274247985,9.580847928,9.2078924525,7.5978930125,6.97936211167,6.33404855075,6.355796501,5.229406468,5.867892122,7.4581159765,8.522296209,8.7970213875,6.506054132,9.6891460585,6.28271338533,8.3727076055,12.89668817,9.348023424,12.20536419,13.35270561,12.76004735,9.938977155,5.198898037,8.725184586,6.1456479,7.7082282335,7.378774139,9.609927196,10.65722043,11.5606470833,6.555360353,6.6247603795,5.99736739975,5.833276737,5.930757587,7.737667498,9.036723879,5.83079519,9.2047299085,7.585190017,8.107334976,6.0392399955,10.17005684,6.33171556533,6.551443438,11.11718547,7.13281779,Control
9.123941273,9.237891778,10.83158062,7.084991265,6.32067026,9.071074234,6.854560258,12.7347446,13.29757193,5.680472929,9.671974648,9.132211242,7.297193996,5.824138541,8.28785217,5.535994977,4.93618003,9.358629843,7.7034571775,5.440509039,11.07799751,12.22502371,6.4112323765,5.504788206,6.471354636,5.4488231455,6.6164296375,10.88402951,7.739494752,7.919550328,5.536217098,6.34890178367,10.864964,9.689574849,11.58766984,5.533572107,6.4243852295,5.714253246,12.22983432,7.219219655,7.161221794,6.345898074,5.710125382,6.97831327,9.717115444,8.772392971,12.25537394,11.458095575,8.52183209933,12.75620088,7.069555338,11.22892405,8.666713215,8.2753948795,7.58979746267,12.11775357,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,6.52394041,5.466218321,6.407145055,7.82991936767,11.21839075,9.966174165,8.5157239865,7.021079646,7.28840672033,6.76922237325,6.095297454,5.458948931,6.52309230333,7.543913831,8.478964386,7.5821793325,5.870741528,11.277560598,6.57751783767,9.100624738,12.87894279,10.0235137525,12.34682957,13.37889296,12.45248586,7.089109133,5.062220221,6.9100805066,7.045711086,8.3252183155,6.708536018,9.330659861,10.28274128,11.5806475867,6.520190915,6.936615278,6.29992863125,5.0188247,5.468054894,7.8712216825,7.335214194,5.8087825485,8.05278096,7.790350329,8.8288253785,6.028693113,9.350851427,5.87454446767,6.249545485,11.46239505,6.8293126395,BRCA
9.3759597995,8.639323636,10.55758842,6.50402659,6.009219086,8.558546154,6.543500233,12.65857307,14.10257573,6.872247394,9.753034207,8.695716467,7.806535324,6.352798794,8.529822044,5.800894644,5.660645761,10.16002932,7.82878580175,5.64097943075,10.65984455,12.35101106,6.7187801615,5.316879984,7.104889949,5.828479346,7.342223526,11.46972335,7.375850429,9.087722135,5.73607124,6.45232417833,11.45443311,9.814991395,12.06588572,5.057462456,6.2497596215,4.930514115,12.44988381,8.677068719,6.776792448,5.930448326,6.690979665,6.794094554,10.080564477,8.845409366,12.55486108,12.40345346,9.370871616,12.86342169,7.561705909,11.45847853,8.409264827,8.55050301725,7.917623909,11.87062298,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,5.9174340255,5.6759717936,5.625863148,8.18650002,11.07534033,10.23164154,8.0343196725,7.5246001185,7.361977291,7.19245125,5.996451597,5.749206573,6.42849447567,7.8529284555,8.648627771,7.5894831745,5.982258496,10.678516145,6.67180329633,9.290985796,13.51771248,10.8386970845,13.11510467,13.71343219,12.66384721,5.996451597,5.093825554,6.3166102882,7.03324440275,8.4054699995,6.810446719,9.684319572,10.50260587,12.1339918167,6.429495141,6.691972956,5.7160804985,4.505933891,5.7600269985,8.2088578175,7.468056067,5.840659366,7.382357406,7.176649708,9.9246610415,6.0648074825,8.530563498,6.046122072,5.767794645,10.11198692,7.483547248,BRCA
7.9728052855,8.078179001,10.67814039,6.201503818,6.689582656,8.600155556,6.456482249,13.34505663,12.51339458,5.057462456,9.1297731835,7.344808806,7.967285529,5.779661087,8.167494826,5.407153685,5.548136995,9.341019005,7.5817404885,5.66579437175,11.9938814,12.13981521,6.686202902,5.323740468,6.745442819,5.4154552385,6.3666374985,11.09109172,10.349737175,7.203154957,5.705709271,6.66193385767,9.557684409,7.511675823,12.23463043,5.197326058,5.182332781,5.520352508,12.4173608,6.019930513,7.6351415802,9.276724119,8.467616885,7.728874776,8.7738660505,7.6550504095,11.42710081,12.072677105,7.46461112133,12.04072818,6.68902141267,10.47035412,8.39528898,7.92079597525,7.05650117433,12.33120955,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,6.330484187,5.5322651396,6.430289978,8.451561107,11.151396135,8.977681421,8.079817226,6.923040761,7.46619594767,6.5621458705,6.107065996,5.183299167,6.06731025667,7.163018361,8.47178547,8.3440821295,5.149758548,10.2755669945,6.349076575,8.2565850245,12.11865571,9.2605399885,12.34260121,13.29267684,12.61750082,10.40794251,5.754494213,9.356122659,6.55286557675,7.7168387545,6.591189918,8.84970309,10.71047093,11.5145750067,7.168173481,6.403455599,6.32124444525,5.968327676,5.2084648135,7.3551246635,7.52958892,5.8821083545,8.7317744055,6.561941354,8.348411252,5.427401159,10.62301752,6.046563588,6.731933742,11.10530635,7.4481251935,BRCA
9.321425499,9.549015053,10.71101325,7.6188571805,6.696206434,9.863040638,7.109938036,12.39966386,13.71343219,6.091811548,9.643814388,8.7216983,7.667823176,5.862458365,8.80888466,5.879057136,5.655646098,9.812386363,7.91805861725,5.50591576825,11.6188926,11.83642135,6.644794773,5.097833303,7.289814009,5.606735004,6.652433483,11.09993968,7.733044401,7.320803087,5.451879748,6.64458013767,10.66388964,9.583290187,11.37383049,5.688328124,6.191610237,4.958159726,11.89117053,8.520992932,7.4572438276,9.164543144,7.432565127,7.277940882,9.8100499835,8.1397640245,12.22401684,11.932399345,9.17209626933,12.30526243,7.08180120033,11.3273142,8.228615647,8.341731368,7.630858662,10.96223109,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,5.9718598575,5.3094441946,5.233822166,8.171538624,11.40345044,10.00443156,8.116304847,6.824884907,7.49696018667,6.575528975,6.332712967,5.064162066,6.55808138633,7.6369717535,8.7601337405,7.0409205055,5.376959934,11.313560577,7.28095493367,8.636048659,13.15586736,10.193168701,12.57155186,13.44200721,12.74796537,9.572823899,5.619127766,7.580338669,6.064234489,8.729778512,6.746988283,8.496295686,10.24516082,11.6136895433,5.149148835,6.8512917035,5.7012189585,5.167931151,5.5252777585,8.0433304795,6.802002929,5.6699833785,7.926760594,7.487359976,9.0909708385,5.6375433755,8.015193578,6.03208651933,6.353195907,11.15845524,6.8263212265,Control
9.1526830635,9.367327993,10.7601172,8.092918242,6.319315918,8.482919985,6.816347305,12.05932765,13.52549699,6.099511534,9.557649091,8.761435816,7.357466507,5.813403636,8.17986074,5.6214508135,5.375570566,9.898586698,7.159765952,5.177122881,11.1161313,12.36769602,6.7867375125,5.615748247,6.640032041,5.467804231,7.1812092455,10.99477083,7.2965384015,7.809255459,5.541182786,6.714158992,10.78521972,10.67301333,11.74966846,4.876039551,6.7445377525,5.163811922,12.38250455,8.017366771,7.1618852434,9.148261195,7.325532861,6.718296974,10.06551331,8.4208763975,12.63995684,11.55756824,8.63116965933,12.62816419,6.71771492967,10.85521521,7.522112898,8.193126299,7.539110223,11.38382052,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,6.3825279205,5.291675395,5.844493149,7.91861634733,10.99057863,9.452231522,9.095386554,7.242305488,6.894570391,6.443440984,6.387246745,5.668822064,6.08494435933,7.3916087785,8.403286026,7.9688259785,6.959193811,10.898757498,6.842406496,8.93960735,13.13820464,9.9899662245,12.3148028,13.70458133,12.4865699,8.367000914,5.662925563,7.4789113804,6.4879534175,8.057131251,6.839144331,9.363686411,10.48357425,11.79353655,6.342257494,6.6180162235,6.42728370275,5.101619875,6.419452647,8.203358017,8.70009385,5.731781437,9.0536408515,7.707878693,9.014168032,6.505547144,9.716982805,6.367015667,5.835425946,11.16113206,6.746653975,BRCA
8.766958367,8.797467904,10.68752903,7.599297253,6.294120428,8.186907968,7.016310012,11.61491238,13.21182067,6.072647808,10.0619138165,8.594083007,7.247645413,5.659004925,8.633940747,5.270746099,5.442621133,9.608828239,7.71503952475,5.2041237925,11.81218745,12.38074251,6.169236535,5.675964969,6.268944869,5.6533482085,6.861446222,11.18792748,6.6155769395,8.284894788,5.233822166,7.43355643367,11.44285036,9.67905828,11.77144213,5.450890591,5.57811289,4.35562555,12.06681079,6.594851287,7.2458581842,8.922124336,6.478086528,6.810382449,9.747962555,8.873365133,11.96551025,11.593713005,8.44322777467,12.69546762,8.46005630567,11.62550351,8.322132227,7.716319118,7.42782175433,11.84795592,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,6.3457281585,5.3589494338,5.913135501,7.74245236133,11.551814785,9.69476318,8.399665163,6.8978346455,6.81342298733,6.26822091,6.271748387,5.431298057,5.82679256767,7.704876591,8.7247164775,7.1608872485,5.943693543,10.8706706855,6.90458015633,9.2874717905,12.77284039,9.7911964135,12.71572616,13.30755735,12.57561022,9.331471853,4.482788153,7.9155472442,6.59589787525,8.3082798515,7.867234137,9.078305028,10.05646198,11.7083151733,5.2209212,6.6715821615,5.859119673,5.570775033,4.9784955605,7.6300678295,6.438214347,5.3856671345,7.5545185525,7.076818602,8.3995107395,5.4053195205,8.42512265,5.60768941067,5.850006293,11.1379023,7.1441084715,BRCA
