ID	8694	338	10999	346606	2168	19	2169	39	949	337	8613	335	948	50487	80168	123745	8681	8398	30814	8399	5320	84649	5321	5322	84647	2806	64600	8611	8612	4547	391013	10554	26279	10555	1056	81579	64240	29881	64241	1208	5408	5407	8513	5406	5319	DependentVariable
Instance1	10.13541467	7.52571875	5.901658111	5.044843524	5.358089615	12.45954952	5.873451033	7.4409698455	11.30621853	5.434637608	10.585142871	5.287261033	12.2115918747	5.790192895	5.464840793	5.2037195755	9.970178212	5.9973155525	5.346435058	5.934641074	9.972804328	9.949994866	5.689167221	6.31084507	5.901658111	10.97008092	5.516024013	10.9431224093	6.97276375733	4.858492381	5.110416751	6.45731304233	7.445801364	11.2729149567	6.227573227	6.001133	6.85901018	5.805622164	5.564691589	4.977292804	4.602195245	5.190230876	6.677723605	5.692518737	5.368428976	Control
Instance2	9.260026318	6.348379055	5.605858198	4.759304314	5.331285345	12.05538931	6.170531632	7.4912144285	10.61404749	4.435394156	9.570889838	4.752897783	9.47518757767	5.821079567	5.501288856	5.420625092	10.89604874	6.074195938	4.937593039	6.353195907	6.6596432	8.774565636	5.663779561	5.804719114	5.899424146	11.37383049	5.714802736	9.55774462367	7.42474164867	5.185877691	5.398154738	6.73770635933	8.180387697	10.3317137867	5.737356364	5.644873832	6.436841129	6.42341482	5.571533663	4.975688932	4.992554604	5.254944744	6.023649715	5.7109519	5.473633714	BRCA
Instance3	9.01143772	5.194176951	5.527329405	5.403788568	5.001702332	11.04074197	5.932280461	7.952710478	10.89094843	4.707652488	9.13727223567	5.161092822	8.73530426033	6.193580184	6.335440044	5.4820486345	10.58594865	6.225222865	4.838713892	6.403868968	5.760494586	5.951174686	5.682862067	5.173838258	6.376000002	11.74755745	5.329313116	9.388513914	8.05789780667	5.507645012	5.515393331	6.54635750867	7.6220252555	8.31672683033	6.380249461	6.257770271	6.296416681	5.891669042	5.112503363	4.694341356	4.303759001	5.283469238	5.707228834	5.496822826	6.004058206	BRCA
Instance4	9.822599161	6.832450574	5.871850577	4.832651143	4.379281551	12.08226725	6.056697995	7.155509218	10.69485433	5.530298057	8.15530132967	5.62000808	9.66659547467	5.759562832	5.254944744	5.275502987	11.09339134	6.512188232	4.904979261	6.816507311	6.594776658	9.419939709	5.460424154	5.108536217	5.863140121	11.92672973	5.193979903	8.49375710433	8.29916801667	4.640273621	5.499695432	6.47962669833	8.477277703	9.748251815	8.154072682	5.574564199	6.506054132	5.99820185	5.279481742	4.285723506	5.233822166	5.372439586	6.118843116	4.151027186	5.432467779	Control
Instance5	9.764714513	5.764215595	5.905694616	5.272407006	5.278366982	11.60731657	5.876646629	7.6718899015	10.71141341	5.297935366	10.3473351567	5.368603583	10.9707605477	9.731989781	5.903768142	5.416694716	9.802112873	6.518443469	5.541492575	5.925412759	8.905673654	7.687832523	5.599028548	5.902080364	5.504788206	11.56729791	5.182107523	9.639040942	8.12905631867	5.538857248	5.228252321	6.82763317533	7.8127938485	10.118156827	14.85435466	5.989826604	6.552558153	5.583993803	5.620154746	4.923875634	4.182400944	5.377654117	6.249545485	4.980952113	5.83744581	BRCA
Instance6	9.555356578	5.663352625	5.044843524	4.963718308	5.202134845	11.53683014	6.02259599	7.6679207005	10.14979827	4.846131289	10.417489828	5.202134845	11.069213795	5.353244986	6.018929689	5.506526572	10.25398074	6.07383167	5.156043878	6.064587171	7.21972788	7.898693773	6.376000002	6.024591871	5.093825554	11.58210918	5.334685584	9.99608662833	7.73485708867	5.118745153	4.985513237	6.083200479	6.8315434305	10.7924037133	6.895366625	6.394896188	6.796951756	5.786211624	5.374005926	5.256643908	4.44414752	5.098043929	6.312978791	5.057462456	5.14017664	BRCA
Instance7	8.93668293	5.761026747	5.968327676	5.155031965	5.754494213	11.80411298	6.989340921	6.883110591	10.08948727	4.981180512	9.10501436133	5.472984221	7.52927220333	7.230263367	5.410418489	5.7231049945	10.63491565	6.0879165975	5.438302209	7.988231821	6.139659422	6.200609914	5.333433796	4.77796061	5.626739362	11.50616141	5.201056716	8.75084065167	7.858497818	4.817637677	5.014814152	6.26856295833	8.4336189565	8.04382771267	6.616038296	6.165867356	6.307980018	6.035630095	4.85650179	5.349799819	4.754902895	5.201056716	6.186961651	5.477281673	5.014814152	BRCA
Instance8	8.874398256	5.862458365	5.632130956	5.682019293	5.82324701	12.38431166	5.81109287	7.485282547	10.51584792	4.756238089	10.3374324443	4.29432028	10.9210727577	6.068354407	5.817118769	5.852605391	10.04775483	5.8864404035	5.023045997	6.918538669	7.542337622	7.418782637	5.891304496	5.887897624	6.001358226	11.31514972	5.354038858	10.6777321773	7.553446162	5.106025018	4.867045482	6.34847302533	7.178770695	9.71715326567	6.056264462	5.392842236	6.807551749	5.357737827	5.321757891	4.85650179	4.632010888	5.619127766	6.579056134	5.277995204	5.517599514	Control
Instance9	8.662188695	5.589022814	5.589022814	4.570105398	4.5799221	10.88698849	6.055397005	7.811400851	10.43324145	4.839217974	9.77375025267	6.078850631	9.16133675633	5.563776856	5.679206489	5.0692057385	10.06457475	5.700402949	4.742156708	6.077249008	5.818908863	7.062966591	5.847816088	5.781235931	5.956585975	11.70655442	5.39361462	9.35728519533	8.58908597933	5.26866948	5.05203679	6.48716153067	7.320817348	8.70486118133	6.364927481	6.058214335	6.826170683	5.635327242	5.445106951	4.385797535	4.790265497	4.961636349	6.195845235	5.835425946	5.801553978	BRCA
