ID	6559	11254	6558	6557	6519	10991	283652	54716	23657	56301	8671	6512	57030	65010	6522	6521	55089	6520	6565	9498	206358	57282	8501	6564	9497	84679	6560	6549	115019	121260	57835	6546	6509	389015	6548	6547	6505	142680	6506	160728	6507	10861	5172	6508	9056	6511	140679	9057	6510	10479	1811	6553	10723	285195	23315	6550	117247	246213	153201	55117	6539	83697	84889	6543	6542	6541	57468	51296	11136	80024	340024	10568	23428	8140	92745	57419	348932	6568	6569	26503	115111	81539	25769	9990	124935	6528	54407	57084	9187	6533	123041	6574	6575	1836	DependentVariable
Instance1	4.835685705	5.768456458	8.452766178	4.899189228	5.006535067	5.836309985	4.801431976	5.62576092033	5.468103682	11.44759484	5.6204611975	6.175929354	7.232999148	6.368729465	8.694898579	5.346435058	5.338612717	9.160287724	6.086142197	5.5070891605	6.59171354	4.944403139	5.823629162	4.797027644	9.1974768545	6.411176756	9.114152992	6.2950853	5.21611769	10.0606202665	7.04968034167	5.57418573	7.821265561	5.504986385	11.49398064	5.54676977133	6.455167425	5.085564076	5.586773185	8.246171869	10.16928652	5.43945000375	5.757697518	6.177750426	9.470273049	5.044843524	5.45451419	7.9841253975	10.20782	6.545895082	6.507244111	5.922204539	5.468103682	9.405376108	7.78527447	5.105815554	7.457424231	5.238988625	5.135464327	5.27337129767	6.764278222	5.401742447	7.383212224	5.507248571	6.89168173167	9.231413882	5.7957908185	10.74699733	7.110929882	10.14611713	5.331285345	5.973141011	6.60059810433	8.325497867	6.307888971	7.440040937	5.461406798	5.118745153	5.204582147	6.057131398	5.4707198845	8.4321714995	4.721115721	5.872706642	9.538005127	5.26866948	10.44103033	4.772692515	7.154213379	6.513534664	5.84191436267	10.64114433	8.998534812	6.335306046	Control
Instance2	4.647773112	6.120295558	9.120272962	4.948847562	5.469081112	6.13986403	4.778486368	5.512693792	4.948847562	10.19564323	5.457316777	5.652207716	6.068999232	6.42827609967	9.011647369	4.632736581	5.148437177	9.20400973767	5.943517738	6.4148544085	6.86647878	5.34066129	5.968327676	5.804719114	9.536853785	7.316487737	8.684530469	5.617218576	5.288147158	10.2428198145	7.56171989367	5.754895016	7.923834234	5.447668014	11.84250171	5.403732866	5.659433149	5.296651267	5.563242994	9.392012066	8.388362979	5.36299696975	5.827572151	6.1085356635	9.175650046	5.239561536	4.234269411	8.024133975	9.978221063	6.15260990867	7.097666426	6.071897384	5.201056716	7.873322793	8.347268264	5.263796174	5.902442197	4.937593039	6.060593939	5.252763136	6.57376504	5.40668228	6.1813244865	5.452044542	7.00319414967	9.751209759	5.758759318	10.39118749	6.754958049	10.66694764	5.091500179	7.171059083	6.36561548567	8.538694442	6.001414528	6.945564178	5.488009811	5.291687581	5.838076438	6.012351476	5.4168853535	8.9253394725	4.752897783	5.5755357315	8.844228023	5.428620839	10.6865533	4.21308329	7.261721494	5.722746919	6.09212173067	10.57522277	8.83146649	6.438838105	BRCA
Instance3	4.654230956	6.009611007	9.203172904	6.015532832	5.90202005	6.693490878	4.959319531	5.10930094267	4.584732512	7.329933371	5.897498289	6.124127129	6.921278994	6.15195753533	8.99655902	5.418452458	4.933585915	9.84281731133	6.575430048	6.1920104785	6.58736921	5.047245267	5.641120592	5.258529523	9.086196887	7.308842122	8.246171869	4.544584798	5.38177782367	10.298634515	7.31004577667	5.062004299	7.42286607	5.811226239	12.09766027	5.59858866967	6.245890761	5.430127385	5.527329405	8.731294526	8.430505998	5.22220483325	5.932280461	6.3189472225	9.388921983	4.768993337	4.678655626	6.725819356	9.798739548	6.26585468	8.221515981	6.735119764	5.531000265	7.953790677	8.686203838	5.826428522	7.405718266	4.774274953	4.838713892	6.04030035	5.823119603	5.14017664	6.9450369845	5.194176951	6.87575352033	10.30654055	5.5807363085	10.46466855	7.364837496	10.16436051	4.933585915	7.307672905	6.60124077833	9.659657526	6.296416681	7.303326696	5.527329405	5.088959125	5.469732364	6.095402957	5.4676791125	9.085443246	5.458620899	5.668245432	9.322863923	5.249645622	10.20351353	5.579701547	7.469094598	6.045110507	5.807296054	10.4262965	9.321528551	6.209848712	BRCA
Instance4	5.114378737	5.868397398	9.803902227	5.139460541	5.028139516	5.863140121	5.208879341	5.62948878067	4.482788153	9.826322502	5.773682831	6.574181472	7.499688706	7.08886588267	8.696325232	5.412113573	4.628224624	8.76121365867	5.490579154	6.09487257	6.135766351	4.681187829	6.171732872	5.182703468	8.606064634	7.513019149	8.01924478	5.407702206	5.50620192567	10.067999143	7.837268875	5.21345543	8.270366729	5.8832730605	12.00568429	5.57249007933	6.018929689	5.357737827	5.78869305	9.488342842	9.457976471	5.064058629	5.391983545	6.142763031	9.091145182	5.114378737	4.766080198	7.015392628	10.40696526	6.13184417267	11.97142151	6.018929689	5.475661496	7.192443549	8.420887759	5.584068992	7.882843431	5.193979903	5.057029153	5.50990679433	5.767662245	5.624840225	6.292631352	5.871850577	7.21005095867	10.13087976	5.7259347505	10.49035982	7.009719816	10.46285527	4.978894894	5.9884845785	6.65095194133	8.869671817	6.239937982	7.553285857	5.397812585	5.134643221	4.509722249	6.047784427	5.3128771495	8.3654007935	5.249456007	5.9290173375	9.315614414	5.446761787	10.93087057	4.700180125	7.198816104	6.350944152	5.93028237433	10.1525514	9.007497661	7.275242521	Control
Instance5	4.885099957	6.449359668	9.0886782065	5.130324729	5.731598207	7.349217359	5.32446073	5.743107481	4.911705061	9.697098373	5.501472874	5.593959684	6.712427693	6.35683591767	8.854962736	5.283839608	4.815846004	9.51717962767	6.84856387	6.2117151645	7.483415001	4.858243708	5.617879735	5.368603583	8.9413194075	7.676840589	8.369903873	6.047784427	5.26767276033	10.464813275	7.583833142	5.111669081	7.087465825	5.389626038	11.58443655	5.48118016167	6.667115534	5.206341637	5.455665247	8.318227715	8.963128094	5.66966803425	5.294355387	6.010696549	8.762549077	5.278366982	5.518229233	6.634522856	10.51902709	6.36299230167	6.563276843	6.649547651	5.406342144	8.541049291	8.186907968	5.435804628	6.890693297	4.801431976	5.919108385	5.66717945833	5.887775801	5.432300734	6.613433919	5.559347452	7.01080141967	10.16846564	5.842526426	10.28358647	6.868733444	10.33039065	5.014814152	7.70880163	6.72271790267	9.002154772	6.276874062	7.418993406	5.846249617	5.476714818	6.031335227	5.87289723	5.3210920245	9.164193504	5.163107462	5.5111436745	8.99900014	6.29131404	10.47438056	5.050187406	7.77152434	6.097300677	5.78592858633	9.874758982	9.100032254	6.571150131	BRCA
Instance6	4.555946662	6.091917306	9.3234092765	4.626765673	5.178725843	5.684966848	5.098043929	5.778198725	4.985513237	9.061101886	5.9464134385	5.759695977	6.440541669	6.50388295233	9.269361142	5.625863148	5.30196368	10.3886318853	6.604965038	6.122851764	7.590102562	4.562658614	6.153405728	5.144465785	9.7188579445	7.60485179	8.527351033	6.050290137	5.437376124	10.632964645	7.120919536	5.256643908	7.870643868	5.2582908375	11.98277091	5.38838522867	5.880692411	5.636197729	5.206341637	7.579393492	8.931122442	5.26754864675	5.670735019	5.6514929265	10.02441981	4.950248224	4.699347423	7.7016899055	10.13811214	6.59709544033	9.342986415	5.956992456	5.70895367	8.111397999	8.288129114	5.30998672	7.964053636	5.036295892	5.527329405	5.559406031	6.545354989	5.485435883	6.513472806	5.65836235	6.82678924	10.20922218	5.4296342605	12.17821986	7.016922821	10.57466711	5.476714818	7.275042637	6.509119171	10.40145051	6.095772153	6.748397915	5.226326687	5.214330049	5.044843524	5.756763955	5.5402481545	9.164636678	5.08535162	6.2793077475	10.0034902	5.353244986	10.864964	4.738513493	7.347889565	6.448203566	5.713276086	11.53060643	9.254108071	6.343235137	BRCA
Instance7	5.092134744	5.630093262	10.515467159	4.970176368	5.564234295	6.003271234	4.998433881	5.613409385	5.10140977	6.440500143	5.2510023165	6.725676834	8.18992476	6.47114128867	8.534916724	5.087262599	4.700735	8.66957255133	6.067010094	7.390905858	6.952074702	4.547045185	5.38008113	5.292976103	9.560070116	7.766779205	8.35098461	5.899484569	4.97154825267	10.435382065	7.95696234967	5.442621133	7.793962719	5.238663902	12.46971692	5.32122041867	8.591897347	5.259377247	5.544509535	10.26227726	9.445372435	5.1543513965	4.515994137	6.475384262	8.688058921	5.520352508	5.219373048	7.1628441385	10.51325413	6.639951247	11.70655442	7.075187974	5.793903195	7.275475337	8.220960035	5.263890047	6.561941354	4.615929054	5.28356184	5.46829707167	5.451550105	5.072332275	9.0743497145	5.923393601	7.77330459767	10.63456176	5.583572536	11.18055585	6.899511381	10.32429902	5.009001383	5.7001225465	7.158489434	9.182345388	6.695858571	7.927112932	5.51191964	5.003839723	5.761026747	5.705709271	5.0451309915	8.9051426025	4.888756945	5.5665813365	9.228867456	4.927198693	11.79461296	4.981180512	6.799058561	6.162699096	5.55116633867	10.29787953	9.099519506	6.583763983	BRCA
Instance8	4.462262136	5.77400374	9.1602042195	5.265109838	5.5893225	5.334149236	5.361251859	5.125380425	4.440622372	8.93734522	5.825548677	6.174182303	7.31134218	6.56323910567	8.709033072	5.032113243	5.487205952	9.34830377267	6.187357641	5.8661475105	6.119880723	4.823508981	5.814365364	5.179721278	9.5791873845	6.710259293	8.631760133	5.662783181	4.894583691	10.0759846315	7.08793490233	5.190033289	6.995289824	5.8402859655	11.41027128	5.51439922367	5.741879005	5.760760691	5.699614961	7.10473273	8.561384495	5.4337588435	5.397641479	6.038322405	9.716982805	6.110097626	4.091454519	6.747602003	9.940739781	6.32282679833	7.507876136	5.741879005	5.238893118	9.574726497	7.30417133	5.216465777	7.2875303	5.491621645	5.297935366	5.56641064433	6.518460881	4.177862416	7.062583581	5.672008915	6.66575842133	9.622747882	5.5410933735	10.58638973	7.570446091	9.941825661	5.517599514	6.632974134	6.34760938233	9.053437973	5.931807875	6.866664227	5.431465218	5.149148835	5.185481295	5.703080794	5.2916941845	9.40253065	5.401401144	6.039133135	9.086402392	5.102039992	10.46257413	4.877267261	7.790610985	5.948315392	5.89111993033	10.51132549	9.488342842	6.547747191	Control
Instance9	5.492022402	6.74994022	9.8392008	4.916490079	5.463860485	5.065239741	4.831131467	5.568093651	5.706952669	7.914237304	5.301831852	5.839966671	6.542920132	6.55713444433	8.812948295	5.189835675	4.980952113	9.88719094933	6.546667333	5.7449391595	7.025198058	5.332896983	5.998653184	4.876039551	9.020619656	7.088314217	8.440745781	6.093766806	5.34103405233	10.316256695	7.15616653333	5.287261033	8.586221609	5.479660845	11.72159494	5.33365297633	6.264635533	5.329851264	6.110463081	7.753619786	8.391932143	5.35313293975	5.929560972	6.2776064225	9.158850196	4.542894537	5.466799412	6.537469927	9.969494854	6.43072445467	11.83377967	6.203304562	5.813403636	8.20457252	8.291125938	5.9893725	7.689755391	4.813026019	5.349622922	5.44818430667	5.210049084	5.469406774	7.516571771	5.87615546	7.37354745233	10.3910344	5.588758091	10.26927314	7.191752936	10.1682337	5.015037253	6.847572101	6.691921469	8.764623762	6.204772251	6.961395067	5.714802736	4.904377216	5.262293378	5.743764871	5.3899418245	9.496222122	5.194570965	5.4231829355	9.398503824	5.057570761	11.04873907	5.085988894	7.547822125	5.572973961	5.36303181633	10.48261415	9.174452064	6.760856726	BRCA
