@relation thedata

@attribute 10197 real
@attribute 10437 real
@attribute 115653 real
@attribute 1385 real
@attribute 1508 real
@attribute 1514 real
@attribute 1520 real
@attribute 2923 real
@attribute 3105 real
@attribute 3106 real
@attribute 3107 real
@attribute 3108 real
@attribute 3109 real
@attribute 3111 real
@attribute 3112 real
@attribute 3113 real
@attribute 3115 real
@attribute 3117 real
@attribute 3118 real
@attribute 3119 real
@attribute 3122 real
@attribute 3123 real
@attribute 3125 real
@attribute 3126 real
@attribute 3127 real
@attribute 3133 real
@attribute 3134 real
@attribute 3135 real
@attribute 3303 real
@attribute 3304 real
@attribute 3305 real
@attribute 3306 real
@attribute 3308 real
@attribute 3309 real
@attribute 3310 real
@attribute 3312 real
@attribute 3320 real
@attribute 3326 real
@attribute 3458 real
@attribute 3802 real
@attribute 3803 real
@attribute 3804 real
@attribute 3805 real
@attribute 3806 real
@attribute 3808 real
@attribute 3809 real
@attribute 3810 real
@attribute 3811 real
@attribute 3812 real
@attribute 3821 real
@attribute 3822 real
@attribute 3823 real
@attribute 3824 real
@attribute 4261 real
@attribute 4800 real
@attribute 4801 real
@attribute 4802 real
@attribute 5641 real
@attribute 567 real
@attribute 5720 real
@attribute 5721 real
@attribute 57292 real
@attribute 5993 real
@attribute 5994 real
@attribute 652614 real
@attribute 6890 real
@attribute 6891 real
@attribute 6892 real
@attribute 7124 real
@attribute 811 real
@attribute 821 real
@attribute 8302 real
@attribute 8625 real
@attribute 920 real
@attribute 925 real
@attribute 926 real
@attribute 972 real
@attribute DependentVariable {BRCA,Control}

@data
9.590603746,8.852288487,5.25004585,11.005151922,12.726973075,10.8083578873,7.250253703,4.956069723,13.99568036,13.6548665,5.754910936,12.33906368,12.16828986,9.699746436,7.711014946,12.91282298,7.910644417,10.84714372,5.515077886,9.158313751,13.336444535,12.12065594,10.83822324,9.558860226,5.387510099,11.53735445,11.205721865,8.703506626,12.01315176,12.216605,8.031123768,8.139763042,8.660915945,10.55803347,9.305993955,13.60992767,10.8381684493,13.91975024,5.77657203,4.901363214,5.048989481,5.6689936925,5.3856526675,5.622121363,5.084178595,5.449405582,5.308713308,5.0801625,4.905942012,5.95625324033,4.986221398,5.44123270967,5.850522825,5.39078052,6.9137551535,8.01368714,10.35265071,9.93067222567,13.518945185,10.00021257,11.21259383,5.2453189455,7.300827749,6.54263597,5.561334729,11.51045032,8.19604232,9.27958746867,6.992205122,10.31821829,10.0897202935,6.08884719,9.81441182833,7.572626574,8.52618567367,5.80278982125,12.188153293,BRCA
9.630875787,9.011542548,5.251786996,10.78322175,12.853272365,10.9290121593,7.947390198,5.420222366,13.610250215,13.39262134,6.535043833,12.30321003,12.69228318,9.822443813,7.953456048,13.49077697,8.695855636,11.67143283,5.447257868,5.420222366,14.133262905,12.13760287,11.43314739,9.3921496365,5.257964097,11.44807772,10.73582642,7.538152306,11.48354892,12.7295762,7.092337284,9.207237709,8.30410244333,10.81946085,9.414337005,13.09917276,11.034315424,13.62077142,4.921497326,5.501129593,5.316518,5.5922223395,5.7773513165,5.1617969435,5.527236188,5.257964097,5.285412622,5.212942056,5.84925574,5.41840068,5.239730539,5.49385552733,5.852559769,6.255128327,6.8927613895,7.447085551,10.08386525,9.64808263,13.557786165,9.521496672,10.83234438,5.15818510817,8.0836418825,7.314145526,6.122160836,11.53683014,8.511987673,8.84393161033,7.871691396,10.15378036,10.57145911,6.165967822,8.909105573,8.062317545,8.07552379967,5.49613054325,12.7405979433,Control
9.672739215,8.312169512,5.2815957005,10.4041484903,12.799625445,11.1050525637,7.17876723,6.560757459,13.593208165,13.283571,6.6861140425,12.51214052,12.18670552,9.650073918,7.021260744,13.12486126,8.086509293,11.58870072,5.279110251,5.457225929,13.717874695,11.35464901,10.4353997,8.7147983615,5.431465218,11.66558698,10.74351715,7.447581521,10.45621094,12.76703924,7.815000755,8.801356788,8.038528684,10.6537276,9.232271688,12.982725195,10.7678923323,13.44751595,5.303243061,5.391811746,5.51854399,5.431682766,5.583061692,5.106020379,5.282721231,5.355272902,5.437137209,5.221884638,5.209464331,5.59876575633,5.209919579,5.28808974333,5.88925383067,6.767493005,6.8108005215,7.702278545,10.23521879,9.651258546,13.670150835,9.3721657175,10.70265129,4.9654426975,7.7264896865,7.322367529,5.748871259,11.53336151,8.654402202,9.02898153233,6.162699096,10.38826519,10.682337815,6.081303006,9.03530418033,7.324655646,7.848454135,5.296929424,12.4884898,Control
10.282808745,8.719783347,5.300409809,10.5074705227,12.22003571,10.5301924597,7.111086427,5.953970144,13.781224835,13.80179072,6.2035328415,12.74633592,12.32890637,9.942749483,8.077191083,13.36098494,8.864968521,12.06323168,5.333791561,10.3670273,13.99859808,5.168332398,7.780213504,10.631558985,5.431298057,10.55803347,10.57214363,6.59529898,9.138598914,13.279028,8.351249698,8.0667841815,7.23950457467,10.5046306,9.13253901,13.20710406,10.9296346363,14.10257573,5.196047562,5.371568663,5.241850906,5.594725634,5.903562173,5.13220021,5.2517824205,5.995660463,4.894103816,5.330977554,5.047899594,6.12265334667,5.2564548235,5.34480111333,6.190282259,6.764178682,7.0971736265,8.206820391,10.51367853,9.20198218633,12.81564983,9.968680969,11.5968724,5.18877138467,8.0680491995,7.33883954,5.6227922,11.80861644,9.031271886,9.22536803067,5.841225451,10.59585913,9.7306214785,6.026861599,9.38088774733,7.340030607,8.84300144733,5.90477998125,13.6184476,BRCA
9.666771214,8.467484429,5.4407877525,9.90083481867,12.69456144,11.27746436,7.562206404,5.923868951,13.433996985,13.41082367,7.2166018795,12.46516723,11.98345514,8.978768455,7.638474153,12.89109452,7.920890416,11.34473713,5.297201735,8.485971282,13.808752855,10.46950983,9.120018232,8.9144644015,12.3181333,11.61592857,9.6677951655,6.58736921,8.07586835,11.99120482,7.156465194,7.9827875395,7.64101587933,10.86754538,9.043848309,13.766019795,10.482276888,13.51553049,4.702259784,5.045935721,5.375223015,5.665494895,5.8258292175,5.2919696595,5.869931916,5.844116484,5.443947436,5.6827427945,4.666494361,5.16436681433,5.35320914,5.20545657167,6.235586608,6.411515754,7.050494961,7.804520085,10.13946858,10.2963838407,13.30181616,9.463868115,10.74539725,5.15942811833,8.0538858145,7.18625564,5.342706958,11.76992885,8.8067224135,8.60920027133,5.923868951,10.11913603,10.60058774,5.93841004,8.90868259967,7.504284952,8.88479079233,5.789491762,12.21853296,BRCA
10.03856784,9.185297384,5.2054554545,10.2584479883,12.575104,10.717778764,7.082364963,5.507962085,13.626376885,13.46017433,6.319377687,12.2754728,11.75625619,9.262635828,8.117164017,13.08056861,8.101399429,11.41646783,5.555211263,8.63870843,13.981464,10.19314989,8.861467793,8.7313364485,12.4899797,11.34927862,9.762271957,6.562170383,8.892854791,13.01334802,8.288302177,8.220173896,7.01669971267,10.02737426,8.66705043,12.883636945,10.592174145,14.11030021,5.131765663,5.205559906,5.119575355,5.690673638,5.1823723485,5.0877994665,5.217400275,6.036014907,5.310713879,5.564111818,5.51460459,6.20933695367,5.389724205,5.196712542,6.058738875,6.189088819,7.2313024135,8.171853723,10.68855655,9.045142019,12.56634018,10.138422425,11.40689869,5.15357632767,8.2408019865,7.1266837165,5.38906017,11.22820258,8.3245351065,9.014761027,7.264445239,10.48064156,9.7214464495,6.024037736,9.36667087367,7.060753003,8.50441506767,5.631564046,12.8017381467,BRCA
10.0152804485,9.189182815,5.0285858835,10.0323493423,12.180470175,10.783615744,6.772417266,6.037388399,13.695659585,13.10298289,7.0230501225,12.43084983,11.64347756,9.503239959,7.258898404,13.05207472,8.205061485,11.61752958,6.078210195,9.87752231,14.06575512,4.91887665,9.566249648,9.449604418,5.472171943,10.77710346,9.657060849,6.385953509,8.651124474,12.90226493,8.540884674,8.5062361755,6.540465066,10.7354251,8.6137905,12.77225221,10.5236420607,13.76528768,4.923400286,4.988243006,5.434304001,5.3318725025,5.466779832,5.418342137,5.571037525,6.114372881,5.321938238,5.0447806435,5.343595475,5.62774801333,5.4714926485,5.01758326567,5.65626159233,6.437382249,7.203983527,8.159506991,10.60309338,8.98947832467,12.144835935,9.985059859,11.21935325,4.87554945433,8.170207265,7.320805672,5.428620839,11.42903544,8.626455842,9.14822884133,6.665268844,10.57663577,9.707562215,6.44717055,9.68038687433,7.078260574,8.448402539,5.3692760385,12.9600133733,BRCA
10.19683679,8.935799405,5.345312402,9.692770319,12.07754119,10.435869535,7.159470567,6.29655434,13.715587005,13.27502674,6.2427986585,12.23093318,11.65676462,9.574726497,8.263599169,13.41513704,8.03068248,11.60575973,5.57834344,8.920911903,13.712322535,5.394901009,7.643335147,10.225497431,6.025976276,10.81469083,9.7727897885,6.545586666,8.163449829,11.70381504,8.099428195,8.2113438665,7.21594918167,10.96317807,8.514478475,13.08508924,10.635449282,14.03490428,5.568952692,4.844249122,5.213649836,4.7827938095,5.4086859195,5.127530457,5.2239759765,5.971090125,5.305798424,5.425557558,5.114586962,5.226132214,5.0056864145,5.180157985,5.658553263,6.411388639,6.804371932,8.030034094,10.26349255,9.19924028767,12.588316835,9.932881007,11.61805062,4.91366864067,8.221214938,7.306410562,5.264359319,11.61377578,8.719024799,8.89818833733,7.183985468,10.98871684,10.347924085,6.336109847,9.67973675567,7.628739198,8.08304868833,5.21904962825,12.63711007,BRCA
10.22396564,8.936292773,5.3286765365,9.570767933,12.4718215,10.3615350993,6.758160324,6.136843119,13.47010462,13.2860567,7.3145037215,12.13138765,11.71129928,10.12959893,8.503548623,13.40512953,8.137965979,11.84476863,5.238988625,5.599177363,14.275570095,11.24502395,7.749066799,8.854760398,13.57316849,10.52858624,9.5570803765,6.783656769,8.047588997,11.01840556,8.177096982,8.327610717,6.87524164633,10.549732,9.351425774,13.231075175,10.359324125,14.45371146,5.682019293,5.387940841,5.766470106,5.9737291475,5.8997277105,5.0017319975,5.6735767295,5.928021599,5.761292753,5.615776579,5.292608072,5.54333123533,5.5232752075,5.832328023,6.031068161,6.643824179,7.044461241,7.481014563,10.34471787,9.36278187,12.15051721,9.7076462655,11.45443311,5.08558098533,8.19866382,7.4930311485,5.732955137,10.88094205,8.3184670515,9.17554218633,6.778573689,11.00891197,9.9696929445,6.16274944,9.87545456067,7.524289246,8.74836367633,5.78586773725,13.6133474667,BRCA
9.204907435,9.269968858,5.2074802825,10.2933462963,13.09189075,11.2086594383,6.303329264,5.861404108,11.559473305,10.20940192,6.6333974505,14.1941174,12.69058957,10.25507022,8.173903359,14.28224325,8.876978171,9.385733612,5.441376616,11.32825714,13.81356339,5.039808741,5.377654117,10.338725997,4.977521783,11.35660343,10.641143955,6.13976173,9.159127807,9.672182718,8.209186643,8.0155718405,6.851424316,11.06573943,7.960988197,11.966247995,9.11059015067,13.81715158,4.96556642,5.408721412,5.26763996,5.235000351,5.2851101715,5.5397692505,5.852912247,5.398154738,4.415681682,5.5230802685,4.96556642,5.53686755933,5.261942101,5.478941034,5.52522094267,5.823692844,7.1760956985,9.084237789,10.67621079,8.08345934867,10.699221435,10.046635579,11.5343468,4.944374514,7.6203085765,6.9850561115,5.312983894,11.86693899,6.7371917225,8.66164308167,5.97155002,11.34672441,10.780674405,6.555590428,8.20911188367,7.818200484,7.863606286,5.51724706675,13.0233585633,BRCA
