@relation thedata

@attribute 10197 real
@attribute 10437 real
@attribute 115653 real
@attribute 1385 real
@attribute 1508 real
@attribute 1514 real
@attribute 1520 real
@attribute 2923 real
@attribute 3105 real
@attribute 3106 real
@attribute 3107 real
@attribute 3108 real
@attribute 3109 real
@attribute 3111 real
@attribute 3112 real
@attribute 3113 real
@attribute 3115 real
@attribute 3117 real
@attribute 3118 real
@attribute 3119 real
@attribute 3122 real
@attribute 3123 real
@attribute 3125 real
@attribute 3126 real
@attribute 3127 real
@attribute 3133 real
@attribute 3134 real
@attribute 3135 real
@attribute 3303 real
@attribute 3304 real
@attribute 3305 real
@attribute 3306 real
@attribute 3308 real
@attribute 3309 real
@attribute 3310 real
@attribute 3312 real
@attribute 3320 real
@attribute 3326 real
@attribute 3458 real
@attribute 3802 real
@attribute 3803 real
@attribute 3804 real
@attribute 3805 real
@attribute 3806 real
@attribute 3808 real
@attribute 3809 real
@attribute 3810 real
@attribute 3811 real
@attribute 3812 real
@attribute 3821 real
@attribute 3822 real
@attribute 3823 real
@attribute 3824 real
@attribute 4261 real
@attribute 4800 real
@attribute 4801 real
@attribute 4802 real
@attribute 5641 real
@attribute 567 real
@attribute 5720 real
@attribute 5721 real
@attribute 57292 real
@attribute 5993 real
@attribute 5994 real
@attribute 652614 real
@attribute 6890 real
@attribute 6891 real
@attribute 6892 real
@attribute 7124 real
@attribute 811 real
@attribute 821 real
@attribute 8302 real
@attribute 8625 real
@attribute 920 real
@attribute 925 real
@attribute 926 real
@attribute 972 real
@attribute DependentVariable {BRCA,Control}

@data
9.5130720155,8.547801766,5.408019358,10.707890538,12.711362835,11.2840030997,7.09194077,5.568040657,13.37563667,13.44200721,7.1758807525,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,11.15733448,10.594465176,7.607850191,11.35464901,12.99983714,7.934930906,8.4230014675,8.071056943,10.24263856,9.573941152,13.00739367,11.0093826917,13.42222975,5.676529235,4.876285177,4.762364039,5.400707876,5.2231733505,5.37319961,5.2371951435,5.580455499,5.213358218,5.217703163,5.105815554,5.37543435033,5.2868000825,5.12861133933,5.96992678833,5.88497103,7.0217369475,7.740828292,10.12116474,9.893741597,13.51420146,9.3046709605,10.57043948,4.945212941,7.696138499,7.2883073685,5.619861398,11.73219511,8.676145555,8.781532677,8.519696323,10.20043922,10.740741435,6.047184591,9.08934976733,7.587142037,7.537645287,5.546288211,12.07059807,Control
9.4460828095,8.527478106,5.526723656,11.4528809893,13.4878458,10.3254222647,7.768880894,5.456322582,13.47671849,13.43914135,7.231893633,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,11.8267889,10.634747645,7.383490734,11.57740772,12.82863739,8.219968468,9.002942803,7.828041408,10.68983665,10.16800173,12.993883495,11.030777654,13.65917147,5.277995204,5.44742319,5.563242994,5.2507893285,5.6439694775,5.298993792,5.229603684,5.558429323,5.880692411,5.491801852,5.862210374,5.72824164867,5.1335676985,5.488648008,6.36255600467,6.340211188,6.971421907,8.053438737,10.0968308,9.00058412933,13.40255741,9.371998932,10.25218676,4.97143227967,7.7101472735,6.7879475185,6.633253641,11.96720294,8.5399487655,9.37398598633,7.177920594,9.793246096,10.024358415,6.068999232,8.81826708167,7.564704211,8.71426511433,5.33270027975,12.4744938767,BRCA
10.021838884,8.936292773,5.2055978665,10.8440250817,13.042590785,9.90724657,7.337267595,5.874312082,13.104967985,13.62353635,5.6473148935,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,10.78908143,10.52874487,7.409287238,12.42106423,13.57553219,7.942780038,8.9238215915,8.13205569167,10.84558436,9.391867114,13.12928165,11.1437694107,13.91614961,5.336114869,5.102250005,5.69419158,5.2491503825,5.3802547315,5.2488320625,5.2238608905,5.81083589,5.730783436,5.455063663,4.753299027,5.77444433167,5.2870505595,5.40748469733,6.83138215167,6.537183934,6.7927225475,7.8667243,10.76100079,8.749633673,13.14132294,9.657715067,10.74375964,4.98320313967,7.942107872,6.898945371,5.59156816,11.77322176,8.80255367,9.378945847,8.414834386,10.1258529,10.266515741,6.225935832,9.34677145167,7.27775495,9.41246110667,6.05847101475,12.5937320167,BRCA
9.9727633615,9.334318613,5.3829780545,11.337274206,13.15609815,10.0932319593,7.589016492,5.763551833,13.09890984,13.074006,6.083925915,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,10.75721104,10.303546001,7.738820392,11.27393851,12.30526243,8.593784309,7.414661847,7.778662781,10.91800436,8.937668895,12.94444888,10.6939344647,13.80946823,5.464840793,5.30196368,5.767662245,5.6019141525,5.2753032065,5.3241148975,5.5160631755,5.545127619,5.36300567,5.4064768605,4.419761481,5.35377255933,5.374300524,5.44208886733,5.62090854,5.818781073,6.1798394185,8.101189293,10.54822013,8.64356962067,13.028609155,9.7106639285,10.40029272,5.10146924883,7.7095607045,6.5946512245,5.520195335,12.12322914,7.9058440465,9.058454109,8.370459788,9.9831294,10.193047214,7.051184805,8.85184376033,7.757275197,8.56753031167,5.40892901975,12.1161665343,Control
9.670002224,8.834969606,5.2773111205,11.0490871027,12.95934595,10.3571128263,7.958612343,5.432300734,13.79174456,13.54172225,5.467187666,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,11.55095369,10.8504276905,8.192380514,11.18505522,12.21264541,7.459720794,8.26847119,7.89938719467,10.57466711,9.104429135,13.346918195,11.2182175033,13.95556321,5.115211455,5.388026974,4.475909061,5.2930840455,5.521471367,5.0984477745,5.3173037755,5.400889039,4.708756286,5.1815825995,5.014814152,6.119798864,5.4976757775,5.78871922367,6.775161038,6.301501339,6.5463967475,7.680713121,10.61307142,9.38236160867,13.555153355,9.527273459,10.51648826,5.147343314,7.772266171,6.85128046,6.047784427,11.82848969,8.689854019,9.34086356533,6.675961001,9.790259344,10.077551416,6.365014999,9.12498598567,7.922110302,9.03572480433,5.6253656705,12.9223899167,BRCA
9.9087425115,9.910778047,4.9253400585,10.8002004453,13.165759525,11.6437957137,8.013435914,5.495864018,13.645184875,14.1577113,7.3842858505,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,11.36882578,10.5095484925,7.716066843,12.41355925,13.53768073,7.494777849,9.5837922405,9.10214510433,10.9484368,8.691116347,14.0346627,11.374489615,14.03142469,5.298302041,5.294814856,5.234397132,5.513492359,5.66181178,5.038666379,5.2285566425,5.440131024,5.353244986,5.1124993615,5.066316611,5.66379604433,5.320467412,5.15737125533,5.799137904,5.978888461,7.218232192,7.637749928,10.28801852,9.836060365,13.60911878,9.187016555,9.789085739,5.08921426867,7.861750068,7.481064235,5.541879718,12.04611629,9.296466584,8.886541027,6.320264091,9.250826081,10.55011626,6.51033347,8.58747498667,7.239410274,8.38905717467,5.40351558975,11.8159653397,BRCA
9.738500574,8.936292773,5.3679964585,11.1354255073,13.51511545,10.469422805,6.493219502,5.71384099,12.91617066,12.24154982,6.46426733,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,10.42231215,9.4125106255,7.509777231,10.45145612,11.21413864,8.1487195,7.7559959895,8.26116952267,11.46239505,7.954852246,12.701373425,10.4929184813,13.34981755,5.213941395,5.68566776,4.993460669,5.820154609,5.266934346,5.2444932005,5.337533112,5.865430938,5.883749862,5.6289244705,4.642441245,5.330602361,5.3053849455,5.42443728733,6.01328123033,6.583763983,5.9733615015,8.334218666,9.830123434,8.05991102133,12.305927545,9.300249878,9.808852038,5.34973169717,7.8541476335,6.145159401,5.564234295,12.20145783,7.519205236,9.47055088033,6.423120638,9.246990599,9.92376169,6.480390855,8.23416262133,7.114005486,8.47821215267,5.13661079325,11.7338306593,BRCA
9.2760823915,8.265733557,5.3688392715,10.258386433,12.706207075,11.403473957,8.094514685,5.495064524,13.284951405,12.95796723,6.750056149,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,11.15889068,10.2140968565,7.405718266,11.62774602,12.81545941,7.516174992,8.825478429,7.901245674,10.37973064,9.782425408,12.980359775,10.7716702567,13.53466038,5.989996857,5.651777341,4.85101346,5.179028919,5.3099054495,5.3561597495,5.585632956,5.483018649,5.176333993,5.262437535,5.202820508,5.70745843767,5.525999472,4.93906982133,6.34071337867,6.342346398,7.170345094,7.608663497,10.11164141,9.952717582,13.75047901,9.5777333365,10.40712464,5.228501425,7.840598025,7.16793845,5.66903474,11.59046555,8.340396376,9.04026286367,6.14308278,10.4984955,10.472897715,5.945801539,9.21487184767,7.840024324,8.39202788833,5.53000073225,12.4651248667,Control
9.7701113155,9.08760944,5.3904448505,10.6759547673,12.343195955,10.409830604,7.348243763,5.661287319,14.251632585,13.95556321,7.621467235,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,11.03869289,11.184447875,8.100269585,11.58210918,12.88816775,7.423202332,8.7674989085,8.47467482933,10.57829275,8.26375173,13.484557835,11.3126835957,14.18150639,5.178725843,5.071045314,5.56072355,5.696917844,5.3505953925,5.58123709,5.588982614,5.922323489,5.170937787,5.2084046705,5.596496342,5.60754270533,5.48223947,5.14880308733,5.86274332267,6.124695819,6.6981597815,7.448490356,10.6428823,8.88885329567,13.530944225,9.713952053,11.33112984,5.02745854367,7.633503502,7.1551713285,5.503993644,11.78049682,8.688134666,9.25212704967,8.252974189,10.24073801,9.77405725,6.380768944,9.581344494,7.470071357,8.28138870167,5.65565885325,12.6610493067,BRCA
9.6858681675,8.793913049,5.2206945225,11.1110274023,13.14093698,10.5668007327,7.288268864,5.69321599,13.036925645,13.03258307,6.198324399,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,11.09785784,10.267808214,7.731830036,11.97407764,12.67203307,8.142414874,8.6419748955,8.30257097933,10.76460648,7.518970032,12.892541355,10.9901063043,13.74350963,5.114586962,5.516811979,4.816102093,4.992629308,5.514918896,5.694431513,5.333727754,5.416004724,5.295825171,5.1670416625,4.726575091,5.455886904,5.28392943,5.251094942,5.75930689933,6.075431682,6.681295219,8.201365689,10.56172258,9.203962901,13.272265755,9.4034636305,10.61404749,4.891000518,7.119876073,6.453605244,5.689586587,11.42649031,7.903325867,8.98481337067,6.105390642,10.24482795,10.2584080005,6.386298485,9.14045538767,6.98547517,7.983374867,5.500899641,11.798270545,BRCA
