@relation thedata

@attribute 10585 real
@attribute 10690 real
@attribute 10720 real
@attribute 10941 real
@attribute 145173 real
@attribute 146664 real
@attribute 23127 real
@attribute 23275 real
@attribute 23509 real
@attribute 2526 real
@attribute 2529 real
@attribute 2683 real
@attribute 283464 real
@attribute 29954 real
@attribute 3955 real
@attribute 4242 real
@attribute 54490 real
@attribute 54575 real
@attribute 54576 real
@attribute 54577 real
@attribute 54578 real
@attribute 54579 real
@attribute 54600 real
@attribute 54657 real
@attribute 54658 real
@attribute 54659 real
@attribute 55624 real
@attribute 56983 real
@attribute 5986 real
@attribute 6480 real
@attribute 6487 real
@attribute 727936 real
@attribute 7363 real
@attribute 7364 real
@attribute 7365 real
@attribute 7366 real
@attribute 7367 real
@attribute 79709 real
@attribute 79799 real
@attribute 84620 real
@attribute 8473 real
@attribute 8703 real
@attribute 8704 real
@attribute 8985 real
@attribute 9486 real
@attribute DependentVariable {BRCA,Control}

@data
8.21236300967,4.840477407,6.6481657865,5.564691589,8.093075668,5.711243471,6.649044608,9.60587389033,8.157168258,8.713129681,5.536217098,8.456437714,8.544926892,8.678997178,7.98192514433,9.802294663,5.745513828,4.989378887,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,10.43324145,10.138704572,8.412478469,7.18309633867,8.4368664435,6.086142197,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,11.25727898,5.218245385,5.316518,8.86240332833,10.07167055,6.04829577967,10.78318265,7.375975847,Control
8.18513612833,4.547045185,7.937870279,5.301232095,7.640680797,5.841275912,6.966306806,9.33551016,8.48276140075,8.385615596,5.536838744,8.388362979,8.621833133,9.05145444,8.12459437833,9.758157045,6.918449222,4.255773643,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,10.24168562,10.331094987,8.18518806825,7.28809464367,7.997446783,6.137201863,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,10.95708773,5.033900371,5.115003321,9.380001942,10.37676331,5.90524243367,10.70779289,8.003125914,BRCA
8.37215270467,5.422747045,5.9412922905,5.932280461,8.055826225,5.6762415625,6.71850248,9.124220456,8.38471286425,9.288163079,6.089429956,8.533350297,8.984889163,9.214180142,7.87936675267,9.126898749,5.001702332,4.277092785,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,10.74950517,10.1942597925,8.64814625325,7.03220939367,7.776257666,5.726498324,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,10.93699877,4.7157349535,4.981637202,9.17874666633,10.71932916,5.79852883933,10.6829685,7.29283034,BRCA
8.43730000633,4.881923051,6.1921094465,5.062004299,8.694463343,5.6714917735,6.979113971,9.389820995,8.22794455075,9.010528893,5.725748823,8.500683687,8.778603769,9.668947514,7.78503746333,9.162303911,5.460424154,4.845002284,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,10.7805646,10.3723300665,8.48164958275,7.163863615,8.0582945105,4.59311789,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,10.78687017,4.9021860855,4.730656095,8.85906108933,10.98982397,6.187398856,11.03430052,8.091145926,Control
7.76939910867,4.656091707,5.8896958225,5.518229233,7.759923335,5.5164635925,6.491897679,8.86394547167,8.3749489665,8.401478078,6.01436157,6.655534748,8.36573313,8.881650186,7.933168138,9.233218881,5.185877691,5.022158329,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,10.42491714,9.8879924565,8.707146962,7.126136263,7.728674212,6.454345052,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,10.84714372,4.401800999,5.252865266,8.989354987,10.45125262,5.627203779,10.56431651,6.944393257,BRCA
8.67173714867,4.549046401,10.6100650295,5.79064906,7.949799177,5.850336662,7.188195976,9.36859565567,8.20518961875,8.283436972,5.802329755,9.532073946,8.174902126,8.307384266,8.04732597867,9.116266707,10.67589996,4.769786816,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,10.66176054,9.8988322265,8.48333644375,7.52719928267,7.8278724375,6.524977004,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,11.16747477,4.847091857,5.062436111,9.50214515467,10.15022999,5.68202004633,11.19255807,7.625783943,BRCA
8.21471427167,4.621797653,10.034899063,5.98687237,7.900989228,5.2056392285,7.377733548,9.47373337133,8.21496225525,7.484019523,6.00607988,7.845617261,7.747456426,9.609742556,8.62269758067,8.996417789,9.510754836,4.189689145,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,11.02832761,10.6862238165,7.67621599925,6.62677348767,8.091386601,6.316422399,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,10.76840996,4.800901095,5.229406468,8.93662274067,10.36162065,6.26119901667,11.12353964,8.563921847,BRCA
7.844508183,5.042218873,5.402536842,5.341462114,8.246005557,5.766142132,7.075909955,9.495047014,8.0428307385,8.623022863,5.72261032,8.890272733,8.301794677,7.509302192,7.832002878,9.344035714,5.167931151,5.384232247,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,10.42274839,10.0691185205,8.395422905,7.221992297,7.744630095,6.026363672,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,11.13649152,4.96422506,5.604820987,9.23164161133,10.55781096,5.58151812733,10.85336046,7.412106427,Control
8.060945429,4.794430569,9.5456637855,5.0188247,7.983308773,5.422697323,7.008487799,9.04273091833,8.33120098125,8.969279394,5.710745315,8.109623211,8.311181937,8.824872148,8.20013095,9.009213574,8.923536316,4.528802152,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,11.08706186,10.269863686,8.62439674125,7.20771370367,7.595327218,5.859603891,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,11.21413864,4.6728027165,5.284117324,9.114968114,10.43366919,5.845774513,10.48120435,7.395665064,BRCA
8.14089165,4.715635629,7.292380092,5.2209212,6.779329085,5.537191305,6.184285874,9.33503679067,8.44961859575,7.962695235,6.141755277,8.130263105,8.323416374,9.196074082,7.677913691,9.206941772,6.730983353,4.618426738,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,10.99685144,10.2269301465,8.410206425,7.11873379533,8.2732496945,6.13227415,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,10.95801997,5.034665276,4.715635629,8.73350309667,10.59080248,5.62550296633,10.58930965,8.183748417,BRCA
8.60684516233,5.007208117,8.0997323895,5.56971228,8.370165507,5.3240009705,8.084358139,9.51747502867,8.27646789425,8.404887293,6.167323426,9.014202627,8.734558167,9.002738467,7.94405369933,10.12324558,7.725027274,4.313881619,5.259471408,5.099517451,4.61709260833,5.312711681,5.099517451,4.399365004,4.924350826,5.868150426,10.76306733,9.394758739,9.22764963025,6.972688574,8.908899417,5.573049727,5.729465955,8.639412074,5.71081418,5.5690297595,5.7598949785,11.51317502,4.727758549,5.038053386,8.94265342767,10.29122283,6.126063446,11.00452968,7.898935572,BRCA
7.978712235,5.115003321,13.45875072,5.236886004,7.308478116,5.562704422,7.189209615,9.19209237467,8.2939066535,8.721527425,5.963942952,7.760206182,8.407927476,8.364726854,7.870752664,9.784978763,13.34055118,5.30707441,5.527642182,5.229790979,4.99146069233,5.531078267,5.028139516,4.915773338,4.461934912,5.425938643,10.43095979,10.122757029,8.2148112125,7.53118752733,8.0521541455,6.206091896,5.7741947575,11.7220646317,9.701844069,5.3504690505,5.67693137575,10.97395222,4.622356738,5.118329873,9.32189574367,10.19237947,6.06983055833,10.57174817,6.879709212,Control
8.13446588267,4.743369099,6.606693953,5.15826759,7.999043228,5.49353796,7.202371498,9.35528006367,8.2021734675,8.381695567,5.844744204,8.513886585,8.377602201,8.656997827,8.335629862,10.10365536,5.914690831,4.79482043,5.242898987,5.32446073,4.887923041,5.59052062,5.164817697,5.321757891,4.827579315,5.795397636,10.75575785,10.1054589565,8.46249863325,7.20776879533,8.274867777,6.461647751,5.5181136965,7.44836663133,5.043313058,5.655860989,5.75778513,11.21259383,5.184895689,5.442952823,9.22987138167,10.26509376,6.048960247,11.09848962,7.212572074,Control
8.532499717,5.802329755,6.6699357665,5.18190882,8.416735391,5.479449972,7.278870183,10.0441602163,8.1339682985,8.442664802,6.058593171,7.274171082,8.345162513,9.622747882,8.164477517,9.671576946,5.731598207,4.680625393,4.202081312,5.078643187,4.93610003867,5.206341637,5.196047562,5.401230463,4.854508448,5.815070224,10.9925633,10.2567018695,8.855499152,7.217603274,8.367631641,5.692588477,5.5523504485,7.00704151733,4.847259412,5.323490159,5.35621693575,11.52775569,5.3291006545,5.154627002,9.42318244567,10.46466855,5.98923089633,11.47712595,8.629521578,BRCA
8.68867321433,4.974312765,9.0691229195,5.760760691,9.144085336,5.1973800415,7.855929176,9.80361045967,8.00100197175,8.565312634,5.722063796,7.575125334,8.586728275,9.094329195,8.551547491,9.692598558,7.702901859,4.819682582,5.149758548,5.109163334,5.20830034733,5.064162066,5.083225336,5.179522246,4.917683858,5.456979618,11.28033307,10.3325363535,8.35165262075,6.852223914,8.5611848335,7.071197196,5.384625629,9.01621344367,5.44808429,6.1461996255,6.2902303295,12.06042414,4.9109703175,4.642152489,9.66571117233,10.70099474,6.21362263567,11.26141051,8.627160965,BRCA
8.38990295233,5.043313058,11.32870583,5.573807162,7.3361743,5.6008057155,7.95536094,9.902361944,8.196530698,8.842775487,5.60822617,7.528671182,8.395385387,9.430390412,8.03290930433,9.539624667,11.65369613,5.205559906,4.713162871,4.742021934,5.09290961133,5.619861398,4.618426738,4.959899085,5.178327476,5.217435519,11.05900997,9.872003299,8.47260640225,7.00027589367,8.3937569765,5.201056716,5.256080676,10.7580498313,6.332936692,5.533068037,6.0592160015,11.4091179,5.001851644,4.457599246,9.04541683167,10.55539466,5.96961136367,10.92620724,8.326250965,BRCA
8.76427433367,5.229790979,10.0298261845,5.86196234,8.419245103,5.413146535,6.959831362,10.022346844,8.16652015225,8.61463727,6.024591871,6.665268844,8.46847246,9.568935181,8.359223992,9.110431842,7.10972914,4.739053821,5.027254978,5.088323162,5.14548719033,5.895551805,4.894103816,5.677234257,4.898705674,5.559423936,11.16642377,9.972148844,8.942772399,6.919830137,8.479637017,5.290397907,5.555276293,9.43377691133,5.179920282,6.105862067,6.04835388725,11.12137181,5.1740683305,4.662513632,9.18790792733,10.60154822,6.029518362,11.02672419,8.173503659,BRCA
8.40317960367,5.43213367,7.8302061435,5.547365958,8.566540366,5.43870649,7.852281561,9.72586130667,8.262994469,9.780925661,5.597688522,7.761021136,8.766463584,9.194154246,8.17076465167,9.338335896,6.421480524,5.109581261,5.36790503,5.070616072,4.78111573167,5.687348561,4.91887665,4.492329381,4.673294659,5.636777762,11.13606849,9.7866876855,8.431482817,6.709739437,8.518086182,5.729560417,5.0699161965,7.891347881,5.541027867,5.095472868,5.605852588,11.34672441,5.486255987,5.061788345,8.769308153,10.8300717,6.012092555,11.25779165,7.864590298,BRCA
8.64706460733,5.122477305,8.6318400445,5.818908863,8.343586732,5.603557081,7.9096848,9.84595226733,8.117161471,8.687831539,5.726293954,6.82858438,8.254404044,9.631495907,8.329350875,9.663843202,6.667328462,4.505933891,5.003390009,5.041123858,4.899158506,5.440131024,5.379907907,5.31307462,4.558695017,5.975682485,11.24231983,9.760308858,9.12143125675,7.14021871467,8.4358740785,5.744303238,5.380945835,8.42737447133,5.404129306,6.0923372425,5.66121578,11.32122928,5.0997240195,5.187660128,8.995717325,10.5789154,6.00142389867,11.50749997,7.594886501,BRCA
