@relation thedata

@attribute 107 real
@attribute 1439 real
@attribute 207 real
@attribute 3479 real
@attribute 3480 real
@attribute 3562 real
@attribute 3563 real
@attribute 3815 real
@attribute 4254 real
@attribute 5290 real
@attribute 5294 real
@attribute 5295 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 5594 real
@attribute 5595 real
@attribute 572 real
@attribute 581 real
@attribute 596 real
@attribute 598 real
@attribute 6195 real
@attribute 7533 real
@attribute DependentVariable {BRCA,Control}

@data
8.2081635635,4.894103816,9.746089281,7.6246849295,7.634903824,5.089382945,7.748764991,10.826347985,6.88517282,6.685313404,6.299304767,7.0703331436,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,8.27215776867,11.634256725,7.546352606,7.63009585267,8.4944607845,9.8313225965,6.75911088,13.24583793,Control
6.3425008425,5.52873637,9.68028616833,6.947135646,7.713354077,5.541105329,7.057317924,12.309986695,6.55129256467,7.098719371,7.09127967,7.6111323212,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,7.85669691467,11.27623323,7.48196166867,7.28221449733,7.97569312475,9.2628993675,6.746992115,13.03973478,BRCA
7.5711783515,5.834857349,9.69256516467,5.9026635435,7.935549803,5.29242402,6.513574141,12.63635133,6.29027548567,6.212526175,6.323194968,7.448654099,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,8.11094053067,11.198356615,7.496409352,7.63291516533,7.84053328475,9.6706944665,7.136685014,12.90606669,BRCA
7.0913602235,4.932877618,9.98949733167,6.5710894325,7.68113495,4.893861206,7.232855289,11.75533744,5.60520712767,5.584068992,6.299945779,7.6522265588,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,7.98209816267,11.274247985,7.166098701,7.33493823133,7.5957045875,8.999297312,7.5978930125,12.89668817,Control
7.084991265,5.780579955,9.506100771,7.739494752,7.919550328,4.885099957,6.735559831,12.646626615,6.667922269,7.405441727,7.300126299,7.950268865,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,7.82991936767,11.21839075,7.33013335533,6.91556020333,7.8450723755,9.819947042,7.021079646,12.87894279,BRCA
6.50402659,6.183789814,9.688092646,7.375850429,9.087722135,5.421064416,6.73488275,12.920986245,7.81089306333,7.460253403,6.725540512,7.4183463498,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,8.18650002,11.07534033,6.96976629,6.71227636133,7.89616385625,9.444171974,7.5246001185,13.51771248,BRCA
6.201503818,5.843614112,10.0480993307,10.349737175,7.203154957,5.516024013,6.464509503,11.130403795,6.20872212967,6.662423158,7.476910459,8.3350079456,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,8.451561107,11.151396135,6.54175895867,7.38616007233,7.264331835,9.718924317,6.923040761,12.11865571,BRCA
7.6188571805,6.18448425,9.436876068,7.733044401,7.320803087,4.626327643,7.256848204,11.77757979,6.99881217567,6.020263967,6.726903149,7.757716558,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,8.171538624,11.40345044,7.84441516067,7.43240197667,8.05261194825,9.632114784,6.824884907,13.15586736,Control
8.092918242,5.253432694,9.58057105933,7.2965384015,7.809255459,5.476714818,6.654210406,12.9101455,6.48243364867,7.205282841,6.426437217,7.6719006758,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,7.91861634733,10.99057863,7.80894971567,7.18054352333,7.87109163775,9.7227322955,7.242305488,13.13820464,BRCA
7.599297253,5.434637608,9.75364579767,6.6155769395,8.284894788,5.072117861,6.470297392,11.438815735,6.648891045,7.606018576,6.76752611,7.3060563712,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,7.74245236133,11.551814785,7.79374473733,7.481413311,8.23267903825,9.564546958,6.8978346455,12.77284039,BRCA
