@relation thedata

@attribute 10135 real
@attribute 22978 real
@attribute 23057 real
@attribute 23475 real
@attribute 23530 real
@attribute 30833 real
@attribute 316 real
@attribute 349565 real
@attribute 4837 real
@attribute 4860 real
@attribute 4907 real
@attribute 51251 real
@attribute 5167 real
@attribute 5169 real
@attribute 54981 real
@attribute 55191 real
@attribute 56953 real
@attribute 64802 real
@attribute 65220 real
@attribute 683 real
@attribute 83594 real
@attribute 84618 real
@attribute 93034 real
@attribute 93100 real
@attribute 952 real
@attribute DependentVariable {BRCA,Control}

@data
8.01311196333,9.906646791,6.64191595867,8.136146677,6.72411573,10.91047056,9.387350221,8.6882854375,12.08226725,9.692598558,8.013882508,9.284095409,7.490030794,6.60674248,8.780237192,8.739072693,6.325985037,7.250680065,9.586361839,6.992431746,5.726430204,5.980374532,4.8950638875,11.00031892,5.927073476,Control
7.06604598667,10.39822827,5.82474023633,8.040483061,6.5573591055,11.30718958,8.687945234,8.5729094505,9.996865754,9.25541878,7.951694331,9.5152625605,7.368334299,6.546165695,9.387667941,9.007014035,6.508829224,7.434797348,8.82901003,6.1044474,5.761891089,5.143343669,5.400356387,11.18215551,6.35856824,BRCA
7.447517649,10.5013399,6.15742765667,7.923240007,6.3056706965,11.48278541,6.963130532,8.871621331,10.47035412,8.66705043,7.020066336,9.736617121,6.928136739,5.879712657,8.516892845,9.011926852,6.78934168,7.35076491,9.038590591,5.329313116,5.788040457,5.770175754,5.4349492835,11.0235224,5.519330581,BRCA
7.102297794,10.88836296,5.91164089667,8.085553621,6.6282381475,11.93949851,6.532671997,8.983802275,9.785085055,9.626585664,6.574181472,8.7382979845,8.096110446,6.082580853,9.989515532,9.499069096,6.029900759,7.545256274,9.230813715,5.549369797,6.187258653,5.208879341,6.1029119045,11.54370625,5.693773551,Control
7.84570109967,10.48569377,5.95571400833,7.84090555,6.468422892,11.28286272,7.215681326,8.537231223,10.51367853,9.338569892,7.625783943,10.558272268,7.431708874,6.381807349,9.626001518,8.878327716,6.555513741,8.167620266,8.635945819,6.067225269,6.144052107,4.509722249,5.0844784145,11.05900997,6.617471597,BRCA
8.715554379,10.09998588,5.61459043967,7.660568443,7.012627735,10.43684194,9.344806934,8.6392001905,11.06552403,10.89405437,8.440257839,9.7294624885,7.628830314,7.581447523,8.653795517,9.277171797,6.156543881,7.217669675,8.912141698,6.472573571,6.120295558,5.159277237,4.5827648675,10.95031916,6.361510132,BRCA
7.149340489,10.86957864,5.62293698767,10.33984475,6.78253813475,11.88149458,7.146291501,7.563035959,10.11448127,8.950804556,7.484019523,9.7555137595,9.050175926,5.810964386,9.516281689,9.43566043,6.299579521,7.331121003,8.531460538,5.333433796,6.219367603,5.025927152,5.163737181,11.38959116,6.488889022,BRCA
8.04946937933,10.20970043,6.06491906733,9.00890556,6.10094951075,11.5155078,9.269086417,8.8189607325,11.73344556,9.030143702,8.755289134,9.667409219,7.030118435,6.789080796,9.229264129,8.838022945,5.401401144,7.399002552,8.876640587,6.051486983,5.767529834,5.083438106,4.968024817,10.5875059,5.865554662,Control
7.72586622167,10.54869216,5.73763352467,8.710600796,6.8439628815,11.41436827,6.58075273,8.9857696205,10.61935136,9.510972362,6.969476102,9.51716198,7.335080175,6.456646518,8.86506908,9.34775485,6.694083165,7.465895157,8.706030693,6.116245828,6.101403861,5.244897759,5.574872188,11.07399778,6.459846026,BRCA
6.709576723,10.3731319,6.02278797233,8.156337359,6.4557147585,11.4871292,7.914909976,9.0099685845,9.995340046,8.525443607,7.206333395,9.812887816,8.305344864,5.738505243,9.915409278,9.433126963,6.427443278,7.413714922,9.270552959,5.368603583,5.98664487,5.029686155,5.333155571,9.861095099,5.675964969,BRCA
6.687625807,10.12088945,6.48071704267,9.571942743,6.6377253595,11.4706641,9.866042932,8.680539607,11.52169626,9.449938467,9.209600263,9.1091431445,7.339184439,7.468178286,9.938977155,9.779383313,6.137099374,7.246291987,9.549366488,6.722401556,5.944279407,5.224977213,5.1981917385,11.27567948,7.827931929,BRCA
7.81998460733,10.49423086,6.15871582767,9.914228567,6.795602883,11.16513329,9.350851427,8.435304745,10.95004389,9.062674312,7.958293333,9.406571626,6.979742782,9.715018666,9.805695966,8.852694232,6.1817045,7.509143811,8.83564079,6.627793309,6.001358226,4.632010888,5.0404448705,10.91699926,7.666687588,Control
7.93553321367,10.26174268,6.51480221233,8.100269585,6.76716282775,11.12925744,9.413057256,8.62815121,11.57740772,9.089570397,8.28785217,9.20430215,7.062211113,7.140602614,9.472143062,8.506060705,6.042212717,7.480913617,9.415520555,6.958932913,5.473633714,5.564234295,4.9823300605,10.20761871,6.413632688,Control
7.658987346,9.669284207,6.03585200067,8.759165094,6.01010773025,11.40689869,8.393649073,8.445339318,10.65416187,8.63870843,6.851939905,8.5894631425,6.5826355,7.237642883,8.720518853,9.773922635,7.427818013,6.631763202,9.60212405,6.079490783,6.550058455,4.783733416,4.9862913385,11.44994835,6.189632474,BRCA
7.724236043,10.30423184,6.83720974433,9.822754492,6.18769728725,10.8441842,9.169875611,7.826082767,10.11198692,9.105424774,7.720554015,9.4834659455,7.100770405,8.852288487,8.572606562,9.885521411,6.717029035,7.016310012,9.719440643,6.24498752,6.365365018,4.591324374,5.0894740075,10.95861817,7.098982487,BRCA
7.03113761567,10.01630727,5.85462231367,9.460835271,6.0234891945,11.72645885,7.948281259,8.3701431025,9.910485759,8.702935506,7.049034762,9.3411218425,6.862516869,8.845945624,9.173846456,9.260367468,7.096928908,7.43837837,8.844094608,6.594328803,6.783656769,5.262105418,4.7070939405,10.93464386,6.675890452,BRCA
7.37659874367,9.710479778,5.581014369,8.573941684,5.8721771575,11.43412272,7.682241667,8.423811324,10.43232295,8.706980396,6.816283298,9.0441248955,6.707155915,7.511675823,9.239217295,9.267758817,7.466833308,6.68951277,9.289742914,6.117700885,6.184285874,4.595801044,4.785548239,10.82076955,5.524354632,BRCA
7.390355553,10.13161943,6.145784826,9.837052761,6.11505898725,11.48278541,8.749652525,8.3321045955,9.725349694,9.637567286,6.923033642,9.313809851,6.712049318,7.126294382,8.538965978,9.206612168,7.283368817,6.960121065,9.363303128,6.485753349,6.239556166,5.58151037,4.779227546,10.83409988,7.21856596,BRCA
7.640867381,9.588143592,5.78713362067,8.873183485,5.8967181975,11.22269547,8.069558687,8.124634571,9.551857774,8.851109621,6.996504912,9.198373159,6.707224951,7.129414721,8.91062109,9.591279754,7.233478575,6.680117295,9.401680126,6.09909068,6.715554084,4.450633198,5.2980745075,10.36118197,7.019788425,BRCA
8.17379204533,9.763129822,6.204334565,9.3312535,5.75193519475,12.85954552,9.045064165,8.680336235,8.028722636,8.779424816,6.482691508,9.6558017145,7.53871493,9.133489757,7.825835106,9.54766629,5.505264734,8.470710852,10.07143257,7.128925197,5.962960332,4.646190648,4.683521898,11.64933041,5.398154738,BRCA
