@relation thedata

@attribute 207 real
@attribute 2885 real
@attribute 3265 real
@attribute 4803 real
@attribute 4914 real
@attribute 5290 real
@attribute 5295 real
@attribute 5335 real
@attribute 5578 real
@attribute 5579 real
@attribute 6464 real
@attribute 6654 real
@attribute DependentVariable {BRCA,Control}

@data
9.746089281,9.4954151895,7.4423513115,7.388170429,5.19152344233,6.685313404,7.0703331436,7.6745180755,8.688181342,6.21136540967,9.15105029633,8.001564595,Control
9.68028616833,9.5539178325,7.8897640555,7.536346549,5.505510586,7.098719371,7.6111323212,7.862876923,9.433471275,6.479820979,8.42779587067,7.481398095,BRCA
9.69256516467,9.480270588,7.856102429,7.765321119,5.26733198233,6.212526175,7.448654099,7.7021225845,8.48506563,5.889051372,8.45925672733,7.228580927,BRCA
9.98949733167,9.432546201,8.398114105,7.799736743,5.99442656267,5.584068992,7.6522265588,8.054801422,9.211511834,6.312672729,7.73867912133,6.648325671,Control
9.506100771,9.66718229,7.697637374,7.144329712,5.547936593,7.405441727,7.950268865,7.930765467,8.977409535,7.50900425433,8.10318445333,7.634958261,BRCA
9.688092646,9.9164802245,7.3388634815,7.044998189,5.422961591,7.460253403,7.4183463498,7.6687152575,8.467749328,6.98490046733,8.70127661067,8.19601328,BRCA
10.0480993307,9.167523377,7.9742866725,8.198753346,6.52639166833,6.662423158,8.3350079456,8.590203577,9.024558716,6.81582852467,8.36198243367,7.292025067,BRCA
9.436876068,9.1611827995,7.7095138065,8.277683912,5.618990182,6.020263967,7.757716558,7.7549264415,8.419813926,6.87117032933,8.53051419067,7.787382059,Control
9.58057105933,9.3657406255,7.94496816,7.431458167,5.580399701,7.205282841,7.6719006758,8.1175343725,8.419971893,6.13414385767,8.16926655967,6.878728789,BRCA
9.75364579767,9.70078824,8.148239231,7.109833592,5.61823474067,7.606018576,7.3060563712,8.2287174245,8.01888328,6.39658479233,8.39504068233,7.4960371,BRCA
9.592833039,9.153599552,8.198599078,7.593430574,5.82521094467,6.657000843,6.9076540764,8.709822916,8.202296649,6.39932068633,8.62624266567,6.507481989,BRCA
9.66262953467,9.5256586835,7.4409667175,7.536560251,5.741424473,6.822223857,7.509195938,7.877739246,8.474558864,6.68769140167,8.601359139,8.512524314,Control
9.935713008,9.597360232,7.6537280945,7.908033966,5.65673537333,6.672535396,7.3656981534,7.919144247,8.584390499,6.24070564267,8.523978557,8.640083234,Control
10.2127518167,9.06038523,8.1909422715,6.930918032,6.076211705,4.904979261,7.1534205814,7.988942668,7.646632733,6.35314852433,9.16094315833,7.7584583,BRCA
10.3303371883,9.5800955565,7.2806843915,7.437400717,6.892202365,5.472171943,7.0222287176,7.9147536295,7.883225397,6.73899581333,8.789516499,7.8511886,BRCA
10.0295226957,9.0393998015,8.539009948,7.62073508,6.22343926267,4.944168843,6.9209080238,7.7272309565,8.420129842,6.39469361333,8.419142242,7.192690117,BRCA
10.1231177773,8.9731778835,8.146852134,7.081033649,5.900651423,5.538546893,6.8965544166,7.5975884795,7.621284726,6.135427533,8.58330978467,7.688986551,BRCA
10.182290716,8.9213733295,8.041917075,7.252857286,6.655477482,5.070616072,6.895239566,7.531468856,7.779918143,6.82794277033,8.49027171233,7.192172276,BRCA
10.3257906717,9.111304808,7.888636145,8.260967887,6.36521905133,5.353156751,7.0040046146,7.8558007155,7.098719371,6.69079792733,8.95843216133,7.574595656,BRCA
10.2867156497,10.2970447,8.85628218,8.100019848,5.64712131267,5.027033758,7.4112322548,7.6793168875,7.791197286,6.127634878,8.67313689733,8.480033951,BRCA
