@relation thedata

@attribute 10000 real
@attribute 10333 real
@attribute 10454 real
@attribute 114609 real
@attribute 1147 real
@attribute 1326 real
@attribute 1432 real
@attribute 148022 real
@attribute 1513 real
@attribute 207 real
@attribute 208 real
@attribute 23118 real
@attribute 2353 real
@attribute 23533 real
@attribute 23643 real
@attribute 29110 real
@attribute 3439 real
@attribute 3440 real
@attribute 3441 real
@attribute 3442 real
@attribute 3443 real
@attribute 3444 real
@attribute 3445 real
@attribute 3446 real
@attribute 3447 real
@attribute 3448 real
@attribute 3449 real
@attribute 3451 real
@attribute 3452 real
@attribute 3454 real
@attribute 3455 real
@attribute 3456 real
@attribute 353376 real
@attribute 3551 real
@attribute 3553 real
@attribute 3569 real
@attribute 3576 real
@attribute 3592 real
@attribute 3593 real
@attribute 3627 real
@attribute 3654 real
@attribute 3661 real
@attribute 3663 real
@attribute 3665 real
@attribute 3725 real
@attribute 3929 real
@attribute 4283 real
@attribute 4615 real
@attribute 4790 real
@attribute 4792 real
@attribute 51135 real
@attribute 51284 real
@attribute 51311 real
@attribute 5290 real
@attribute 5291 real
@attribute 5293 real
@attribute 5294 real
@attribute 5295 real
@attribute 5296 real
@attribute 54106 real
@attribute 54472 real
@attribute 5594 real
@attribute 5595 real
@attribute 5599 real
@attribute 5600 real
@attribute 5601 real
@attribute 5602 real
@attribute 5603 real
@attribute 5604 real
@attribute 5605 real
@attribute 5606 real
@attribute 5608 real
@attribute 5609 real
@attribute 5879 real
@attribute 5970 real
@attribute 6300 real
@attribute 6348 real
@attribute 6351 real
@attribute 6352 real
@attribute 6373 real
@attribute 6416 real
@attribute 6696 real
@attribute 6772 real
@attribute 6885 real
@attribute 7096 real
@attribute 7097 real
@attribute 7098 real
@attribute 7099 real
@attribute 7100 real
@attribute 7124 real
@attribute 7187 real
@attribute 7189 real
@attribute 841 real
@attribute 8503 real
@attribute 8517 real
@attribute 8737 real
@attribute 8772 real
@attribute 929 real
@attribute 941 real
@attribute 942 real
@attribute 958 real
@attribute 9641 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,6.147515948,6.76556701167,6.4530058725,9.004698798,10.80733502,7.09994864525,8.990502651,12.3398473,9.746089281,7.466690585,6.0750662075,14.72004222,6.033979735,10.93816836,9.933381255,5.354567863,6.044837379,5.0543267795,5.014814152,5.201056716,5.4215640985,6.871070863,6.651271039,5.3506274835,5.658749018,4.703229265,4.835685705,6.078210195,10.63096808,7.809368095,5.011016147,9.410992459,7.1307406325,9.000106455,13.60771409,9.6189422155,6.597386379,4.636656248,6.82947262,9.677464692,8.946146814,5.9381364795,7.73691741833,14.72492149,6.799868052,7.067383603,9.4642502,12.34771002,15.00532806,7.450842404,7.753920581,5.738787021,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,5.412113573,9.357079711,8.27215776867,11.634256725,5.939777752,7.4995792045,7.621649748,6.7523535558,9.595220702,10.49127719,11.44994835,5.86129168933,5.85530403967,7.887344199,8.85850435833,8.69026092,6.752518218,8.622089465,4.821724589,10.4288009025,5.5420617535,8.585478725,9.752694415,10.31346778,9.487800372,5.048771569,5.492342928,6.277029476,8.456252884,10.33984475,8.519696323,6.390259793,7.37822060033,5.6639776582,6.660285205,10.2072374,9.943694688,9.964760013,12.48380266,4.757305356,6.79245448633,7.8256296225,7.228436626,Control
5.94776533325,5.905574287,6.67949367567,6.7609431445,8.974945912,10.36118197,6.60639379225,8.8269228395,11.90213211,9.68028616833,6.43012268,6.2352424805,13.75148289,6.539395847,10.51616813,9.982976156,5.219566658,5.478414715,5.327514764,5.061464353,5.291687581,4.9587270735,6.6842028225,5.563242994,4.9970528975,5.6106940585,4.964758163,5.488009811,5.862210374,9.979593509,8.22740948767,4.332418168,9.618225404,7.787354885,8.25032344,8.608616259,6.7790147065,6.147057976,5.272407006,7.632470217,10.14535302,9.581525964,7.2404619195,7.666754807,14.11502538,5.899424146,6.886736462,9.905361101,12.34109771,13.91249272,7.849500691,7.73643766,5.70038317667,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,5.359671604,9.315325713,7.85669691467,11.27623323,5.0886580415,7.383968157,7.563421716,6.347242776,9.166697324,9.559434991,11.52169626,5.85702554217,6.054235957,7.798165773,9.23532012167,8.669346719,6.478329262,5.965329042,4.502465777,12.30387242,5.464839519,8.106593131,7.782233666,10.329653278,9.4310771815,6.098617071,6.063509009,6.1753908245,6.966306806,10.8133766,7.177920594,6.773076963,7.05787236967,5.8528914586,6.249592888,10.39985497,10.07879165,10.15158143,12.773988575,5.244897759,6.92323968,7.1910294905,7.843734423,BRCA
5.52044016575,6.207019812,7.13302304567,6.41651854325,8.986710369,9.118734206,6.58493097,8.854112445,10.19377825,9.69256516467,6.416760061,6.077757674,14.33042537,5.844744204,9.696107356,9.744102689,5.263044971,4.976605648,5.4573624,5.079816751,4.590579306,5.3621290075,6.8233511245,5.403788568,5.222586232,5.517492933,4.883878898,4.77953729,5.887958531,10.38077249,7.940102688,4.538726271,8.960697854,7.4532495275,8.349592102,7.664022547,7.352992936,6.608332915,5.379561399,8.220428059,10.42139193,9.456519276,6.202264883,7.87360212033,14.41297137,5.870864797,7.881054484,9.70697128,12.51631937,14.51605303,7.734880845,8.136838795,6.02799139,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,5.651633855,9.466168826,8.11094053067,11.198356615,5.6701097255,7.0833900895,7.8060539105,5.84197348,10.50005538,9.65317699,11.72288448,5.82716031317,6.35618041933,8.166013814,9.280236709,9.073024297,6.215392848,8.136838795,4.939944983,12.58270474,4.8886281725,8.6701660175,9.310909176,10.0589241477,8.9013859115,5.870864797,6.577621898,5.9744687035,6.90941648,10.89259805,8.414834386,6.939435598,7.01943370733,5.7897319854,6.638439986,10.04121461,9.929872764,10.64474883,12.912822165,4.516306872,6.76904778167,7.2054038215,8.306085763,BRCA
5.58777326775,5.464840793,7.27747024367,6.57897862275,8.742495656,8.425615737,6.0589973865,9.374046924,9.876916366,9.98949733167,5.863140121,6.211699109,12.01436934,5.341462114,10.56679164,9.64111297,5.139460541,4.881923051,5.2132995425,4.808914358,5.233822166,5.3158143595,6.9777711105,5.332538997,4.8613276055,5.669162448,5.771893004,4.542431156,5.89251929,10.35310853,7.87064467467,5.123512303,9.601056285,7.4011955135,7.718260793,6.879402901,6.039562885,5.82808014,5.412113573,7.309115066,10.56828182,9.983528472,5.587812977,7.80810919733,14.08054111,5.868397398,7.168674938,9.766156644,12.26985874,14.35403309,7.184878131,8.251862414,5.199323359,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,6.225261069,9.119570898,7.98209816267,11.274247985,5.7758281875,7.0038486335,6.9189611885,6.4393043462,10.578656,9.580847928,11.42772678,5.05698450317,6.36100294267,8.473463378,9.422761191,7.67194989,6.355796501,5.651059765,5.161495975,11.83266708,5.108455744,8.231806127,7.807239546,10.100698262,8.417672848,6.299945779,6.559687298,5.0089445615,6.225261069,11.19501551,8.370459788,6.907494973,6.46814411567,5.6257131728,7.411068419,10.50969117,10.01119619,10.26616024,12.50286316,5.660003917,6.47797389533,6.308850296,8.656300723,Control
5.87271996825,6.910795985,6.68095800667,6.77568815025,8.684828488,8.860001471,6.730522711,9.049980109,11.37070935,9.506100771,6.860966288,6.0872080685,12.40857396,6.042212717,10.36033166,9.776844695,5.238033268,5.356153716,5.2436498175,5.301780818,4.656091707,5.2617446345,6.7136501485,4.805822905,5.503545594,6.0893232935,4.590429601,5.256266489,5.429625378,9.757607158,7.929238,4.173910121,9.602356068,7.5245616955,7.361595391,6.192791506,6.0044384665,6.568568473,4.805822905,7.736623688,10.67791364,9.290572499,6.7041035345,7.96197416633,13.43392773,5.963711807,6.153507065,9.855452948,12.37603319,13.73047547,7.546047737,7.911723223,5.618389279,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,5.776374632,8.399428676,7.82991936767,11.21839075,5.704258658,6.931778481,8.1880407455,6.3743216144,11.00715715,9.966174165,11.8471671,6.07725681717,5.979395943,8.264326623,9.29741101033,9.268495874,6.095297454,5.850631456,4.894103816,12.41216051,5.7794984105,8.6043275615,13.602670365,10.5729125313,9.2133861525,6.79954431,6.542068896,6.298171367,7.753252064,10.88836296,6.675961001,6.41397111,7.059741909,5.7767472574,6.561483187,9.78258103,9.484878832,10.77308997,13.176504155,5.661216049,6.589569865,7.0635894335,7.862251644,BRCA
6.0241266485,6.193383055,6.273083892,6.44691833025,9.33884841,10.87230572,6.87151716925,8.959527725,12.30387856,9.688092646,7.477052175,6.15580083,13.96600025,5.759695977,8.97466634,10.23622984,4.795989381,5.30196368,5.401291859,5.582714993,4.426911827,5.1754247695,6.6960949355,5.334685584,5.2199386105,5.0626553085,5.036295892,5.268482349,5.917677146,9.823908995,7.605095112,4.785303823,8.575114814,7.5689740425,8.525208673,10.84461576,8.452055235,6.123713395,4.790265497,7.593057023,9.548258938,8.952931307,5.8671538135,7.74172589367,13.80946823,5.984481833,7.470132382,10.48083592,12.87483063,13.77694807,8.234483507,7.074733207,5.96417478733,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,5.256643908,9.161560926,8.18650002,11.07534033,6.517858181,7.4215310095,8.3174977465,6.511764621,10.15284924,10.23164154,11.5852209,7.15443493,5.98125183967,7.443878302,9.14697742367,9.673230059,5.996451597,7.239410274,4.812512701,10.266671617,5.77058828,8.9337864765,13.4246398,10.5815088053,9.9163703245,6.377302187,6.055559693,6.4009452435,8.209345068,10.66888523,6.320264091,6.536640138,7.331943975,6.1557894346,6.446881172,10.54285319,10.12499078,10.34100757,13.286500315,5.443615974,7.12296279167,7.223262653,7.763247437,BRCA
5.88751933675,5.804783636,6.779059113,6.811203792,8.17437786,7.890402801,6.362735412,8.833378894,12.66642048,10.0480993307,6.742953157,6.572961414,10.44201071,5.942169184,12.44988381,9.349160193,5.622938584,5.135259094,5.7024927665,5.041123858,4.165745758,5.327936796,6.8321013245,5.495384375,4.994868922,5.2920496255,5.183299167,4.73770262,6.029238215,10.06898685,7.981856473,5.019714421,10.24459905,7.550193916,5.250782787,6.331772944,6.8963072275,5.850631456,5.328236218,6.750811228,9.834609753,9.883896123,6.7012138915,7.47824938267,13.91249272,5.250782787,6.324635677,9.530631222,12.52075501,15.02279519,7.141854563,6.973327498,5.15125677433,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,5.71384099,8.727649179,8.451561107,11.151396135,5.6011167705,6.239058915,6.747341416,5.495877927,9.662659976,8.977681421,11.16076662,5.4415442,6.79660585167,8.963388234,9.62804284167,7.262755244,6.107065996,6.053334703,4.634915478,11.861831105,5.1942442415,8.457614913,9.198165957,11.3817422673,8.575344218,6.310935931,6.371171674,5.345123689,5.606746643,11.48104019,6.423120638,7.026996771,6.42166024533,5.645039366,6.282259665,10.10111594,9.601752743,9.911339974,12.250297535,4.932168974,7.111896621,6.3213830765,9.040817876,BRCA
5.55851851825,5.563776856,7.020737198,6.49790735125,8.824657385,9.914654631,7.0975611175,8.588742572,12.80741335,9.436876068,6.689303092,6.095394251,14.08516788,6.015923042,10.7538521,9.949994866,5.093191733,5.675118156,5.08118968,4.613868688,4.538416354,5.2025205445,6.7420330795,6.06512595,5.43080309,5.2313520945,5.069327579,5.256643908,6.138635948,10.23539234,7.96078966267,4.424648213,9.107714755,7.4520617975,7.134583224,10.45145612,7.9782570685,7.117464214,5.256643908,8.244793279,9.860714986,9.325693977,6.0209779345,7.75431426067,13.96294256,5.582112807,7.512861176,9.695555047,12.20475003,14.22362506,7.659908731,7.707464612,6.03225915667,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,5.870741528,9.204950795,8.171538624,11.40345044,5.401013329,6.487104221,7.762308173,6.3190254744,10.21059864,10.00443156,11.28922369,5.8607249385,5.93944441167,8.267911597,8.82865486733,9.194320487,6.332712967,7.395793572,4.699347423,11.332869705,5.788802181,8.519260169,8.8762932985,9.76574384767,8.9471097785,5.600664669,5.443615974,6.1474658955,7.833192323,9.892869539,6.14308278,6.309799758,7.018808194,6.1264922834,6.094030827,10.4077487,9.671351374,10.36365325,12.88118256,5.212093857,6.889955486,7.3111102725,7.068028862,Control
5.650041658,5.584219358,6.649348596,6.4646753845,8.659854224,9.2670448,6.41978303225,9.2449642545,11.68974045,9.58057105933,6.500527718,6.3311955985,14.82357723,5.978888461,9.303998235,9.676706901,4.805564985,4.991194438,5.116365655,5.054860683,5.30196368,5.7092674115,6.707944973,5.474445169,5.2462827195,5.433238186,4.66791382,4.711787202,5.650485447,9.976772145,7.51860466567,4.440788181,8.780097726,7.530604743,9.153147365,10.12252426,8.04737784,7.818711782,4.809043025,8.20808938,10.66204549,9.246806572,6.3793314355,7.81817800833,14.44356588,6.278408221,7.326746587,9.573046472,12.42766909,14.37348409,7.280958923,7.731914868,5.45808713667,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,5.59156816,8.6137905,7.91861634733,10.99057863,5.8779809975,6.9655385505,8.3694050275,6.1710283688,10.55937736,9.452231522,11.82274022,6.020187685,6.398579306,8.382668468,9.29235500067,9.012625324,6.387246745,8.949827531,5.250403832,11.24078509,5.023400216,8.505661469,9.3186403255,9.956344037,9.204869818,6.127793825,6.380768944,6.4335405075,6.888990144,10.47248806,8.252974189,7.004223627,7.05702786333,5.8838277246,6.225020007,9.861979055,9.108531726,10.67652155,12.657291755,5.028581582,6.54146572467,7.191795379,8.034195249,BRCA
5.56331123875,5.586623085,7.04562845567,6.5988104295,8.645245129,7.853467268,6.2012063225,8.4216094845,10.67230625,9.75364579767,6.827314517,6.2017657865,11.55023948,5.906897358,10.11144907,9.482556459,5.476390801,5.207806241,5.5409467745,4.963487128,4.482788153,5.1042067495,6.8418171705,4.753833848,4.6593034315,6.0474693455,4.667062321,5.122891393,5.86561652,10.39039231,8.14038377867,4.131934652,9.112896304,7.6541093245,6.678428044,7.723389827,5.9031564735,5.69321599,4.314057196,7.282164373,10.47490271,9.779978297,6.30674827,7.855507611,13.15952927,6.496738457,6.936906211,9.269361142,12.09766027,13.54172225,7.494497866,7.415068054,5.29680243,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,5.605858198,9.376153138,7.74245236133,11.551814785,5.5839936855,6.9279187635,7.524249938,6.6645194764,10.19143901,9.69476318,11.64681981,5.75900304267,5.92169088967,8.896605722,9.23513699733,8.33670864,6.271748387,6.271748387,5.622938584,11.69471429,5.638874334,8.616861979,9.409458719,10.3519697093,8.9430429875,6.042541061,5.831251023,5.4338499695,6.819352447,11.06200921,6.105390642,6.516256016,6.71155131933,5.7581840748,5.941347708,10.22738163,9.863923404,10.1525514,12.19871781,5.287630431,6.567837574,7.028214693,8.031881916,BRCA
