ID	2915	5330	114	805	23236	5894	5579	5331	5578	801	5332	27330	5535	2911	5533	5534	1387	4659	5582	2902	2903	2904	2905	5605	673	2906	3710	775	5604	2891	2890	6196	6197	4893	63928	5502	5501	5499	5500	5595	6195	5594	3265	3708	2033	3709	3845	5613	51806	369	107	10411	5906	814	5908	815	816	817	818	5566	5567	2776	5568	5532	5530	810	468	808	163688	11261	DependentVariable
Instance1	5.631985502	7.476788978	5.645450388	13.59313376	6.8772890085	10.11570732	6.21136540967	5.876585242	8.688181342	13.11037161	6.9141724395	7.366412106	5.326799101	5.2209212	9.584314798	11.95847307	9.174412855	6.899843656	5.313256056	6.288309337	5.73309076	5.765475903	5.84424205	11.44994835	6.513534664	5.451055498	11.35799469	7.11619091	10.49127719	6.607852271	5.716930037	7.65857270567	6.52702968625	8.74899041	5.580455499	12.04611629	12.32080063	9.5855365545	8.643298361	11.634256725	6.75911088	8.27215776867	7.4423513115	10.99802289	9.886672502	9.844635599	6.8286116825	8.2742311235	9.095911979	10.17550624	8.2081635635	9.235386689	7.005431822	5.12403454	6.582741757	4.967873236	6.3931703428	6.71763387475	8.533227316	6.36946717	5.4829326402	9.668318219	5.48205062	11.8054921	7.181967161	7.680836167	10.153974076	12.33572539	5.118745153	8.635084252	Control
Instance2	4.856999696	7.453231788	5.65593226	13.5121695	6.8906417385	10.34726733	6.479820979	6.036839159	9.433471275	12.75620088	7.100683958	6.20906888	4.255773643	5.277995204	9.028818534	11.93616504	9.719195242	7.207676014	5.115003321	6.079541724	5.420053896	5.287261033	5.934994833	11.52169626	5.99820185	5.066101302	12.08864757	6.780445033	9.559434991	6.469157955	5.301232095	7.51923145167	6.64235424625	8.474680533	6.026363672	10.727993	12.28120423	9.3156588355	8.8289253025	11.27623323	6.746992115	7.85669691467	7.8897640555	10.75503384	10.41990782	9.525335383	6.4300637355	8.137035193	6.451092084	10.06599536	6.3425008425	8.739072693	6.434568757	5.020239923	6.355006684	5.03365563	6.9553527598	6.8818081325	8.715636586	6.0929297895	5.5428379012	8.930930318	5.804719114	11.54241539	7.328338472	7.335080175	9.57262420067	12.47764072	5.98658799	8.66542575	BRCA
Instance3	5.93905684	7.462177348	6.0290173	13.47944813	6.771545835	10.45388564	5.889051372	5.98687237	8.48506563	12.13760287	6.8982166245	6.385953509	4.77953729	4.95444207	8.789730168	11.74088764	9.441990946	6.986414135	5.434470814	6.23418041267	6.089429956	5.469732364	5.79507289	11.72288448	6.84843868	5.387682411	12.01135666	6.671085011	9.65317699	5.777427112	5.633294061	7.197314467	6.2422901355	8.690112479	5.379561399	9.759147978	12.38431166	9.882436552	8.7021055945	11.198356615	7.136685014	8.11094053067	7.856102429	11.137683	9.740911174	10.74066222	6.720661627	9.1235010805	8.606850376	10.30533535	7.5711783515	8.061480724	6.699751273	4.850435434	6.466000385	5.935819934	8.109608713	6.405921396	8.2596790005	5.9034588485	5.4641368762	9.213384421	5.527329405	11.24175993	7.238491368	10.35235277	9.80783744233	12.54827894	5.757030749	8.278880489	BRCA
Instance4	5.763551833	7.601141445	5.876032641	13.35270561	7.226006717	10.09500831	6.312672729	6.1476177	9.211511834	12.20536419	7.2768077175	5.838328613	4.978894894	4.707928514	8.74769044	11.09993968	9.0089772035	6.777620669	5.36790503	6.45691638667	5.327517838	4.645326303	6.340211188	11.42772678	6.723630657	4.736756024	11.97218475	6.621982704	9.580847928	7.10371039	5.123512303	6.97936211167	6.33404855075	8.847629866	5.229406468	10.45072699	11.76334944	9.0515971275	8.09322379	11.274247985	7.5978930125	7.98209816267	8.398114105	10.00164081	9.510601559	9.439182162	6.243898751	9.2078924525	9.664661106	10.35265071	7.0913602235	9.674898929	5.6556447465	4.9603811275	6.3700012095	5.198898037	8.725184586	6.1456479	7.7082282335	6.323322532	5.1156792046	7.435526765	5.655216748	11.56978693	6.422323287	9.938977155	9.12714489533	12.76004735	6.492979261	8.829493729	Control
Instance5	4.850263431	6.773076963	5.824138541	13.37889296	6.848015995	10.22872886	7.50900425433	5.887775801	8.977409535	12.34682957	6.6548276045	6.471354636	4.801431976	4.948613986	9.157246578	11.83833739	9.6688997565	7.487842294	5.333791561	6.003456948	5.588723066	5.518229233	5.778741634	11.8471671	6.818713579	5.206341637	11.58766984	6.262194115	9.966174165	6.060539901	5.692518737	7.28840672033	6.76922237325	8.770532686	5.458948931	11.33541843	12.25537394	9.717115444	8.772392971	11.21839075	7.021079646	7.82991936767	7.697637374	10.864964	10.27748534	9.689574849	6.8833304115	8.5157239865	6.345898074	10.14697308	7.084991265	7.997322226	6.4308542	4.957250341	6.499527711	5.062220221	6.9100805066	7.045711086	8.3252183155	6.52394041	5.466218321	9.924501194	6.407145055	11.00452968	7.7125980515	7.089109133	9.608528428	12.45248586	4.93618003	9.132211242	BRCA
Instance6	5.79064906	7.658927519	6.352798794	13.71343219	6.727722821	10.624983	6.98490046733	5.94872421	8.467749328	13.11510467	6.9752829565	7.104889949	5.048989481	5.186075849	9.836169177	12.08138533	9.509274839	8.005541922	4.940884687	6.12810835567	5.70895367	4.569953748	6.064587171	11.5852209	6.520033725	4.512547026	12.06588572	6.244178877	10.23164154	5.684966848	5.665201768	7.361977291	7.19245125	9.445243095	5.749206573	10.61404749	12.55486108	10.080564477	8.845409366	11.07534033	7.5246001185	8.18650002	7.3388634815	11.45443311	9.934575887	9.814991395	7.019536675	8.0343196725	5.930448326	10.77106872	6.50402659	8.241317194	7.3002942325	4.630667642	6.8410633585	5.093825554	6.3166102882	7.03324440275	8.4054699995	5.9174340255	5.6759717936	10.54993411	5.625863148	11.73619062	7.745704965	5.996451597	10.5461605397	12.66384721	5.660645761	8.695716467	BRCA
Instance7	5.66903474	6.111350232	5.779661087	13.29267684	7.4861886795	9.961088297	6.81582852467	5.48205062	9.024558716	12.34260121	6.945356743	6.745442819	5.077041333	5.009001383	7.747456426	11.2413041	9.006275549	6.393867165	5.832707292	6.32230220733	5.832707292	5.188253784	5.472984221	11.16076662	6.949071249	5.072332275	12.23463043	6.679695168	8.977681421	8.097585943	5.396614413	7.46619594767	6.5621458705	9.358008891	5.183299167	8.35098461	11.42710081	8.7738660505	7.6550504095	11.151396135	6.923040761	8.451561107	7.9742866725	9.557684409	10.17277787	7.511675823	6.6232326	8.079817226	9.276724119	10.66411416	6.201503818	9.018235741	7.2132301705	5.102706884	7.062352436	5.754494213	9.356122659	6.55286557675	7.7168387545	6.330484187	5.5322651396	7.39744174	6.430289978	11.41213066	6.5896621115	10.40794251	8.68348982967	12.61750082	5.548136995	7.344808806	BRCA
Instance8	4.93252334	6.898937271	5.862458365	13.44200721	6.719520862	10.12277013	6.87117032933	6.202570157	8.419813926	12.57155186	6.5861642735	7.289814009	4.963487128	5.286521953	9.508320259	11.67233485	8.7304792815	7.472185401	5.495064524	6.325284749	5.54798282	5.185481295	6.498295252	11.28922369	6.880413479	4.93252334	11.37383049	6.842353879	10.00443156	5.682019293	4.93252334	7.49696018667	6.575528975	8.993477034	5.064162066	10.04198116	12.22401684	9.8100499835	8.1397640245	11.40345044	6.824884907	8.171538624	7.7095138065	10.66388964	9.744439113	9.583290187	7.0670465565	8.116304847	9.164543144	10.26119615	7.6188571805	7.568927286	6.7375606535	4.781675766	6.2456860685	5.619127766	7.580338669	6.064234489	8.729778512	5.9718598575	5.3094441946	9.665460782	5.233822166	11.39154181	7.480559564	9.572823899	10.3256012193	12.74796537	5.655646098	8.7216983	Control
Instance9	5.596496342	7.321975714	5.813403636	13.70458133	6.995146243	9.9831294	6.13414385767	5.352274105	8.419971893	12.3148028	7.024481502	6.640032041	5.391468086	5.438135838	9.212004536	11.67233485	9.1075112315	7.28012379	5.606746643	6.57114183333	6.068139401	5.511603435	6.179665925	11.82274022	6.894518054	5.172938736	11.74966846	6.535201976	9.452231522	6.672888927	5.422242462	6.894570391	6.443440984	8.769533015	5.668822064	9.445501764	12.63995684	10.06551331	8.4208763975	10.99057863	7.242305488	7.91861634733	7.94496816	10.78521972	9.125801619	10.67301333	6.5497902615	9.095386554	9.148261195	10.30631839	8.092918242	8.057817296	6.6237057305	4.710335668	6.516538676	5.662925563	7.4789113804	6.4879534175	8.057131251	6.3825279205	5.291675395	9.303998235	5.844493149	10.77439198	7.5245411315	8.367000914	10.227199369	12.4865699	5.375570566	8.761435816	BRCA
