ID	3420	5106	1743	5162	1431	5105	5160	5161	2271	4967	6392	6390	3419	6391	3418	3417	48	47	4191	1738	4190	1737	55753	5091	6389	8802	8803	8801	3421	50	DependentVariable
Instance1	9.649456893	8.17760709933	11.13050478	12.12695617	9.60730722567	6.6011960975	9.49066094	5.4847177185	10.48441034	7.85701969767	9.760229732	12.2142175	10.18798331	10.3568056905	10.23494347	11.019667085	12.80969082	11.230597015	13.40233131	9.213761077	13.20549015	9.261978018	5.2209212	8.02890448425	11.154907255	11.46641824	9.8912569875	10.42417183	8.42649314	9.83366143	Control
Instance2	9.83010422667	7.58182517267	11.01654387	12.06924173	9.151714148	6.243050775	9.103209852	4.9360874755	10.73217615	7.62161351733	9.655696684	12.08367055	9.300061432	9.82763426	10.94627781	10.2259511465	11.98311306	11.114017935	13.61228456	8.711943205	12.88068749	8.866630714	4.713987651	7.08243355375	10.560368665	11.36247141	8.635990554	10.28757997	8.3328651035	8.806639133	BRCA
Instance3	9.84940806633	7.737379153	10.76155147	12.10963326	9.25147759833	4.9437518165	8.960697854	5.738222109	10.72694212	7.43282185633	9.385178158	12.2091488	9.228182036	10.11292087	11.71243039	9.924167319	10.95307261	10.554241405	13.82374193	8.729281802	12.78039731	8.82150385	5.710676447	6.84818504575	10.883063585	11.44245126	8.772234963	10.53019687	8.6949011815	9.203617871	BRCA
Instance4	9.721645929	7.29196366133	10.91150268	12.1006805	9.232588409	5.411271404	9.709342822	5.4247326165	11.19187368	7.68856506567	9.478800518	11.84868564	9.372702462	10.43563763	11.29402062	9.0684602725	11.76088636	10.305768537	14.19932039	8.239194094	12.45547628	9.233003119	4.820703945	7.30033758125	10.4176076465	11.93568728	8.3152486205	10.9073904	8.610329425	8.922629835	Control
Instance5	9.748032852	8.07156570167	10.43516787	11.98934847	9.41727851533	6.487691694	9.866278672	5.614453824	10.85687312	7.770744989	10.07437602	12.12695617	9.087722135	9.776279834	11.5761703	10.596267702	12.21001994	10.96348174	13.73376056	9.505246433	13.11936595	9.017637407	4.988243006	6.95938043775	10.730971655	11.66672787	9.399717892	11.17329317	8.174366261	9.628364027	BRCA
Instance6	9.878700435	7.67560415833	10.92385505	11.62476132	9.32168994233	6.3510124755	9.569818176	4.8087685705	11.17329317	7.380654728	10.37262599	11.61592857	9.796177999	9.6268401555	11.19478472	11.076686035	12.16730219	11.296910235	13.43914135	10.04101607	13.34505663	9.861979055	4.463378554	7.2790413045	11.431973905	11.05952041	9.5144576625	10.68798822	8.3622569065	10.13386823	BRCA
Instance7	9.61188469567	7.10096244633	10.56225939	12.045241	8.53965388867	5.0486747065	9.023671978	5.5418023855	11.35243538	7.46480964633	9.020376578	11.15682591	8.510330132	10.1547483045	10.04541878	8.4049364745	11.54965727	10.5736402395	14.24008548	7.325532861	11.94573106	8.347622614	4.909786602	7.44534149475	9.616722269	12.12504541	7.130160958	10.52153201	7.960512329	7.853014942	BRCA
Instance8	9.84832115333	7.17891887367	10.39579682	12.31194418	9.26427471233	6.034652891	9.394463297	5.461571185	10.4422907	7.32584489167	9.999683363	12.40276968	9.097308662	10.123027836	10.18798331	10.760653466	11.50429776	11.078569405	13.43392773	9.130455455	13.15952927	8.893893904	4.977979632	7.0305105925	11.06002129	11.56134298	9.4873605265	10.63211394	8.4252753125	9.183164615	Control
Instance9	9.85530887867	7.64453556567	10.79293283	11.94385185	9.182602555	5.1194799475	10.1276143	5.403268465	11.03700483	7.631815611	10.32819838	12.33572539	8.883499491	10.0813852025	11.63993091	10.171859162	10.98643958	10.8379032	13.85125179	9.439182162	13.02515173	9.030143702	5.789736585	6.7835047855	11.04452459	11.63567744	9.2732878295	10.80070603	8.4679029285	10.0579109	BRCA
Instance10	9.83666000367	7.79989988667	10.58265505	11.58824628	9.267483717	6.044721811	9.420113456	5.077709411	11.08759894	7.75793094167	9.583172639	12.00748646	9.854054544	10.4631639765	10.59307853	10.0849120045	12.4925881	10.79106908	13.57316849	8.94941173	13.02515173	8.439811279	5.834288528	7.624444863	11.007896885	12.08630553	8.7661411365	10.95648527	8.3482373285	9.80023708	BRCA
