@relation thedata

@attribute 1025 real
@attribute 11198 real
@attribute 25920 real
@attribute 2962 real
@attribute 2963 real
@attribute 51497 real
@attribute 5430 real
@attribute 5431 real
@attribute 5432 real
@attribute 5433 real
@attribute 5435 real
@attribute 5436 real
@attribute 5437 real
@attribute 5438 real
@attribute 5439 real
@attribute 5440 real
@attribute 5441 real
@attribute 6749 real
@attribute 6827 real
@attribute 6829 real
@attribute 6917 real
@attribute 6921 real
@attribute 6923 real
@attribute 6924 real
@attribute 7469 real
@attribute 7936 real
@attribute 8178 real
@attribute 904 real
@attribute 9150 real
@attribute DependentVariable {BRCA,Control}

@data
10.30035288,11.66916423,8.71481121475,10.15511583,10.64948099,10.76402632,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,8.188701494,10.68956587,10.94111386,7.69516215867,10.4289609365,10.7153314145,8.711943205,7.416293235,8.551430581,8.691587488,8.433503159,7.07162794567,Control
10.56172258,12.03723816,8.54949965075,10.98225228,10.72254311,10.981471505,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,7.769806651,10.52231943,11.76903417,7.36046158267,10.312101354,10.392543967,8.029730494,7.799979524,8.601288997,8.949243917,9.433126963,7.14929121367,BRCA
10.31397736,12.09587508,8.83819816225,11.02694718,11.17512864,11.4799612,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,8.791424313,10.91737229,11.62135377,7.362647587,10.168662834,10.539595686,8.294288896,7.395536545,8.859830691,8.748277668,8.897861429,7.175120268,BRCA
10.11489441,11.91142767,8.54354174375,11.21644291,10.8849167,11.162653415,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,8.93233371,10.6002268,11.83833739,6.74089657333,10.050980994,10.7255934155,8.539198683,8.236482005,9.18800839,8.908123216,9.092513451,7.27769495633,Control
10.36619136,11.71011775,8.9363143475,11.01557728,11.02198648,11.113912375,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,8.444405271,11.07640162,11.44205205,7.74437634867,10.4151315645,10.3104713005,8.305675466,7.400753782,8.729783122,9.057451034,9.376755481,7.32058660367,BRCA
10.67791364,11.93079102,9.0391301595,10.5362572,10.94132297,11.29505313,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,8.557780662,10.71201129,10.73293927,8.590482648,9.588315391,9.581731624,8.740220206,7.048816858,8.627160965,9.741758161,8.602996767,7.207519942,BRCA
9.739662964,11.45963412,8.4061443345,10.47933595,10.21664921,10.41509076,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,8.369075052,10.00748325,11.538548,7.92873725133,9.6829248285,10.68291734,8.772975245,8.210952703,9.768523916,9.0923747,10.2758862,6.984358523,BRCA
10.24684186,11.51973221,8.39148310675,10.18342483,11.07640162,10.834701835,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,8.226413547,11.09785784,10.35421112,8.33785800367,10.350985893,10.9364970335,8.573761846,7.431291005,8.793457915,9.038034948,7.901456932,7.330917413,Control
10.28488803,11.99166543,8.71152100125,10.89238744,11.32848436,11.46096842,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,8.725588759,11.08076443,11.14107911,7.93997874133,10.3065809345,10.318720793,8.368507689,7.772382418,8.608754849,9.048433146,8.77081346,7.209285101,BRCA
10.52792683,11.83281498,8.611721355,10.67333141,10.59878323,11.153986715,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,8.733287497,10.88991099,11.61281105,7.448378636,10.0572264215,10.3885563575,8.208735647,7.845993534,8.919117419,8.699295794,9.602588049,7.13411305333,BRCA
10.73155687,11.87223249,9.11777579,10.79666855,10.90796116,11.162488095,11.4243108,9.486624446,9.636870305,9.720120732,12.18094263,11.4744083,11.13855038,11.42772678,6.402078871,6.755291951,9.66947024,8.845098843,10.82924727,11.63348356,6.49976480333,9.846082676,11.111514089,8.498431517,7.76437589,9.036799417,9.162423509,8.27137096,7.37892838867,BRCA
10.13087976,11.62609927,8.51521500375,10.27729935,10.82131183,11.23150106,11.55629063,9.811543731,9.355641581,9.578863787,12.08367055,11.48188533,11.28537059,11.28199972,6.104971499,6.326074949,8.91062109,7.763645816,10.92743375,10.64202486,7.895663993,10.610476212,10.5738760075,8.119526238,7.03452697,8.360672771,8.767076337,8.203569621,7.05079206433,Control
10.32564307,11.5343468,8.4743960065,10.38624004,10.75314175,10.74113891,11.66558698,9.493665908,9.6358129485,9.601752743,12.19128143,11.16768802,10.97608812,11.15088665,6.382499203,6.547978484,9.180550154,8.062452471,10.93958309,10.7304916,7.77843482767,10.636314754,10.616399227,8.81079744,7.487359976,8.259214953,8.575275572,8.296848686,7.08224194833,Control
10.82965558,12.20536419,8.676235756,10.41629907,10.26546887,11.25158137,12.19128143,9.214775128,9.9907375325,9.330368553,12.38074251,11.36217961,11.73219511,11.33051934,6.185178351,6.114268757,9.410849402,8.140013152,11.21259383,11.65493594,7.36587860467,9.795833979,10.516066184,8.115591386,8.246623189,8.455040631,8.966845087,7.970941527,7.432896607,BRCA
10.50534045,12.15837941,8.44966380175,10.04182378,10.46916384,11.382138615,11.14770754,9.426286314,9.683055312,9.259561518,11.50362218,10.87659774,11.25995523,10.16197619,6.723562401,6.092128797,8.426475613,8.337634305,10.76657469,11.02462046,7.46873679533,9.285516308,10.302435602,8.81729638,7.784227701,8.782311189,9.257317784,7.520699455,7.17593437867,BRCA
10.61911518,12.16931758,8.47928568075,10.80422,10.49127719,11.451104685,11.96009799,9.136613813,10.0054039915,9.374426115,12.54548466,11.53262879,11.67585684,11.68597092,6.764676316,6.016480301,9.227195422,8.315298042,11.69812525,11.65981099,6.82128937267,9.9734791535,10.480290843,8.384234542,8.11647539,8.763263105,9.096966204,7.877132455,7.13802204433,BRCA
10.980761,12.11775357,8.7950772585,10.86526952,10.32819838,11.184368605,12.44988381,9.151492997,10.266338858,9.560027603,12.57220763,11.56134298,11.58990637,11.74803988,7.461215696,6.083857569,9.319763063,8.191603516,11.53538974,11.81532136,7.21432997467,9.902222107,10.222187605,8.149392911,8.441762661,8.718842038,9.213761077,7.754388358,7.21968344067,BRCA
10.42177586,12.10354363,8.33016453525,10.72254311,10.85319669,11.366034325,11.89363345,9.14242692,10.1308165865,9.353875227,12.69228318,11.72083647,11.66436963,11.77806492,6.773307786,6.67359573,9.38991153,8.216941185,11.49745034,11.36612562,7.189610274,10.219585132,10.5831067445,8.419813926,8.231294544,8.958930467,8.813172827,7.504284952,7.37319981933,BRCA
10.24730484,12.13627672,8.99918270825,10.84822018,10.60533161,11.360219095,12.2142175,9.583727381,10.185310385,9.517335308,12.51339458,11.67615115,11.62683849,11.8267889,6.977855527,6.104132849,9.598481115,8.01368714,11.62333067,11.71081731,7.41929702967,9.968129813,10.777725243,7.970452678,8.537219493,8.344585666,8.849890707,7.606111137,7.40786895833,BRCA
10.7116199,11.65291678,8.80146232775,11.03013967,6.387591412,9.3596569505,12.06768485,9.797410704,10.509973745,9.443980125,12.94317143,11.40065415,11.67585684,7.91898414,6.337002435,7.371212794,9.391867114,9.001704532,11.51581946,11.1581191,7.05964141433,8.596813159,11.464866038,9.57788249,9.532570767,10.49423086,9.920167156,8.633341407,7.68656767567,BRCA
