@relation thedata

@attribute 10714 real
@attribute 1763 real
@attribute 2237 real
@attribute 23649 real
@attribute 5111 real
@attribute 5422 real
@attribute 5424 real
@attribute 5425 real
@attribute 5557 real
@attribute 5558 real
@attribute 57804 real
@attribute 6117 real
@attribute 6118 real
@attribute 6119 real
@attribute DependentVariable {BRCA,Control}

@data
7.2083497295,6.8981231695,8.6356430945,9.058425498,7.30666968733,7.122160823,7.558728975,12.66507944,7.9259666445,5.97561041567,8.824450546,10.83471386,11.61752958,10.66108355,Control
7.3078710955,6.8766851245,8.8318933355,9.413279443,7.18042006333,6.409474951,7.88603356,12.99332148,7.9503875055,6.06639047267,8.865378449,10.800436875,11.88379655,10.48441034,BRCA
7.33191487,6.9445841975,9.620597091,9.650235514,7.63223048933,7.180493836,8.575114814,13.23568448,8.517100268,5.72399821567,8.72987657,11.330452225,12.02968073,10.72737618,BRCA
6.472480484,7.4451283935,9.0906394765,10.18060575,6.55166353833,7.023923823,9.123553123,13.52549699,8.4986833315,5.36854192167,9.24062507,11.057611095,12.38193096,10.83441597,Control
7.2216641085,6.885292262,9.329909791,9.590110341,7.35432909133,6.9330908945,7.821010387,12.73729283,8.3791173545,5.95280065933,8.91062109,10.93374845,11.96009799,10.45090222,BRCA
7.523174648,6.6341623465,9.476334725,9.225973251,7.408697217,6.8500213875,8.467973436,12.65702034,8.4061773715,6.237969269,7.992656742,11.641461875,11.54965727,9.132050545,BRCA
6.6588492955,7.7532903405,8.2961196055,9.935902096,6.44602920733,6.349361739,8.346005182,13.63244094,7.114956815,5.788693131,9.121676695,10.3458464955,12.52245777,10.38702135,BRCA
7.325273656,6.773364932,8.609435701,9.369358036,8.02092389867,7.048256226,7.539955806,12.59766508,8.4155051985,6.32473713233,9.20124246,11.06229666,11.90810746,10.88785292,Control
7.244781381,6.7731098095,9.642109982,9.357783524,7.82590120133,7.4543940705,8.608200408,13.17297049,9.0643521695,6.02795948867,8.811664588,11.49735519,11.92126273,10.77226531,BRCA
7.099785483,6.7659262955,8.75940589,9.162543096,7.315615812,7.011695558,8.45693048,12.92825655,8.3222045595,5.43016628233,9.25541878,10.656153568,12.52742331,10.47860813,BRCA
7.463332523,6.710544499,9.107300824,9.645109494,7.19178534067,7.008129683,8.833563055,13.07564465,8.1297927905,5.90699724167,9.427680085,10.87490854,12.53830178,10.35810202,BRCA
7.1852972805,6.7843201735,9.006318241,9.278554651,7.66789353567,6.914785761,7.324543144,12.68199828,8.207026822,6.10699417833,8.66980731,11.11875956,11.75528414,10.88129775,Control
7.4117681705,6.735522986,9.113554115,9.185483232,7.32601425833,6.9100955155,7.935107761,12.85738045,8.176539011,5.90664606667,8.962058135,11.29475415,11.64562254,10.4887367,Control
7.4282706955,6.9776320865,9.082795036,9.086873394,6.97591235933,7.2390370655,8.689964021,12.86342169,8.30919878,5.90581402733,9.223423229,10.666982815,12.03723816,10.55403266,BRCA
7.1613884155,7.089233033,9.211922876,9.517788029,6.763530312,7.31912801,8.354559186,13.11037161,8.1555588695,5.73925937133,8.538519855,11.21590727,11.80073018,9.580042347,BRCA
7.2083211925,6.9385302655,9.372225132,9.521659876,7.03874911367,7.454481784,8.464169074,13.0474759,8.63293609,5.92688192933,9.290952566,10.39328649,12.21510531,10.64948099,BRCA
7.2727011495,6.978753636,9.252004483,9.375713432,7.10016706667,7.3267110305,8.292691032,12.87039849,8.4837444445,5.82199268833,9.547357825,10.861074535,11.98277091,10.9447818,BRCA
7.070863253,6.9899737395,9.437168452,9.551372359,7.13735669233,7.345900669,8.43825243,13.36098494,8.705581547,5.94728233467,9.443524356,10.620424425,12.11639279,11.12425722,BRCA
7.409290949,6.789915729,9.352729044,9.101726968,7.301571066,7.188619934,8.463423345,12.83366697,8.528158071,5.97034949167,9.524924191,11.17905754,11.90965135,10.84615266,BRCA
7.6441090585,7.5028987285,9.732093048,10.10847909,6.78827803233,6.212221867,8.591897347,13.50065522,8.5665834615,5.90527172967,9.717642636,10.585395104,9.074115449,9.955032716,BRCA
