@relation thedata

@attribute 112 real
@attribute 114 real
@attribute 196883 real
@attribute 259285 real
@attribute 259286 real
@attribute 259287 real
@attribute 259289 real
@attribute 259290 real
@attribute 259291 real
@attribute 259292 real
@attribute 259294 real
@attribute 259295 real
@attribute 259296 real
@attribute 2778 real
@attribute 2782 real
@attribute 2784 real
@attribute 2785 real
@attribute 2914 real
@attribute 29850 real
@attribute 338398 real
@attribute 346562 real
@attribute 353164 real
@attribute 3710 real
@attribute 3745 real
@attribute 40 real
@attribute 50831 real
@attribute 50832 real
@attribute 50833 real
@attribute 50834 real
@attribute 50835 real
@attribute 50836 real
@attribute 50837 real
@attribute 50838 real
@attribute 50839 real
@attribute 50840 real
@attribute 5136 real
@attribute 51764 real
@attribute 5330 real
@attribute 54429 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 5613 real
@attribute 5726 real
@attribute 6337 real
@attribute 6338 real
@attribute 6340 real
@attribute 773 real
@attribute 774 real
@attribute 80834 real
@attribute 80835 real
@attribute 83756 real
@attribute DependentVariable {BRCA,Control}

@data
10.29987056,6.134894093,10.90371263,5.609704182,4.683996719,6.031996809,6.270534198,5.240897443,4.801431976,4.633172663,5.171538364,5.485435883,5.452703528,8.86041017833,13.00161496,6.530878866,5.346435058,5.112086282,4.805564985,5.729492441,4.837361171,5.338612717,11.5968724,7.321885546,5.238552827,5.71081418,5.870741528,5.338612717,5.346435058,5.214524337,5.316693472,4.896527677,5.003390009,5.805041697,5.980831476,8.1632269465,5.452703528,7.616550911,5.346435058,6.5859397695,5.0578073466,6.287994543,8.521216589,7.013967798,11.14309317,10.12558819,7.1066167725,5.3939285795,7.098982487,5.698681181,5.5093804625,5.3863147905,BRCA
9.8796694575,6.137304345,10.62174996,5.737221142,5.361953639,5.808263565,5.943224681,4.651938437,5.661358586,4.805564985,5.567584424,4.844751274,4.726983724,9.172881566,13.04989878,6.225261069,5.478819157,5.887897624,5.022602231,4.915773338,4.916462894,5.297201735,11.78113439,7.734880845,5.178815505,5.841980192,5.6098519,5.229790979,5.712672294,4.708756286,5.423995444,5.009225385,4.971556485,6.529434946,5.841980192,7.642822931,5.285412622,7.210454923,5.928376985,6.027160675,5.3421536938,5.822227442,8.191637632,6.735255184,12.02214941,8.909121384,7.2493842955,5.3262067895,6.624178135,5.2063371995,5.3153840005,4.8687883475,Control
10.337719898,6.679413681,10.76919343,5.229406468,4.513806033,5.154627002,5.947497409,5.479789356,5.014814152,5.135259094,5.301049141,5.499695432,4.988697465,8.796592193,13.26893746,6.362562487,5.550447635,5.741339733,4.381904226,5.188253784,5.299808278,4.909786602,11.47029296,7.8090464,5.6699795255,5.388974098,5.349622922,5.242898987,5.763950127,4.971326557,5.313408256,5.200860606,4.832018141,5.463043053,5.566367095,7.398956807,5.293711886,7.225668073,5.738978045,6.4244788405,5.4913025734,5.416511492,8.1047122775,7.130624936,11.52315285,8.512346531,6.608869634,5.556205022,6.489491255,5.105787873,5.578794909,5.4286705385,Control
10.5431463085,5.930152602,12.10567621,5.551986008,5.641698649,5.38371401,6.2370719,5.569940079,6.335306046,5.089171051,5.566671523,5.953970144,5.661216049,8.711268495,13.29995283,6.798118982,5.149758548,5.558735431,5.104558131,4.764223297,5.1175874385,5.297201735,12.30526243,7.318861647,5.7499817005,5.766536362,5.779332779,5.190823476,5.868520868,5.284487528,5.367941728,4.882412261,4.290418494,6.561215856,6.246365924,7.06888056575,5.119782831,8.314312607,5.729288494,6.619283011,5.4387987878,5.237842121,9.115932728,6.970971895,13.18229429,9.117487997,7.896979969,6.0113239085,7.351847208,5.2304569825,5.215538938,5.36297438,BRCA
10.581626049,5.826428522,10.84257057,5.461570507,5.149758548,5.403021612,6.004058206,4.945808121,5.923868951,5.379907907,5.431214469,5.649336125,5.537460123,9.207844615,13.17700839,7.068028862,6.121642945,5.65306808,4.788047896,4.633753851,4.9539984505,5.574261432,12.12065594,7.368639866,5.737175076,5.506693372,6.328500469,4.765152047,5.511287161,4.802724808,5.5279550565,5.412113573,5.383886777,6.715554084,6.522782082,7.357786553,5.44062939,7.715929611,5.920954969,6.1288615465,5.8117429202,5.913135501,9.223319527,6.357381004,12.71572616,7.167872523,6.35589848,5.243544883,6.85901018,5.2689788865,5.5657483715,4.9732726955,BRCA
9.8093092945,5.809164401,10.00516175,5.849005469,5.102250005,5.488652576,5.276693226,5.047899594,5.533572107,4.530971771,4.632591188,5.834541365,5.276693226,8.61201467833,13.33363132,6.86950478,5.995773509,5.313800226,4.772692515,5.482696044,4.956584632,5.455500867,11.98934847,7.425386131,5.4371278995,5.697670451,5.658862155,4.408341912,5.092980397,4.767272659,5.1030730705,5.056595719,5.536838744,6.643066549,6.036014907,6.955476123,5.110625549,8.095424881,6.69947225,6.5537420015,5.3283454926,5.754627826,8.596734373,6.890602108,12.83735302,8.613551105,8.1563261705,5.8757305245,7.203840136,5.142324294,5.309982843,4.957819641,BRCA
10.2967908845,5.495384375,10.70640129,5.570471469,5.22343341,5.595899883,5.771893004,5.460260315,5.159680898,4.832904267,5.25928308,5.702942321,5.163308771,8.82288182267,13.36856584,7.120059311,5.836183727,5.612508238,4.77031556,5.598433135,4.949495872,4.962099266,11.82192354,6.4876838,5.2525273455,5.404129306,5.73309076,5.361251859,5.59381033,5.274831217,5.143384055,5.176533465,4.903051831,6.396738021,6.106594999,6.6420054865,5.023045997,8.03491053,5.946152572,6.61609541,5.4065428568,5.634165776,8.4342113255,7.042264368,12.95454627,9.091660914,8.013958457,5.3924217755,7.514519035,5.540682887,5.5803367345,5.8496096405,BRCA
10.2833042595,5.626885346,10.12880025,5.301597934,5.626885346,5.810900139,5.931926036,5.029244428,4.909306588,4.980495207,5.090018442,5.225555714,5.463697036,9.12620744833,13.36355512,6.63161771,5.527642182,5.810900139,4.832144764,5.08524538,5.2399151205,5.585121225,11.43832419,7.131628387,5.1218485825,5.568952692,5.868397398,5.281801394,5.413637447,5.075544663,5.558403728,4.808399575,5.066101302,6.337671514,5.984823581,6.98194092875,5.24660879,7.95691498,5.94825698,6.6313943815,5.5295343186,5.620154746,9.083914411,6.930030968,12.15610687,7.92517035,7.435959656,5.8821249775,7.707257527,5.1570367225,5.430539192,5.315267327,BRCA
10.2474442945,5.584068992,10.77554879,5.36650691,5.15826759,5.316879984,5.669530862,5.003390009,5.606154407,5.483421802,4.804790945,5.65607532,5.385958361,9.14021016267,13.29267684,7.036891003,5.981059894,6.002202513,4.795989381,5.666480557,4.4933000015,5.229406468,11.71457622,6.831944122,5.535596189,5.95855924,5.422410676,5.145688916,5.187660128,5.371045856,5.5991107485,4.563573419,4.808142121,6.496418906,6.183690582,6.91262310675,4.808142121,8.341164221,6.193383055,6.8628717035,5.4814391052,5.341284192,8.888639558,6.628303815,12.69883927,8.964023935,6.821079874,5.538030721,7.557255228,5.160768375,4.9020850745,5.1778993985,BRCA
10.35590611,5.980260273,12.03158587,6.018707189,5.301415026,5.54782863,6.279290785,4.879597034,4.916728914,4.646190648,5.178725843,5.537615426,5.606894664,8.17602958933,13.38150649,6.360983667,5.052688948,5.088959125,4.977521783,4.601155548,5.2893107045,5.636777762,8.747421913,7.822477025,5.5642631105,5.408721412,5.823692844,5.567280188,5.616777635,5.334149236,5.4150975805,5.19062597,4.286898248,5.980260273,5.626739362,7.1733495545,5.077041333,8.136146677,6.041117697,6.2169798845,5.1210123436,6.445516183,8.5131320015,6.638874358,11.48384111,8.82140818,6.7205060485,5.447428457,7.771689394,5.145853769,4.5140543785,5.3199884585,BRCA
