@relation thedata

@attribute 112 real
@attribute 114 real
@attribute 196883 real
@attribute 259285 real
@attribute 259286 real
@attribute 259287 real
@attribute 259289 real
@attribute 259290 real
@attribute 259291 real
@attribute 259292 real
@attribute 259294 real
@attribute 259295 real
@attribute 259296 real
@attribute 2778 real
@attribute 2782 real
@attribute 2784 real
@attribute 2785 real
@attribute 2914 real
@attribute 29850 real
@attribute 338398 real
@attribute 346562 real
@attribute 353164 real
@attribute 3710 real
@attribute 3745 real
@attribute 40 real
@attribute 50831 real
@attribute 50832 real
@attribute 50833 real
@attribute 50834 real
@attribute 50835 real
@attribute 50836 real
@attribute 50837 real
@attribute 50838 real
@attribute 50839 real
@attribute 50840 real
@attribute 5136 real
@attribute 51764 real
@attribute 5330 real
@attribute 54429 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 5613 real
@attribute 5726 real
@attribute 6337 real
@attribute 6338 real
@attribute 6340 real
@attribute 773 real
@attribute 774 real
@attribute 80834 real
@attribute 80835 real
@attribute 83756 real
@attribute DependentVariable {BRCA,Control}

@data
10.327292123,5.645450388,10.97207892,5.577437325,4.716458988,6.092128797,6.230169982,5.186273979,5.178526673,5.036735466,5.952107108,5.309623002,5.238988625,8.533866741,13.02719506,5.893611729,5.692518737,5.800130634,5.415835761,5.169936271,5.05290182,5.571078532,11.35799469,9.199452197,5.290062762,5.232287804,5.224784328,4.904256777,5.093191733,5.428620839,5.134695584,5.085564076,4.899189228,6.534968625,6.086142197,7.51070125725,5.232287804,7.476788978,5.346435058,6.36946717,5.4829326402,5.48205062,8.2742311235,6.461565904,11.69812525,8.41134269,6.5387856235,5.584807399,6.743323514,5.2366989675,5.0879954165,5.113299864,Control
10.2384186075,5.65593226,10.9073904,5.287261033,5.013251478,5.501288856,5.929560972,4.868404346,4.911705061,4.720295008,5.633294061,5.571533663,4.720295008,8.84345400733,13.00956452,6.113748025,5.195063332,5.442455259,5.007208117,4.970176368,5.4319186925,5.814301269,12.08864757,8.555107826,5.219125345,5.483179924,5.609778043,4.810457607,4.964758163,4.60619529,4.459184497,4.845755052,6.1044474,7.367155075,5.915587375,7.302862322,5.31868854,7.453231788,5.124960054,6.0929297895,5.5428379012,5.804719114,8.137035193,6.202227307,12.29328779,8.827303897,6.8027091535,5.792651171,6.698639127,4.9243011055,5.394009725,4.5623941755,BRCA
9.769915947,6.0290173,9.496554786,5.316879984,5.568952692,5.332718001,5.690704299,5.550755441,4.628224624,4.700735,5.598879718,5.690704299,5.458620899,9.29076107,12.9979954,6.074361597,5.30807618,5.503993644,4.801431976,5.329313116,4.929278405,5.527329405,12.01135666,7.158006546,5.23789001,6.023760589,5.668325698,5.093191733,5.258529523,5.375570566,5.3403322335,4.869638567,5.391639926,6.545586666,5.473633714,5.959958017,5.206732344,7.462177348,6.121642945,5.9034588485,5.4641368762,5.527329405,9.1235010805,6.533295173,12.56435203,9.540516092,8.4930090675,5.7152048405,6.501722262,5.35693299,5.728878907,4.8441795325,BRCA
10.3820872935,5.876032641,10.39270411,5.842043069,4.814821191,5.418368122,6.697492797,5.438135838,5.006535067,5.233822166,4.742830384,5.470383322,4.577813708,8.629147321,13.11510467,5.455665247,5.693773551,5.651059765,5.144669712,4.509722249,4.7652595985,5.307438771,11.97218475,8.727955437,5.1048967075,5.809421679,5.28559757,4.851263383,5.337364334,5.022602231,4.983699961,4.719747615,4.435394156,7.651125484,5.62000808,6.01900601475,4.790526167,7.601141445,5.809421679,6.323322532,5.1156792046,5.655216748,9.2078924525,6.685243311,12.45159499,9.188663714,7.7665734965,5.8742058665,6.951841648,5.1198663105,5.856029676,5.175474931,Control
9.671974648,5.824138541,9.358629843,5.814557632,4.225601328,5.384232247,6.001245618,4.906423146,5.577890454,4.671314921,5.03343539,4.980952113,4.772692515,9.35589447533,12.87743566,5.954086504,5.349976695,5.734310791,5.163107462,5.144465785,4.8221372515,5.148335483,11.58766984,7.436713884,5.5624550025,5.275576309,6.091970181,5.607338636,4.876285177,5.155031965,5.3714992915,5.224591417,4.734183662,6.727073388,5.002265111,6.74562531875,4.850263431,6.773076963,5.848254395,6.52394041,5.466218321,6.407145055,8.5157239865,6.686924606,11.99572839,9.868360018,8.04125952,5.812614186,7.678214767,5.109026043,5.615395846,5.253799858,BRCA
9.753034207,6.352798794,10.16002932,5.840847932,5.08535162,5.279296008,6.074843234,4.867663307,5.984481833,5.638371651,4.972360944,5.492182674,4.989151782,9.078168623,12.98372673,6.143337929,6.086619917,5.582714993,4.785303823,4.785303823,5.2181527295,5.331285345,12.06588572,7.746952815,5.176549595,5.548136995,5.21024395,5.334685584,5.925887445,5.249266367,4.857194399,4.1852945,4.596397442,5.899484569,6.014138364,7.72772594175,5.178725843,7.658927519,5.80774855,5.9174340255,5.6759717936,5.625863148,8.0343196725,6.668073461,12.07070303,7.759191003,6.124282034,4.8024680715,6.546435829,5.0452111135,5.542590378,5.013283732,BRCA
9.1297731835,5.779661087,9.341019005,5.705709271,4.93712219,5.38008113,5.460260315,5.917199751,5.388199225,4.993460669,5.455665247,4.993460669,5.564234295,8.46320594233,12.64120964,5.821334729,5.86196234,5.836246857,4.909786602,5.507803557,4.851344315,5.213941395,12.23463043,8.795261354,5.677524485,5.259377247,5.626739362,5.418536788,5.928850697,5.003839723,5.1779470575,5.135259094,5.052580276,7.314699074,7.050450341,6.68615010625,4.959319531,6.111350232,5.928850697,6.330484187,5.5322651396,6.430289978,8.079817226,6.200609914,13.39262134,8.384072613,7.4153393055,5.83224047,7.130238808,5.2451510805,5.3161324345,5.2881528655,BRCA
9.643814388,5.862458365,9.812386363,5.793122872,5.198308745,5.891304496,5.64530627,5.293895772,5.641409649,4.403439363,5.491621645,4.96879493,4.55165352,8.875123686,12.98945487,6.338875075,5.380600673,5.07383228,4.275898169,5.007208117,4.7814393755,5.567584424,11.37383049,6.764676316,5.7619150635,5.229406468,5.297935366,5.439466268,5.585722157,5.198308745,5.2391916055,5.106025018,5.297935366,5.881671501,5.84800395,7.47864321375,5.229406468,6.898937271,6.096721083,5.9718598575,5.3094441946,5.233822166,8.116304847,6.462956685,12.0767489,8.158535374,7.252876527,5.67851949,7.53871493,5.2570287685,5.695850578,4.8618501755,Control
9.557649091,5.813403636,9.898586698,5.434637608,5.372961888,6.126194019,5.887653968,5.30196368,5.440131024,4.974542217,5.596496342,5.332896983,4.988015722,9.29028807333,12.96993872,6.092128797,5.789736585,5.65478727,4.341093982,5.503993644,4.972818254,5.197719213,11.74966846,6.949946687,5.3860668165,5.329851264,5.606746643,4.912184278,5.02526278,5.221694654,5.197719213,5.00158975,5.791560958,6.821012181,5.795592449,6.33624571475,5.411944154,7.321975714,5.915706872,6.3825279205,5.291675395,5.844493149,9.095386554,6.647606376,12.45678569,7.824594641,7.1982094725,5.8641492925,7.0425927,4.8669004955,5.7678311105,5.2390949815,BRCA
10.0619138165,5.659004925,9.608828239,4.910985938,5.149555339,5.460424154,5.619861398,5.259094728,4.963487128,4.456462687,4.937593039,5.332718001,5.561105567,8.55731348,13.02126635,6.563963185,6.135253322,4.854508448,4.700180125,5.320314304,4.9939534825,5.372961888,11.77144213,9.047881282,4.923196407,5.868644328,5.859603891,4.920783068,5.052797613,4.858741012,5.3567374245,5.229598736,5.168332398,7.281237193,6.00056978,6.29758044475,4.607083101,7.469827229,6.246413431,6.3457281585,5.3589494338,5.913135501,8.399665163,6.830962365,12.73257984,8.892854791,7.394300988,5.2712024945,7.371779094,5.0865951605,5.70183395,5.220685612,BRCA
