@relation thedata

@attribute 2043 real
@attribute 2047 real
@attribute 2534 real
@attribute 3672 real
@attribute 3688 real
@attribute 3897 real
@attribute 4067 real
@attribute 58 real
@attribute 5908 real
@attribute 6403 real
@attribute DependentVariable {BRCA,Control}

@data
8.853856214,8.782950002,9.2289642325,9.101017795,9.30169669467,6.1933182115,10.63456176,6.569556123,6.582741757,7.545024544,Control
8.329169717,9.048637487,8.8907159655,7.86511636,8.828078384,6.35214759,11.67867508,5.19062597,6.355006684,6.458780312,BRCA
8.798488913,8.806808273,8.275073194,7.148936963,8.9042892375,6.0643577435,11.59799678,5.283469238,6.466000385,6.451215749,BRCA
8.002985324,8.688863215,8.08464112175,6.516492413,8.75186424133,6.5914705675,11.00452968,6.563810693,6.3700012095,6.015142517,Control
8.669488455,8.941327257,8.34620788925,7.441058314,9.13491446,6.275924,12.12951334,5.301780818,6.499527711,7.347712434,BRCA
8.089028171,8.729689669,8.716652398,7.98845907,9.489530799,6.085013037,11.79461296,5.802329755,6.8410633585,7.45762943,BRCA
5.744303238,8.730454109,8.39165280725,7.580354917,9.251714595,6.051283158,11.980959,5.472984221,7.062352436,6.452575359,BRCA
8.859644363,8.297995101,8.80415305075,7.865827785,9.23773095817,6.248142195,10.68348837,5.551370856,6.2456860685,6.809675295,Control
8.576806602,9.084915407,8.0162301535,7.418993406,9.05065703483,6.184122169,11.06871466,5.771232765,6.516538676,6.575921614,BRCA
7.770665751,8.607923107,8.42904151725,7.512564929,9.06946628383,6.308911843,11.11942121,5.608965365,6.496219087,6.894093582,BRCA
6.878146348,7.631852081,8.9502413505,7.438794191,8.5429645305,6.3427468675,10.71430158,5.541492575,6.813421843,6.888746673,BRCA
8.555711803,7.685521692,8.477755757,8.342898175,9.18007328783,6.207828883,11.07740677,6.167122676,6.676402561,7.202983612,Control
8.820291569,8.544521248,8.5293685075,9.099519506,9.52376826383,6.370942988,10.59403555,6.079490783,6.4678002685,7.310297228,Control
8.98387797,9.440983917,8.5706565075,7.626842693,9.15082053767,6.3606686485,9.744102689,6.848689049,5.7981775515,6.136433016,BRCA
8.957588996,7.994581315,8.93480514275,9.408383416,9.44121959,6.1163863015,11.47931054,5.812184526,5.632718325,6.418700692,BRCA
8.391319992,10.02260748,8.1157153055,8.035817876,8.933464829,6.39331208,10.74565776,7.824005841,5.6294457825,6.07692847,BRCA
8.704406115,9.537335445,7.9997957695,7.332867062,9.05192720867,5.9631549035,9.93170563,7.461993252,5.676905305,5.965386767,BRCA
8.783359349,8.691945103,8.34669283075,8.062681816,9.04214245483,6.4514895885,10.28924692,6.011233546,5.8486648255,5.835804886,BRCA
8.48476362,8.935534242,8.21665827025,7.660960561,9.0875921835,6.3043655465,9.513950163,5.243755943,5.862625222,5.593959684,BRCA
9.718905756,9.268332116,7.74146486825,8.462247785,8.1006439875,6.6686461845,9.580042347,5.290397907,5.6300144245,6.396866433,BRCA
