@relation thedata

@attribute 3439 real
@attribute 3456 real
@attribute 3458 real
@attribute 3552 real
@attribute 3558 real
@attribute 3562 real
@attribute 3565 real
@attribute 3567 real
@attribute 3569 real
@attribute 3576 real
@attribute 3578 real
@attribute 3586 real
@attribute 3592 real
@attribute 3593 real
@attribute 3596 real
@attribute 3600 real
@attribute 3603 real
@attribute 3605 real
@attribute 3606 real
@attribute 4049 real
@attribute 7124 real
@attribute DependentVariable {BRCA,Control}

@data
5.354567863,5.011016147,5.676529235,5.428620839,5.726430204,5.089382945,5.0072306655,5.421372531,13.60771409,9.6189422155,5.03756193,8.621509826,6.597386379,4.636656248,5.014814152,6.46544247525,6.480003495,4.989378887,13.61228456,6.097300677,8.519696323,Control
5.219566658,4.332418168,5.277995204,5.19062597,5.368428976,5.541105329,4.7333277815,5.340579688,8.608616259,6.7790147065,5.2627891075,9.0225626735,6.147057976,5.272407006,5.076613872,6.34347006575,6.7987247535,5.023156917,14.36769016,5.99820185,7.177920594,BRCA
5.263044971,4.538726271,5.336114869,5.173838258,5.465820435,5.29242402,5.313506773,5.7194123975,7.664022547,7.352992936,4.988913529,8.5481499285,6.608332915,5.379561399,5.241660263,6.752661952,6.6389713255,5.194176951,14.05593823,6.212526175,8.414834386,BRCA
5.139460541,5.123512303,5.464840793,5.28559757,4.899672619,4.893861206,5.4457486575,5.472305765,6.879402901,6.039562885,5.362714252,8.7223001635,5.82808014,5.412113573,5.402254249,6.0497296355,6.152734979,5.224205518,14.45988849,7.242795702,8.370459788,Control
5.238033268,4.173910121,5.115211455,5.488491912,5.536217098,4.885099957,4.9685946665,5.0515537875,6.192791506,6.0044384665,5.185809559,8.63491322,6.568568473,4.805822905,5.759829109,6.5226000095,6.2828215985,4.876285177,13.90840625,5.897247233,6.675961001,BRCA
4.795989381,4.785303823,5.298302041,5.388199225,5.032554093,5.421064416,4.916242232,5.1215765945,10.84461576,8.452055235,4.996475113,8.5984358945,6.123713395,4.790265497,5.148742216,6.6929625465,6.786072213,4.667488114,13.58466312,6.125574263,6.320264091,BRCA
5.622938584,5.019714421,5.213941395,4.765549899,4.759703782,5.516024013,5.173542303,5.2625027255,6.331772944,6.8963072275,5.136192569,9.1479749325,5.850631456,5.328236218,4.541660082,5.996825153,6.831849492,5.009001383,14.600699,6.101508918,6.423120638,BRCA
5.093191733,4.424648213,5.989996857,5.193979903,4.823508981,4.626327643,5.2313828535,5.5434679,10.45145612,7.9782570685,4.933053994,8.2346108605,7.117464214,5.256643908,5.007208117,6.579364594,6.881248215,4.888756945,13.48222565,6.162145193,6.14308278,Control
4.805564985,4.440788181,5.178725843,5.872096916,5.307438771,5.476714818,4.865162184,5.272333773,10.12252426,8.04737784,4.9698303565,8.326192676,7.818711782,4.809043025,5.032113243,6.70918222025,6.4285113055,5.194570965,13.46969908,6.095613938,8.252974189,BRCA
5.476390801,4.131934652,5.114586962,5.376786337,5.044406414,5.072117861,5.2729194505,5.5195452685,7.723389827,5.9031564735,4.6012373475,8.946522269,5.69321599,4.314057196,5.679206489,6.26952184325,6.3709619585,5.052797613,14.24008548,6.501961052,6.105390642,BRCA
5.548136995,4.87013196,5.77657203,5.038053386,4.879474508,5.10371924,5.4767379555,5.2954882695,9.620715209,6.926763588,5.2052474705,8.8805531315,6.371476641,5.211023147,4.847259412,6.2720263615,7.29436008,5.167429435,13.88385421,7.277568994,6.992205122,BRCA
4.79000478,5.336650487,4.921497326,5.557051033,5.572595075,4.884855828,4.9594614325,5.236038782,10.86030351,8.7833788245,5.0756432285,8.629169544,6.861865828,5.622060057,5.622060057,6.70046713225,6.8678719375,4.79910194,13.86848405,6.564534887,7.871691396,Control
4.827579315,5.088959125,5.303243061,5.524354632,5.006310647,4.263099122,5.0479553105,5.753817663,11.58397843,7.1443881845,5.1236133575,8.100279525,6.342079669,4.997530935,4.802724808,6.6768642975,6.8703125775,4.779011934,13.42739342,6.139352456,6.162699096,Control
4.796249019,4.561139219,5.196047562,5.292792099,5.431298057,5.605117409,5.1469376925,5.61349928,8.333559164,6.1489128,4.888360989,8.0593538555,6.424674922,4.693784032,4.854508448,6.81995482425,7.040314394,4.877021802,13.44910353,6.807229727,5.841225451,BRCA
5.014479436,5.275203811,4.702259784,5.03365563,4.811228613,5.001814906,5.1417521165,5.322639635,7.561137318,7.8549517575,5.0304882975,8.1004276705,7.469094598,4.481826553,5.541492575,6.420596175,7.6521213945,5.05203679,13.2860567,6.043635001,5.923868951,BRCA
4.949431337,4.20894853,5.131765663,5.65607532,5.043313058,5.391983545,4.942154083,5.594179114,6.535668564,6.814024793,5.4271323535,8.34204317,7.799671995,4.735808811,5.740665359,6.58613450375,7.129067193,5.061680356,13.09148337,6.635758471,7.264445239,BRCA
4.894103816,5.135874705,4.923400286,6.161591078,5.659504507,5.183299167,4.8414910265,5.4511408555,10.18060575,6.874510871,5.0966617685,7.8964651425,6.888746673,5.179920282,5.349799819,6.675787251,6.8026295355,5.349799819,13.15586736,6.276781031,6.665268844,BRCA
4.874319002,5.474445169,5.568952692,5.213649836,5.575169544,4.727256081,5.141070657,5.254707192,8.411575733,7.2343726315,5.17876861,7.6852114755,7.360761781,4.96464266,5.838454683,6.67229528175,7.308607357,5.024043971,12.49153253,6.582522603,7.183985468,BRCA
4.881923051,5.130530665,5.682019293,5.214135735,5.412113573,5.115835678,4.993426328,5.518342789,7.543536723,6.843036893,4.992318657,7.728983218,6.876182709,5.246228736,5.467777725,6.47455116275,6.9942348285,4.747940005,12.50251243,6.371171674,6.778573689,BRCA
4.632300425,5.113545539,4.96556642,4.817893448,6.396866433,5.557280839,4.634263323,5.463931152,8.685494426,6.3321564655,5.495224459,7.9403482215,6.207019812,4.71233763,5.279110251,6.53294562125,7.0239959575,5.113545539,11.01241872,7.173979696,5.97155002,BRCA
