@relation thedata

@attribute 10136 real
@attribute 1056 real
@attribute 107 real
@attribute 108 real
@attribute 1080 real
@attribute 109 real
@attribute 111 real
@attribute 112 real
@attribute 113 real
@attribute 1131 real
@attribute 114 real
@attribute 115 real
@attribute 1179 real
@attribute 123745 real
@attribute 1357 real
@attribute 1358 real
@attribute 1359 real
@attribute 1360 real
@attribute 1361 real
@attribute 1504 real
@attribute 1506 real
@attribute 1811 real
@attribute 196883 real
@attribute 219931 real
@attribute 22802 real
@attribute 23236 real
@attribute 23436 real
@attribute 23439 real
@attribute 26279 real
@attribute 2776 real
@attribute 2778 real
@attribute 279 real
@attribute 280 real
@attribute 30814 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 3778 real
@attribute 3784 real
@attribute 387 real
@attribute 391013 real
@attribute 4218 real
@attribute 476 real
@attribute 477 real
@attribute 478 real
@attribute 480 real
@attribute 481 real
@attribute 482 real
@attribute 483 real
@attribute 486 real
@attribute 487 real
@attribute 488 real
@attribute 489 real
@attribute 490 real
@attribute 491 real
@attribute 492 real
@attribute 493 real
@attribute 50487 real
@attribute 51032 real
@attribute 5319 real
@attribute 5320 real
@attribute 5321 real
@attribute 5322 real
@attribute 5330 real
@attribute 5331 real
@attribute 5332 real
@attribute 5406 real
@attribute 5407 real
@attribute 5408 real
@attribute 5578 real
@attribute 5579 real
@attribute 5582 real
@attribute 5644 real
@attribute 5645 real
@attribute 5646 real
@attribute 5874 real
@attribute 5879 real
@attribute 5906 real
@attribute 5908 real
@attribute 6262 real
@attribute 63036 real
@attribute 6344 real
@attribute 64600 real
@attribute 6522 real
@attribute 6548 real
@attribute 6558 real
@attribute 683 real
@attribute 7220 real
@attribute 760 real
@attribute 81579 real
@attribute 8398 real
@attribute 8399 real
@attribute 84647 real
@attribute 8671 real
@attribute 8681 real
@attribute 8766 real
@attribute 886 real
@attribute 952 real
@attribute 9545 real
@attribute 9635 real
@attribute DependentVariable {BRCA,Control}

@data
5.2724707835,6.657000843,6.45574924,7.091120961,6.113175002,12.17610621,6.551751032,10.29987056,7.499250204,5.729492441,6.134894093,8.179201405,5.041123858,5.07159617,5.465983644,6.343279559,9.382149061,5.870741528,4.94944047567,4.861333128,5.903768142,8.765369918,10.90371263,8.916902885,7.575787159,6.4844860445,5.119160314,4.911345545,7.672602519,6.808774778,8.86041017833,5.6036253415,6.3018025545,4.990967619,9.330368553,8.417642766,11.5968724,6.73125880067,5.846274992,12.64120964,5.007208117,11.8054921,11.66834406,7.819701908,5.8736971,5.6100631305,10.45793763,9.282845833,7.6843879584,5.75134621775,5.05956964533,8.94787588,7.035046431,5.775646151,5.362671217,5.32831684633,9.79097136467,5.236694705,6.25333282,5.028581582,7.31944887,6.313976471,6.366720539,7.616550911,5.199683385,6.8672911265,5.424427713,4.901363214,5.099517451,8.202296649,6.39932068633,5.996621069,5.297385178,5.119160314,5.357737827,5.1931597045,8.92818876867,6.367097734,6.813421843,4.734319168,5.63256723,6.528419434,5.515077886,9.701844069,11.04264453,8.591622877,6.722401556,8.928622835,8.7024416265,6.698083445,5.870386066,5.920180882,6.522938973,5.1898993435,10.53462901,12.01207986,5.154829498,7.827931929,5.03343539,7.362647683,BRCA
5.3712854495,6.002540089,6.928720816,7.103762836,5.858112355,12.72821502,5.868767777,9.8796694575,7.346604868,6.02879635,6.137304345,8.316509092,5.917080377,5.661461823,6.068139401,5.100569046,8.472671676,5.534039223,5.25765742967,5.190092044,6.09265739,11.82418918,10.62174996,8.890082693,6.84856387,6.6696596965,5.712672294,5.382071697,7.4082496475,9.546605663,9.172881566,5.4677528645,6.794577817,5.110416751,10.4353997,9.772677934,11.78113439,7.07032108,5.7202800815,12.30040269,5.440463287,11.65143532,12.04524015,9.77172101,6.151834088,5.584965896,11.30856091,9.088311981,7.9574093308,5.4767225275,5.16585882033,10.1216597773,6.1512651555,6.12245617667,5.29712045167,5.22470066433,9.69182657867,5.693634181,5.80517071,5.352274105,6.461320332,5.476714818,5.733904229,7.210454923,5.628781795,6.6906065225,5.261165252,5.37574431,4.898101005,8.474558864,6.68769140167,5.507010655,5.281337762,5.564539174,5.120197693,5.707205677,8.97755484267,6.6803573705,6.676402561,6.176228636,5.223240318,5.873820117,5.130530665,8.107192387,11.538548,9.082208529,6.627793309,9.550891589,9.4840886445,6.358392415,6.093682064,6.470053303,5.67215039,6.0232776435,10.19872162,12.59230526,5.473633714,7.666687588,6.0664182,9.355461841,Control
4.9734036875,5.897247233,6.6365159435,7.148098063,5.724657944,12.31128435,6.993564335,10.337719898,7.516962875,6.658286918,6.679413681,8.597597398,4.485665872,5.677618038,6.391291392,5.689726348,7.947653191,6.090224257,5.23753738833,5.137030559,6.170531632,10.45750942,10.76919343,8.69237238,7.642829933,6.8308282135,5.301049141,4.849513012,7.5105573045,9.998851701,8.796592193,5.2629806275,6.606692869,5.51854399,10.86238187,9.630713575,11.47029296,7.434109452,5.36417017675,12.38074251,5.014814152,11.50023704,11.6217527633,8.778603769,6.469890553,5.0853848005,11.2772303167,9.278752093,7.9878450618,5.48068620525,5.44022144333,10.426308477,6.527023545,6.04769458333,5.39794912367,5.36272845933,10.691017995,5.140994603,5.792927725,4.748208435,8.973741217,5.605339686,5.748871259,7.225668073,5.637792259,6.47943359,5.275762522,5.68215979,5.316336975,8.584390499,6.24070564267,5.499695432,5.375918034,5.321757891,5.497142287,5.416352408,8.882604615,6.6358028665,6.4678002685,5.587673458,5.218792063,5.937527571,5.190823476,8.722390135,11.62848212,8.652051043,6.958932913,9.060480541,9.556057553,6.190817922,6.2344696845,6.023816023,5.612950486,6.2806176105,10.34930366,12.69883927,5.032994809,6.413632688,6.423120638,6.343457236,Control
5.157239126,7.606222204,7.5681815995,6.757360421,5.815070224,12.08630553,6.859476161,10.5431463085,7.537142914,5.83390919,5.930152602,9.210044899,5.451879748,5.251839337,5.655216748,5.528892615,6.915763256,7.230791729,5.20716348733,5.602951644,6.529708231,10.84461576,12.10567621,9.197893105,8.385475393,6.0566410755,4.971556485,4.756504979,6.91471303,9.061277435,8.711268495,5.6648312555,6.494171746,4.643595993,11.40394419,9.432772131,12.30526243,8.231886873,5.82491335875,11.64892389,5.196047562,12.00937212,12.4328424233,6.887498235,6.575694758,6.257402161,11.218616671,8.714658623,7.0894307086,5.595822893,5.156833457,10.81211709,6.568823204,5.69206175833,5.27823988733,5.164129077,9.72099418933,6.000795094,6.218350721,4.988243006,5.998088995,5.276507133,5.90527342,8.314312607,5.427447991,6.1256933725,5.196047562,5.201056716,4.927672792,7.646632733,6.35314852433,5.292792099,5.2209212,5.276507133,5.876769396,5.513686934,8.867882958,6.5600925975,5.7981775515,5.337721125,5.149758548,5.641698649,5.470546015,9.360694098,12.06042414,7.577740037,6.079490783,9.537636355,8.4750678465,5.427447991,6.6836249165,6.880995006,5.576606219,5.770626481,11.86074569,12.71111204,5.014814152,6.189632474,6.152087694,5.971492541,BRCA
5.2220349865,6.799220496,8.248473233,6.790319577,6.21830228,12.52742331,6.528184984,10.581626049,7.828646059,6.405231362,5.826428522,8.774277353,4.348444035,4.738973163,5.425938643,5.229790979,7.698359359,7.790610985,4.84179578467,5.537637384,6.345365879,10.90956333,10.84257057,9.253800886,7.752282163,6.1713175965,5.327517838,5.569484446,6.907104035,9.803614982,9.207844615,5.281910256,5.796510866,5.027807878,10.55627639,10.64514978,12.12065594,6.885535129,5.4646553635,11.744773,5.229790979,12.10354363,11.9507093633,5.39352882,6.368031123,5.6200932275,11.3597607767,8.357740164,7.322166587,5.12013790425,5.40363181,10.4451043927,6.60866319,5.92836779967,5.37885203633,5.461291788,10.2021711527,6.518854253,5.884360575,5.528267534,5.670168482,5.421737703,6.805328332,7.715929611,5.661643617,7.150427771,5.322839634,5.631549051,5.102250005,7.883225397,6.73899581333,5.670168482,6.095402957,6.685803961,6.767857117,5.426039925,8.552349278,6.965484196,5.632718325,5.407702206,4.802724808,6.248312457,5.139153532,8.760105424,12.28023003,8.3935655855,6.24498752,10.01630727,10.626510165,5.403021612,6.1187618665,6.2085325,5.627687994,5.8128305935,11.20858205,12.93836212,5.156043878,7.098982487,6.530800854,6.006865322,BRCA
4.7847814795,6.990674474,7.7603213985,7.210990588,5.851131391,11.98243759,6.908335947,9.8093092945,7.272725709,6.246413431,5.809164401,9.115954722,4.858119355,5.294109989,5.716175548,5.368428976,7.454260475,9.650235514,4.90274517033,5.845788019,6.456851828,8.611542308,10.00516175,9.100820741,7.4829312,6.211869299,4.969485815,5.074902758,7.043698385,8.90929393,8.61201467833,5.844763555,6.441496305,5.304521308,11.43117909,10.02677279,11.98934847,7.98642372267,5.457133202,11.37964115,5.16953547,12.16391545,12.04236405,6.425472417,6.09149423,6.2913648945,11.5555045387,8.891541557,6.8611236482,5.63184775375,5.362457095,10.5698849667,6.526125422,5.456773529,4.955243232,5.32470530933,9.81940436833,6.647750264,5.988691076,5.602001935,5.511128997,4.909306588,5.859106883,8.095424881,5.276693226,6.6456791705,5.332538997,5.738235001,5.464350722,8.420129842,6.39469361333,5.558582385,4.904256777,6.174132356,5.524197895,5.6013626145,8.787767491,6.4715114345,5.6294457825,5.962671199,4.649642211,5.647898183,5.276693226,9.025562565,12.18956987,8.3622978655,6.594328803,9.68790976,8.3731808305,5.301049141,6.234057094,7.276545808,5.826873374,6.1777170685,11.52169626,12.71693524,5.240515881,6.675890452,6.467284066,8.213372953,BRCA
4.997947623,7.328497945,8.9607456695,6.696275996,6.383536364,11.37035382,6.506728574,10.2967908845,6.904728314,6.152087694,5.495384375,9.223803305,5.173738339,5.079366726,5.460260315,5.641409649,6.670872637,11.03657221,5.05113609967,5.597915785,6.332981433,9.364594933,10.70640129,8.417495092,7.246814512,5.8868527975,5.305251227,5.077041333,7.1263689325,8.5896522,8.82288182267,5.847268108,6.4668668285,5.07383228,11.63501532,10.62223972,11.82192354,7.58004871633,5.86484047725,11.16916418,5.547674422,11.98210419,12.2801851067,6.053334703,5.942814302,5.9229246365,11.30625711,9.02738156,6.865177778,5.39462846875,5.66515054233,10.74449924,6.882179781,5.654113948,5.00553992433,5.20390445767,9.72600683067,6.080237268,6.061674282,5.782022708,5.771893004,5.034316149,5.985791427,8.03491053,4.800655715,6.090948927,4.988243006,5.775848104,5.193979903,7.621284726,6.135427533,5.391811746,5.229790979,5.720012484,5.751350738,5.7280596535,8.934366304,6.023625171,5.676905305,5.722200446,5.370784381,6.115985842,5.307438771,9.152627806,11.75528414,7.536922557,6.117700885,9.006810724,12.50335564,5.726293954,6.549194233,6.930799789,5.533727829,6.4562429415,11.69911488,12.64987931,4.907144547,5.524354632,6.791752628,5.982429644,BRCA
5.089378555,7.135609576,8.247227253,6.830360313,6.452822423,12.05450776,6.567237875,10.2833042595,7.245317684,7.35297282,5.626885346,8.75759096,5.217920145,5.501397992,4.837705203,5.852879802,8.671931209,8.467861387,5.03141554867,5.686195521,6.138840701,11.54512148,10.12880025,8.917537021,6.76042431,6.0972822555,5.371568663,5.109581261,6.7347825315,8.886520521,9.12620744833,5.661355418,6.0776124045,5.172938736,10.51995589,10.68629503,11.43832419,7.326118762,5.84203533725,11.66819594,5.094670216,12.14617574,12.2207445933,6.907675223,6.442492064,5.6212629585,10.474957662,9.151613494,7.0036304332,5.68218173225,5.28762326367,10.8441442767,6.590560051,5.758330464,5.25379531967,5.24420385367,9.42657950567,6.415746521,5.892762125,5.456815387,6.263978634,5.172938736,6.615670554,7.95691498,5.321757891,6.3105461925,5.471033986,5.705018031,4.898463837,7.779918143,6.82794277033,5.446761787,6.928669743,6.682507021,7.004644994,5.3060509195,9.01840760867,6.459501324,5.8486648255,5.136490053,4.57962047,5.929797653,4.555946662,8.890272733,12.05538931,8.566679518,6.485753349,9.243103231,9.451807344,4.91887665,6.1807120225,7.362340844,5.705018031,5.8358414595,10.51325413,12.44601199,5.196539425,7.21856596,6.781560119,7.653850253,BRCA
5.4653399735,7.434234403,9.5775018565,6.904427271,6.699819243,11.82446468,6.427820369,10.2474442945,7.331949525,6.369122367,5.584068992,9.221769032,5.497621346,5.1174393135,5.562403668,5.977057347,7.451254649,8.307247636,5.19897534933,5.6157532215,5.844493149,6.695092978,10.77554879,8.390815041,7.17273033,6.0356141115,5.551524668,4.674989884,6.5993611955,8.45292188,9.14021016267,5.480555394,6.0641177855,5.193782829,10.92093732,9.595686927,11.71457622,7.33359646733,5.7439396925,11.52630619,5.372961888,12.26010515,12.3922982933,6.204870044,6.088635217,5.523099184,10.95210528,8.902843217,7.003788491,5.60282398025,5.05415998467,11.05505062,6.7713449725,5.93546082467,5.10661899833,5.34388082567,9.34224352133,6.298892537,5.899182429,5.402254249,6.621286787,5.501288856,6.772153303,8.341164221,5.532793245,6.1597871345,5.115835678,5.693076567,4.732556676,7.098719371,6.69079792733,5.836562468,5.612213331,6.198941611,7.448118629,5.6787151995,9.258466301,6.2166346505,5.862625222,5.198898037,5.113337164,6.33289195,5.072332275,9.354090183,11.55392216,7.66665611,6.09909068,8.825389039,11.89811934,5.593959684,6.616753136,7.685521692,5.935819934,5.436440788,10.99848485,12.39294532,5.467777725,7.019788425,6.742953157,5.130530665,BRCA
4.922463603,6.223331437,6.364286878,7.048353701,5.823692844,8.501728854,7.081832585,10.35590611,8.493075988,5.59724157,5.980260273,9.31063614,5.255700175,5.322765098,5.696558124,6.010506426,5.762422735,9.490936656,5.137685633,5.2404755705,6.877625017,5.616777635,12.03158587,10.30286483,6.420007038,5.0579964415,5.027033758,5.20184089,6.4303488795,9.284894137,8.17602958933,5.6272753555,6.4563124775,5.893915038,10.58930965,10.11297736,8.747421913,7.20694549433,5.83350349325,9.38829779,5.616777635,9.657792328,11.3822101803,6.918031734,7.527987381,5.4083628385,9.95170859933,9.845502253,6.7185464612,5.2951767505,5.43058215233,9.937293281,7.6823197755,5.51002763267,5.487128543,5.21567192167,9.512586829,7.542337622,6.13976173,5.52701656,5.706262025,5.167730486,4.904256777,8.136146677,5.255700175,7.305777696,4.35206139,5.762422735,5.356153716,7.791197286,6.127634878,5.91922759,5.290397907,5.26763996,5.418874061,5.7935883905,8.91017192567,5.5290771255,5.6300144245,5.212385731,4.904256777,6.420007038,4.879597034,8.360530123,12.54548466,6.808045845,7.128925197,9.897543398,7.47269696,5.451714936,6.2767002425,8.723576586,6.232090496,5.5941412275,12.04611629,12.2610269,4.554108019,5.398154738,5.113545539,5.557280839,BRCA
