@relation thedata

@attribute 10136 real
@attribute 1056 real
@attribute 107 real
@attribute 108 real
@attribute 1080 real
@attribute 109 real
@attribute 111 real
@attribute 112 real
@attribute 113 real
@attribute 1131 real
@attribute 114 real
@attribute 115 real
@attribute 1179 real
@attribute 123745 real
@attribute 1357 real
@attribute 1358 real
@attribute 1359 real
@attribute 1360 real
@attribute 1361 real
@attribute 1504 real
@attribute 1506 real
@attribute 1811 real
@attribute 196883 real
@attribute 219931 real
@attribute 22802 real
@attribute 23236 real
@attribute 23436 real
@attribute 23439 real
@attribute 26279 real
@attribute 2776 real
@attribute 2778 real
@attribute 279 real
@attribute 280 real
@attribute 30814 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 3778 real
@attribute 3784 real
@attribute 387 real
@attribute 391013 real
@attribute 4218 real
@attribute 476 real
@attribute 477 real
@attribute 478 real
@attribute 480 real
@attribute 481 real
@attribute 482 real
@attribute 483 real
@attribute 486 real
@attribute 487 real
@attribute 488 real
@attribute 489 real
@attribute 490 real
@attribute 491 real
@attribute 492 real
@attribute 493 real
@attribute 50487 real
@attribute 51032 real
@attribute 5319 real
@attribute 5320 real
@attribute 5321 real
@attribute 5322 real
@attribute 5330 real
@attribute 5331 real
@attribute 5332 real
@attribute 5406 real
@attribute 5407 real
@attribute 5408 real
@attribute 5578 real
@attribute 5579 real
@attribute 5582 real
@attribute 5644 real
@attribute 5645 real
@attribute 5646 real
@attribute 5874 real
@attribute 5879 real
@attribute 5906 real
@attribute 5908 real
@attribute 6262 real
@attribute 63036 real
@attribute 6344 real
@attribute 64600 real
@attribute 6522 real
@attribute 6548 real
@attribute 6558 real
@attribute 683 real
@attribute 7220 real
@attribute 760 real
@attribute 81579 real
@attribute 8398 real
@attribute 8399 real
@attribute 84647 real
@attribute 8671 real
@attribute 8681 real
@attribute 8766 real
@attribute 886 real
@attribute 952 real
@attribute 9545 real
@attribute 9635 real
@attribute DependentVariable {BRCA,Control}

@data
4.9558692135,6.227573227,8.2081635635,7.149597572,6.094875369,12.63069834,6.614529956,10.327292123,7.377212971,6.499212576,5.645450388,8.748277668,5.309623002,5.2037195755,6.18041208,6.057131398,7.91289102,10.48215278,5.234318606,5.218063317,6.192791506,6.507244111,10.97207892,8.247323644,6.981713185,6.8772890085,5.26866948,4.840477407,7.445801364,9.668318219,8.533866741,5.5159757575,6.473425294,5.346435058,10.99802289,9.844635599,11.35799469,7.20587596833,5.593684478,12.37603319,5.110416751,11.68222884,11.74617161,7.573838635,6.305838886,5.171511767,11.0075662667,8.881298397,8.1654550638,5.76249236625,5.21451269367,10.368230238,6.201923574,5.612179357,5.08645408233,5.44705215567,10.711809069,5.790192895,6.248976526,5.368428976,9.972804328,5.689167221,6.31084507,7.476788978,5.876585242,6.9141724395,5.692518737,5.190230876,4.602195245,8.688181342,6.21136540967,5.313256056,5.692518737,6.26913194,5.720012484,5.339756985,8.85850435833,7.005431822,6.582741757,5.689167221,5.2209212,6.089906589,5.516024013,8.694898579,11.49398064,8.452766178,6.992431746,9.13253901,10.963746465,6.001133,5.9973155525,5.934641074,5.901658111,5.6204611975,9.970178212,12.67947906,5.739045575,5.927073476,6.680046949,5.890331925,Control
5.321425448,5.737356364,6.3425008425,6.461320332,5.648473532,13.03258307,5.841225451,10.2384186075,7.013074525,7.270111035,5.65593226,8.080472632,4.61298674,5.420625092,5.424931532,5.76593995,7.659783886,9.361566127,5.081578289,5.082621049,5.52873637,7.097666426,10.9073904,8.715825713,7.919401353,6.8906417385,4.893618555,4.708480413,8.180387697,8.930930318,8.84345400733,5.5577193315,6.639653159,4.937593039,10.75503384,9.525335383,12.08864757,6.97755124467,5.442418216,12.57624761,5.398154738,11.75371412,11.7601478967,8.499737407,6.107327595,5.404814027,11.0786587633,8.993477034,7.6774776296,5.667460738,5.07406475433,9.85838642367,6.903734634,5.65607024067,5.53068421767,5.37157907167,10.514956205,5.821079567,6.432128971,5.473633714,6.6596432,5.663779561,5.804719114,7.453231788,6.036839159,7.100683958,5.7109519,5.254944744,4.992554604,9.433471275,6.479820979,5.115003321,5.636777762,5.171138007,5.234205502,5.4385523395,9.23532012167,6.434568757,6.355006684,6.017928169,4.443012817,5.932044187,5.714802736,9.011647369,11.84250171,9.120272962,6.1044474,9.110745023,9.558696607,5.644873832,6.074195938,6.353195907,5.899424146,5.457316777,10.89604874,12.53965448,5.115003321,6.35856824,6.511440859,6.637136088,BRCA
5.217834802,6.380249461,7.5711783515,6.767195028,5.766735111,12.19349773,6.323194968,9.769915947,7.338293201,7.135045173,6.0290173,8.026856932,5.363969359,5.4820486345,5.219566658,5.748602952,5.844744204,6.837000658,4.70007887067,5.1306681325,5.687068563,8.221515981,9.496554786,8.543090924,7.924576673,6.771545835,4.790265497,4.991874681,7.6220252555,9.213384421,9.29076107,5.645976432,6.1880275535,4.838713892,11.137683,10.74066222,12.01135666,7.11850523933,5.829450757,12.07257321,5.515393331,11.77742394,12.3780996267,5.72110688,6.059188284,5.6687672635,11.3381346567,8.935534242,7.590935683,5.53236536425,5.44803807833,10.260641451,6.4085077895,6.23649684267,5.630551509,5.51588902867,9.46678584833,6.193580184,6.015532832,6.004058206,5.760494586,5.682862067,5.173838258,7.462177348,5.98687237,6.8982166245,5.496822826,5.283469238,4.303759001,8.48506563,5.889051372,5.434470814,5.383800396,5.161092822,5.079816751,5.630756882,9.280236709,6.699751273,6.466000385,5.664561948,5.359671604,5.838328613,5.329313116,8.99655902,12.09766027,9.203172904,5.329313116,8.713129681,9.1578235905,6.257770271,6.225222865,6.403868968,6.376000002,5.897498289,10.58594865,12.30490464,5.403788568,5.519330581,6.91701733,7.318454968,BRCA
5.05781536,8.154072682,7.0913602235,6.763813641,5.749541809,12.23565236,6.331145921,10.3820872935,7.478529234,7.91055448,5.876032641,8.120096744,5.442289366,5.275502987,5.30196368,4.667062321,5.82324701,5.682019293,4.92142771167,5.1772268595,5.994246645,11.97142151,10.39270411,9.258413586,6.132222731,7.226006717,5.568952692,5.229406468,8.477277703,7.435526765,8.629147321,5.251851209,5.8336716705,4.904979261,10.00164081,9.439182162,11.97218475,7.26137170967,5.6207514905,12.17972416,5.499695432,11.38023121,12.0413844233,5.460424154,6.037388399,4.908661704,9.415136053,9.524248408,7.1937672274,5.29784002825,5.544400339,9.32155651667,5.756546821,5.84054187167,5.10139122367,5.10145987467,9.36793236433,5.759562832,6.988744679,5.432467779,6.594776658,5.460424154,5.108536217,7.601141445,6.1476177,7.2768077175,4.151027186,5.372439586,5.233822166,9.211511834,6.312672729,5.36790503,5.59291388,5.357737827,5.322298864,5.57393957,9.422761191,5.6556447465,6.3700012095,5.432467779,5.01682082,6.209020126,5.193979903,8.696325232,12.00568429,9.803902227,5.549369797,8.448096813,9.7689666565,5.574564199,6.512188232,6.816507311,5.863140121,5.773682831,11.09339134,12.20624983,5.36300567,5.693773551,6.97286817,7.279381043,Control
4.930802394,14.85435466,7.084991265,6.854560258,5.361953639,12.7347446,5.680472929,9.671974648,7.297193996,6.580602003,5.824138541,8.28785217,4.988243006,5.416694716,5.455665247,5.238033268,7.086616932,5.371568663,5.75373909367,4.8809312505,5.773740066,6.563276843,9.358629843,7.858759848,8.59882588,6.848015995,5.305251227,5.636197729,7.8127938485,9.924501194,9.35589447533,5.10800607,6.776795021,5.541492575,10.864964,9.689574849,11.58766984,6.58289058467,5.89924090925,12.74633592,5.228252321,11.93990341,12.0522698633,7.181900437,6.192791506,5.407338246,11.0671163433,8.886703411,7.6579137982,5.411301389,5.409370693,9.71733403867,5.967628998,5.83725275933,6.53015467367,5.347565136,9.855146835,9.731989781,6.281888889,5.83744581,8.905673654,5.599028548,5.902080364,6.773076963,5.887775801,6.6548276045,4.980952113,5.377654117,4.182400944,8.977409535,7.50900425433,5.333791561,5.249266367,5.221114603,5.455665247,5.5782743595,9.29741101033,6.4308542,6.499527711,5.601110562,4.688199455,5.856743757,5.182107523,8.854962736,11.58443655,9.0886782065,6.067225269,8.352927454,9.6715876845,5.989826604,6.518443469,5.925412759,5.504788206,5.501472874,9.802112873,12.33362227,5.140381174,6.617471597,6.87098459,6.824675979,BRCA
5.2065054875,6.895366625,6.50402659,6.543500233,5.409400483,12.65857307,6.872247394,9.753034207,7.806535324,6.603185402,6.352798794,8.529822044,5.566519317,5.506526572,6.255789266,5.557510609,7.927542616,6.147821182,5.15242009567,5.232316355,5.70895367,9.342986415,10.16002932,9.139833421,9.954407582,6.727722821,6.050290137,4.721662605,6.8315434305,10.54993411,9.078168623,5.850204843,7.193926466,5.156043878,11.45443311,9.814991395,12.06588572,7.14062221833,5.5982912595,13.08540943,4.985513237,11.88820491,12.5635974,6.847624679,6.2181085,5.3785945915,12.1145166367,8.792953849,8.0926699198,5.25698314425,5.35639246467,10.680999606,6.18973244,6.112848442,5.280177379,5.25956805367,10.448206756,5.353244986,5.972756545,5.14017664,7.21972788,6.376000002,6.024591871,7.658927519,5.94872421,6.9752829565,5.057462456,5.098043929,4.44414752,8.467749328,6.98490046733,4.940884687,5.527329405,5.066316611,5.275017526,5.398824444,9.14697742367,7.3002942325,6.8410633585,5.437137209,5.283098773,5.840847932,5.334685584,9.269361142,11.98277091,9.3234092765,6.472573571,9.357079711,9.993060077,6.394896188,6.07383167,6.064587171,5.093825554,5.9464134385,10.25398074,12.82636383,5.424175738,6.361510132,6.244178877,9.004375772,BRCA
5.248600781,6.616038296,6.201503818,6.456482249,6.219367603,13.34505663,5.057462456,9.1297731835,7.967285529,8.018076529,5.779661087,8.167494826,4.970176368,5.7231049945,5.993341073,5.779661087,5.551986008,5.689866096,4.98954021233,5.1556291075,6.288871263,11.70655442,9.341019005,9.409094477,5.405661632,7.4861886795,5.205168882,4.567828407,8.4336189565,7.39744174,8.46320594233,5.701975355,5.616430635,5.438302209,9.557684409,7.511675823,12.23463043,7.69304503333,6.073312922,12.27941189,5.014814152,11.5228538,10.9018499343,5.682019293,7.481256805,5.4209960565,8.83242227333,8.710342497,7.77673562,5.3340312765,5.20944767433,9.43648997933,6.2602490325,6.13374709867,5.08308306267,4.97097523667,9.83469568533,7.230263367,6.90289097,5.014814152,6.139659422,5.333433796,4.77796061,6.111350232,5.48205062,6.945356743,5.477281673,5.201056716,4.754902895,9.024558716,6.81582852467,5.832707292,5.371568663,5.928850697,5.709711946,5.6164190285,9.62804284167,7.2132301705,7.062352436,5.375918034,4.675131059,5.520352508,5.201056716,8.534916724,12.46971692,10.515467159,5.333433796,8.390922492,9.670242546,6.165867356,6.0879165975,7.988231821,5.626739362,5.2510023165,10.63491565,12.5708958,4.805564985,6.488889022,6.272028439,7.278707598,BRCA
4.8751060715,6.056264462,7.6188571805,7.109938036,5.826809832,12.39966386,6.091811548,9.643814388,7.667823176,6.988971848,5.862458365,8.80888466,5.2209212,5.852605391,5.69600164,4.903774919,7.868546526,9.301679735,4.84122798433,4.679254387,5.130324729,7.507876136,9.812386363,8.723132848,7.258450908,6.719520862,5.920180882,4.908346081,7.178770695,9.665460782,8.875123686,5.512207445,6.5008011985,5.023045997,10.66388964,9.583290187,11.37383049,7.39987593767,5.740905809,11.89259415,4.867045482,11.67950002,11.77433084,7.766961362,6.47143593,5.8222575895,11.6829085233,8.934251932,8.060705661,5.71394497725,5.27433675933,10.2767326833,6.092267507,6.107408106,5.33571378767,5.210388539,9.86699508667,6.068354407,6.140988854,5.517599514,7.542337622,5.891304496,5.887897624,6.898937271,6.202570157,6.5861642735,5.277995204,5.619127766,4.632010888,8.419813926,6.87117032933,5.495064524,5.937939457,5.937939457,5.887897624,6.0305173435,8.82865486733,6.7375606535,6.2456860685,5.563776856,5.057679059,6.409989636,5.354038858,8.709033072,11.41027128,9.1602042195,6.051486983,9.315874762,10.896852955,5.392842236,5.8864404035,6.918538669,6.001358226,5.825548677,10.04775483,12.57347448,4.590728995,5.865554662,6.365014999,6.193087311,Control
5.2353279765,6.364927481,8.092918242,6.816347305,6.000682441,12.05932765,6.099511534,9.557649091,7.357466507,8.215303806,5.813403636,8.17986074,5.46083367,5.0692057385,5.488973851,5.536838744,6.647606376,5.550909319,5.113354706,5.651557636,5.872096916,11.83377967,9.898586698,8.391438147,7.650946042,6.995146243,5.292976103,5.221694654,7.320817348,9.303998235,9.29028807333,5.703368893,6.731854231,4.742156708,10.78521972,10.67301333,11.74966846,7.22534794767,5.76130841175,12.60350703,5.05203679,11.73344556,12.3698481033,8.920911903,5.838328613,6.229757997,11.8796742633,9.169130251,7.891337482,5.4692828215,5.12132283167,9.858911688,6.099231096,6.202317279,5.15924877967,5.12111428933,9.016815507,5.563776856,6.203304562,5.801553978,5.818908863,5.847816088,5.781235931,7.321975714,5.352274105,7.024481502,5.835425946,4.961636349,4.790265497,8.419971893,6.13414385767,5.606746643,5.522472662,5.298485344,6.095613938,5.0590880355,9.29235500067,6.6237057305,6.516538676,5.253432694,5.298485344,5.922323489,5.39361462,8.812948295,11.72159494,9.8392008,6.116245828,8.49064145,10.349992835,6.058214335,5.700402949,6.077249008,5.956585975,5.301831852,10.06457475,12.36089516,5.38371401,6.459846026,6.328859459,8.786482932,BRCA
5.174311392,6.878728789,7.599297253,7.016310012,5.886678931,11.61491238,6.072647808,10.0619138165,7.247645413,7.830675431,5.659004925,8.633940747,5.427112717,5.5754035815,5.700724934,5.476390801,6.323194968,9.975440003,4.97674014067,5.216145798,5.856743757,8.356123034,9.608828239,8.952647436,6.762651532,6.432879816,5.531078267,5.139972076,8.1503973525,8.352640608,8.55731348,5.551220982,6.530679344,5.665486041,11.44285036,9.67905828,11.77144213,7.24049622033,5.76176221,12.28213433,5.570775033,11.56978693,12.0528531,7.510370809,6.137304345,5.5306956595,11.8340178433,8.786074471,7.6172088754,5.003627072,5.22803032367,9.47126387767,6.0079720495,5.95312868933,5.33830312267,5.07544030967,10.0924974777,5.741744206,6.678428044,5.308713308,5.822354928,5.838328613,5.215689515,7.469827229,5.586623085,7.1430110225,5.476390801,5.644152813,5.328236218,8.01888328,6.39658479233,5.139972076,4.926961585,5.416004724,6.177724116,5.8007007265,9.23513699733,6.458550254,6.496219087,5.564234295,5.007544524,6.169980729,5.091923254,8.976994451,11.86526555,9.629410165,5.368603583,8.489166708,8.715547198,6.023594275,5.8513197535,6.746114963,5.748737112,5.682893787,10.95951862,12.31194418,5.644152813,5.675964969,6.097511381,9.233218881,BRCA
