@relation thedata

@attribute 10000 real
@attribute 10211 real
@attribute 1029 real
@attribute 10487 real
@attribute 10580 real
@attribute 10971 real
@attribute 207 real
@attribute 208 real
@attribute 2151 real
@attribute 2319 real
@attribute 23476 real
@attribute 2810 real
@attribute 2885 real
@attribute 2931 real
@attribute 2932 real
@attribute 3484 real
@attribute 3636 real
@attribute 3667 real
@attribute 4012 real
@attribute 50855 real
@attribute 5163 real
@attribute 5269 real
@attribute 5290 real
@attribute 5293 real
@attribute 5295 real
@attribute 5540 real
@attribute 5594 real
@attribute 5595 real
@attribute 56288 real
@attribute 5728 real
@attribute 5770 real
@attribute 5894 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 6198 real
@attribute 6464 real
@attribute 6517 real
@attribute 6654 real
@attribute 6655 real
@attribute 7529 real
@attribute 7531 real
@attribute 7532 real
@attribute 7533 real
@attribute 7534 real
@attribute 8471 real
@attribute 8660 real
@attribute 867 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,11.4712435,6.348705253,13.1958974,8.994564082,13.50065522,9.746089281,7.466690585,5.7820869215,12.8538437,6.28016555233,8.516429993,9.4954151895,6.656643396,10.00381342,8.1194355205,11.24851188,10.10813927,6.39902218067,6.8014918265,7.374389909,12.67483341,6.685313404,8.467616885,7.0703331436,5.235163396,8.27215776867,11.634256725,5.994133479,10.48283344,11.09785784,10.11570732,6.75911088,7.65857270567,6.52702968625,10.80480483,9.15105029633,5.689167221,8.001564595,7.867620258,11.115513174,7.09786273433,9.3985942475,13.24583793,10.0952864045,6.521683367,12.08367055,7.886226753,7.16387589625,Control
5.94776533325,11.07296681,5.79053164567,13.00770101,8.100563197,13.29267684,9.68028616833,6.43012268,5.9553677195,12.70768381,6.566734832,8.608616259,9.5539178325,6.263509238,10.79867858,5.526443797,11.64681981,10.01141636,6.16456564733,6.737760397,6.82117167,12.80969082,7.098719371,8.699078855,7.6111323212,4.905220009,7.85669691467,11.27623323,5.919108385,10.32512022,10.92233559,10.34726733,6.746992115,7.51923145167,6.64235424625,10.83272413,8.42779587067,5.667687262,7.481398095,7.609956448,10.8888014215,6.614172522,8.4722738185,13.03973478,9.889935938,6.213741562,11.11317258,7.645116667,7.17118701125,BRCA
5.52044016575,11.0249286,5.34429371167,13.23871974,7.1405365504,13.56248158,9.69256516467,6.416760061,5.460683325,12.97428108,6.91433093067,9.055378109,9.480270588,7.147411327,10.42204403,6.1137081595,11.729846,9.532322378,6.06223987167,7.290014311,6.742616386,12.61090263,6.212526175,9.063247518,7.448654099,6.203891817,8.11094053067,11.198356615,6.234487549,10.4297627,10.94914844,10.45388564,7.136685014,7.197314467,6.2422901355,10.9243451,8.45925672733,5.690704299,7.228580927,7.575257723,11.252028628,6.83129561633,8.230995629,12.90606669,9.9154335515,6.053334703,11.22600587,7.644869593,7.03238297825,BRCA
5.58777326775,11.13481472,5.62556244233,12.90606669,7.201491944,13.18898907,9.98949733167,5.863140121,5.22672559,12.97428108,6.46140316667,9.574508914,9.432546201,6.947903173,11.11828268,5.7058474765,11.81694975,9.129946971,6.47673575733,7.9321150915,7.875812501,12.83066776,5.584068992,8.649598507,7.6522265588,5.725748823,7.98209816267,11.274247985,6.708398067,10.18190731,10.74552751,10.09500831,7.5978930125,6.97936211167,6.33404855075,11.19937192,7.73867912133,5.801553978,6.648325671,6.838009842,9.6891460585,6.28271338533,8.3727076055,12.89668817,9.348023424,6.175580113,10.31178269,7.1870936865,6.55593589375,Control
5.87271996825,11.18656944,5.72645123933,12.90606669,7.8104902422,13.29757193,9.506100771,6.860966288,5.762619543,12.74323457,6.87771033433,9.045569331,9.66718229,6.836369559,10.40311354,5.388810209,11.05745385,9.959676393,6.57539750967,6.559059008,7.242581369,12.72208073,7.405441727,8.565760069,7.950268865,4.988243006,7.82991936767,11.21839075,6.114372881,10.27256013,11.08348284,10.22872886,7.021079646,7.28840672033,6.76922237325,10.47933595,8.10318445333,5.981630781,7.634958261,7.652900753,11.277560598,6.57751783767,9.100624738,12.87894279,10.0235137525,5.828587949,11.49594259,7.59092276,6.99171327025,BRCA
6.0241266485,11.27871096,5.244334811,13.19318117,8.3400575382,14.10257573,9.688092646,7.477052175,6.0651547395,12.96626215,7.10252079533,8.739562185,9.9164802245,6.770634576,9.953578497,5.849630117,11.4706641,10.00182726,6.716944666,6.9946221675,6.583726382,12.76004735,7.460253403,8.146264608,7.4183463498,5.249266367,8.18650002,11.07534033,6.246603446,10.16250498,11.71457622,10.624983,7.5246001185,7.361977291,7.19245125,11.22643043,8.70127661067,5.889480387,8.19601328,8.522033306,10.678516145,6.67180329633,9.290985796,13.51771248,10.8386970845,6.216799806,11.69149721,7.9410335545,7.00999639125,BRCA
5.88751933675,10.78457782,5.81224373133,12.46365343,8.0118703498,12.51339458,10.0480993307,6.742953157,7.3808563405,12.94803322,7.34055646467,10.03996125,9.167523377,6.72267478,12.02630394,5.913357003,11.5568558,8.873183485,6.82160382733,6.700055644,8.139859715,12.85954552,6.662423158,8.302457433,8.3350079456,5.451550105,8.451561107,11.151396135,5.682019293,10.31455241,10.92879244,9.961088297,6.923040761,7.46619594767,6.5621458705,11.68974045,8.36198243367,6.082580853,7.292025067,6.760091594,10.2755669945,6.349076575,8.2565850245,12.11865571,9.2605399885,6.662423158,9.882139059,7.242328474,7.10702874775,BRCA
5.55851851825,11.28537059,6.476135957,13.18602605,7.7903724246,13.71343219,9.436876068,6.689303092,6.4700891925,12.65135565,6.381469908,8.630450181,9.1611827995,7.289814009,9.584981814,8.0264688,10.87563823,10.47490271,6.61833519433,7.0758149195,7.255408968,12.66269848,6.020263967,8.452633655,7.757716558,4.738243253,8.171538624,11.40345044,6.007201809,10.71573921,10.68230579,10.12277013,6.824884907,7.49696018667,6.575528975,10.38915837,8.53051419067,5.931807875,7.787382059,7.907583411,11.313560577,7.28095493367,8.636048659,13.15586736,10.193168701,6.220915761,11.73537632,7.794277783,7.09973287325,Control
5.650041658,11.36309182,5.35894690833,12.94317143,7.4007412088,13.52549699,9.58057105933,6.500527718,6.184315282,12.68048706,6.804588139,8.752398314,9.3657406255,6.70684521,9.460251675,8.335359875,11.06986277,9.964760013,6.273388714,7.145255335,7.076765168,12.6218253,7.205282841,8.407417683,7.6719006758,4.95444207,7.91861634733,10.99057863,6.440873838,10.36365325,10.78374334,9.9831294,7.242305488,6.894570391,6.443440984,10.83540327,8.16926655967,5.950124992,6.878728789,7.65031782,10.898757498,6.842406496,8.93960735,13.13820464,9.9899662245,6.095613938,11.64430934,7.465168109,7.18183415025,BRCA
5.56331123875,11.15310882,5.788030138,13.04201932,8.4197805262,13.21182067,9.75364579767,6.827314517,5.342023225,12.95548196,6.97782589833,9.030143702,9.70078824,6.408334517,11.10846093,6.1869628445,11.41782366,10.08180334,6.355664473,6.9288984445,6.954839344,13.12486126,7.606018576,8.72987657,7.3060563712,4.883390185,7.74245236133,11.551814785,6.536368163,9.653830832,11.13901746,10.28660429,6.8978346455,6.81342298733,6.26822091,10.84783275,8.39504068233,6.047566334,7.4960371,6.965931792,10.8706706855,6.90458015633,9.2874717905,12.77284039,9.7911964135,6.088741207,11.1050886,7.356733999,7.09000222,BRCA
