@relation thedata

@attribute 1277 real
@attribute 1278 real
@attribute 1280 real
@attribute 1281 real
@attribute 1282 real
@attribute 1284 real
@attribute 1285 real
@attribute 1286 real
@attribute 1287 real
@attribute 1289 real
@attribute 1290 real
@attribute 1291 real
@attribute 1292 real
@attribute 1293 real
@attribute 1297 real
@attribute 1298 real
@attribute 1299 real
@attribute 131873 real
@attribute 1398 real
@attribute 1399 real
@attribute 256076 real
@attribute 2885 real
@attribute 2886 real
@attribute 2889 real
@attribute 3265 real
@attribute 3845 real
@attribute 4690 real
@attribute 4893 real
@attribute 5045 real
@attribute 5154 real
@attribute 5155 real
@attribute 5156 real
@attribute 5159 real
@attribute 5290 real
@attribute 5291 real
@attribute 5295 real
@attribute 5296 real
@attribute 5327 real
@attribute 5335 real
@attribute 5340 real
@attribute 5594 real
@attribute 5595 real
@attribute 56034 real
@attribute 5604 real
@attribute 5605 real
@attribute 5781 real
@attribute 5894 real
@attribute 5921 real
@attribute 6654 real
@attribute 6696 real
@attribute 6714 real
@attribute 6772 real
@attribute 6774 real
@attribute 6776 real
@attribute 6777 real
@attribute 6778 real
@attribute 7057 real
@attribute 7058 real
@attribute 7059 real
@attribute 7060 real
@attribute 7529 real
@attribute 80310 real
@attribute 8440 real
@attribute 9564 real
@attribute DependentVariable {BRCA,Control}

@data
11.18792748,12.346326125,6.4470361495,12.216605,13.17957018,10.06394142,5.5662848295,5.323380202,8.7528568605,10.91092396,11.47495072,12.33362227,9.898196947,12.76221708,5.18308653925,7.78313105,5.66449084,9.246806572,10.9291550067,12.02214941,5.243565552,9.4954151895,6.82020416933,8.096419889,7.4423513115,6.8286116825,10.98495975,8.74899041,8.461204311,6.70121473533,8.08474537867,10.73337264,12.86051578,6.685313404,7.339184439,7.0703331436,11.7240492,11.68808867,7.6745180755,5.742552812,8.27215776867,11.634256725,8.660897184,10.49127719,11.44994835,11.64123906,10.11570732,7.65896220633,8.001564595,9.752694415,6.75911734333,10.31346778,11.45883824,11.46083484,9.961088297,9.701471572,12.26985874,12.52245777,7.42286607,10.48083592,11.115513174,10.086863984,8.433473539,8.887952536,Control
11.10029786,11.8557988,5.9713633395,11.92203438,12.03104303,9.662846866,5.521636581,4.783471516,8.456458626,10.11091427,10.35566524,11.61234802,9.321342412,12.10265499,5.52423894175,9.038590591,5.44742319,8.113040342,10.8430461553,12.15020274,5.553829893,9.5539178325,7.70625733267,8.308590396,7.8897640555,6.4300637355,10.84149381,8.474680533,8.201463713,6.927342899,7.53677712533,10.73397278,12.72067933,7.098719371,6.741201091,7.6111323212,12.12504541,11.90369558,7.862876923,5.013251478,7.85669691467,11.27623323,8.433753511,9.559434991,11.52169626,11.64123906,10.34726733,7.532686946,7.481398095,7.782233666,6.586005659,10.329653278,11.6077021567,11.3989816,10.15001415,10.00164081,10.93386418,12.34365079,7.995118605,10.06394142,10.8888014215,9.2562959815,8.724393685,8.931846371,BRCA
9.860497734,10.173210653,6.9760023485,10.59124676,10.65812692,8.511012465,5.6717042015,5.395243853,9.016602648,9.319317118,9.009465537,10.72100969,8.64777012333,10.4773236305,5.649486727,8.979290227,5.973043665,7.353634535,10.353336411,12.31403378,5.788040457,9.480270588,8.21755960667,8.06587291333,7.856102429,6.720661627,10.64831289,8.690112479,8.280957618,6.43184992733,7.226160153,10.053395164,11.31253714,6.212526175,6.813047234,7.448654099,12.67203307,11.42560159,7.7021225845,5.038053386,8.11094053067,11.198356615,8.399610251,9.65317699,11.72288448,11.37070935,10.45388564,7.43491518133,7.228580927,9.310909176,7.22912163867,10.0589241477,11.5512263767,12.10466109,10.28344757,10.53976977,11.57272404,10.98935922,7.538307535,7.589503452,11.252028628,9.1652272555,8.9589157885,9.151968584,BRCA
10.35208789,10.217931663,6.454329321,11.37897501,12.43530962,9.841761329,5.6567520235,5.754627826,8.5825771995,9.863040638,9.952104605,11.00415042,8.707843734,10.419140134,5.2388699405,10.14723709,5.896157544,7.429367247,9.24789131367,11.37479785,5.963942952,9.432546201,8.13014295033,7.75608816367,8.398114105,6.243898751,10.73945599,8.847629866,7.976365247,6.29958050633,7.314341457,9.4016975135,11.45985565,5.584068992,6.506054132,7.6522265588,12.52623397,10.65984455,8.054801422,5.307438771,7.98209816267,11.274247985,8.75727426,9.580847928,11.42772678,11.77608148,10.09500831,7.53095120333,6.648325671,7.807239546,6.91032494133,10.100698262,10.720960379,11.96551025,10.10956988,10.64202486,10.57445661,9.335111797,8.938859983,9.131690517,9.6891460585,7.583639434,8.508698179,8.943878208,Control
10.04873245,11.121158615,6.0144919555,11.4905076,11.48468963,9.517187651,5.406455813,5.806975681,8.0194344075,9.65538364,9.715962473,11.31140223,9.18175458767,11.59032143,5.3105938385,8.605054541,5.890331925,7.353458107,11.076519951,11.90965135,5.936173404,9.66718229,8.024771969,8.12260925067,7.697637374,6.8833304115,10.86805107,8.770532686,8.4332945,7.33859063467,7.39241541167,10.594310045,11.9729763,7.405441727,6.944393257,7.950268865,11.96427598,10.46549017,7.930765467,5.073618089,7.82991936767,11.21839075,8.742748263,9.966174165,11.8471671,11.54684638,10.22872886,7.41149949233,7.634958261,13.602670365,6.72839437467,10.5729125313,11.54329104,11.9164133,9.833894617,10.10887108,11.52882293,11.03947449,7.773437814,8.822746975,11.277560598,9.2346014295,9.1700397085,8.86238252,BRCA
11.02694718,12.98729249,5.7877554035,12.95796723,12.15911615,9.981902989,5.372043052,5.80774855,9.089106031,11.00615443,11.22308177,11.63216835,10.015259704,12.46089721,5.5867722415,8.615483544,5.75429377,6.68159377,11.51028325,12.34480084,5.883261105,9.9164802245,7.15187721367,8.40450445433,7.3388634815,7.019536675,10.69407078,9.445243095,7.818472134,6.96108608367,7.26030069533,10.813430195,12.55918115,7.460253403,7.80732453,7.4183463498,12.02694363,11.43475867,7.6687152575,5.460260315,8.18650002,11.07534033,8.441119412,10.23164154,11.5852209,11.95147243,10.624983,7.47462674233,8.19601328,13.4246398,6.38912935567,10.5815088053,11.6186680667,11.1888517,10.29596436,10.45090222,13.7210223,11.93520936,7.73696186,9.753910816,10.678516145,9.6945443665,9.2483995865,9.615648544,BRCA
11.77183206,13.612733115,7.3944454995,13.60771409,12.70613234,10.24008207,5.293021282,5.779661087,8.784683382,12.01041456,12.8619748,12.40655986,9.21351166867,12.02609217,5.272750167,9.729417293,5.850631456,8.93376524,9.54237477033,11.50866771,5.717889727,9.167523377,7.50182492433,8.232537209,7.9742866725,6.6232326,10.66366508,9.358008891,7.72720765,6.89649601933,6.684352383,10.86366497,12.84338824,6.662423158,5.996847001,8.3350079456,13.11366653,11.09442761,8.590203577,5.572140279,8.451561107,11.151396135,7.5011826,8.977681421,11.16076662,12.03524768,9.961088297,7.49866828033,7.292025067,9.198165957,7.54701473933,11.3817422673,10.620682972,10.72234672,9.214514093,10.14295619,11.00370783,11.90965135,8.850844048,9.65525393,10.2755669945,8.8788747695,8.534541428,9.176011741,BRCA
13.03513077,13.37481751,6.7299466855,13.30220126,12.13864308,9.484486155,5.8644482025,4.923875634,9.583290087,11.25835125,11.75371412,12.10651723,9.785212016,13.18429673,5.17433687325,8.962571525,5.574866903,9.739662964,10.4230262683,11.90894245,5.920180882,9.1611827995,7.76995200267,7.82778458767,7.7095138065,7.0670465565,10.92270353,8.993477034,7.679622822,6.60636141433,7.606488298,11.03550101,12.5617021,6.020263967,7.162847292,7.757716558,12.07897478,11.74423796,7.7549264415,5.725748823,8.171538624,11.40345044,8.477425503,10.00443156,11.28922369,11.28411575,10.12277013,7.22554449667,7.787382059,8.8762932985,7.00963552967,9.76574384767,11.4495990067,10.75261086,9.788616845,10.54158093,12.27296951,12.83574159,8.207967411,10.38358581,11.313560577,10.257051615,8.850359256,8.83089633,Control
11.21785793,11.83751796,6.146353637,12.35101106,11.59733576,9.528835552,5.8691149425,5.641409649,8.916717513,10.11428279,10.62124171,11.16513329,9.190040503,11.587207145,5.197265601,8.838022945,5.870125021,8.172253881,10.3226626667,11.86434298,5.503993644,9.3657406255,8.114530488,8.16675555833,7.94496816,6.5497902615,10.77967445,8.769533015,8.140562835,7.743697197,7.45408843267,10.45062521,11.93257475,7.205282841,7.428655643,7.6719006758,12.20624983,10.97842288,8.1175343725,5.244897759,7.91861634733,10.99057863,9.08121786,9.452231522,11.82274022,11.64347756,9.9831294,7.130488018,6.878728789,9.3186403255,6.85674479767,9.956344037,11.6033707233,11.94573106,9.93285737,10.145837,11.58397843,11.17704903,8.343475697,8.896847871,10.898757498,9.613363683,9.2112986685,8.641980482,BRCA
9.002738467,10.2600636325,6.192846072,11.06609443,12.32198735,9.798480357,5.873255617,5.853503721,8.383828745,9.471899285,10.029367,11.25261534,8.69052964467,10.481249025,5.2868411475,9.560390696,5.755429245,6.506133495,10.545324375,11.70471109,5.488652576,9.70078824,7.798260765,8.199921005,8.148239231,6.1985753455,9.980729078,8.271931157,8.434608552,6.83351091333,7.30480703767,10.182966585,11.42963442,7.606018576,6.850940421,7.3060563712,12.27296951,11.32802988,8.2287174245,5.336114869,7.74245236133,11.551814785,8.409816389,9.69476318,11.64681981,11.52775569,10.28660429,7.57770823567,7.4960371,9.409458719,6.973025285,10.3519697093,11.0351359567,11.45097165,9.955468697,10.21491439,10.78761308,10.30479083,8.034690481,9.960056657,10.8706706855,9.0638624115,8.5559283345,8.799282532,BRCA
