@relation thedata

@attribute 10125 real
@attribute 10235 real
@attribute 10298 real
@attribute 10725 real
@attribute 115727 real
@attribute 1445 real
@attribute 1493 real
@attribute 1605 real
@attribute 1841 real
@attribute 2048 real
@attribute 25780 real
@attribute 27040 real
@attribute 2885 real
@attribute 3702 real
@attribute 3706 real
@attribute 3707 real
@attribute 3932 real
@attribute 3937 real
@attribute 4690 real
@attribute 4790 real
@attribute 4791 real
@attribute 4792 real
@attribute 4793 real
@attribute 4794 real
@attribute 4795 real
@attribute 4796 real
@attribute 5058 real
@attribute 5062 real
@attribute 5063 real
@attribute 5335 real
@attribute 55294 real
@attribute 5594 real
@attribute 56924 real
@attribute 57144 real
@attribute 5788 real
@attribute 5894 real
@attribute 6654 real
@attribute 6655 real
@attribute 7409 real
@attribute 7535 real
@attribute 867 real
@attribute 915 real
@attribute 940 real
@attribute 9402 real
@attribute DependentVariable {BRCA,Control}

@data
5.85450143,6.829700439,6.78184004567,7.12731409333,5.02852761325,10.35004996,5.484014191,11.37070935,7.0835130385,6.0460148965,9.620316579,6.16999198125,9.4954151895,7.258945501,5.817758343,10.2343328,5.69019779725,5.934641074,10.98495975,12.34771002,6.613275006,15.00532806,6.709066159,6.748330821,6.192791506,5.201056716,9.037678125,8.225782395,6.572931815,7.6745180755,7.557410212,8.27215776867,7.228436626,6.06101575,5.552770925,10.11570732,8.001564595,7.867620258,6.878146348,5.75848104033,7.886226753,7.280935014,6.411176756,5.162704759,Control
6.609256782,7.132440219,6.96341635667,7.57036449267,5.12756106175,10.84346202,5.88043173,11.95147243,6.794023405,6.1752464015,9.802112873,6.40648214275,9.5539178325,7.361507665,5.309804873,9.714503602,5.74326863275,5.991981649,10.84149381,12.34109771,6.847355026,13.91249272,6.373840507,7.391761545,6.22776574,5.648473532,9.447476465,8.658878356,5.989031828,7.862876923,7.9259525615,7.85669691467,7.918686056,5.9152182985,5.761736804,10.34726733,7.481398095,7.609956448,6.418236866,6.016599109,7.645116667,8.193154688,5.313618859,5.313618859,BRCA
6.493459704,6.44233236167,7.053848853,7.19399695267,4.8134873835,11.26946293,5.912576056,12.10871075,7.309012323,5.6572200255,9.140447083,6.41266603775,9.480270588,8.430505998,5.379561399,9.488011381,5.8326297955,5.992548231,10.64831289,12.51631937,6.882157689,14.51605303,6.74855168667,7.403653582,6.053334703,6.234487549,9.822754492,7.83784169,6.451215749,7.7021225845,7.9194651015,8.11094053067,8.388922588,6.471963415,5.7813974245,10.45388564,7.228580927,7.575257723,6.805650779,6.474589657,7.644869593,8.37636907067,6.037388399,5.583918611,BRCA
7.035214588,6.82223412667,7.29161173667,7.11520144833,5.30738343825,11.31701417,5.785276045,12.23392978,6.511223551,5.8033952395,9.707333731,6.60893172225,9.432546201,7.852671704,5.59291388,9.831893516,6.064440107,5.651059765,10.73945599,12.26985874,7.43686989633,14.35403309,6.91424652367,8.142746712,6.605705905,6.056697995,10.03852848,7.70770520067,6.212477538,8.054801422,7.82524806925,7.98209816267,7.666368043,5.970444851,5.1671536775,10.09500831,6.648325671,6.838009842,6.327333135,6.072880996,7.1870936865,8.21299733433,5.706538322,5.057029153,Control
6.589056064,5.95115512367,7.17942935133,7.250688443,5.26637330125,11.32409911,5.963328695,11.96551025,7.1899139695,5.974060652,9.642061229,6.1514271285,9.66718229,7.248072547,5.283839608,9.455944203,5.91669616975,6.058214335,10.86805107,12.37603319,6.867992672,13.73047547,6.52162721267,7.427105645,6.823052312,5.699476154,9.507874464,8.07563913267,6.54048116,7.930765467,8.10743541975,7.82991936767,7.235083497,6.436155389,5.93158530625,10.22872886,7.634958261,7.652900753,6.328276055,6.01685906633,7.59092276,8.28606754333,5.593959684,5.885825234,BRCA
5.956992456,6.38529059,7.13014571033,7.35928076267,5.0775066595,11.07168041,5.52411756033,11.84561169,7.111104928,5.8945122075,9.990685863,6.35010843575,9.9164802245,7.637749928,5.694818396,9.831165155,5.66966000725,6.58079041,10.69407078,12.87483063,6.82836121733,13.77694807,6.160625593,7.759191003,6.248027763,6.068676855,9.3312535,8.35808952433,6.491536971,7.6687152575,7.445350942,8.18650002,7.486435083,6.593782925,5.9022013445,10.624983,8.19601328,8.522033306,6.682787905,6.03909155233,7.9410335545,6.930751522,6.062214149,5.222467693,BRCA
5.797798494,6.670813718,7.12335323067,7.43595589267,5.452205177,11.3382407,5.33689169033,12.01701203,6.4052164875,6.698930436,9.908633222,6.911552594,9.167523377,7.958293333,5.771893004,9.464617794,5.862304229,5.634383622,10.66366508,12.52075501,7.129972705,15.02279519,6.344653246,7.435068318,6.003271234,5.654644083,9.354305108,8.02893851733,6.952074702,8.590203577,8.1363201345,8.451561107,6.609404545,6.309891817,5.875906139,9.961088297,7.292025067,6.760091594,5.926361974,6.25570060267,7.242328474,8.51372939333,6.314112464,5.301415026,BRCA
6.408037244,6.53086701167,6.600449015,6.67244497167,5.243359144,10.5789154,5.84346610967,11.17361954,7.316612918,5.924917202,9.333972157,6.60829313375,9.1611827995,8.331030144,6.04385369,9.582283668,5.88068915225,6.601032076,10.92270353,12.20475003,6.370347138,14.22362506,6.20271008933,6.971661738,6.744434014,6.220915761,8.901176988,7.68379282967,5.447753778,7.7549264415,7.473068679,8.171538624,6.453069445,6.192045554,5.4118146555,10.12277013,7.787382059,7.907583411,6.739851899,5.73411668,7.794277783,7.87859624933,5.651777341,4.475747249,Control
6.724620005,6.17138796367,7.157131823,6.96379490667,5.34569502975,11.11718547,6.130189912,12.04072818,7.439240242,5.902567425,9.259696855,6.185912712,9.3657406255,7.095347239,5.688817657,9.544781489,5.81485113325,6.332533963,10.77967445,12.42766909,7.15645079333,14.37348409,6.496869675,7.718706032,6.729828466,5.950124992,9.625618044,7.77701585767,6.517673816,8.1175343725,7.5782527675,7.91861634733,7.520699455,6.4383506835,5.575716739,9.9831294,6.878728789,7.65031782,6.37387057,5.905664806,7.465168109,7.83390275633,5.802975918,5.656790406,BRCA
6.329935892,6.79995732567,7.26601424567,7.48523644667,5.3126441435,11.00749006,5.52352375933,11.58294888,7.2967897025,6.097307219,8.958930467,6.49154331975,9.70078824,7.573687183,5.508516797,10.08234238,6.225327925,6.414563156,9.980729078,12.09766027,6.83844174133,13.54172225,6.537366551,7.388170429,6.427443278,5.825538406,9.599773923,7.95022355167,6.373044025,8.2287174245,7.74964706725,7.74245236133,8.381198053,6.3266587065,5.35829187075,10.28660429,7.4960371,6.965931792,6.73809606,6.16140338633,7.356733999,8.282150397,5.909779853,5.144669712,BRCA
