@relation thedata

@attribute 10309 real
@attribute 10714 real
@attribute 2237 real
@attribute 23583 real
@attribute 328 real
@attribute 4350 real
@attribute 4595 real
@attribute 4913 real
@attribute 4968 real
@attribute 5423 real
@attribute 5424 real
@attribute 5425 real
@attribute 57804 real
@attribute 6996 real
@attribute 8930 real
@attribute DependentVariable {BRCA,Control}

@data
6.3376236415,7.2083497295,8.6356430945,10.06155384,11.860247565,5.28077853933,7.20369829767,9.153799716,7.862280933,10.26691568,7.558728975,12.66507944,8.824450546,10.1388748805,11.25294051,Control
6.543411328,7.3078710955,8.8318933355,10.1463972,12.13245253,5.292532206,7.45287893667,9.118734206,7.234342757,10.8129396,7.88603356,12.99332148,8.865378449,10.266475092,12.51339458,BRCA
6.5480430905,7.33191487,9.620597091,10.12017343,12.74342873,5.535786363,7.84354431833,9.376006585,7.854565194,10.84615266,8.575114814,13.23568448,8.72987657,10.2173037845,11.86917365,BRCA
6.785574294,6.472480484,9.0906394765,10.55708099,11.92434597,5.77680888833,7.782301121,9.500125395,6.606006159,11.23136237,9.123553123,13.52549699,9.24062507,10.2693194195,12.8554292,Control
6.540057221,7.2216641085,9.329909791,9.071489932,12.50752481,5.21905511167,7.309090149,8.914662525,7.7672310675,10.35669986,7.821010387,12.73729283,8.91062109,9.9802698565,12.08543106,BRCA
6.0357928015,7.523174648,9.476334725,9.869532589,12.382249835,5.62655114467,7.16284299333,7.773569684,7.634784038,10.75166563,8.467973436,12.65702034,7.992656742,9.2555921005,11.30524968,BRCA
6.913426407,6.6588492955,8.2961196055,10.69644187,11.40704581,5.33813977367,7.39461638267,9.611246684,6.7376305225,11.32409911,8.346005182,13.63244094,9.121676695,10.877865575,12.91933548,BRCA
6.7512992535,7.325273656,8.609435701,9.943892444,12.41858501,5.308348805,7.25691438633,8.901176988,8.041884692,10.74723656,7.539955806,12.59766508,9.20124246,9.864436016,10.76195031,Control
6.319620794,7.244781381,9.642109982,10.16197619,12.6923268,5.16059168133,7.28698373767,9.599160216,7.743082408,10.59348943,8.608200408,13.17297049,8.811664588,9.9149141085,11.15202194,BRCA
6.5133733505,7.099785483,8.75940589,10.51810261,11.846433465,5.061784792,7.334662445,9.204950795,7.5220444345,11.08467572,8.45693048,12.92825655,9.25541878,10.23937461,12.44601199,BRCA
6.531536112,7.463332523,9.107300824,10.34647526,12.105698375,5.68311577033,7.605547483,10.06234339,7.403104296,10.72598418,8.833563055,13.07564465,9.427680085,9.3845803085,12.12504541,BRCA
6.609816156,7.1852972805,9.006318241,10.34249728,12.395305145,5.62123033767,7.36151317733,8.69648173,7.614489589,10.50825312,7.324543144,12.68199828,8.66980731,9.83302046,11.43412272,Control
6.526016051,7.4117681705,9.113554115,10.11313043,12.213905875,5.315605172,7.49312779167,9.060480541,7.7750454315,10.29267281,7.935107761,12.85738045,8.962058135,9.7787912475,11.09524225,Control
6.914128447,7.4282706955,9.082795036,9.56874047,12.719666735,5.53818511667,8.32964548,9.450943738,7.851737876,10.74445149,8.689964021,12.86342169,9.223423229,9.766175487,10.80365511,BRCA
6.7696408655,7.1613884155,9.211922876,9.979418452,12.55141808,5.160483953,7.876033878,8.912141698,7.729750358,10.34173038,8.354559186,13.11037161,8.538519855,9.9514957755,9.975440003,BRCA
7.008818023,7.2083211925,9.372225132,9.765493774,12.637835405,5.59913342433,7.923047714,9.746657544,7.637654857,10.70365297,8.464169074,13.0474759,9.290952566,10.1357180245,10.68152857,BRCA
7.75155172,7.2727011495,9.252004483,9.462599978,12.63942952,5.19942669867,8.16694078267,9.276724119,7.954595169,11.12068843,8.292691032,12.87039849,9.547357825,9.81126832,10.70365297,BRCA
6.841699639,7.070863253,9.437168452,9.873659857,13.042304295,5.58291718367,7.99455570967,9.805502513,7.5129922995,10.74125232,8.43825243,13.36098494,9.443524356,9.929897963,10.22337462,BRCA
7.782619134,7.409290949,9.352729044,9.472884298,13.112886025,5.43966641,8.04192908067,9.646757202,8.063826895,10.90796116,8.463423345,12.83366697,9.524924191,9.2959131235,10.26174268,BRCA
7.759805073,7.6441090585,9.732093048,6.684051207,12.23663773,5.44073739,7.980701898,9.632759479,7.1087968505,10.98045221,8.591897347,13.50065522,9.717642636,10.1561858855,10.90179859,BRCA
