@relation thedata

@attribute 10197 real
@attribute 10213 real
@attribute 1869 real
@attribute 1870 real
@attribute 1871 real
@attribute 23594 real
@attribute 23595 real
@attribute 4171 real
@attribute 4172 real
@attribute 4173 real
@attribute 4174 real
@attribute 4175 real
@attribute 4176 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 51053 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 7314 real
@attribute 81620 real
@attribute 84515 real
@attribute 9491 real
@attribute 9861 real
@attribute 990 real
@attribute DependentVariable {BRCA,Control}

@data
9.5130720155,9.389707223,5.763286242,7.6916757,9.274157466,9.9652661335,8.595435709,8.086681778,10.884339601,8.5947996215,9.155963663,10.54158093,7.993275958,5.790192895,8.8794769,6.798021749,6.47162143767,8.005626128,8.68690091133,8.849890707,9.0509661315,10.773474255,11.45443311,12.01088989,6.854560258,13.16916718,12.00076422,12.5173582,12.3793121,11.63501532,12.8865864,12.69883927,8.79769619475,7.8586641855,12.26010515,13.19976669,11.75625619,11.29749826,9.52802259133,10.76621026,8.2415367635,10.75119697,10.88129775,8.320869495,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,9.08037601133,7.502913581,7.6478096268,7.1263324395,9.3046709605,10.57043948,14.001314075,5.957224679,8.00728757867,8.2518409835,10.66538909,4.932168974,Control
9.4460828095,8.918073954,6.058322584,6.931656836,9.646289192,10.6067005385,8.901380658,8.805543271,10.9670802135,9.53925189,9.501827795,10.45125262,9.089962561,5.868397398,9.341663989,6.6596432,6.35138548033,8.134607448,8.564460088,8.687945234,8.663920189,10.448362625,11.70800194,12.096668015,6.785227259,13.26600764,11.8759414,12.82483353,12.13981521,11.39179686,12.81758135,12.80741335,8.9447929715,8.003615916,12.49390804,13.22888561,11.4706641,11.41436827,8.66293534567,11.05745385,7.999641059,10.11183374,10.53048708,8.224437221,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.49440965167,7.829676956,7.6935621724,7.061510218,9.371998932,10.25218676,13.81882705,6.483780011,8.600459581,8.6470158575,10.285160686,4.948847562,BRCA
10.021838884,8.923536316,6.031886566,8.360672771,9.837470696,10.261247663,8.838747853,10.14873431,11.361670225,10.065924884,10.31119801,11.09109172,9.42760480833,6.760291233,9.113990271,7.16277178,6.817579064,8.109858235,8.90620358967,9.15137249,8.7410247875,10.50004144,11.79340834,12.02999728,6.345720697,13.02126635,12.08449626,12.78740681,12.29328779,11.56454026,12.81545941,13.11183912,9.05267110725,7.9306158695,12.68497545,13.26600764,11.44340995,11.41436827,9.13019918967,10.82365605,8.1305872305,9.852580664,10.68183161,8.504323566,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.73865177933,7.058590127,7.6312576694,7.367369481,9.657715067,10.74375964,13.884698385,7.625491737,8.39000280033,8.6963432705,10.525857853,5.447257868,BRCA
9.9727633615,9.204339515,5.460424154,8.162745192,10.27390663,10.6087782065,8.994142056,10.15416657,10.974153029,9.7613002345,10.38957787,10.85352421,10.2614579577,5.972354482,9.441502737,6.651773306,6.714916353,7.40586715,8.06062747867,9.228182036,8.2768542615,10.45335816,12.05836733,11.55921065,5.846751073,13.30543127,11.77387079,12.79764436,12.28120423,11.41998139,13.13613647,12.80568549,8.8475481605,7.136446259,12.81400365,13.52332736,11.21903252,11.84795592,6.501491522,11.3345919,7.5951142215,10.1206141,10.97310559,8.773914859,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,7.931835366,7.779327238,7.8421414368,7.3093172695,9.7106639285,10.40029272,13.10949585,8.354404912,8.72557625633,8.687436261,9.7075407315,5.182703468,Control
9.670002224,9.125523977,6.053008806,7.617800091,9.962375907,10.471142841,9.287309018,9.39316579,10.972083198,9.919961329,9.989394899,10.66574031,8.69428477733,5.712603517,9.666615087,6.921011149,6.839917773,7.627900667,8.484101233,9.234303192,9.400933638,10.78654813,11.70232867,12.108842315,6.117700885,13.09561052,11.8407859,12.83066776,12.07828769,11.45657274,12.99332148,13.06098469,9.56101011525,8.101565847,12.58797677,13.05669872,11.83572685,11.30008097,8.92179205133,11.59208337,8.129256569,9.671351374,10.89071479,8.821105186,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.806992301,8.209881145,7.9014979902,7.0417430505,9.527273459,10.51648826,13.92393915,6.99492227,8.393809981,8.7242702675,10.5959512115,5.455665247,BRCA
9.9087425115,8.95814749,5.770572224,7.123969084,10.05069253,10.338767298,9.318577337,9.344385311,11.3658813,9.3913479745,9.829620128,10.61958751,8.713813284,6.146803484,9.241638294,6.784605811,6.41271170433,6.637860622,8.26577764633,9.000521984,8.8631824515,10.42774834,11.41892796,12.005052055,6.573651447,12.5801856,11.19443078,12.17902899,11.73846187,10.96486087,12.26689494,12.48456748,8.584152548,7.2109038415,11.77234975,13.24583793,11.8734596,11.24631027,9.583846924,10.94250372,8.3982787515,9.965402326,11.24345683,8.70989467,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.989253179,7.178518271,7.7061769544,6.9303711535,9.187016555,9.789085739,13.72048402,6.399090431,8.15974847467,8.4071374385,10.848082905,5.342529189,BRCA
9.738500574,8.944917819,6.146803484,7.972134198,11.29154789,11.251370817,8.337779235,8.860746456,10.2529778765,9.8864762635,9.718905756,11.31896656,10.761045422,5.301415026,9.669098149,5.968327676,6.868407698,8.058737407,7.627110972,9.48265729,7.3785163565,10.644018325,11.62934992,11.7354617665,5.765011707,13.15586736,11.15733448,13.1007987,11.31322333,10.89071479,13.20290364,12.56435203,8.5786057585,6.83554656,12.88210333,13.63630348,11.13455645,11.96287081,6.90693820733,11.56978693,7.4298346275,9.622015717,10.65680049,7.511675823,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,7.89073473833,8.323506447,7.875467798,6.686317724,9.300249878,9.808852038,13.157660585,7.423118274,8.69044413033,8.4601267675,8.8728375605,4.998433881,BRCA
9.2760823915,9.321866737,5.920180882,6.945271536,9.654399345,10.1636613075,8.482577193,8.42352683,10.8098750475,8.483937859,9.461746027,10.45750942,8.35263474667,5.120093989,8.795261354,6.659429135,6.90348309733,8.684959947,8.898296117,9.291090747,9.1253842295,10.769831575,11.64258438,12.028265245,6.573196985,13.21631242,12.15122597,12.69358176,12.50318977,11.82808501,13.09426251,13.11366653,8.783384793,8.2246126895,12.21574693,13.00161496,11.70725139,11.45279735,9.79916599967,11.0497977,8.211239684,10.03091577,10.69844447,8.336351598,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,9.42022077033,7.77748732,7.6144880158,7.234214257,9.5777333365,10.40712464,14.498215135,6.126245653,7.79524891633,8.620017522,10.79613101,5.346169084,Control
9.7701113155,9.43457148,5.598879718,8.258590913,10.12192882,10.517727571,9.139008401,10.16944939,11.446472425,9.9714342365,10.12722736,11.10430408,9.039656623,6.614640376,8.989182391,6.944217536,6.783116074,7.856053718,8.88636976267,9.326081763,9.5892770755,11.171571995,11.79600727,12.202062635,6.4876838,13.25798962,12.05268701,12.70613234,12.32769025,12.04345466,12.64414927,13.2409799,9.38378296975,8.2093419145,12.7295762,13.12983363,11.69149721,11.52775569,9.37684093033,11.46641824,8.18494516,9.475936612,10.77621939,8.72948575,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.972024704,7.904907218,7.5683183254,7.654837992,9.713952053,11.33112984,14.242274775,8.000734017,8.29143898133,9.0434887545,10.937703845,5.620154746,BRCA
9.6858681675,9.153799716,5.672857555,6.888624921,9.387097072,10.3375133275,8.823646775,8.675799285,10.736889649,9.5799737185,9.648331121,10.32795428,8.80992016633,5.431298057,8.984704068,6.773670433,6.49954063167,7.877009719,8.19283079433,9.010990369,8.8337158815,10.75364457,11.47931054,11.91235316,5.980660139,13.283571,12.03287579,12.93429355,12.25199131,11.70928645,12.97797754,13.04382794,8.625664425,7.317170943,12.50251243,13.33363132,11.50843622,11.5798723,8.551578614,11.10029786,8.0296321255,10.32115896,10.99939073,8.330638085,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.73795495033,8.023866778,7.5810767716,7.3863176745,9.4034636305,10.61404749,13.80215118,6.420975498,8.821606451,8.7916525815,10.2426533225,5.096358059,BRCA
