@relation thedata

@attribute 1147 real
@attribute 142 real
@attribute 1616 real
@attribute 1676 real
@attribute 1677 real
@attribute 2934 real
@attribute 317 real
@attribute 329 real
@attribute 330 real
@attribute 331 real
@attribute 355 real
@attribute 356 real
@attribute 397 real
@attribute 4000 real
@attribute 4001 real
@attribute 4193 real
@attribute 4214 real
@attribute 4217 real
@attribute 4790 real
@attribute 4792 real
@attribute 4926 real
@attribute 5062 real
@attribute 54205 real
@attribute 5580 real
@attribute 5591 real
@attribute 5599 real
@attribute 5609 real
@attribute 5663 real
@attribute 5664 real
@attribute 5747 real
@attribute 5921 real
@attribute 5925 real
@attribute 596 real
@attribute 5970 real
@attribute 637 real
@attribute 6709 real
@attribute 71 real
@attribute 7124 real
@attribute 7132 real
@attribute 7133 real
@attribute 7185 real
@attribute 7186 real
@attribute 835 real
@attribute 836 real
@attribute 839 real
@attribute 840 real
@attribute 841 real
@attribute 842 real
@attribute 84823 real
@attribute 8717 real
@attribute 8737 real
@attribute 8738 real
@attribute 8772 real
@attribute 8837 real
@attribute 9020 real
@attribute 9530 real
@attribute 984 real
@attribute DependentVariable {BRCA,Control}

@data
9.004698798,11.18453773,9.030281671,9.322972846,6.6317994995,12.56555645,7.460673902,10.1203149015,9.50184663267,5.599623716,6.109057762,5.714184545,13.44437567,12.31771434,6.882035048,5.4774530015,10.46146439,9.636896969,12.34771002,15.00532806,9.9785357775,8.225782395,8.464342681,8.7068629295,7.43044094167,5.939777752,7.887344199,5.97550771,9.287368939,9.55016911,7.65896220633,8.976299993,8.4944607845,8.69026092,7.03937931067,11.51681803,14.665256985,8.519696323,12.08918571,8.084942721,6.51986956,7.722570406,9.44396110067,7.931813168,6.92345301633,7.083131785,5.6639776582,7.924560768,9.662295026,8.13891188267,9.943694688,9.362930698,9.964760013,11.98737426,7.12458953,7.2304857115,6.903468733,Control
8.974945912,11.26378871,9.473939649,9.80430441433,7.037503494,10.8456057065,7.8219347,9.6275956935,9.90022641533,6.29655434,5.4568451785,6.1044474,13.78998546,12.217337305,6.871477523,5.63969746625,11.6627575,9.908805826,12.34109771,13.91249272,10.6018557185,8.658878356,8.779925425,8.2777883015,7.29190135533,5.0886580415,7.798165773,5.96330215025,8.958634886,9.45642471,7.532686946,7.958452847,7.97569312475,8.669346719,7.36277768733,11.61680165,14.318888115,7.177920594,12.001308,7.532124306,6.8785382765,8.156008632,9.59367275233,8.1988449165,7.07794042367,6.56812056767,5.8528914586,7.7506065195,10.0981575,7.57672874133,10.07879165,9.090609419,10.15158143,12.5292244,7.618204007,7.646662423,7.17754253,BRCA
8.986710369,11.73450229,9.369221698,9.66722047133,7.119152491,9.765254005,7.4969355985,9.7717912665,10.2655236773,6.416760061,5.8381822935,6.144867877,13.68697704,11.331478295,8.311181937,5.8602843415,11.77105209,9.513535713,12.51631937,14.51605303,10.5194448385,7.83784169,8.42928237,7.9762072145,7.406676876,5.6701097255,8.166013814,5.86020366425,8.766965673,8.9981409465,7.43491518133,8.409052632,7.84053328475,9.073024297,7.39390802233,11.15088665,14.52431873,8.414834386,11.63162057,7.074920481,6.7213422045,8.551997661,9.81162458833,8.03923302,7.46918469167,6.742243195,5.7897319854,8.1061247785,10.50723497,7.91175192233,9.929872764,9.298601687,10.64474883,11.86027624,7.363480204,7.1997887055,7.0689243665,BRCA
8.742495656,11.93178472,9.851765094,9.39768029933,6.902136378,8.6877288325,7.949551686,9.477837206,10.2724422663,5.989826604,5.9473627115,6.331145921,13.58717103,11.69631911,7.009719816,5.5016593965,12.00382718,10.2853274,12.26985874,14.35403309,10.442016245,7.70770520067,8.584211958,7.9530049585,7.03988827733,5.7758281875,8.473463378,5.477997281,8.721959205,9.0133211855,7.53095120333,6.610216975,7.5957045875,7.67194989,7.22347936333,11.40622376,12.912810505,8.370459788,11.41027128,8.059386544,6.581963856,9.141437341,9.195121863,8.049352819,6.32634649467,6.02132500833,5.6257131728,7.389583129,10.52922583,7.18497456933,10.01119619,8.62348019,10.26616024,12.50251243,7.782574222,7.656293033,6.6001607935,Control
8.684828488,11.53892866,9.396953172,9.67330697167,6.377025189,11.3981144845,7.4088003525,9.3861165135,9.404843943,6.56544914,6.4964374115,6.16425895,13.44437567,11.649666395,7.701481697,5.80954885825,11.72645885,9.842350785,12.37603319,13.73047547,10.721269778,8.07563913267,8.435838088,8.133774626,7.50186736,5.704258658,8.264326623,5.78268625175,8.682355131,9.0250253645,7.41149949233,8.022008655,7.8450723755,9.268495874,7.344893544,11.3294966,14.515533555,6.675961001,11.76197512,7.497654525,6.5784146105,8.106250323,9.85869289633,8.040914571,7.89692416633,6.82370193433,5.7767472574,7.637528126,10.00237241,7.786651762,9.484878832,9.466495147,10.77308997,12.26224618,7.444230413,7.499193841,6.727221014,BRCA
9.33884841,11.81694975,8.235417282,8.89733260433,6.7462971645,12.730337715,7.755466278,10.3317089185,9.51612918533,6.091917306,6.60785894,5.609260937,13.37131522,13.55168753,8.182134999,5.889292139,11.51112271,9.445998278,12.87483063,13.77694807,10.818683695,8.35808952433,9.008765532,8.614206568,7.78387541633,6.517858181,7.443878302,6.565515535,9.2630948055,9.420287121,7.47462674233,9.286795183,7.89616385625,9.673230059,7.41519809933,11.64258438,14.9749406,6.320264091,11.96720294,8.260238737,6.438817916,7.922110302,9.51142641433,8.276164252,7.233656492,7.27989135267,6.1557894346,8.5459358775,10.18974462,8.01981551,10.12499078,8.628446565,10.34100757,11.64430934,8.197856947,6.775472276,7.2570299815,BRCA
8.17437786,11.90133466,9.700778298,9.97309623267,6.2881816415,8.8330062305,7.5815822955,10.214895946,10.4052109017,6.731933742,5.6801733885,5.032113243,14.13459319,11.981065665,6.263978634,5.78129302475,12.26224618,10.88558411,12.52075501,15.02279519,9.8601645185,8.02893851733,6.998198677,8.747651318,7.50204637833,5.6011167705,8.963388234,5.6355146775,8.2969169135,8.8796586,7.49866828033,8.555107826,7.264331835,7.262755244,6.55666256233,12.25692522,13.05627132,6.423120638,11.42772678,7.800739973,7.13531381,8.283761058,9.82838490033,8.3070644095,6.84991378233,5.90453458933,5.645039366,6.9179834015,10.66644619,6.84780819533,9.601752743,8.837881072,9.911339974,12.89557628,6.740661566,8.589382972,5.851742475,BRCA
8.824657385,11.30662298,8.817432296,9.03718650233,6.5533661775,12.251012705,7.645327129,10.0771995225,9.25162105967,6.140988854,6.0495207925,5.582112807,13.66928817,11.76167965,7.289814009,5.3501390665,10.99477083,8.478204487,12.20475003,14.22362506,9.825258058,7.68379282967,8.819732939,7.602215851,7.251948296,5.401013329,8.267911597,6.26570107825,8.3767629335,9.585335464,7.22554449667,9.023671978,8.05261194825,9.194320487,7.116277725,11.0691579,14.795549445,6.14308278,11.92850738,7.711014946,6.42055424,7.748127633,9.748394655,8.3666695385,7.61202263967,6.55264887533,6.1264922834,8.3320404855,9.773436423,8.008015864,9.671351374,9.898586698,10.36365325,11.28307404,7.797176966,6.780637691,7.1287278525,Control
8.659854224,11.83486615,9.320067806,9.358422347,6.632880865,11.001280424,7.8288732835,9.6996756995,9.76997316367,6.79103628,6.337979385,6.069858551,13.44910353,11.84304893,8.453076263,5.591806779,11.9611296,9.024350935,12.42766909,14.37348409,10.482321096,7.77701585767,8.738583034,7.906098313,7.97532141333,5.8779809975,8.382668468,5.95599859375,8.676345731,9.2675642675,7.130488018,8.717951507,7.87109163775,9.012625324,7.61039616467,11.08036472,14.61562869,8.252974189,11.36056745,7.59152445,6.2500862295,8.550151431,9.64715749033,8.288078818,7.38519951367,6.74719066733,5.8838277246,7.7930385845,10.11872735,7.927182045,9.108531726,9.154932713,10.67652155,11.75034492,7.392491577,7.2078722295,6.968449327,BRCA
8.645245129,11.43905962,9.83968846,9.70737187733,6.6695634235,10.801586248,7.5688881555,9.526270562,8.98711892533,6.177724116,5.7598219305,5.434637608,13.80946823,11.98689852,6.789276463,5.8421495495,11.43790563,9.918602815,12.09766027,13.54172225,10.603531994,7.95022355167,8.85611511,8.1813016325,7.25249120567,5.5839936855,8.896605722,5.81416326725,9.0032099535,8.984597332,7.57770823567,7.473200667,8.23267903825,8.33670864,6.96601306267,11.3345919,14.06674172,6.105390642,11.57911804,7.286837552,6.777982883,8.509301078,9.22325478167,7.806017873,7.39794265367,6.62840186333,5.7581840748,7.6247556515,9.72319211,7.73106613,9.863923404,8.914057031,10.1525514,12.5617021,7.396307489,7.8772033795,6.708344786,BRCA
