@relation thedata

@attribute 1000 real
@attribute 1001 real
@attribute 1002 real
@attribute 1003 real
@attribute 1004 real
@attribute 1005 real
@attribute 1006 real
@attribute 1007 real
@attribute 1008 real
@attribute 1009 real
@attribute 1010 real
@attribute 1012 real
@attribute 1013 real
@attribute 1016 real
@attribute 10207 real
@attribute 10686 real
@attribute 10979 real
@attribute 1308 real
@attribute 1364 real
@attribute 1365 real
@attribute 1366 real
@attribute 137075 real
@attribute 149461 real
@attribute 1495 real
@attribute 1499 real
@attribute 1500 real
@attribute 2316 real
@attribute 2318 real
@attribute 23562 real
@attribute 23705 real
@attribute 24146 real
@attribute 253559 real
@attribute 25945 real
@attribute 26285 real
@attribute 29780 real
@attribute 3611 real
@attribute 3655 real
@attribute 3688 real
@attribute 3691 real
@attribute 3728 real
@attribute 3909 real
@attribute 3914 real
@attribute 3918 real
@attribute 3987 real
@attribute 4301 real
@attribute 49861 real
@attribute 5010 real
@attribute 50848 real
@attribute 50855 real
@attribute 51208 real
@attribute 5339 real
@attribute 53842 real
@attribute 54751 real
@attribute 55679 real
@attribute 55742 real
@attribute 5584 real
@attribute 56288 real
@attribute 57863 real
@attribute 5817 real
@attribute 5818 real
@attribute 5819 real
@attribute 5829 real
@attribute 6251 real
@attribute 64398 real
@attribute 64403 real
@attribute 667 real
@attribute 7016 real
@attribute 7122 real
@attribute 7408 real
@attribute 81607 real
@attribute 84552 real
@attribute 84612 real
@attribute 87 real
@attribute 9069 real
@attribute 9071 real
@attribute 9073 real
@attribute 9074 real
@attribute 9075 real
@attribute 9076 real
@attribute 9080 real
@attribute 92359 real
@attribute 9459 real
@attribute 977 real
@attribute 999 real
@attribute DependentVariable {BRCA,Control}

@data
7.051402352,10.05176671,6.209263877,10.50240945,5.8126761655,5.49990051133,4.522568122,6.437049276,5.346435058,9.769565608,5.826809832,7.19165425,5.545359333,4.879474508,7.0209975,5.174117691,12.84903075,10.935451115,7.19165425,10.1403956,11.27142817,9.44806525,7.071143553,12.88540901,6.27534299943,6.0565483904,7.734474443,10.53926573,7.09141190067,9.323291882,7.70990671067,4.818660492,8.647534764,5.199683385,7.822800366,9.40332627233,6.641325096,8.5429645305,8.308178057,9.37637611367,7.2547783775,7.30899363433,8.16631729167,7.22057016625,6.380812226,5.823629162,10.024773,6.66349506767,7.650487663,5.6153229955,5.933320215,4.928502089,6.66048252667,8.818774784,8.332440676,6.953850502,6.113175002,7.912427008,7.991537612,5.9129842895,8.98552143,8.041222615,8.4558593375,9.48897542,5.84315046667,6.67114117329,10.48746854,12.71973005,6.5887322845,7.154719711,7.77800931933,5.859479655,13.03513077,9.419407807,5.406001368,10.192406462,4.916251205,5.534039223,10.52091846,6.099301122,6.96968561967,11.72288448,11.8680821867,11.4210814,BRCA
8.092745416,10.3034272,6.389055329,11.39699552,6.264562154,5.390349948,4.723301869,6.336734717,5.079816751,10.13755512,6.106856683,8.247145594,5.727111263,5.394901009,7.59906089225,5.5826154,12.81545941,11.004254184,6.480875508,10.59124676,11.32897515,10.0776573,7.289606548,12.92565307,7.131665281,6.331409825,6.791101418,8.589961115,6.87839881433,9.711994328,7.13842082933,6.449566017,8.2204149795,5.424091736,7.29766567533,8.60858406967,6.535519258,9.18007328783,7.88632146725,9.36248739267,8.121920326,7.692155216,8.353972691,7.64769739425,6.474724508,5.670168482,10.28052173,6.56443669333,6.5455490395,5.83453255825,5.95419656487,5.241088186,6.46118012367,8.258001948,8.457258896,7.02220446,6.455783898,6.995742069,7.399686212,5.687273743,8.54304418667,6.876459007,8.199623271,9.709540992,5.73910653833,7.04247902914,9.862149581,12.55220564,6.7371296105,7.249021281,6.96337703433,5.595153961,12.83735302,10.30951646,5.30866465967,11.535160535,5.082161018,5.186868206,10.80616717,5.572595075,7.45059367967,12.22228482,11.7948398747,12.1857598,Control
7.30433107,9.887301022,5.978831274,11.86526555,6.412143653,5.48670365867,4.513806033,6.462834023,4.814308516,8.657551696,5.990053603,9.014572276,5.36107636,4.731470935,7.30330820025,5.516213206,13.19976669,11.0727024095,7.234891958,9.783907232,10.64411791,10.46146439,7.868808861,13.040661435,7.29151062114,6.1974349288,6.942165885,9.809149576,7.15536991833,10.76460648,7.13403923433,5.893672396,8.59393588,5.076613872,7.61768483233,8.520584948,6.95978501467,9.52376826383,7.99584289325,9.38953014233,8.05742956025,7.74037431067,8.67834112367,7.50871717175,6.624324378,5.232863381,8.946146814,6.417104127,7.043668604,5.79808307125,5.92526822312,5.190823476,6.430207564,9.37294183,9.387490242,7.105806717,6.162699096,7.080314228,7.978740664,5.69787456775,8.72241935167,7.126500894,8.310136175,9.813452991,5.750010406,7.18017130829,10.63654785,12.86342169,6.718725316,7.470295104,6.99400171867,5.743832178,13.26600764,9.85743721,6.46622136033,10.650024095,5.092980397,4.814308516,10.28924692,5.842357415,7.18579209733,12.61931219,12.4020580633,11.91354778,Control
6.75301989,11.0078229,6.23333746,11.10921707,6.3372173275,5.84754735833,4.927672792,6.285777293,4.435394156,7.402929178,5.455665247,7.45030631,5.673281687,4.615340623,8.0749802215,4.92177129,12.17497101,12.212793625,6.47249234,10.37511578,11.38446015,9.909466033,8.413925243,12.745583265,6.59111954886,6.1755194954,7.997872605,8.7918394,6.60697740833,10.13424056,8.067418095,5.115003321,7.7880056225,5.573201246,7.69773771667,8.21723165,5.75840882033,9.15082053767,8.66039633675,10.3230354513,9.09629077975,7.314854993,9.66844801867,6.464830401,6.142010661,5.477524542,8.495716271,5.72725181833,7.7260197415,5.952073547,5.82875544087,5.313256056,6.86755184433,10.3180516,8.941151163,6.1022441,6.212623443,7.279938139,8.11582544,5.85887411325,9.68087566267,7.476667486,7.204264068,9.426946689,6.388416126,6.68553754071,10.69211442,12.37349196,6.7621099375,7.364312244,7.17306175333,5.80774855,12.95175557,10.1630147,6.101997529,11.221367505,5.190823476,5.459768685,9.28431003,6.278733439,7.74636252033,11.94088626,11.90230491,13.00161496,BRCA
7.483253752,10.76123148,7.088314217,11.54512148,6.5286299835,5.62880006533,6.062214149,5.931453333,5.718232318,9.843207033,5.168332398,7.420257374,5.847001736,4.674989884,6.79123719875,5.4578057895,12.99983714,11.60892884,6.860780106,10.48850324,10.67652155,9.31002259,7.197317764,13.224572915,6.82356085529,5.8476064276,6.644509312,9.82851779,6.480327086,10.32995358,7.78887070867,5.354038858,8.4088029215,5.281523233,7.16098177933,8.042345746,6.10844654733,9.44121959,8.04048532125,9.49927176667,8.32972063725,7.12901061733,8.34456747333,7.1746260675,6.128257952,5.443947436,8.317719126,5.744491636,7.066012019,5.86890785625,5.58402716225,5.775321383,6.82381971833,8.879047979,9.53849991,5.992151647,6.502239591,5.722063796,8.156868221,5.79095972525,8.84172376967,7.061023135,7.279872819,9.936402792,5.84975698233,6.40170675257,9.992241287,11.49082219,6.2955968625,8.049591461,7.12101188067,5.775321383,14.01689273,10.28404649,5.538635823,11.079691072,5.251351034,5.275203811,9.719440643,6.422910471,7.01026332833,12.3148028,11.423232068,13.08801473,BRCA
7.574974017,11.94205636,6.394296014,10.01934787,6.1365328255,5.51770345,5.6227922,6.031886566,4.772692515,7.723594609,5.735326697,7.536171678,5.909299837,5.03519637,7.7046545075,5.3217619725,11.79117929,12.332523995,6.727720113,10.63754892,11.28858078,10.54766361,8.48846392,12.746818115,6.36337954043,5.9129809858,7.739546258,7.533760189,6.48824065567,9.800868007,8.042180148,4.921497326,8.6310530855,5.079390111,7.592514389,8.22753304633,5.87139509267,8.933464829,8.56007319175,10.2326465533,8.872809631,7.68209250767,9.289928504,6.490382524,5.933933296,5.918750708,9.025943153,5.73390613167,7.466814708,5.5504130165,5.98447418688,5.628490196,6.75783748567,9.769565608,9.314470591,5.941582463,6.641730707,6.087256632,7.794677615,6.0859753625,8.63450192267,7.18631515,7.2056935755,9.639187442,5.688258738,6.80736217843,10.20705738,10.98014335,6.659793857,8.085712944,7.18695290633,5.568116682,14.08845827,9.959676393,5.078704241,11.24649471,4.969485815,5.236790358,9.225244272,5.862086362,7.77599685467,12.08741818,11.64142293,13.41290062,BRCA
7.080127653,11.39128671,6.260971855,10.46394351,6.0884841995,5.81482368067,5.16672674,6.249640289,4.979809576,7.199626033,5.115211455,6.549750501,6.771658241,5.030569205,8.40145678525,5.173323511,11.55940591,11.92966004,7.080127653,10.0612703,11.37306376,10.64474883,8.716426052,12.704256735,6.422985035,6.2592633174,7.555933317,7.750290152,6.28607473967,10.45361046,7.836307026,5.619861398,7.6825059365,5.736612484,7.452072065,8.19772229467,5.71221607367,9.05192720867,8.3266944165,10.6110479993,8.5226676775,7.62025197167,9.146347284,6.27430718175,6.220383769,5.422747045,8.248996236,5.60916538767,7.326084489,5.66323108975,5.930588498,5.193979903,6.77476150833,9.436337353,9.045460121,6.363088376,6.078210195,7.399686212,7.608238417,6.014746667,9.751440082,7.089003169,7.105827548,9.844219734,5.78344772533,6.48929407471,10.39442548,11.90579323,6.898751441,7.731999695,7.12114225667,5.728744494,12.37349196,10.16124563,5.134113432,10.6578056825,5.07383228,5.053014917,10.43109042,6.310527012,8.28776669767,12.09712198,11.6660372277,13.38809538,BRCA
7.511833926,11.2754336,7.112442439,10.2082347,6.155881213,5.64611761133,5.463697036,6.239556166,4.27633458,8.198127153,5.463697036,6.511203633,5.835804886,4.975688932,7.14034018375,5.234042777,12.16626519,11.626856045,6.408716636,10.5508817,11.53336151,10.11844835,7.664342612,12.88292634,6.66300284714,5.9898789116,7.173629982,8.2984305,6.11273935233,10.10988324,7.638737044,5.982201443,7.866933716,5.503993644,7.66137055767,8.017382097,5.95639658467,9.04214245483,7.9541415925,9.94833043567,8.14459645675,7.103039334,8.573892163,6.81103189025,6.38888318,5.43213367,8.47004987,5.80714597267,7.4030363185,6.00768468325,5.72189030537,5.719191142,6.71516333767,8.999578066,9.68371449,6.025976276,6.309026649,5.565758045,7.879431812,5.69342725775,9.306846081,6.949625755,7.572332063,9.717377026,5.68964312633,6.07046080129,10.01897944,10.82698558,6.595533991,8.022452603,6.99577867067,5.603337962,12.98137289,10.04336266,6.259824446,10.98410426,5.36790503,5.931926036,8.564398295,6.006304336,7.98991354833,12.0234322,11.277002871,13.18229429,BRCA
6.924875212,11.38258365,6.039254253,10.51763522,6.182030566,5.60278970133,5.198898037,6.061674282,4.901604566,7.840276157,5.331285345,6.90370451,6.027691096,5.022602231,7.6854418455,5.3682107935,11.12068843,11.84306017,6.476872244,10.22826589,12.16931758,9.925925682,8.602996767,12.62871138,6.42648938771,5.8612369054,7.16772202,8.273260753,6.30277753733,11.36485981,7.64482053933,5.187660128,6.9394064545,5.385958361,7.79891486567,8.237219623,5.837794173,9.0875921835,8.6315020275,10.7104711907,8.62331057575,7.40565617267,9.03065984067,6.40367044325,5.941699827,5.639529738,8.596712615,5.823423914,7.103946414,5.84929453525,5.8127936305,5.252865266,6.79850261767,9.677226824,9.036723879,6.389227457,6.11114154,7.060888075,7.488003031,5.98986019875,10.3959021097,6.913790365,7.0038715805,9.718764513,6.38892106167,6.09959374257,10.2945062,11.36448778,7.180584067,7.79623616,7.091036409,6.379773104,12.46971692,9.715962473,6.18189508867,10.854297174,5.385958361,5.422410676,9.124199601,6.250208987,8.29266435133,11.6799266,12.1809659167,13.54762602,BRCA
7.844362309,11.57740772,5.762422735,11.4905076,6.573395989,5.33621894367,4.779274646,7.159924617,4.879597034,8.253411568,7.167521326,7.022259953,5.123512303,4.96556642,6.36484026675,5.241246986,11.43638507,12.00451594,7.810701961,12.62461163,12.16828986,10.37069589,7.798862394,12.12427343,6.69586688229,6.31434335,5.233438728,9.067609897,6.58979127667,10.14759962,7.61440939133,4.726302606,7.3203023505,5.178725843,7.704845537,7.945908924,5.634729943,8.1006439875,8.25704968575,10.01191871,7.620069691,7.80821098167,9.32109725233,7.1542203755,6.215101582,5.687628504,7.075401932,5.44784307067,6.995053331,5.8848762795,5.7608065815,5.345725686,7.098050179,10.37626138,9.56076325,5.886130184,5.762422735,5.734852697,7.882063906,5.98336494175,8.81141663767,7.767226277,7.6086583715,10.50506251,5.58956070067,6.51824781271,10.85788793,13.35392529,6.739366998,9.455707945,7.16823303767,5.312983894,14.46865842,10.80325148,7.620355095,10.9190103,5.26763996,4.726302606,10.23129353,6.725949438,8.28887305033,12.42398457,11.5460338967,10.98045221,BRCA
