ID	842	6655	1869	5579	5894	5578	5915	572	5582	2064	5605	7039	673	5604	6257	6258	5170	6256	5925	11186	207	208	10000	4893	2885	5595	6654	5594	23533	3265	1956	3845	1029	1950	83593	2272	6789	369	595	8503	2309	1019	7157	1871	1870	5290	5291	1021	5293	5335	5336	5294	5295	5296	DependentVariable
Instance1	7.924560768	7.867620258	5.763286242	6.21136540967	10.11570732	8.688181342	7.59341512667	7.546352606	5.313256056	7.90862600467	11.44994835	7.5001189985	6.513534664	10.49127719	8.919117419	5.377594211	7.1007852408	12.34948589	8.976299993	8.5107990045	9.746089281	7.466690585	6.02664600925	8.74899041	9.4954151895	11.634256725	8.001564595	8.27215776867	6.033979735	7.4423513115	7.05035509475	6.8286116825	6.348705253	6.141397664	6.97356018167	6.422910471	10.79032021	10.17550624	13.0689563	6.660285205	8.65713445933	10.36475876	8.333402628	9.274157466	7.6916757	6.685313404	7.339184439	9.861095099	8.467616885	7.6745180755	10.98014335	6.299304767	7.0703331436	11.7240492	Control
Instance2	7.7506065195	7.609956448	6.058322584	6.479820979	10.34726733	9.433471275	7.512694652	7.48196166867	5.115003321	7.97213650833	11.52169626	6.753678231	5.99820185	9.559434991	9.673075436	5.26498441367	7.4312568682	12.1490422	7.958452847	8.2120641115	9.68028616833	6.43012268	5.94776533325	8.474680533	9.5539178325	11.27623323	7.481398095	7.85669691467	6.539395847	7.8897640555	6.79791370075	6.4300637355	5.79053164567	6.795134192	6.99887876367	6.020930644	10.87636943	10.06599536	12.87039849	6.249592888	8.61943654367	10.22717101	8.508984299	9.646289192	6.931656836	7.098719371	6.741201091	9.469403277	8.699078855	7.862876923	10.64134532	7.09127967	7.6111323212	12.12504541	BRCA
Instance3	8.1061247785	7.575257723	6.031886566	5.889051372	10.45388564	8.48506563	7.92807350167	7.496409352	5.434470814	8.06895283033	11.72288448	8.6060442205	6.84843868	9.65317699	9.270663911	5.18322388267	7.2445861642	11.75795051	8.409052632	8.25614472725	9.69256516467	6.416760061	5.52044016575	8.690112479	9.480270588	11.198356615	7.228580927	8.11094053067	5.844744204	7.856102429	6.80402066425	6.720661627	5.34429371167	7.503172055	7.23142013667	6.709225575	10.58475142	10.30533535	13.5121695	6.638439986	8.11911474133	11.04936549	9.660905593	9.837470696	8.360672771	6.212526175	6.813047234	10.38239737	9.063247518	7.7021225845	10.4984955	6.323194968	7.448654099	12.67203307	BRCA
Instance4	7.389583129	6.838009842	5.460424154	6.312672729	10.09500831	9.211511834	7.55293602133	7.166098701	5.36790503	8.41389790167	11.42772678	8.2859047325	6.723630657	9.580847928	9.650791985	5.65481300367	6.9971733014	11.71789713	6.610216975	7.706411731	9.98949733167	5.863140121	5.58777326775	8.847629866	9.432546201	11.274247985	6.648325671	7.98209816267	5.341462114	8.398114105	6.3257817405	6.243898751	5.62556244233	7.0134654	6.796370206	6.750208278	11.25727898	10.35265071	13.61588998	7.411068419	7.89001782067	10.81911353	8.338826757	10.27390663	8.162745192	5.584068992	6.506054132	9.614162807	8.649598507	8.054801422	10.35580562	6.299945779	7.6522265588	12.52623397	Control
Instance5	7.637528126	7.652900753	6.053008806	7.50900425433	10.22872886	8.977409535	7.11103064933	7.33013335533	5.333791561	8.097692024	11.8471671	7.8260671385	6.818713579	9.966174165	8.493376264	5.58991293167	7.3395574808	11.58147143	8.022008655	8.491725675	9.506100771	6.860966288	5.87271996825	8.770532686	9.66718229	11.21839075	7.634958261	7.82991936767	6.042212717	7.697637374	6.78190965925	6.8833304115	5.72645123933	8.466587485	7.183762478	7.04712698	10.6537276	10.14697308	13.04549694	6.561483187	8.43841214667	10.92385505	9.701150974	9.962375907	7.617800091	7.405441727	6.944393257	10.33984475	8.565760069	7.930765467	10.43232295	7.300126299	7.950268865	11.96427598	BRCA
Instance6	8.5459358775	8.522033306	5.770572224	6.98490046733	10.624983	8.467749328	7.54868950467	6.96976629	4.940884687	8.12132754867	11.5852209	7.0683788045	6.520033725	10.23164154	9.392012066	5.39774199933	7.3955993004	11.56493436	9.286795183	8.81448842075	9.688092646	7.477052175	6.0241266485	9.445243095	9.9164802245	11.07534033	8.19601328	8.18650002	5.759695977	7.3388634815	7.10041818325	7.019536675	5.244334811	7.455781587	7.901740119	6.721649923	10.50808719	10.77106872	13.37610779	6.446881172	8.37121987433	10.4760984	8.868576523	10.05069253	7.123969084	7.460253403	7.80732453	10.24168562	8.146264608	7.6687152575	10.6767992	6.725540512	7.4183463498	12.02694363	BRCA
Instance7	6.9179834015	6.760091594	6.146803484	6.81582852467	9.961088297	9.024558716	7.849423323	6.54175895867	5.832707292	8.122738224	11.16076662	6.4105816125	6.949071249	8.977681421	9.891700603	5.642955913	7.3536038904	11.14654022	8.555107826	7.02710407225	10.0480993307	6.742953157	5.88751933675	9.358008891	9.167523377	11.151396135	7.292025067	8.451561107	5.942169184	7.9742866725	6.9842760015	6.6232326	5.81224373133	6.973327498	6.931050672	6.152898934	11.39128671	10.66411416	13.46367638	6.282259665	8.43731510867	10.77554879	8.315445233	11.29154789	7.972134198	6.662423158	5.996847001	9.112401142	8.302457433	8.590203577	10.27409306	7.476910459	8.3350079456	13.11366653	BRCA
Instance8	8.3320404855	7.907583411	5.920180882	6.87117032933	10.12277013	8.419813926	7.991591313	7.84441516067	5.495064524	7.79389694967	11.28922369	8.009231702	6.880413479	10.00443156	9.266740358	5.50599653	7.0445753338	11.50810934	9.023671978	8.40755840775	9.436876068	6.689303092	5.55851851825	8.993477034	9.1611827995	11.40345044	7.787382059	8.171538624	6.015923042	7.7095138065	6.998917209	7.0670465565	6.476135957	6.405231362	7.17759143633	7.169627227	10.77531421	10.26119615	12.73729283	6.094030827	8.18545797233	10.6537276	8.92056956	9.654399345	6.945271536	6.020263967	7.162847292	9.92562903	8.452633655	7.7549264415	10.75653988	6.726903149	7.757716558	12.07897478	Control
Instance9	7.7930385845	7.65031782	5.598879718	6.13414385767	9.9831294	8.419971893	7.849473749	7.80894971567	5.606746643	8.019000875	11.82274022	9.2984794075	6.894518054	9.452231522	8.93376524	5.50929494433	7.1591884674	11.16693525	8.717951507	8.46002883475	9.58057105933	6.500527718	5.650041658	8.769533015	9.3657406255	10.99057863	6.878728789	7.91861634733	5.978888461	7.94496816	6.85070537275	6.5497902615	5.35894690833	7.872399588	6.760880434	7.169527015	10.77027594	10.30631839	13.81715158	6.225020007	8.21589430233	11.33166731	9.680166591	10.12192882	8.258590913	7.205282841	7.428655643	10.90635345	8.407417683	8.1175343725	10.57213676	6.426437217	7.6719006758	12.20624983	BRCA
