@relation thedata

@attribute 10165 real
@attribute 1468 real
@attribute 178 real
@attribute 2023 real
@attribute 2026 real
@attribute 2027 real
@attribute 2203 real
@attribute 226 real
@attribute 229 real
@attribute 230 real
@attribute 2597 real
@attribute 2632 real
@attribute 26330 real
@attribute 2805 real
@attribute 2806 real
@attribute 2821 real
@attribute 2992 real
@attribute 2997 real
@attribute 2998 real
@attribute 4190 real
@attribute 4191 real
@attribute 5091 real
@attribute 5105 real
@attribute 5106 real
@attribute 5207 real
@attribute 5208 real
@attribute 5209 real
@attribute 5210 real
@attribute 5211 real
@attribute 5213 real
@attribute 5214 real
@attribute 5223 real
@attribute 5224 real
@attribute 5230 real
@attribute 5236 real
@attribute 5255 real
@attribute 5256 real
@attribute 5257 real
@attribute 5260 real
@attribute 5261 real
@attribute 5313 real
@attribute 5315 real
@attribute 55276 real
@attribute 5834 real
@attribute 5836 real
@attribute 5837 real
@attribute 6576 real
@attribute 7167 real
@attribute 7360 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 8402 real
@attribute 8604 real
@attribute 8789 real
@attribute 8908 real
@attribute DependentVariable {BRCA,Control}

@data
8.012681973,9.187525981,6.23400167413,14.16199356,9.347167964,8.054317228,10.12919321,9.3263654105,6.715210855,12.15241487,13.38075223,9.518889713,5.234034486,9.98368522,11.50362218,11.66763062,11.21588197,8.97289446,5.244707519,13.26600764,13.44200721,7.64305548225,6.777279282,7.67853256367,8.324744376,6.103133411,10.961812267,8.455040631,7.968132296,9.918028798,10.80184598,9.101076985,7.771029062,10.3429898955,12.53965448,7.44240679,10.41875948,8.206890791,8.03434082,8.71258815,5.4747015372,9.48670272667,7.656963092,11.58069917,10.42942273,5.896944624,11.67867508,12.709175695,8.3681031852,12.72208073,13.38150649,12.59449147,8.782311189,8.893893904,5.127128959,8.70404923367,BRCA
7.786173431,8.158535374,6.28843476275,14.07822256,8.531830892,7.127591822,10.37334401,9.2539445035,6.186565552,11.45733998,12.9782093367,10.04873245,4.885039006,10.36525103,11.18215551,10.82171841,10.81892586,8.256245404,4.91887665,13.50703833,13.69898245,7.1594113175,6.542964077,8.198871326,7.821807658,6.64747643967,11.70917814,8.33670864,7.833925056,9.67905828,10.25166618,10.385450336,5.468429566,10.537062895,12.55486108,7.062966591,10.73333763,8.66890589975,7.445046312,7.80883731,5.2807451622,9.195560001,8.54296522,11.36448778,9.399502844,5.963942952,10.54016222,12.55312885,8.7738329156,12.77087865,13.60583775,12.7232493,7.582144099,8.889824199,5.243375136,8.71872262533,Control
7.772530879,9.101214823,6.33788056837,13.92451704,8.766463584,7.525066413,9.25541878,9.345662943,6.754490456,12.10791023,12.84124692,10.70189146,4.695180462,9.822925735,10.95100801,11.2498099,10.69807978,8.668052735,5.018602184,13.75148289,13.73376056,7.91827336,7.4641024005,8.21715890633,8.547261958,6.211690882,12.743131755,7.987919294,7.7488304595,9.708558488,10.02390718,10.0489230955,7.026996771,10.49601531,13.09148337,7.494497866,10.95861817,8.66078077925,7.851590076,7.825278619,5.437678959,9.30140069767,8.474406762,10.90509007,10.14979827,6.139352456,11.18215551,12.45224766,8.9908265678,12.97797754,13.47298527,12.52742331,8.172253881,8.862560746,5.151586144,9.32129309667,Control
6.947084956,8.512879813,5.97131066762,14.35403309,10.08069134,8.427364945,11.64430934,9.54160512575,7.377039403,10.97395222,12.9832074433,8.645245129,5.025179949,10.42590328,12.46042141,10.90219441,11.03013967,8.568992699,4.998433881,12.6014308,13.83559602,6.9522246965,5.814687283,7.781624593,7.697873054,6.552126854,10.938707434,9.10528726,8.0659608755,9.657095607,11.33112984,9.7655558655,6.487080811,10.0404666825,12.26010515,7.779327238,10.91699926,8.43499741725,6.822945585,8.903747151,5.0367210076,10.7196695833,8.658881899,10.67145286,7.950032561,6.312207384,10.37139037,12.7948595,7.9825833316,12.99135537,12.16391545,13.2860567,8.202663968,9.078511853,4.734861022,7.196068393,BRCA
7.46131803,9.610425606,6.13518211887,14.49088818,8.334453331,7.9228118275,10.16363116,9.24964886925,6.953850502,11.11828268,13.29910101,9.715962473,4.99733848,10.1079628,11.86567539,11.36247141,11.29848665,8.248557517,5.501686937,12.81938184,13.83906107,7.474168944,6.019516084,7.37750700233,7.567216718,6.50797233933,11.42927823,9.500653254,8.388644412,10.12134609,10.4004902,10.1755793975,5.421737703,10.052479598,12.60813011,7.342743899,10.52730133,8.584280999,6.7358863095,8.62122874,5.1866950352,9.17349975667,9.240493895,11.66148208,8.74994577,6.522782082,10.00164081,12.335373285,8.115957583,13.22427159,12.44601199,13.16228672,8.274239672,9.399940699,5.05203679,7.89471349167,BRCA
7.033371033,8.895530694,5.8115327645,14.41536846,9.898586698,7.7424971865,11.63567744,9.30465203825,6.640176686,11.63297943,13.3958873067,8.875304823,5.405369226,10.35624868,12.10567621,11.15594258,10.92977641,8.521434692,5.15826759,12.79374357,13.93643461,6.668085811,5.446513976,7.799000873,6.763946394,6.484659393,10.7152440105,9.275589767,8.104052414,9.664350002,11.04074197,9.442624464,6.787253282,10.054922528,12.44988381,7.536171678,10.74637599,8.17339065175,6.6465141605,8.944200421,5.1393267096,10.135420629,8.631396377,12.00076422,8.049278334,6.104237707,10.38135939,12.89503667,8.0820814208,12.53522562,12.2076581,13.15138292,8.372017391,9.312894935,5.06588596,7.29295549933,BRCA
6.905931861,8.458335989,6.05027236225,14.08845827,9.80247643,8.1993781325,12.29172622,9.73198662975,6.821139774,11.19380271,13.26413214,8.4779415,4.942819753,10.16869754,12.41104094,10.89955162,10.95739975,8.663630259,5.2209212,12.83212363,13.94018008,6.99342098075,5.8678732615,8.26637811633,7.037687304,6.55113829467,10.719947743,9.32873165,8.073393062,9.34775485,10.19564323,9.864515267,6.404976011,10.110630198,12.12695617,7.620606799,10.7538521,8.15534579075,6.713912422,8.80453531,5.1429804608,10.6199372103,8.409052632,11.10122084,7.726935283,6.364533585,10.45670378,12.883676395,7.8307857686,12.56790862,12.15610687,13.15138292,8.186177549,9.583055082,5.154424477,7.35219937433,BRCA
7.252857286,9.158313751,5.86582320888,14.75649535,8.545892254,8.099684686,11.3345919,9.43448568775,6.50922523,11.97755909,13.56340191,9.102776955,5.1235822865,10.71990666,12.3239471,11.53030527,10.96605136,8.868437624,5.301597934,13.31403233,14.35403309,7.3878730535,5.9673170555,7.864735013,7.843483192,6.656141449,10.931663923,8.909121384,7.9960170675,9.810082001,10.64717983,9.425735618,7.11681471,10.2906216975,12.66507944,7.647892114,10.41061594,8.50755986025,6.791946866,8.726661907,5.3052654106,9.96691141567,9.014202627,11.71707458,8.070538427,6.342079669,10.50898594,12.95196407,8.0855683992,12.61931219,12.43207997,13.08540943,8.566036076,9.073606794,4.832144764,7.99431697333,BRCA
7.151425371,8.438086053,6.05905511062,14.7817055,9.157246578,7.9640858885,11.15565329,9.62476860925,6.5890186,10.94914844,13.5598272267,8.65325812,5.1411577435,10.27801993,12.12695617,11.39624368,10.76657469,8.773519307,5.115835678,12.87743566,13.95070399,7.0851958235,5.321784583,8.21781843067,6.427443278,6.577842161,11.41841943,8.921618659,8.2116986575,9.480144491,10.61460429,10.2208606765,5.95687633,10.2719336385,12.29242381,7.818472134,10.25287861,8.42641647,6.7696088165,8.95599937,5.3401858144,11.3658591167,8.500534316,11.39699552,7.585866015,6.188050361,10.71515145,13.185500905,7.8614995356,12.52524557,12.39881323,13.04201932,8.162140944,9.247975637,4.988243006,7.318540429,BRCA
6.51033347,10.30513296,5.95211095312,14.58875125,10.09131343,7.207625284,6.779394753,9.5501818735,6.482691508,13.0331107,13.6582169367,6.122575015,4.781459781,10.15345105,12.11775357,9.521345799,7.360322846,7.760355902,5.323740468,12.9500565,13.86388477,6.2068217805,6.5614672555,7.75966795533,8.158535374,6.22984031133,11.913684245,9.332881953,8.1835855075,9.892869539,10.89786457,10.073199747,6.130936659,9.0693429085,12.51068142,8.133426259,10.83615712,8.1072467615,7.219354455,9.190584692,5.0637061424,9.90022087867,8.305048399,10.96917084,7.923240007,6.049201232,10.65747949,11.1259818395,8.1496813676,12.50816376,8.929717871,10.82365605,9.107073927,9.565750015,4.891432858,8.388998034,BRCA
