@relation thedata

@attribute 10165 real
@attribute 1468 real
@attribute 178 real
@attribute 2023 real
@attribute 2026 real
@attribute 2027 real
@attribute 2203 real
@attribute 226 real
@attribute 229 real
@attribute 230 real
@attribute 2597 real
@attribute 2632 real
@attribute 26330 real
@attribute 2805 real
@attribute 2806 real
@attribute 2821 real
@attribute 2992 real
@attribute 2997 real
@attribute 2998 real
@attribute 4190 real
@attribute 4191 real
@attribute 5091 real
@attribute 5105 real
@attribute 5106 real
@attribute 5207 real
@attribute 5208 real
@attribute 5209 real
@attribute 5210 real
@attribute 5211 real
@attribute 5213 real
@attribute 5214 real
@attribute 5223 real
@attribute 5224 real
@attribute 5230 real
@attribute 5236 real
@attribute 5255 real
@attribute 5256 real
@attribute 5257 real
@attribute 5260 real
@attribute 5261 real
@attribute 5313 real
@attribute 5315 real
@attribute 55276 real
@attribute 5834 real
@attribute 5836 real
@attribute 5837 real
@attribute 6576 real
@attribute 7167 real
@attribute 7360 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 8402 real
@attribute 8604 real
@attribute 8789 real
@attribute 8908 real
@attribute DependentVariable {BRCA,Control}

@data
7.703023027,8.430934545,6.2329791425,13.80581744,8.622089465,7.0297312535,9.817791564,9.302910139,6.633943811,11.16600002,12.6844159467,10.80616717,4.973491563,9.713172168,10.97008092,11.56304622,10.88922276,8.684959947,5.603041174,13.20549015,13.40233131,8.02890448425,6.6011960975,8.17760709933,8.302274634,5.89793947733,12.860869275,8.144302782,7.7293581395,9.305241607,10.31880295,10.2392001365,6.953093871,10.338390488,13.05207472,7.267983118,10.76657469,8.5536358815,7.361419949,7.706221655,5.3128980706,9.07409354333,8.461204311,10.57174817,9.813452991,5.913614242,10.83866841,12.28113954,9.2403386986,13.11037161,13.59313376,12.33572539,8.086681778,8.807557082,4.721115721,9.14060265033,Control
7.55779131,7.77350375,5.98007546387,13.91614961,9.599439206,6.95254361,9.705218147,9.05009466275,6.015254046,11.56061002,12.91939868,9.435379153,4.9607302205,9.446732392,11.37383049,10.75019637,10.69284673,8.678284212,5.424931532,12.88068749,13.61228456,7.08243355375,6.243050775,7.58182517267,7.339674386,6.00853079767,11.395106815,8.962058135,7.6284568965,9.506050226,10.51017103,9.246767501,6.58267313,10.27250685,12.4173608,6.491216266,11.09418346,8.28683271975,7.8686273905,7.964515778,5.0997063766,9.11365583033,8.200838696,10.83234438,8.91124301,5.817246707,10.98307218,12.207276755,8.5570668926,12.75620088,13.5121695,12.47764072,7.94301456,9.181134316,5.007208117,8.28775984333,BRCA
8.078352484,8.570103432,6.099529622,14.36769016,8.809576125,7.4917674455,11.01447057,9.2216218775,6.347404892,11.30927755,13.45214513,8.827502388,5.371577087,9.940893908,11.74755745,10.62223972,10.52477214,8.736631192,5.492342928,12.78039731,13.82374193,6.84818504575,4.9437518165,7.737379153,6.172033026,6.62894661367,10.58756278,9.069866689,8.025686068,9.787507202,10.63394452,9.457144404,5.976026323,10.0744231775,12.5439804,7.122365029,11.09221886,8.46248003675,6.8096446665,8.363150402,5.105550821,9.46470574533,8.457135749,11.29922535,7.478286534,5.336114869,10.51786893,12.76766683,8.1375869088,12.13760287,13.47944813,12.54827894,8.269805924,8.752306314,5.641120592,7.19634745967,BRCA
8.914176655,8.806639133,6.24459745787,14.42653276,9.001310457,7.5775286035,10.55781096,8.72951368675,5.633294061,11.64123906,13.3430374267,8.584794482,5.041684185,10.41429442,11.92672973,11.00318779,10.7617509,9.107923944,5.490579154,12.45547628,14.19932039,7.30033758125,5.411271404,7.29196366133,8.010459746,6.33544587,11.0525900495,9.566083123,7.864109809,9.825825817,10.727993,7.5216111065,6.480229268,9.908934117,12.11865571,7.695456468,11.67358746,8.0701184345,6.944447884,7.992345173,5.020910304,9.417448674,8.602996767,11.4905076,8.719783347,5.972354482,10.81058993,11.959395845,7.9965682378,12.20536419,13.35270561,12.76004735,9.008163257,9.252807995,5.322298864,8.27819445167,Control
7.829026784,8.424944257,6.10952180575,14.29545473,8.518260836,7.17264948,9.992853784,9.2267888725,5.673988298,11.09066178,13.5577100067,9.386563697,4.7650865215,9.570406539,11.56729791,10.69578097,10.87230572,8.63972157,5.210049084,13.11936595,13.73376056,6.95938043775,6.487691694,8.07156570167,6.829662885,6.36337141333,12.04429709,8.311874446,8.020338248,9.423531492,10.59491265,9.8878031485,5.513025813,10.232792699,12.73257984,6.965037136,10.82382918,8.61352648925,7.689701613,7.954401538,5.5222750642,9.345289786,8.369075052,11.36679226,9.268951958,5.764215595,11.18554156,12.58298471,9.0660444806,12.34682957,13.37889296,12.45248586,7.558059277,8.749786587,5.084076226,8.53475640367,BRCA
8.516705752,7.395150919,6.38136025388,14.66897057,8.960350342,7.0959895645,10.73619497,9.674859359,6.300403471,11.05254447,13.38763503,10.58231634,5.314477714,10.20351353,11.58210918,10.84878354,11.26623915,8.054687235,5.541879718,13.34505663,13.43914135,7.2790413045,6.3510124755,7.67560415833,6.745207494,6.54453151733,11.983715765,8.879339047,7.9038572805,9.909466033,10.59454415,10.675590878,5.81083589,10.836185255,13.00468928,7.295863332,10.7998525,8.461447756,7.422011788,8.034993039,5.278206775,9.18855636267,9.459688332,12.04072818,9.435868748,5.722063796,10.86302493,12.57389598,8.716050116,13.11510467,13.71343219,12.66384721,7.401308606,9.23553628,4.715910134,8.19853934567,BRCA
9.253115391,8.362383449,6.15373214125,13.98232431,8.386661295,7.369407483,10.35594598,8.4091391935,6.009555025,10.75224706,12.7194158033,7.863769878,4.9229992715,10.3362558,11.50616141,10.50240945,10.22376677,8.607923107,5.306345413,11.94573106,14.24008548,7.44534149475,5.0486747065,7.10096244633,5.155031965,5.731491637,9.850373524,9.981439248,7.727224778,10.15138482,10.5358394,8.181704127,5.832707292,9.5119033295,11.57190206,7.275475337,11.81348272,7.886089094,6.1798565725,7.158208568,5.3893093744,8.978490321,8.110210699,10.5362572,7.953674293,5.361953639,10.14918223,11.58436785,8.259227047,12.34260121,13.29267684,12.61750082,8.62066991,9.034882252,4.713162871,6.515463755,BRCA
7.808322499,8.058155641,6.12428455925,13.83906107,8.567633975,6.629421509,10.49325532,9.4386490915,6.789080796,11.4091179,12.9823389233,9.598015792,4.475268063,9.869532589,11.31514972,10.36033166,10.79666855,8.114602741,5.725748823,13.15952927,13.43392773,7.0305105925,6.034652891,7.17891887367,6.732001603,6.087816793,11.298284455,8.078592657,7.761687468,10.1150993,10.51059634,10.413939738,6.206043042,10.4821506555,12.2754728,6.978828057,10.20523766,8.3435434395,6.878481164,7.870643868,5.1581699328,9.65468838467,8.761568788,10.70560671,8.791131238,5.233822166,10.20782,12.56799589,8.6703653428,12.57155186,13.44200721,12.74796537,8.035611711,8.457135749,5.447753778,8.04137227433,Control
8.539760899,8.826040853,6.19135210675,14.46406102,8.524131399,7.624277507,10.59030193,9.2676526785,5.976026323,11.08348284,13.7230500567,9.256055991,5.40757463,10.29228169,11.70655442,10.91468805,10.93447616,8.499737407,5.758164072,13.02515173,13.85125179,6.7835047855,5.1194799475,7.64453556567,5.977400858,6.26309315467,11.507428945,8.302091812,7.9598679655,9.912478141,10.57966976,9.9792781645,5.947555852,10.4653746555,12.13760287,7.207676014,10.58546987,8.54783304475,7.0367038785,8.140562835,5.1628675654,9.130174211,8.758657228,12.23300553,7.766779205,5.747394952,10.72053523,12.990043025,8.08941919,12.3148028,13.70458133,12.4865699,8.01888328,8.715139304,5.218598349,7.07646926667,BRCA
8.318408504,8.623754517,6.11126757462,13.91975024,8.940578709,7.5993496495,11.95147243,9.06991468275,6.773670433,11.9729763,13.0016920567,9.478026913,5.348476342,9.589230319,12.01315176,11.07513166,10.77722677,8.667644801,5.177231401,13.02515173,13.57316849,7.624444863,6.044721811,7.79989988667,8.431122648,6.37934042267,11.232332545,9.062910366,8.0230743065,9.573775512,9.932285307,9.242925143,6.65292069,10.1579811735,12.71973005,7.419119853,11.29816872,8.23486635625,6.9934365385,8.407736325,5.3102028742,9.39173719667,7.73787453,11.56134298,10.20981921,5.241850906,11.32848436,12.555839805,8.993405749,12.71572616,13.30755735,12.57561022,8.512524314,8.441949357,4.748476814,9.12048533167,BRCA
