@relation thedata

@attribute 1317 real
@attribute 148867 real
@attribute 169026 real
@attribute 23516 real
@attribute 254428 real
@attribute 25800 real
@attribute 27173 real
@attribute 283375 real
@attribute 29985 real
@attribute 29986 real
@attribute 30061 real
@attribute 4891 real
@attribute 55630 real
@attribute 55676 real
@attribute 57181 real
@attribute 64116 real
@attribute 64924 real
@attribute 6556 real
@attribute 7779 real
@attribute 7780 real
@attribute 7781 real
@attribute 7922 real
@attribute 84102 real
@attribute DependentVariable {BRCA,Control}

@data
9.827049342,10.8849167,5.551986008,9.237718535,8.982994377,9.977352828,11.63896089,4.845504173,8.45713426467,5.51286784,8.9131668135,11.37306376,6.13717760167,5.8848398825,7.822253937,7.945380115,7.42359036275,5.5377130695,7.670390317,5.3719111385,6.508591568,6.90980073,7.168850407,Control
9.916671122,11.19005631,5.305433649,8.520403709,8.668708735,9.282692279,11.61468237,5.521373712,7.984585417,5.272407006,9.6968987015,11.77608148,5.829782052,5.6347907735,7.281144442,7.416380094,7.3187644515,5.6271246685,7.0284551455,5.391288864,6.493339608,6.578504214,6.282676674,BRCA
10.21241769,10.75543866,6.651414562,9.006046297,8.388362979,9.8147470395,11.75880629,5.190428437,8.61625597633,6.165314669,8.725016115,12.48766051,6.186777119,5.9287985345,7.580562199,8.023580623,7.61397014875,5.528820191,6.915674034,6.343871144,6.285638602,6.4920726355,6.427610886,BRCA
10.05847247,11.33541843,5.754627826,8.762250076,8.289605251,8.7376236385,11.49792431,5.072117861,8.38537217033,4.92244912,8.5776397925,12.62053951,6.40419868233,5.5283107075,7.575787159,6.6836240505,7.15925037975,5.288537543,6.1062460765,6.2996631175,6.979113971,7.1447332125,5.767662245,Control
10.05577764,11.08301405,5.641409649,9.136774003,9.070765735,9.772124792,11.57831621,5.458948931,8.42176354367,6.657215268,9.154963083,11.95582434,6.188114085,5.604541363,7.769244655,8.2975958675,7.67936424275,4.8281878055,7.235130449,7.8166804215,6.418532045,6.7425949565,6.107798352,BRCA
10.45416076,11.08650467,5.206341637,9.878281298,8.201365689,10.1448920925,11.44400817,5.524354632,8.406476574,5.94146509,9.8857967685,11.48849306,5.809312255,6.0275078965,7.97200492,9.145222526,8.04541452825,5.950090438,7.910038365,5.23914898,6.664806802,6.600066487,7.215511462,BRCA
10.12324558,12.1278268,5.72962839,7.863769878,7.598389632,8.2547294505,11.03341975,5.701348918,7.99577067533,5.79064906,9.644087332,12.08864757,5.99142993067,5.449610566,7.243509918,5.766649463,7.180343436,5.5802124235,6.771950497,5.493341165,7.873876433,7.396089416,6.11442494,BRCA
9.469031811,10.74199802,5.261917434,9.257317784,8.364934729,10.807950895,11.84964955,5.632130956,8.21093983167,5.692100223,9.546740352,11.37601291,5.94701984467,5.8944169375,7.109938036,8.4683291645,7.757395365,5.53698537,7.468864969,5.333522519,6.92202275,6.5768553575,7.031828341,Control
10.15138482,10.6623838,4.920187583,9.139564862,8.006636221,10.111184766,11.66148208,5.316518,8.577650556,5.773476345,9.200348526,12.00382718,6.11354048767,5.661445564,8.061737221,7.465204609,7.45045382825,5.127133633,7.677275429,5.200469216,6.471476576,7.2746804675,6.646454756,BRCA
10.74565776,11.52942337,5.353156751,8.548572569,8.690452999,10.079636319,11.4316675,5.029686155,8.62047820133,6.221350881,8.8874056125,11.99021932,5.81250177733,6.0060204585,7.166843776,7.200159023,7.315365068,5.131613837,6.7023029305,6.1575227615,6.892090812,7.035585071,6.286054636,BRCA
