@relation thedata

@attribute 1729 real
@attribute 3265 real
@attribute 387 real
@attribute 3984 real
@attribute 4118 real
@attribute 4214 real
@attribute 5594 real
@attribute 5595 real
@attribute 5599 real
@attribute 5604 real
@attribute 5605 real
@attribute 58 real
@attribute 5871 real
@attribute 5879 real
@attribute 5894 real
@attribute 6093 real
@attribute 6722 real
@attribute 6927 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
9.7532516605,7.4423513115,12.37603319,5.7690473375,7.1331598555,10.46146439,8.27215776867,11.634256725,5.939777752,10.49127719,11.44994835,6.569556123,10.43894285,8.85850435833,10.11570732,8.331209336,11.90369558,5.122684364,7.16387589625,Control
10.287020445,7.8897640555,12.57624761,5.7228877405,8.335284141,11.6627575,7.85669691467,11.27623323,5.0886580415,9.559434991,11.52169626,5.19062597,10.53926573,9.23532012167,10.34726733,8.399610251,12.0948349,5.428620839,7.17118701125,BRCA
10.2421571675,7.856102429,12.07257321,5.848293342,6.525747501,11.77105209,8.11094053067,11.198356615,5.6701097255,9.65317699,11.72288448,5.283469238,10.60938218,9.280236709,10.45388564,7.854652002,11.66204091,5.531000265,7.03238297825,BRCA
10.191063992,8.398114105,12.17972416,6.1942824925,6.452687413,12.00382718,7.98209816267,11.274247985,5.7758281875,9.580847928,11.42772678,6.563810693,10.95004389,9.422761191,10.09500831,7.179165475,11.78440594,5.119160314,6.55593589375,Control
10.0664483445,7.697637374,12.74633592,6.176314587,6.640694174,11.72645885,7.82991936767,11.21839075,5.704258658,9.966174165,11.8471671,5.301780818,10.33946621,9.29741101033,10.22872886,7.894031227,11.30524968,5.308895293,6.99171327025,BRCA
10.5044251965,7.3388634815,13.08540943,5.789661595,7.184437303,11.51112271,8.18650002,11.07534033,6.517858181,10.23164154,11.5852209,5.802329755,10.45584633,9.14697742367,10.624983,9.001704532,12.47196608,5.614718124,7.00999639125,BRCA
10.080701669,7.9742866725,12.27941189,5.703437493,6.6165063755,12.26224618,8.451561107,11.151396135,5.6011167705,8.977681421,11.16076662,5.472984221,11.14357791,9.62804284167,9.961088297,8.073955593,11.85634588,4.783209568,7.10702874775,BRCA
9.8375875095,7.7095138065,11.89259415,5.9416429115,7.5928608095,10.99477083,8.171538624,11.40345044,5.401013329,10.00443156,11.28922369,5.551370856,10.53833958,8.82865486733,10.12277013,7.856831861,11.58622772,5.297935366,7.09973287325,Control
10.0531784175,7.94496816,12.60350703,5.8969290325,6.7955580315,11.9611296,7.91861634733,10.99057863,5.8779809975,9.452231522,11.82274022,5.771232765,9.968379206,9.29235500067,9.9831294,7.307431087,11.78440594,5.789736585,7.18183415025,BRCA
10.126245276,8.148239231,12.28213433,5.715837508,7.1171144805,11.43790563,7.74245236133,11.551814785,5.5839936855,9.69476318,11.64681981,5.608965365,10.5846199,9.23513699733,10.28660429,7.897680799,11.68854659,5.813403636,7.09000222,BRCA
10.4367991855,8.198599078,12.64120964,6.0195573385,7.4685291685,11.22161448,8.06297051567,11.573459625,5.9065229025,9.736317839,11.94944384,5.541492575,11.28307404,8.92818876867,10.23292486,6.841316277,11.72159494,5.500173644,6.604948967,BRCA
9.820013284,7.4409667175,12.30040269,5.7070276755,7.4927523625,11.05015324,8.197304519,11.32136754,5.767601547,9.990983614,11.38105635,6.167122676,10.46466855,8.97755484267,10.11618835,8.010333857,11.60131362,5.156448444,7.351535111,Control
9.940449484,7.6537280945,12.38074251,5.7043025945,6.9116402145,10.77967445,8.151507585,11.488573795,6.1670985755,10.29596436,11.33166731,6.079490783,10.70917239,8.882604615,10.13087976,8.228615647,12.02214941,4.963024656,7.359104133,Control
10.110936364,8.1909422715,11.64892389,5.8907386725,7.385499103,9.313711317,8.08129530567,11.695521545,5.967633391,10.01433476,11.29445435,6.848689049,11.03904603,8.867882958,10.76657469,6.165666403,12.80095353,5.259094728,6.6884391885,BRCA
9.939478085,7.2806843915,11.744773,6.1120078265,6.548623012,9.683047729,7.95451796533,11.206231375,5.329465727,9.712540381,11.28106518,5.812184526,11.28411575,8.552349278,10.37973064,6.754958049,12.01701203,5.412113573,6.843482732,BRCA
9.9765460225,8.539009948,11.37964115,6.217322425,6.6321559375,9.206422917,8.00665617633,11.49634678,5.656097949,9.812386363,11.36168902,7.824005841,10.54939991,8.787767491,10.55366796,6.390947607,12.32769025,5.610959302,7.08107622375,BRCA
9.767096487,8.146852134,11.16916418,6.3668044235,6.7986846175,9.06544382,7.86577453733,11.796022585,6.071716146,9.916141133,11.42163372,7.461993252,10.83055504,8.934366304,10.73881029,5.819036642,12.82188064,5.510812619,6.38540810175,BRCA
9.738224689,8.041917075,11.66819594,6.101992557,7.4343546645,9.805889394,8.01917131267,11.46459896,6.259376137,10.0322459,11.31587145,6.011233546,10.78710288,9.01840760867,10.51457134,6.462793134,12.50386679,5.58151037,6.7911300605,BRCA
9.757034396,7.888636145,11.52630619,6.1958131935,7.2318982915,9.17185302,7.890844983,11.5411915,6.1648761405,9.833428205,11.57272404,5.243755943,10.62450788,9.258466301,10.54450111,6.132068463,11.84868564,5.503198645,6.67358924525,BRCA
9.830404941,8.85628218,9.38829779,5.899944074,6.6138216045,6.536717836,8.742530249,12.52079595,5.593235253,9.724718956,11.3119244,5.290397907,11.09923621,8.91017192567,5.97155002,5.833276737,13.82037647,5.80517071,6.6605798635,BRCA
