@relation thedata

@attribute 10018 real
@attribute 10134 real
@attribute 10197 real
@attribute 10213 real
@attribute 118 real
@attribute 140735 real
@attribute 1499 real
@attribute 1676 real
@attribute 1677 real
@attribute 1828 real
@attribute 1829 real
@attribute 1830 real
@attribute 1832 real
@attribute 1869 real
@attribute 207 real
@attribute 22985 real
@attribute 2339 real
@attribute 2620 real
@attribute 27113 real
@attribute 28988 real
@attribute 2934 real
@attribute 3002 real
@attribute 3005 real
@attribute 3006 real
@attribute 3007 real
@attribute 3008 real
@attribute 3009 real
@attribute 3024 real
@attribute 317 real
@attribute 324 real
@attribute 329 real
@attribute 331 real
@attribute 355 real
@attribute 356 real
@attribute 3836 real
@attribute 3837 real
@attribute 4000 real
@attribute 4001 real
@attribute 4137 real
@attribute 4836 real
@attribute 4950 real
@attribute 5062 real
@attribute 51765 real
@attribute 5317 real
@attribute 5339 real
@attribute 5366 real
@attribute 54205 real
@attribute 5533 real
@attribute 5534 real
@attribute 5580 real
@attribute 5588 real
@attribute 5599 real
@attribute 56616 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 572 real
@attribute 5720 real
@attribute 5721 real
@attribute 5747 real
@attribute 578 real
@attribute 581 real
@attribute 596 real
@attribute 598 real
@attribute 6093 real
@attribute 637 real
@attribute 63967 real
@attribute 660 real
@attribute 6709 real
@attribute 7027 real
@attribute 7082 real
@attribute 7124 real
@attribute 7132 real
@attribute 7186 real
@attribute 7314 real
@attribute 7431 real
@attribute 7529 real
@attribute 79658 real
@attribute 836 real
@attribute 839 real
@attribute 840 real
@attribute 841 real
@attribute 842 real
@attribute 8428 real
@attribute 843 real
@attribute 8655 real
@attribute 8717 real
@attribute 8737 real
@attribute 8743 real
@attribute 8772 real
@attribute 8795 real
@attribute 8837 real
@attribute 90427 real
@attribute 9414 real
@attribute 9491 real
@attribute 9861 real
@attribute 999 real
@attribute DependentVariable {BRCA,Control}

@data
5.87108590033,12.93836212,9.5130720155,9.389707223,10.3596624205,10.12277013,6.94578590514,9.322972846,6.6317994995,6.618352922,10.77621939,7.725640838,8.53575537967,5.763286242,9.746089281,10.41903875,9.22165296433,5.1194814635,5.495864018,10.843877404,12.56555645,7.102871006,11.63680824,9.04992417,5.876585242,4.195262102,4.521158195,5.83390919,7.460673902,4.172021977,10.1203149015,5.599623716,6.109057762,5.714184545,8.398531146,11.46908991,12.31771434,6.882035048,6.8173136115,8.80484987,5.06812332625,8.225782395,8.302417546,7.6454068795,5.89825637587,5.974007269,8.464342681,9.584314798,11.95847307,8.7068629295,9.112401142,5.939777752,9.66376865267,8.68690091133,8.849890707,9.0509661315,10.773474255,11.45443311,12.01088989,6.854560258,13.16916718,12.00076422,12.5173582,12.3793121,11.63501532,12.8865864,12.69883927,8.79769619475,7.8586641855,12.26010515,13.19976669,11.75625619,11.29749826,9.52802259133,10.76621026,8.2415367635,10.75119697,10.88129775,8.320869495,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,9.08037601133,7.502913581,7.6478096268,7.1263324395,7.546352606,9.3046709605,10.57043948,9.55016911,7.353546324,7.63009585267,8.4944607845,9.8313225965,8.331209336,7.03937931067,5.081735071,6.18026305233,11.51681803,10.489828235,10.712634375,8.519696323,12.08918571,7.722570406,14.001314075,14.27152555,11.115513174,10.41229492,7.931813168,6.92345301633,7.083131785,5.6639776582,7.924560768,8.03625397033,6.7438981715,13.079535225,8.13891188267,9.943694688,12.2590489,9.964760013,7.53281069967,11.98737426,6.17784196225,8.87840715033,8.2518409835,10.66538909,12.00989343,Control
5.827033654,12.57793866,9.4460828095,8.918073954,10.302522398,9.569955799,6.96887473943,9.80430441433,7.037503494,5.181511332,10.90604899,9.887301022,8.40594313567,6.058322584,9.68028616833,10.56521899,8.74649689833,6.39872103,4.970176368,10.782654152,10.8456057065,6.93387098,12.18094263,7.667965061,6.269225466,4.964758163,5.287261033,6.023649715,7.8219347,5.814301269,9.6275956935,6.29655434,5.4568451785,6.1044474,8.011564299,11.81218745,12.217337305,6.871477523,7.21451483,9.033520136,5.0207250725,8.658878356,8.093608048,7.3180789435,6.10000896713,5.6670639275,8.779925425,9.028818534,11.93616504,8.2777883015,8.486142286,5.0886580415,9.67173453233,8.564460088,8.687945234,8.663920189,10.448362625,11.70800194,12.096668015,6.785227259,13.26600764,11.8759414,12.82483353,12.13981521,11.39179686,12.81758135,12.80741335,8.9447929715,8.003615916,12.49390804,13.22888561,11.4706641,11.41436827,8.66293534567,11.05745385,7.999641059,10.11183374,10.53048708,8.224437221,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.49440965167,7.829676956,7.6935621724,7.061510218,7.48196166867,9.371998932,10.25218676,9.45642471,7.709154696,7.28221449733,7.97569312475,9.2628993675,8.399610251,7.36277768733,5.205755379,6.172635728,11.61680165,10.46698639,10.4216436375,7.177920594,12.001308,8.156008632,13.81882705,13.911069145,10.8888014215,9.636144756,8.1988449165,7.07794042367,6.56812056767,5.8528914586,7.7506065195,7.98963260433,6.1455111885,12.884656825,7.57672874133,10.07879165,13.04382794,10.15158143,7.06171540467,12.5292244,6.14013397325,8.263880723,8.6470158575,10.285160686,12.20475003,BRCA
5.72023499933,12.47196608,10.021838884,8.923536316,10.520596481,9.825825817,7.126093946,9.66722047133,7.119152491,6.117025506,11.17080781,9.717377026,8.95399971267,6.031886566,9.69256516467,10.69680263,9.021431409,6.020967657,5.96272903,10.8352742835,9.765254005,5.829159022,12.37838706,8.346437413,5.770175754,4.532217038,4.544584798,6.276687993,7.4969355985,5.788040457,9.7717912665,6.416760061,5.8381822935,6.144867877,8.031551137,11.93520936,11.331478295,8.311181937,7.15698446525,9.281014944,5.17524123025,7.83784169,8.496810529,7.335806611,5.94837966612,5.853894957,8.42928237,8.789730168,11.74088764,7.9762072145,8.525326145,5.6701097255,10.061280153,8.90620358967,9.15137249,8.7410247875,10.50004144,11.79340834,12.02999728,6.345720697,13.02126635,12.08449626,12.78740681,12.29328779,11.56454026,12.81545941,13.11183912,9.05267110725,7.9306158695,12.68497545,13.26600764,11.44340995,11.41436827,9.13019918967,10.82365605,8.1305872305,9.852580664,10.68183161,8.504323566,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.73865177933,7.058590127,7.6312576694,7.367369481,7.496409352,9.657715067,10.74375964,8.9981409465,7.285959595,7.63291516533,7.84053328475,9.6706944665,7.854652002,7.39390802233,5.813403636,5.48279315633,11.15088665,10.89809876,9.7908854805,8.414834386,11.63162057,8.551997661,13.884698385,13.19500043,11.252028628,9.029881526,8.03923302,7.46918469167,6.742243195,5.7897319854,8.1061247785,7.98385229833,5.9215713865,12.742809565,7.91175192233,9.929872764,12.51448113,10.64474883,7.133501108,11.86027624,6.44566678025,8.48114554367,8.6963432705,10.525857853,12.80365393,BRCA
6.192824595,12.78039731,9.9727633615,9.204339515,10.272889492,9.968526809,6.25068708814,9.39768029933,6.902136378,5.871850577,8.780622706,7.3524653,8.71945055867,5.460424154,9.98949733167,10.99592277,8.35630820767,5.8337752175,6.421312202,10.963229795,8.6877288325,6.431711224,12.26341894,9.157726588,6.674973001,5.182703468,5.763551833,7.219025999,7.949551686,5.072117861,9.477837206,5.989826604,5.9473627115,6.331145921,8.030034094,11.55940591,11.69631911,7.009719816,7.49441041925,9.774869866,5.28455863825,7.70770520067,8.1117982455,7.4198166175,5.91921941975,6.308415087,8.584211958,8.74769044,11.09993968,7.9530049585,8.832068081,5.7758281875,8.947098931,8.06062747867,9.228182036,8.2768542615,10.45335816,12.05836733,11.55921065,5.846751073,13.30543127,11.77387079,12.79764436,12.28120423,11.41998139,13.13613647,12.80568549,8.8475481605,7.136446259,12.81400365,13.52332736,11.21903252,11.84795592,6.501491522,11.3345919,7.5951142215,10.1206141,10.97310559,8.773914859,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,7.931835366,7.779327238,7.8421414368,7.3093172695,7.166098701,9.7106639285,10.40029272,9.0133211855,7.706567029,7.33493823133,7.5957045875,8.999297312,7.179165475,7.22347936333,5.460424154,5.54611235833,11.40622376,10.14224707,8.76925178,8.370459788,11.41027128,9.141437341,13.10949585,12.61892804,9.6891460585,9.29927736,8.049352819,6.32634649467,6.02132500833,5.6257131728,7.389583129,7.80080270367,5.9373595855,12.83089628,7.18497456933,10.01119619,12.56576382,10.26616024,7.06723032167,12.50251243,5.8614563155,7.81726175033,8.687436261,9.7075407315,12.55838012,Control
5.97099375467,12.41355925,9.670002224,9.125523977,10.220117326,9.654023346,7.18244667671,9.67330697167,6.377025189,6.434299309,11.40194094,10.00201369,8.588727254,6.053008806,9.506100771,10.53746137,9.041797449,6.78053107,6.09909068,10.4271510985,11.3981144845,6.758893179,12.44264168,8.422738769,6.379773104,4.894103816,4.795989381,6.456646518,7.4088003525,5.687908393,9.3861165135,6.56544914,6.4964374115,6.16425895,8.005120816,11.89363345,11.649666395,7.701481697,7.351626188,8.555357117,5.2071634425,8.07563913267,8.405180949,7.3474623085,5.96818562475,4.891742469,8.435838088,9.157246578,11.83833739,8.133774626,9.001704532,5.704258658,9.598480897,8.484101233,9.234303192,9.400933638,10.78654813,11.70232867,12.108842315,6.117700885,13.09561052,11.8407859,12.83066776,12.07828769,11.45657274,12.99332148,13.06098469,9.56101011525,8.101565847,12.58797677,13.05669872,11.83572685,11.30008097,8.92179205133,11.59208337,8.129256569,9.671351374,10.89071479,8.821105186,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.806992301,8.209881145,7.9014979902,7.0417430505,7.33013335533,9.527273459,10.51648826,9.0250253645,7.072805548,6.91556020333,7.8450723755,9.819947042,7.894031227,7.344893544,5.415666779,5.84391697033,11.3294966,10.17761519,10.1686366885,6.675961001,11.76197512,8.106250323,13.92393915,13.744225285,11.277560598,9.260367468,8.040914571,7.89692416633,6.82370193433,5.7767472574,7.637528126,8.11497393867,6.4972158175,12.77985194,7.786651762,9.484878832,12.93245566,10.77308997,6.52209761933,12.26224618,6.172898124,8.834616236,8.7242702675,10.5959512115,12.44726543,BRCA
5.793631731,12.65381248,9.9087425115,8.95814749,10.683370823,9.65912677,7.271366378,8.89733260433,6.7462971645,5.976599205,11.19715849,9.866514374,8.755850344,5.770572224,9.688092646,10.10676612,9.212375671,6.2123879175,5.594855484,10.8843715715,12.730337715,6.172733142,12.75418295,7.565047083,5.585872351,4.596397442,5.409400483,6.093819614,7.755466278,5.770572224,10.3317089185,6.091917306,6.60785894,5.609260937,8.795107094,11.72223985,13.55168753,8.182134999,6.67599706925,8.885758232,5.271321113,8.35808952433,8.580075946,6.6938526005,6.187770026,5.7097357945,9.008765532,9.836169177,12.08138533,8.614206568,8.982823296,6.517858181,9.764654264,8.26577764633,9.000521984,8.8631824515,10.42774834,11.41892796,12.005052055,6.573651447,12.5801856,11.19443078,12.17902899,11.73846187,10.96486087,12.26689494,12.48456748,8.584152548,7.2109038415,11.77234975,13.24583793,11.8734596,11.24631027,9.583846924,10.94250372,8.3982787515,9.965402326,11.24345683,8.70989467,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.989253179,7.178518271,7.7061769544,6.9303711535,6.96976629,9.187016555,9.789085739,9.420287121,7.171104536,6.71227636133,7.89616385625,9.444171974,9.001704532,7.41519809933,5.427783188,6.072301762,11.64258438,10.807258755,10.65238272,6.320264091,11.96720294,7.922110302,13.72048402,14.57597155,10.678516145,9.427795299,8.276164252,7.233656492,7.27989135267,6.1557894346,8.5459358775,8.36208398333,6.8031073515,12.839423155,8.01981551,10.12499078,12.77666852,10.34100757,7.59437240433,11.64430934,5.9301076615,9.071143099,8.4071374385,10.848082905,13.02343475,BRCA
5.92888653467,12.57220763,9.738500574,8.944917819,9.668803044,10.04754695,6.587592285,9.97309623267,6.2881816415,5.828587949,9.005653406,9.319317118,8.25545181933,6.146803484,10.0480993307,10.82076955,8.33437355967,5.8072389255,6.464509503,11.073261856,8.8330062305,6.853313064,11.94269603,8.130185868,7.254369939,7.006806078,6.060269679,7.367548257,7.5815822955,5.801553978,10.214895946,6.731933742,5.6801733885,5.032113243,8.742360915,11.26783731,11.981065665,6.263978634,7.564407717,8.820131982,5.259758242,8.02893851733,8.258108714,7.8351880125,5.94305593,6.111376449,6.998198677,7.747456426,11.2413041,8.747651318,8.596218763,5.6011167705,9.62734478367,7.627110972,9.48265729,7.3785163565,10.644018325,11.62934992,11.7354617665,5.765011707,13.15586736,11.15733448,13.1007987,11.31322333,10.89071479,13.20290364,12.56435203,8.5786057585,6.83554656,12.88210333,13.63630348,11.13455645,11.96287081,6.90693820733,11.56978693,7.4298346275,9.622015717,10.65680049,7.511675823,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,7.89073473833,8.323506447,7.875467798,6.686317724,6.54175895867,9.300249878,9.808852038,8.8796586,8.025390316,7.38616007233,7.264331835,9.718924317,8.073955593,6.55666256233,4.993460669,4.91363070533,12.25692522,10.526885685,8.692626511,6.423120638,11.42772678,8.283761058,13.157660585,12.90032729,10.2755669945,9.821300096,8.3070644095,6.84991378233,5.90453458933,5.645039366,6.9179834015,7.78008164533,6.137935364,12.929299285,6.84780819533,9.601752743,12.20475003,9.911339974,7.25689851,12.89557628,6.1131789395,6.31494243133,8.4601267675,8.8728375605,11.40859261,BRCA
6.28299683,12.25199131,9.2760823915,9.321866737,10.0510962065,9.335111797,7.12159637657,9.03718650233,6.5533661775,5.682019293,10.50042393,8.760662675,8.52803081233,5.920180882,9.436876068,10.40879176,9.337090287,5.8022335305,5.069327579,10.577333375,12.251012705,6.796724685,12.24043517,8.568565267,5.937939457,5.07383228,4.501529767,5.559423936,7.645327129,6.180461809,10.0771995225,6.140988854,6.0495207925,5.582112807,8.204963705,11.54144891,11.76167965,7.289814009,6.99225089775,8.93298324,5.6739400935,7.68379282967,8.2579811455,6.836169705,6.03652720775,5.583777837,8.819732939,9.508320259,11.67233485,7.602215851,8.793913049,5.401013329,9.90484931533,8.898296117,9.291090747,9.1253842295,10.769831575,11.64258438,12.028265245,6.573196985,13.21631242,12.15122597,12.69358176,12.50318977,11.82808501,13.09426251,13.11366653,8.783384793,8.2246126895,12.21574693,13.00161496,11.70725139,11.45279735,9.79916599967,11.0497977,8.211239684,10.03091577,10.69844447,8.336351598,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,9.42022077033,7.77748732,7.6144880158,7.234214257,7.84441516067,9.5777333365,10.40712464,9.585335464,7.224100886,7.43240197667,8.05261194825,9.632114784,7.856831861,7.116277725,5.54798282,6.599831516,11.0691579,10.77234512,10.38864548,6.14308278,11.92850738,7.748127633,14.498215135,13.88231902,11.313560577,9.337187648,8.3666695385,7.61202263967,6.55264887533,6.1264922834,8.3320404855,8.375720782,6.421709888,13.397261375,8.008015864,9.671351374,12.22015014,10.36365325,7.34295575933,11.28307404,5.975384905,8.23166125933,8.620017522,10.79613101,12.40979539,Control
5.86033894467,12.4899797,9.7701113155,9.43457148,10.3256182905,9.821032966,7.27824373014,9.358422347,6.632880865,5.305251227,10.74565776,9.257706712,9.0636929,5.598879718,9.58057105933,10.52975779,8.95406918467,5.872488934,5.69321599,10.718444419,11.001280424,6.011904408,12.42339047,8.897861429,5.936526788,5.305251227,5.032113243,5.863264042,7.8288732835,5.838328613,9.6996756995,6.79103628,6.337979385,6.069858551,7.864714094,12.03029651,11.84304893,8.453076263,7.636424019,8.77825879,5.4688584855,7.77701585767,8.442324135,7.477622778,5.91428705325,6.344244342,8.738583034,9.212004536,11.67233485,7.906098313,8.98794691,5.8779809975,10.1125553033,8.88636976267,9.326081763,9.5892770755,11.171571995,11.79600727,12.202062635,6.4876838,13.25798962,12.05268701,12.70613234,12.32769025,12.04345466,12.64414927,13.2409799,9.38378296975,8.2093419145,12.7295762,13.12983363,11.69149721,11.52775569,9.37684093033,11.46641824,8.18494516,9.475936612,10.77621939,8.72948575,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.972024704,7.904907218,7.5683183254,7.654837992,7.80894971567,9.713952053,11.33112984,9.2675642675,7.662634777,7.18054352333,7.87109163775,9.7227322955,7.307431087,7.61039616467,5.39361462,5.81135855833,11.08036472,10.885151175,9.931861128,8.252974189,11.36056745,8.550151431,14.242274775,13.5754893,10.898757498,9.090457252,8.288078818,7.38519951367,6.74719066733,5.8838277246,7.7930385845,7.95923007567,6.147858132,13.03210758,7.927182045,9.108531726,12.76570158,10.67652155,7.429006978,11.75034492,6.21218705125,8.55536386133,9.0434887545,10.937703845,12.47414328,BRCA
5.494062488,13.2433667,9.6858681675,9.153799716,10.5300871465,9.664892169,6.66799436186,9.70737187733,6.6695634235,6.107798352,10.39480059,7.941137313,8.865114026,5.672857555,9.75364579767,10.73177959,8.73026059467,6.196285729,5.767794645,10.8724023345,10.801586248,7.254464427,12.3181333,9.432772131,6.114997467,5.029686155,5.181511332,6.3947676,7.5688881555,4.883390185,9.526270562,6.177724116,5.7598219305,5.434637608,8.267560523,11.46007714,11.98689852,6.789276463,7.318270244,9.271755462,5.190712451,7.95022355167,8.242128714,7.054767508,5.95820727225,5.919385176,8.85611511,9.015945424,11.71789713,8.1813016325,8.796235248,5.5839936855,9.67441553833,8.19283079433,9.010990369,8.8337158815,10.75364457,11.47931054,11.91235316,5.980660139,13.283571,12.03287579,12.93429355,12.25199131,11.70928645,12.97797754,13.04382794,8.625664425,7.317170943,12.50251243,13.33363132,11.50843622,11.5798723,8.551578614,11.10029786,8.0296321255,10.32115896,10.99939073,8.330638085,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.73795495033,8.023866778,7.5810767716,7.3863176745,7.79374473733,9.4034636305,10.61404749,8.984597332,7.521759667,7.481413311,8.23267903825,9.564546958,7.897680799,6.96601306267,5.312893162,5.58815686233,11.3345919,9.9169571465,9.574496847,6.105390642,11.57911804,8.509301078,13.80215118,13.63179775,10.8706706855,9.655696684,7.806017873,7.39794265367,6.62840186333,5.7581840748,7.6247556515,7.45451222,6.0304555315,12.984912665,7.73106613,9.863923404,13.13233509,10.1525514,6.717633511,12.5617021,6.5363418545,8.30001431733,8.7916525815,10.2426533225,12.68293541,BRCA
