ID	29940	126792	79586	64131	337876	64132	113189	27087	22856	50515	54480	51363	11285	56548	166012	10090	55454	135152	55790	9469	55501	26229	DependentVariable
Instance1	7.29046654067	9.065295709	9.072461663	5.38743233133	9.035707152	10.47450477	8.779588969	5.64470031067	11.46146424	4.585033079	8.236015538	10.43600385	10.0452174	10.87078104	7.622255256	9.551857774	5.887288406	5.40889121	7.154213379	10.22255377	9.232481563	8.645353223	Control
Instance2	7.05900505267	10.0442852	9.050366415	5.455576395	8.195262847	10.82698558	9.209125021	5.60053347433	11.33696411	5.291687581	7.880870877	10.7254091	9.821790372	10.0042911	6.93387098	8.381392753	6.528419434	4.856999696	7.069211088	9.775511982	10.08304749	8.833650017	BRCA
Instance3	6.59758261633	10.44599799	9.314470591	5.010151926	7.380766509	10.95031916	9.280156639	6.274922051	11.50616141	5.019269629	8.264326623	10.77621939	10.12381139	9.616503414	7.337267595	7.834788826	5.613097872	4.757305356	5.543349912	10.31926034	9.498889648	9.043219488	BRCA
Instance4	6.73380049267	9.978925319	9.805695966	5.33062380267	7.804939486	11.09669228	10.03270048	6.187349715	11.83723775	5.337364334	7.880228068	10.51857476	9.977022679	9.711538409	7.120137092	8.334922547	5.805041697	5.072117861	5.863140121	10.20308524	10.09149526	9.216237264	Control
Instance5	6.93577938	9.583431232	9.046135726	5.235982012	7.348442961	10.61911518	8.727325837	6.35460133367	11.7626666	5.680472929	8.202663968	9.465413927	9.65797985	9.291666361	6.322293794	8.303850513	6.207019812	5.336650487	6.756226466	9.199623963	9.49375596	8.807557082	BRCA
Instance6	6.98999126333	9.427564862	8.826803578	5.49049895467	8.419065983	10.46800313	7.860312801	6.06149222333	11.64347756	5.470383322	8.539198683	10.65216852	9.692040543	9.230621608	7.131859853	9.223061158	6.703561455	4.590130156	7.115072595	8.951256389	9.160716733	8.779588969	BRCA
Instance7	6.833650183	9.818422851	10.05577764	5.72964412967	8.994771422	11.23629545	9.918252468	6.13844525467	12.41257918	5.009001383	8.419245103	11.18259937	9.462599978	9.569818176	6.949071249	7.818967364	5.422410676	5.119575355	5.677022787	10.35029588	9.336345391	8.741240389	BRCA
Instance8	7.17000472667	9.212168732	9.136774003	5.285613016	8.819732939	10.70897201	8.80484987	6.20501534667	11.70867451	5.495064524	8.344585666	10.84461576	10.08912308	10.64114433	7.576410887	9.387845619	6.312978791	5.256643908	6.894578683	10.00365182	8.743741419	8.581408802	Control
Instance9	6.72529155833	9.742709901	9.100032254	5.46236404233	7.648215777	11.04007068	8.013268405	6.060784778	11.49487822	5.66505961	8.021259182	10.12682742	9.813452991	9.303553098	6.217236169	8.036820791	5.947555852	4.364995254	6.8817904	9.492194256	8.359597076	9.015861818	BRCA
