@relation thedata

@attribute 119391 real
@attribute 221357 real
@attribute 2729 real
@attribute 2730 real
@attribute 2937 real
@attribute 2938 real
@attribute 2939 real
@attribute 2940 real
@attribute 2941 real
@attribute 2944 real
@attribute 2948 real
@attribute 2949 real
@attribute 2950 real
@attribute 4257 real
@attribute 4258 real
@attribute 4259 real
@attribute 9446 real
@attribute DependentVariable {BRCA,Control}

@data
10.49633479,5.45451419,6.782884272,9.160400096,9.501827795,6.927822575,6.1592179755,5.3347520975,9.077737775,12.0912253167,7.6295674565,9.735649574,13.08977243,9.78285419275,12.17707698,13.42453443,11.64633578,Control
11.10893295,5.558429323,6.6712236715,9.1741527205,9.596921694,8.383669981,6.9126077685,5.066356174,8.852077767,10.2974941907,6.671253388,8.375627172,13.2092074,8.6339230885,12.37838706,12.52393564,12.028683275,BRCA
11.68503795,4.642441245,6.631431695,8.869600657,9.912028972,8.2249849025,6.900797901,5.530313046,9.579429616,8.631588622,7.0252126395,7.679728371,13.47574423,8.358401749,12.04001406,12.43921023,12.058587635,BRCA
11.93257475,5.21345543,6.7332348835,8.5508763985,9.811543731,8.828760558,6.855415235,5.1857278885,9.931240244,8.52781993467,6.894582447,7.752098143,13.34505663,7.8486026845,12.28429355,11.79013272,11.92464838,Control
11.28752498,5.069542407,6.969733459,9.2555753585,10.07615793,8.9384931055,7.473587174,5.480714815,9.799609925,11.32558223,7.180038406,8.056110832,13.18452521,8.63665399675,12.21857089,12.64987931,11.929301075,BRCA
10.03681963,5.727111263,7.1624517795,8.7285952245,9.881236778,8.2619037955,7.0151197195,4.9726665165,9.038233906,10.4094111123,6.6814181635,7.254795087,12.73839215,8.476851787,11.09393927,11.90369558,11.81827797,BRCA
11.81116605,5.23363046,6.3601228645,8.5652738135,9.64277427,6.9215225655,5.3408463765,5.16820929,9.670745253,8.85789537233,5.839433147,8.211512518,13.41082367,7.04778603,11.64066985,11.08816233,12.21670608,BRCA
10.8955187,4.840729162,6.749388218,8.586264101,9.575204119,7.898534063,6.780299108,5.832054464,9.500762785,8.74667273033,7.141308336,8.469785393,13.62077142,8.96544391575,12.29684318,13.27273406,12.158665655,Control
11.95350544,5.192205263,6.6782896425,8.8761193325,10.20705738,8.5468693335,7.59287534,5.524897771,9.934575887,8.47914895033,6.8431552575,7.3361743,13.26600764,8.5929189175,12.29328779,12.51214052,12.11638337,BRCA
11.76197512,4.219774039,7.0761650825,8.825644981,9.902729762,5.846367781,5.6989439535,5.187134224,9.837833335,8.74734237167,7.2051021795,7.254464427,13.57024711,9.1299908475,12.32501877,12.87483063,12.00064267,BRCA
10.45834538,5.019714421,6.8454253565,8.197391032,10.4760984,9.4211311925,7.8501522565,5.0935153415,9.540709807,8.93341183067,7.1441526065,10.15511583,13.62353635,8.554241278,12.21756405,12.64987931,12.43177729,BRCA
10.5875059,5.440463287,6.5598228625,9.043899682,9.74314345,11.04031466,9.3380437685,5.306510833,9.77045376,13.31148609,6.890284772,9.71662277,13.1958974,9.53869735775,12.3793121,13.14121392,12.03202581,Control
10.69507843,5.561411108,6.784283047,9.178034609,9.81640816,7.375927778,6.6511875605,5.4429858425,9.322345697,11.148023343,7.4122593155,7.905584252,13.17478142,9.71525398875,12.55220564,13.57316849,11.805235185,Control
11.2250027,5.38371401,5.9192511745,8.954417523,10.37652187,6.952408206,6.1839304485,5.0027742635,9.190022869,9.08872412967,8.065067082,7.422235366,13.87701905,8.6868891385,12.24439068,12.77666852,11.711186175,BRCA
10.86645813,5.292055848,6.0334570045,8.511970819,10.15177801,7.2017065665,6.2078153655,5.164364996,9.465179215,10.9540334177,7.508861332,8.826549381,12.90439101,8.4222869235,10.86455782,11.65676462,11.32324757,BRCA
11.71081731,5.262105418,5.925670067,8.8938752125,10.26648823,9.9186790705,7.8564122475,5.203367226,9.471198195,12.27795235,7.9977257805,8.876134064,13.97885659,8.7021110485,12.05629403,13.12174076,12.148596505,BRCA
11.966264,5.376612718,6.0254061685,9.120186085,10.31119801,9.4866760665,7.891617685,5.286669608,9.288924383,12.56468497,8.804282437,8.423285204,13.87385551,8.56828339025,12.29943565,12.96626215,11.95794082,BRCA
11.57408981,4.772164642,5.700225077,8.915371342,10.18025763,7.3754379615,6.176785881,5.277770955,9.73802516,8.82443668867,7.761065212,7.952247829,14.0020375,9.17750764125,12.06924173,13.18452521,12.114997805,BRCA
11.02017803,5.022602231,5.655287657,9.38420538,10.8441842,6.7867493365,6.005551113,5.2931603285,9.190776032,9.061409656,8.0459612595,9.417926928,13.37131522,8.8265500415,12.16189092,12.71572616,12.07005952,BRCA
12.31595909,4.71233763,6.16932523,10.077762157,10.37287897,8.1115180165,7.685487121,4.8887886855,7.877009719,9.73265062,8.2118301915,9.426794725,14.3269231,9.40309214425,12.3239471,13.32947056,9.742974219,BRCA
