@relation thedata

@attribute 10022 real
@attribute 10563 real
@attribute 10663 real
@attribute 10803 real
@attribute 10850 real
@attribute 10886 real
@attribute 10887 real
@attribute 10911 real
@attribute 117579 real
@attribute 122042 real
@attribute 1230 real
@attribute 1232 real
@attribute 1233 real
@attribute 1234 real
@attribute 1235 real
@attribute 1236 real
@attribute 1237 real
@attribute 1238 real
@attribute 128674 real
@attribute 1524 real
@attribute 183 real
@attribute 185 real
@attribute 186 real
@attribute 187 real
@attribute 1906 real
@attribute 1907 real
@attribute 1908 real
@attribute 1909 real
@attribute 1910 real
@attribute 2149 real
@attribute 2150 real
@attribute 2151 real
@attribute 2357 real
@attribute 2358 real
@attribute 2359 real
@attribute 23620 real
@attribute 2532 real
@attribute 256933 real
@attribute 257313 real
@attribute 2587 real
@attribute 2826 real
@attribute 2829 real
@attribute 2831 real
@attribute 2832 real
@attribute 2833 real
@attribute 2834 real
@attribute 2837 real
@attribute 2852 real
@attribute 2862 real
@attribute 2919 real
@attribute 2920 real
@attribute 2921 real
@attribute 2922 real
@attribute 2925 real
@attribute 301 real
@attribute 3060 real
@attribute 3061 real
@attribute 3062 real
@attribute 339403 real
@attribute 347148 real
@attribute 3576 real
@attribute 3577 real
@attribute 3579 real
@attribute 3627 real
@attribute 3640 real
@attribute 3814 real
@attribute 3827 real
@attribute 387129 real
@attribute 414062 real
@attribute 4157 real
@attribute 4158 real
@attribute 4159 real
@attribute 4160 real
@attribute 4161 real
@attribute 4283 real
@attribute 4295 real
@attribute 4828 real
@attribute 4829 real
@attribute 4852 real
@attribute 4886 real
@attribute 4887 real
@attribute 4889 real
@attribute 4922 real
@attribute 4923 real
@attribute 4985 real
@attribute 4986 real
@attribute 4987 real
@attribute 4988 real
@attribute 5020 real
@attribute 5021 real
@attribute 50865 real
@attribute 51052 real
@attribute 51083 real
@attribute 51289 real
@attribute 51554 real
@attribute 5173 real
@attribute 5179 real
@attribute 5196 real
@attribute 5368 real
@attribute 5443 real
@attribute 5473 real
@attribute 551 real
@attribute 552 real
@attribute 553 real
@attribute 5539 real
@attribute 554 real
@attribute 5540 real
@attribute 56477 real
@attribute 5697 real
@attribute 57007 real
@attribute 58191 real
@attribute 59350 real
@attribute 6019 real
@attribute 60675 real
@attribute 623 real
@attribute 624 real
@attribute 6347 real
@attribute 6348 real
@attribute 6349 real
@attribute 6351 real
@attribute 6352 real
@attribute 6354 real
@attribute 6356 real
@attribute 6360 real
@attribute 6361 real
@attribute 6363 real
@attribute 6364 real
@attribute 6366 real
@attribute 6367 real
@attribute 6368 real
@attribute 6370 real
@attribute 6372 real
@attribute 6373 real
@attribute 6374 real
@attribute 6375 real
@attribute 6376 real
@attribute 6387 real
@attribute 64106 real
@attribute 643 real
@attribute 6750 real
@attribute 6751 real
@attribute 6752 real
@attribute 6753 real
@attribute 6754 real
@attribute 6755 real
@attribute 6846 real
@attribute 6863 real
@attribute 6865 real
@attribute 6866 real
@attribute 6869 real
@attribute 6870 real
@attribute 718 real
@attribute 719 real
@attribute 7200 real
@attribute 7201 real
@attribute 727 real
@attribute 728 real
@attribute 7852 real
@attribute 84109 real
@attribute 84432 real
@attribute 84634 real
@attribute 8484 real
@attribute 8620 real
@attribute 8811 real
@attribute 885 real
@attribute 886 real
@attribute 8862 real
@attribute 887 real
@attribute 9002 real
@attribute DependentVariable {BRCA,Control}

@data
5.485757876,5.938998052,5.751685476,5.3405893605,4.585033079,5.44454873933,4.850263431,5.6589177895,4.678374372,5.011016147,7.038263662,5.277926499,5.006535067,5.0969811815,8.95139510833,6.487080811,4.866921886,9.458448204,4.997982479,8.446105931,6.811827823,9.5608717535,6.201247285,10.62124171,11.64198185,5.398154738,8.1762700465,9.788408852,7.2130622655,11.7906038575,7.656660937,5.7820869215,8.114030058,5.475077151,7.765851503,4.98999436733,13.00646289,5.873451033,5.315596207,5.300042502,7.084439364,5.49382042267,5.006535067,5.949774924,5.673281687,4.436037191,5.6227922,9.459904022,5.06588596,5.936880085,10.85788793,4.572527102,8.390969499,5.756576203,13.93264756,5.342529189,5.155031965,5.745513828,5.014814152,4.972246049,9.6189422155,5.478900032,6.07393334,6.82947262,5.386389566,5.358089615,5.6227922,6.317438054,8.933556532,7.383922678,4.602195245,4.716458988,4.967873236,5.186273979,7.067383603,5.4871584025,10.83762027,5.826174259,5.069542407,5.127232159,5.703219255,6.545209279,7.502423792,5.162704759,5.865059701,5.529517425,6.157293291,5.33752469283,7.531773518,12.08048622,11.07439256,5.6227922,6.68951277,5.763286242,5.68651641375,6.173532859,7.153301533,4.92268697,5.851756067,6.17142705,5.291135005,7.2333494695,4.736079505,5.84925574,4.958159726,5.616777635,5.235163396,9.029612527,4.526932284,12.31320772,11.53391627,5.182504847,5.8211491815,5.390436614,6.499212576,6.38362276,12.18459653,8.622089465,7.0610909745,4.821724589,10.4288009025,4.894103816,4.757305356,5.720012484,5.110416751,7.992939929,5.586773185,9.877284565,6.929202549,7.3879150175,5.3759441485,5.6713301575,5.5420617535,5.468633137,4.580969174,12.35457868,12.2081083467,5.019047182,5.700154583,4.936651187,5.635961198,8.897392558,5.657219288,5.443947436,5.386389566,4.721115721,6.03912587133,6.173532859,5.61077132433,5.576016972,6.274453285,9.984080577,7.81161733,6.173532859,5.57257291,9.118734206,8.537326283,8.430868108,4.726575091,5.48205062,5.431465218,4.5085765075,5.174537499,5.851756067,5.342529189,5.739045575,6.291083766,5.398154738,6.5856284605,Control
5.769779175,5.40668228,6.777489169,5.1537397155,5.41126628,5.64201970933,5.272407006,4.97483203875,4.539957464,4.561139219,6.869196295,4.9921382705,4.647773112,5.199818081,9.13514715067,6.856802494,5.162301943,9.36566691,4.970176368,8.435295094,5.751685476,7.7910460485,5.994699217,10.8503707,10.55781096,5.893369036,6.985975817,10.34356359,6.2093410795,11.750443977,7.6259565305,5.9553677195,6.350767395,5.150113394,7.931344923,5.19578985067,13.18452521,5.585121225,5.3844682275,5.1304138225,6.633253641,5.45164023667,5.250024776,5.091500179,6.006977493,4.765549899,5.331285345,8.62321595067,4.61298674,5.769779175,9.197463138,5.887288406,7.8416768255,6.2969789425,13.58466312,4.948847562,4.600264016,5.974191571,5.428620839,5.137924845,6.7790147065,5.497142287,5.827572151,7.632470217,5.277995204,5.821079567,5.313618859,6.22859450167,6.857342354,8.443027573,5.152803256,5.263796174,5.19062597,4.92244912,6.886736462,5.406674974,9.113990271,5.250024776,5.119990277,4.943700135,5.34066129,6.2468172515,5.309221012,5.219566658,5.617218576,5.52873637,6.07531833325,5.23353476233,5.415666779,11.25184942,10.7357001,5.359671604,5.205755379,5.46091556,5.306926241,5.672079654,6.859631454,4.332418168,5.36458228,6.1866653115,5.580530872,6.041487261,5.605858198,5.398154738,4.992554604,5.741339733,4.905220009,10.2159687977,5.044843524,11.192948695,12.13138765,4.98710623,5.074727757,5.748737112,6.134842767,6.706189056,11.20148395,5.965329042,5.770566691,4.502465777,12.30387242,4.828595108,5.456322582,5.902442197,5.085988894,9.35965136,5.911818141,11.19524625,7.242581369,7.0950908795,5.2645647555,5.9215293705,5.464839519,5.2529840945,5.109867615,12.78740681,11.2339328333,4.95444207,5.76339188833,4.632736581,5.603469779,10.2159337,5.553829893,5.291687581,4.670607054,4.833916319,5.66884103867,5.380600673,5.55569459167,5.66002483167,5.714802736,8.261532137,6.702834562,5.176333993,5.5734797425,9.091660914,5.779267108,7.282603072,4.970176368,5.605858198,5.563242994,4.92413864,5.896157544,4.998208198,5.195063332,5.115003321,7.264726713,5.254944744,5.996252561,BRCA
6.009611007,6.095402957,8.445285067,5.1498043935,5.152803256,5.57022338767,5.316879984,5.00210362725,5.682862067,5.194176951,7.336107336,5.0453984195,5.088959125,5.2580703925,9.26599832833,7.478286534,5.126406353,8.564398295,5.30807618,8.7938162775,5.019269629,7.459546681,6.433214548,8.955120332,11.980959,6.196140414,9.420936973,9.604794643,6.11099970075,11.386995669,8.475698669,5.460683325,7.183985468,5.215486648,7.501680221,5.388481278,11.75371412,6.355928609,5.299604239,5.495770894,5.579701547,5.50448470633,4.98710623,5.874312082,6.389313513,5.117498954,5.539167536,7.676784981,4.590579306,5.587673458,11.47495072,5.117498954,9.4282356465,5.44035339,13.32090986,4.919591852,4.869638567,5.98687237,4.795989381,4.678655626,7.352992936,5.500333013,6.265057667,8.220428059,5.72110688,5.224205518,4.98710623,6.19868926067,8.1906728155,8.193600666,4.945574052,5.316879984,5.609778043,4.501371231,7.881054484,5.004637948,8.213713165,5.387682411,5.266984428,5.178327476,5.399009764,5.1907696125,4.9101633675,4.725757479,6.372086382,5.565377259,6.243738334,5.451595897,5.641120592,12.01436934,11.00211022,4.544584798,5.661572365,5.687068563,5.26661427575,6.577621898,6.553095983,4.963487128,4.47893856,5.8836651175,5.76368461,6.2852092005,5.465820435,4.648779865,4.945574052,5.434470814,6.203891817,10.6992283697,5.112503363,8.619878073,12.79928067,4.720021333,5.8950731695,5.383800396,5.748602952,5.942638389,9.033120888,8.136838795,6.218168565,4.939944983,12.58270474,4.700735,5.321216715,6.042322173,5.496822826,7.549632835,6.25068273,10.58177047,8.691221058,6.6038139265,5.3444590655,5.5815796695,4.8886281725,6.130788297,5.4483203335,13.88775422,10.069809966,5.066316611,5.468800153,5.241660263,5.4471519845,9.210598979,5.798187446,5.182504847,4.725757479,4.525994391,5.737662381,5.583918611,5.28880497333,5.71506711633,6.360369215,9.077998072,7.555530756,5.507645012,5.580980412,9.298968193,6.641875182,8.62440485833,5.363969359,4.869638567,6.203891817,5.292685988,6.18913825,4.828341227,5.249645622,5.403788568,7.048053932,5.117498954,5.7067820295,BRCA
6.198794315,11.15889068,5.934641074,4.3791875,5.485435883,5.53037353,4.621211573,5.19173912975,5.72042298,4.851263383,6.424087011,5.3080945315,4.509722249,4.8089754805,9.19330061033,7.337267595,4.984374307,7.865023539,5.273526379,8.7149372295,6.201639374,6.598545502,7.033260895,10.69309511,12.15837941,5.475661496,9.502493212,10.47331538,6.189703719,10.928805556,8.2515712815,5.22672559,5.535750687,4.750761579,6.985560555,5.41438685367,11.39128671,5.412113573,5.490938005,5.488327449,6.235732444,5.57685230333,5.588723066,6.097511381,6.198794315,5.291135005,5.749541809,8.13825297667,5.291135005,5.383195587,8.221757631,5.402254249,9.508861906,5.2681522845,12.85738045,5.418368122,5.412113573,6.299945779,5.198898037,5.899786645,6.039562885,5.446761787,6.563810693,7.309115066,4.289965389,5.291135005,5.494744603,5.95374898467,6.9411979085,8.586878364,4.838713892,4.640273621,4.725212151,5.108536217,7.168674938,5.369978258,8.996276543,5.805041697,5.72042298,5.734852697,5.229406468,5.777347269,4.6652108065,5.660003917,5.767662245,5.767662245,5.904320533,5.42444445367,5.499695432,12.26010515,11.62934992,5.028139516,5.011910695,5.73024,5.90352351975,6.060593939,5.660003917,5.229406468,5.114378737,5.826429837,5.273526379,5.926418031,5.29683478,5.919585149,5.123512303,5.383195587,5.725748823,10.3783245747,5.182703468,8.568776474,12.55486108,5.470383322,5.309427873,4.97385375,5.818781073,6.221350881,9.114152992,5.651059765,6.107345645,5.161495975,11.83266708,4.97385375,4.475747249,5.114378737,5.455665247,7.629850413,5.99820185,7.721818861,8.18271852,6.49172262,5.384272051,5.250837277,5.108455744,5.7542537105,4.7723261705,13.59822064,9.472194406,6.093766806,5.699223581,4.766080198,5.5530188265,10.56955686,5.72042298,5.387682411,5.291135005,5.264171629,5.17472552167,5.797150007,5.54682537667,5.47949220033,6.436632951,7.478529234,7.42067845,5.357737827,5.355773015,9.796177999,6.381331506,7.01915103033,4.863456876,5.082373945,6.132222731,5.1298724005,6.574181472,5.689726348,5.129088497,5.36300567,6.74534197,5.504788206,6.1589432285,Control
4.972360944,5.559347452,7.710291801,5.3273354445,5.252865266,7.72004574767,5.315340927,5.25068448525,5.623084953,4.772692515,6.38884014,4.8113357555,4.537176254,5.122460336,9.219887067,6.940170054,4.665926218,7.096691768,5.104767778,9.6910704605,6.17712611,8.3965491395,6.15977612,9.290272981,11.79269688,6.63894674,6.5517755205,9.897747581,6.64626420825,11.7514471335,9.176961807,5.762619543,6.592162207,5.058239688,7.309888128,5.11529470433,12.35836419,6.05474607,4.9604878725,5.0590286255,6.930119699,5.52939351167,5.092134744,5.802329755,6.209020126,4.988243006,5.050187406,7.86765486967,5.038053386,5.391468086,10.34320824,5.312711681,8.018904975,5.301768609,13.29267684,5.701972633,4.682592971,5.701972633,5.636197729,5.100779273,6.0044384665,5.412113573,5.812377086,7.736623688,5.297935366,5.694748763,4.968564562,6.20201240733,6.892582304,7.372366939,5.126406353,4.927672792,5.726293954,5.739450692,6.153507065,5.3425869645,8.953251505,5.178327476,4.906423146,5.336650487,4.948613986,5.526687397,4.9060656285,5.596794479,5.631258011,5.641409649,6.1586897405,5.28590037233,5.673988298,11.34927862,10.9243451,4.927672792,5.346612346,5.406342144,5.57384162775,5.671725924,6.316965376,4.238982945,6.00360856,6.1219312495,5.653784658,5.874985373,5.280873981,5.218210843,5.301780818,5.816798875,4.988243006,11.0828536327,5.455665247,9.917359322,12.07288802,4.748745084,5.420360947,5.450560721,6.158211409,5.305251227,11.06078055,5.850631456,5.3699566745,4.894103816,12.41216051,5.429625378,4.846005888,5.591119307,5.628636003,8.370710425,5.956005089,9.401834759,8.681441469,6.3428417625,5.5165824965,5.4151122385,5.7794984105,5.6078166855,5.245583803,13.85125179,11.299237984,5.349976695,5.55647897367,4.953045476,5.6206077125,9.391609387,5.75155159,4.980952113,5.527485802,5.203505846,5.678316007,5.794033208,5.60483872067,5.93907181067,6.064156003,10.22558136,7.307818121,5.766867595,5.380943182,8.630058784,6.186714102,8.171365118,5.006422862,5.790779367,5.092134744,5.386766205,5.747529224,5.515235617,4.993460669,5.140381174,5.894824582,5.377654117,6.014131866,BRCA
6.118012493,5.668112917,6.896366086,5.0027842675,5.630093262,5.57545732167,4.512547026,5.1667247395,5.447257868,5.114378737,7.50811391,5.5170376185,5.712053188,5.7395753315,8.81232758433,6.627537988,4.887295262,8.60193893,5.148742216,8.6640832485,6.18041208,7.6616966005,6.188742749,9.935047568,9.452983057,5.778347403,5.915847757,10.43012873,6.481902885,12.191046306,8.0914711865,6.0651547395,7.626933929,5.309775381,8.705564246,5.13034442033,12.72627038,5.163308771,5.1606049985,5.106414061,6.167925508,5.45319045167,5.313256056,5.424175738,6.050290137,5.159277237,5.377480603,8.51363329333,5.080669653,5.673988298,10.68629503,5.520745364,6.504950702,6.400125813,14.3269231,5.928140071,5.417777635,5.913853554,5.377480603,5.118745153,8.452055235,5.563776856,6.379383241,7.593057023,4.968564562,5.062436111,4.846131289,6.07998819267,7.425835034,8.487137729,4.069936304,5.440131024,4.925775462,5.357033992,7.470132382,5.2951014285,8.700908799,5.722063796,4.769786816,5.101619875,5.773212576,5.9936270115,5.4037614645,5.222467693,5.417777635,5.450725666,5.93779074575,4.97932348467,5.206341637,10.77554879,10.10317669,5.380773813,6.600325977,5.006983802,5.104306591,6.073612065,6.494740104,4.590130156,5.37052286,5.74631893,5.287261033,6.2315029835,5.328415757,5.73607124,5.612213331,4.882412261,5.249266367,10.2075019563,4.801690636,12.447738455,12.73729283,4.976605648,5.4528962395,6.064587171,6.540868574,6.359842333,13.10877685,7.239410274,6.2655051585,4.812512701,10.266671617,4.862465343,5.249266367,6.100931012,5.883261105,7.302961295,6.068676855,10.68107171,8.683407961,6.476366185,5.514124,5.593092373,5.77058828,5.460037958,4.913329704,13.34320241,11.5640730823,5.252865266,5.280536525,5.331285345,5.549448818,8.118475397,5.660645761,4.692947918,5.14017664,4.519748404,5.90065883733,5.972756545,5.42428034467,5.93823736033,6.513968847,10.27605783,7.565047083,5.719464975,5.1458107375,8.584211958,8.371843197,8.540582058,5.450725666,5.226326687,5.190230876,5.02708314,6.024591871,5.186075849,5.535906174,5.424175738,7.236973576,5.433553102,5.793522485,BRCA
5.46859248,10.76123148,6.12820639,5.5019606425,5.301415026,5.69756938767,4.521942107,5.26468659625,4.256532962,4.726030068,6.89688069,5.4071971105,5.109790179,5.269756538,9.51664427767,8.647099619,5.14487361,8.939638805,5.135259094,7.4350319955,4.987447357,6.130768332,7.001326908,9.6849244,12.5093322,5.447092526,10.200241859,10.95576997,6.618324161,12.426379765,7.138591387,7.3808563405,6.475900081,5.287947517,6.288871263,5.14918527067,10.64514978,5.333433796,5.1779427635,5.413688598,6.731933742,5.77508916033,4.726030068,6.042759915,5.984140004,4.915773338,5.105815554,7.592898066,4.862217354,5.499615714,8.66980731,5.192698437,10.6170765755,6.958026148,12.55220564,5.626739362,4.920902135,6.401567006,5.430796457,5.333433796,6.8963072275,5.610811697,5.323740468,6.750811228,5.354038858,5.129706745,4.846005888,6.24888641933,7.6859922745,8.952028549,4.771900633,4.942762263,4.888756945,5.464677455,6.324635677,5.5973271425,6.268944869,5.507803557,5.71384099,4.541660082,5.178725843,5.541394308,5.4468493965,5.306345413,5.650629048,5.602595877,6.23794021775,5.26675186,6.320264091,12.36339568,10.83188538,5.23363046,5.66903474,5.105815554,6.12364569125,5.907137786,12.34365079,5.536217098,6.341012262,5.964404679,5.499615714,5.3184553195,5.268482349,5.046808884,5.697670451,6.124333951,5.451550105,9.99966447367,5.572140279,8.4799769185,12.57347448,5.201056716,5.270897314,5.263890047,6.572704489,6.869350546,9.122738147,6.053334703,5.662505213,4.634915478,11.861831105,5.434554214,4.942762263,5.717889727,4.272142189,8.762034093,5.955365844,11.21903252,6.203793958,6.5842866475,5.690799863,7.2379646205,5.1942442415,4.990867529,5.0389338455,12.73839215,10.0317075027,5.009001383,6.119052498,5.761026747,5.423904329,10.70365297,5.747596356,4.342031665,5.14487361,5.610811697,6.76092565267,5.025927152,6.06803839633,5.58890963933,6.488889022,5.442621133,7.486435083,5.520352508,5.4922330435,9.778964625,5.751283781,7.443708709,4.987447357,5.077041333,5.71384099,5.2749967015,5.55659131,5.229406468,5.709711946,4.805564985,7.617983703,5.955365844,6.911174781,BRCA
5.648185886,6.140988854,7.89987216,4.9622592585,5.712741067,5.716561276,4.77796061,4.96862688925,4.531282674,5.083438106,6.909896458,5.119030805,4.525994391,5.094001894,8.976297996,6.420007038,5.238893118,9.358234223,5.309895799,8.307196578,6.154317508,9.289329186,6.396952035,9.497054006,11.17261832,5.943283297,8.9668273695,9.948696154,6.94778246125,12.080271783,8.196728483,6.4700891925,7.682943904,5.30051881,7.997519822,5.117962912,11.75528414,5.6227922,5.4156108115,5.6490481665,7.337758193,5.22401996633,4.96879493,5.460424154,5.651777341,4.882901306,4.749817907,7.867718625,4.923875634,5.632130956,10.33465909,6.17827207,10.1651718305,6.651357489,13.47298527,5.418368122,5.305616048,5.84800395,5.42266296,5.193979903,7.9782570685,5.5893225,6.154317508,8.244793279,5.212093857,5.388371455,5.110625549,6.26422827967,7.407559731,7.831435711,5.069327579,4.977979632,5.238893118,5.427112717,7.512861176,5.2124235575,9.357079711,5.931807875,4.823508981,5.672008915,5.659219053,5.7932207975,7.0493618,4.993234206,6.180461809,5.914092825,6.01421403325,5.52115353117,5.540872931,12.05538931,11.2607492,4.571162912,6.094030827,5.364932404,5.669649285,5.571078532,10.66108355,5.256643908,5.290029217,5.404807758,5.405321256,6.08635789,5.305616048,5.097833303,5.987895674,5.69600164,4.738243253,9.802281002,5.224977213,12.539432435,12.01615373,4.801431976,5.25457798,5.923036985,6.686679539,6.483538193,11.19005631,7.395793572,6.37837625,4.699347423,11.332869705,4.722072627,4.571162912,5.443615974,4.862217354,9.319006569,5.896460318,11.81855633,7.255408968,9.0073557595,5.575361558,6.6507042045,5.788802181,6.029636864,4.9774437105,13.23377623,12.3700895033,4.908346081,5.79994405933,5.305616048,6.072150628,7.778440428,6.208971371,4.626327643,5.256643908,4.85101346,6.17108237333,5.833339995,5.657653269,5.855216663,6.202570157,10.32139858,8.033341951,6.062214149,5.985742781,8.838747853,7.948704685,9.188979403,4.882901306,5.808263565,5.392842236,4.888242435,5.455829609,5.281894103,4.867045482,4.590728995,6.338875075,4.840729162,7.038632647,Control
6.182052262,12.43390104,6.308617188,5.353279275,5.432718311,5.25624833767,4.33689681,5.48480472325,5.572973961,4.574493453,6.794516997,5.463043392,5.572973961,5.5815958645,9.02742846567,6.849314783,4.431796925,7.59152445,4.759171133,9.171007954,5.844493149,7.2542447435,6.682085592,9.735031788,12.02968073,5.991301456,8.589864987,9.36270062,6.37554938625,11.6814712815,8.8823081985,6.184315282,6.470907435,4.999212871,7.882063906,5.29747305233,12.14356347,5.971262603,5.751779499,5.3100344835,6.599024363,5.33358910233,5.545359333,5.688817657,6.363088376,5.445106951,5.241850906,7.620670083,4.584732512,6.312388929,11.55023948,5.735529792,8.51533694,5.501472131,13.2433667,5.422242462,5.221694654,6.193383055,5.604153814,5.579701547,8.04737784,5.988179797,5.81109287,8.20808938,5.372961888,5.357737827,5.057570761,5.95511676267,9.4300262125,7.522112898,4.971326557,5.545359333,5.157459364,4.991194438,7.326746587,5.678489993,8.547551166,5.305251227,5.316518,4.183517886,5.572973961,5.9212009395,5.793041262,5.284117324,5.915706872,5.447753778,6.01642506225,5.27747319783,5.474445169,12.37045183,10.94530503,4.732013908,5.46083367,5.411944154,5.3695940425,5.247558487,10.21937762,4.827579315,5.565758045,6.2184456665,4.912184278,6.166324394,5.637647374,5.123512303,5.201056716,6.470907435,4.95444207,10.9302854327,5.004514032,9.503910354,12.5173582,4.528802152,5.746989495,5.606746643,6.006528756,6.247648082,11.25995523,8.949827531,7.896262373,5.250403832,11.24078509,5.319049979,5.112086282,5.991301456,5.30196368,8.280493715,6.237310957,9.542248919,9.951270552,6.1472389755,5.477513767,6.3527241245,5.023400216,7.066301259,5.3360958735,13.95892379,11.2101182433,5.46083367,5.76243723867,4.720021333,5.6430998835,8.290457955,5.514288973,5.290029217,4.36214508,5.719464975,5.84970750533,5.404129306,5.61748839767,5.244475013,5.998653184,9.687682355,7.325532861,6.287994543,5.8413417415,8.902421187,5.821079567,8.49157371467,4.801431976,5.425183376,6.459846026,5.374519768,5.656790406,4.732013908,5.755562772,5.38371401,7.434964105,4.948613986,6.035268306,BRCA
5.434637608,5.994586087,6.458452241,4.5794531155,5.641120592,5.32711123933,5.139972076,5.1634257145,5.328236218,5.308713308,6.684401928,4.698795676,5.320314304,5.494948245,9.26747689967,7.133042325,4.579318777,8.372148022,5.190230876,8.9552986885,6.779329085,7.444947249,6.438214347,10.21894494,10.71430158,5.224977213,8.4963904895,10.47035412,6.38882046,11.2871386965,7.877938346,5.342023225,6.444771098,5.0372040865,6.917524621,5.655579753,11.36217961,6.399090431,5.4150627685,5.28571248,6.879464168,5.36843634967,4.972820434,5.488652576,6.189237109,4.993460669,5.608965365,8.67613254667,4.900880389,4.554721148,6.503909694,5.878241777,9.015125454,7.279899397,13.41920247,4.710134856,5.044406414,5.903768142,5.263232809,5.003390009,5.9031564735,5.550755441,6.541372056,7.282164373,5.272033689,5.527954892,4.753833848,6.063845962,6.8932337945,7.966233073,4.937593039,4.87284261,5.267920811,5.096358059,6.936906211,5.559384668,10.04625132,5.488652576,5.048771569,5.655216748,6.262194115,6.0950907405,5.361911793,4.848011004,5.703911357,6.336020558,6.364685336,5.16983089517,5.700724934,12.10466109,11.66763062,4.574191652,5.78136709,5.384059522,5.17547277775,5.637647374,6.360105798,4.977407298,5.531078267,5.8213620425,5.622938584,6.0424117855,5.570775033,5.672857555,4.421060285,5.396956849,4.883390185,9.995974675,5.372961888,10.0018777655,11.75448264,4.816102093,5.7179297695,5.272033689,6.147312423,7.109833592,10.0442852,6.271748387,5.850072331,5.622938584,11.69471429,4.799361019,5.241850906,5.372961888,4.671880991,8.045051277,5.994586087,8.792953849,7.689126371,6.571428803,4.996340358,5.138887413,5.638874334,5.3553770195,4.944410731,12.58378567,10.3747071333,5.662213512,5.221416988,4.765549899,5.570938421,9.943115915,5.538702079,5.215689515,5.149555339,4.910985938,5.41762771867,5.745379368,5.901638741,5.50249572767,6.172733142,7.986440979,7.27123219,5.961861317,5.1365048165,9.801199537,6.29866347,7.70676359567,5.586623085,6.069643769,6.044837379,5.079241037,5.880692411,5.589921684,4.795210185,5.644152813,6.304287999,4.574191652,5.208642,BRCA
