@relation thedata

@attribute 11343 real
@attribute 2167 real
@attribute 3991 real
@attribute 51099 real
@attribute 5346 real
@attribute 5499 real
@attribute 5500 real
@attribute 5501 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 857 real
@attribute DependentVariable {BRCA,Control}

@data
10.3735664127,12.7232493,11.96210624,8.385755785,13.17478142,9.5855365545,8.643298361,12.32080063,6.36946717,5.4829326402,5.48205062,13.206076235,Control
9.24915549367,11.70867451,11.03194774,7.753435937,12.54698855,9.3156588355,8.8289253025,12.28120423,6.0929297895,5.5428379012,5.804719114,12.113213965,BRCA
7.769167306,10.40404549,8.888835412,7.473768904,9.127363165,9.882436552,8.7021055945,12.38431166,5.9034588485,5.4641368762,5.527329405,10.5864353725,BRCA
8.468160904,11.76992885,11.07032913,7.873476603,11.6113927,9.0515971275,8.09322379,11.76334944,6.323322532,5.1156792046,5.655216748,10.9511039505,Control
9.28986616933,12.3968015,10.58594865,9.12926442,12.22228482,9.717115444,8.772392971,12.25537394,6.52394041,5.466218321,6.407145055,12.094032035,BRCA
9.61854324133,11.96009799,11.04074197,8.555798065,12.01041456,10.080564477,8.845409366,12.55486108,5.9174340255,5.6759717936,5.625863148,13.169679585,BRCA
7.43439161667,9.159752237,8.521110748,7.989736682,6.714524154,8.7738660505,7.6550504095,11.42710081,6.330484187,5.5322651396,6.430289978,9.2216698995,BRCA
9.20245037167,11.93520936,9.990983614,8.050149476,11.137683,9.8100499835,8.1397640245,12.22401684,5.9718598575,5.3094441946,5.233822166,12.42221496,Control
8.473845132,10.6865533,8.411183776,7.987706169,9.517039978,10.06551331,8.4208763975,12.63995684,6.3825279205,5.291675395,5.844493149,11.441748505,BRCA
9.21564442233,12.35733627,12.01701203,7.668851531,12.91155214,9.747962555,8.873365133,11.96551025,6.3457281585,5.3589494338,5.913135501,11.881986655,BRCA
9.39653121733,11.92436912,11.70867451,7.823814828,12.36451643,10.5894170155,8.050520144,12.01384441,6.5859397695,5.0578073466,6.287994543,12.15689855,BRCA
9.551617051,12.12065594,10.62124171,8.465138966,12.72471214,9.753951278,8.6720386075,12.52245777,6.027160675,5.3421536938,5.822227442,12.90706253,Control
10.6791510473,12.73980492,12.39966386,8.515769926,13.52808598,9.775057581,8.2304741435,11.84964955,6.4244788405,5.4913025734,5.416511492,13.418552165,Control
8.392009009,11.51317502,9.465056742,6.953093871,10.16197619,10.043198149,8.187557992,11.26783731,6.619283011,5.4387987878,5.237842121,12.50149699,BRCA
8.53444190567,11.3005472,9.298601687,7.372475773,10.97903948,9.957884427,8.928412814,12.19216651,6.1288615465,5.8117429202,5.913135501,11.97200604,BRCA
8.20723665033,10.52648484,9.450562333,6.451133307,10.19872162,9.9873893335,8.353445219,11.58443655,6.5537420015,5.3283454926,5.754627826,11.872194975,BRCA
8.22043376867,10.57266497,9.386563697,6.685418538,9.964240181,10.2225047675,8.118317225,11.25022455,6.61609541,5.4065428568,5.634165776,11.745184475,BRCA
8.74218508533,11.18913904,10.37700472,7.025585662,11.68900437,10.030525935,8.5388542275,11.48628211,6.6313943815,5.5295343186,5.620154746,11.47644482,BRCA
8.71669282033,10.45321433,9.185817698,6.964979397,8.81012263,10.396135035,8.3318037535,11.6005403,6.8628717035,5.4814391052,5.341284192,11.388876995,BRCA
9.23867494133,9.055127259,11.04136845,6.610216975,12.28213433,10.5077297325,7.192953444,8.82991386,6.2169798845,5.1210123436,6.445516183,11.856782875,BRCA
