@relation thedata

@attribute 10312 real
@attribute 10673 real
@attribute 127124 real
@attribute 1435 real
@attribute 1437 real
@attribute 1493 real
@attribute 1513 real
@attribute 1514 real
@attribute 155066 real
@attribute 2321 real
@attribute 2353 real
@attribute 23545 real
@attribute 245972 real
@attribute 245973 real
@attribute 284 real
@attribute 2919 real
@attribute 3108 real
@attribute 3109 real
@attribute 3111 real
@attribute 3112 real
@attribute 3113 real
@attribute 3115 real
@attribute 3117 real
@attribute 3118 real
@attribute 3119 real
@attribute 3122 real
@attribute 3123 real
@attribute 3125 real
@attribute 3126 real
@attribute 3127 real
@attribute 3383 real
@attribute 3458 real
@attribute 3552 real
@attribute 3553 real
@attribute 3569 real
@attribute 3576 real
@attribute 3589 real
@attribute 3600 real
@attribute 3605 real
@attribute 3606 real
@attribute 3683 real
@attribute 3689 real
@attribute 3725 real
@attribute 4050 real
@attribute 414062 real
@attribute 4312 real
@attribute 4314 real
@attribute 50617 real
@attribute 51382 real
@attribute 51561 real
@attribute 51606 real
@attribute 5228 real
@attribute 523 real
@attribute 525 real
@attribute 526 real
@attribute 527 real
@attribute 528 real
@attribute 529 real
@attribute 533 real
@attribute 534 real
@attribute 535 real
@attribute 537 real
@attribute 54 real
@attribute 6347 real
@attribute 6348 real
@attribute 6349 real
@attribute 6352 real
@attribute 6364 real
@attribute 6372 real
@attribute 6374 real
@attribute 6387 real
@attribute 7010 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7097 real
@attribute 7099 real
@attribute 7124 real
@attribute 7422 real
@attribute 7423 real
@attribute 8600 real
@attribute 8741 real
@attribute 8792 real
@attribute 8992 real
@attribute 90423 real
@attribute 9114 real
@attribute 9296 real
@attribute 940 real
@attribute 941 real
@attribute 942 real
@attribute 9550 real
@attribute DependentVariable {BRCA,Control}

@data
7.42303548733,9.031419621,5.193763878,6.605429502,4.678374372,5.484014191,12.3398473,11.2840030997,11.04153957,5.309623002,14.72004222,8.908123216,5.657219288,5.988522401,9.957674541,5.936880085,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,5.250214317,5.676529235,5.428620839,9.000106455,13.60771409,9.6189422155,5.422410676,6.46544247525,4.989378887,13.61228456,6.893001507,11.423270155,14.72492149,7.365798361,8.933556532,5.564691589,6.562132214,6.26836061725,11.63567744,5.580455499,8.0493835815,7.337356807,11.65066148,11.18055585,12.13864308,10.053703703,7.0899215065,12.707057635,9.7025369205,6.49024801,11.02832761,12.25801543,9.048814559,12.18459653,8.622089465,7.0610909745,10.4288009025,5.586773185,5.6713301575,5.468633137,12.2081083467,10.720855645,5.682300273,6.78103548,9.289875449,5.492342928,8.456252884,8.519696323,7.08564090233,8.8083963125,5.287180517,6.108866707,5.201056716,12.44796672,7.575484648,11.12822333,11.84033352,6.411176756,4.757305356,6.79245448633,11.80488133,Control
7.16184052867,8.347525243,4.959998807,6.17163056667,5.205755379,5.88043173,11.90213211,10.3254222647,11.23443143,5.521373712,13.75148289,9.281942267,5.741339733,5.1596441875,8.6172071545,5.769779175,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,5.652207716,5.277995204,5.19062597,8.25032344,8.608616259,6.7790147065,5.376786337,6.34347006575,5.023156917,14.36769016,7.712339773,11.4456095,14.11502538,8.0302208395,6.857342354,5.101199635,6.080290574,5.150193651,11.4316675,5.769779175,7.751518458,6.82419862,12.14617574,11.45443311,11.77387079,9.887081799,6.92775446,12.50867735,9.7024334125,5.519384551,11.2641671,12.76004735,9.302502487,11.20148395,5.965329042,5.770566691,12.30387242,5.911818141,5.9215293705,5.2529840945,11.2339328333,10.236162425,5.101199635,6.166218956,9.578863787,6.063509009,6.966306806,7.177920594,7.023588809,8.23353032775,5.16192182033,6.036669562,5.023156917,12.065868965,7.759523927,10.67386138,11.76503338,5.313618859,5.244897759,6.92323968,12.07463999,BRCA
7.09662416167,8.194282481,5.255175208,5.75855648167,5.418452458,5.912576056,10.19377825,9.90724657,11.5968724,4.47893856,14.33042537,8.952028549,5.539167536,5.627142208,7.128479166,5.587673458,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,5.724112195,5.336114869,5.173838258,8.349592102,7.664022547,7.352992936,5.730783436,6.752661952,5.194176951,14.05593823,7.905749702,11.82795379,14.41297137,8.0807247765,8.1906728155,5.507645012,6.449648548,6.23805264725,11.36448778,6.263133611,7.7668571805,6.956176112,11.90041411,9.946446178,12.05268701,9.97985062533,7.130137328,12.54341811,9.937090802,6.5801801955,11.45530039,12.72627038,8.795634758,9.033120888,8.136838795,6.218168565,12.58270474,6.25068273,5.5815796695,6.130788297,10.069809966,8.9239845385,5.014814152,5.995434345,9.330514214,6.577621898,6.90941648,8.414834386,6.75117246167,7.88874526025,5.30365937867,6.2975400755,4.823508981,12.00981999,8.689457405,10.74445149,11.94707994,6.037388399,4.516306872,6.76904778167,12.21756405,BRCA
6.83358236733,8.070906513,5.1742589875,5.97830915367,5.03343539,5.785276045,9.876916366,10.0932319593,11.61680165,6.022706945,12.01436934,9.045262156,5.655216748,5.9718828075,8.4476090825,5.383195587,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,6.125832527,5.464840793,5.28559757,7.718260793,6.879402901,6.039562885,4.851263383,6.0497296355,5.224205518,14.45988849,8.08212392,11.954544835,14.08054111,8.385583383,6.9411979085,5.139460541,6.252954533,6.6506835565,11.72645885,5.793122872,7.9660870325,6.708398067,12.001308,11.78324803,11.89182747,10.0414921947,7.536675833,12.63956395,9.867455129,6.603739576,11.16747477,13.14121392,8.538519855,9.114152992,5.651059765,6.107345645,11.83266708,5.99820185,5.250837277,5.7542537105,9.472194406,9.0675019935,4.808914358,5.797150007,10.06419075,6.559687298,6.225261069,8.370459788,6.94236106367,8.17641032425,6.604528472,5.9304480925,5.994246645,11.885041725,8.402224533,10.24482795,12.21466147,5.706538322,5.660003917,6.47797389533,12.05932765,Control
7.034287691,9.003667681,5.3578328765,6.018804739,5.17473722,5.963328695,11.37070935,10.3571128263,11.23052954,6.16591759,12.40857396,8.78216373,5.786799716,5.14508688,8.374691736,5.391468086,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,5.190230876,5.115211455,5.488491912,7.361595391,6.192791506,6.0044384665,4.783209568,6.5226000095,4.876285177,13.90840625,7.843106264,11.664734205,13.43392773,8.008534012,6.892582304,5.607338636,6.093713996,6.4756751745,11.25050437,5.954086504,8.271959177,6.877901039,12.07757191,12.30526243,11.93859466,10.1273749143,7.132647696,12.300480135,9.5511216355,5.8749968615,10.96434468,12.16626519,9.028003503,11.06078055,5.850631456,5.3699566745,12.41216051,5.956005089,5.4151122385,5.6078166855,11.299237984,9.346193744,4.828848945,6.737352562,9.272076349,6.542068896,7.753252064,6.675961001,6.83736035933,8.01692324775,5.68712048833,7.268649333,5.607338636,11.977846695,7.900747773,10.595689,11.67722645,5.593959684,5.661216049,6.589569865,12.16730219,BRCA
8.20626490567,8.116591834,5.1673087175,6.35738866467,4.95444207,5.52411756033,12.30387856,11.6437957137,11.29402062,5.76368461,13.96600025,9.300890825,6.348733132,5.7230681795,8.63196621,5.673988298,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,5.923750128,5.298302041,5.388199225,8.525208673,10.84461576,8.452055235,4.540576974,6.6929625465,4.667488114,13.58466312,6.814297663,13.379465115,13.80946823,6.978331437,7.425835034,5.476714818,6.524977004,6.19532666425,11.73450229,5.90527342,8.42511122,7.22195228,12.3968015,12.38541089,12.94623653,9.46283605167,7.5689749525,12.179151205,9.713813107,5.545616966,11.58069917,12.72067933,10.9925633,13.10877685,7.239410274,6.2655051585,10.266671617,6.068676855,5.593092373,5.460037958,11.5640730823,10.2086082175,5.321216715,7.238598499,9.540317507,6.055559693,8.209345068,6.320264091,7.082736173,8.12685081175,5.3367727,6.615165733,5.770572224,11.37670358,8.185669753,11.56134298,10.82171841,6.062214149,5.443615974,7.12296279167,11.97837451,BRCA
6.82923652933,8.103073427,5.084292047,5.61686352333,5.205168882,5.33689169033,12.66642048,10.469422805,11.05254447,4.759703782,10.44201071,9.449938467,6.310935931,5.124608334,7.781972493,5.499615714,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,5.229406468,5.213941395,4.765549899,5.250782787,6.331772944,6.8963072275,5.014814152,5.996825153,5.009001383,14.600699,7.851001152,11.636086735,13.91249272,8.119834399,7.6859922745,4.981180512,12.82061982,5.28243459925,10.91211486,5.491381137,7.6763489385,6.423120638,11.62774602,11.23417543,11.38494305,9.95078259833,7.2494926675,12.460118925,9.5552307695,6.216920608,11.0837986,12.97797754,9.848568613,9.122738147,6.053334703,5.662505213,11.861831105,5.955365844,7.2379646205,4.990867529,10.0317075027,8.407617644,4.73770262,6.518854253,11.79415195,6.371171674,5.606746643,6.423120638,7.03127811267,8.14953963675,6.29531715333,5.579246765,5.602595877,11.79955959,7.453478739,10.44741935,12.29067992,6.314112464,4.932168974,7.111896621,12.30206775,BRCA
7.38557779167,8.2740283845,5.1546608925,6.48155647233,5.002490161,5.84346610967,12.80741335,11.403473957,11.10827306,5.427112717,14.08516788,8.444746903,5.856370278,5.3534304895,8.4976927755,5.632130956,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,4.759970032,5.989996857,5.193979903,7.134583224,10.45145612,7.9782570685,5.261917434,6.579364594,4.888756945,13.48222565,6.876858011,11.69409393,13.96294256,7.9713320465,7.407559731,5.252108349,6.856304521,6.51507373675,11.72223985,6.015923042,8.2414775895,7.343365902,11.76435133,10.75314175,11.92978186,10.3157405403,6.6528482085,12.690150265,9.863898567,6.6050820935,10.92822987,12.78312415,9.358629843,11.19005631,7.395793572,6.37837625,11.332869705,5.896460318,6.6507042045,6.029636864,12.3700895033,10.014758987,5.167931151,7.822174254,10.56613044,5.443615974,7.833192323,6.14308278,6.954021827,8.4693634895,5.82923102367,6.7528712725,4.928146734,12.53522522,8.297995101,10.8824484,11.84647188,5.651777341,5.212093857,6.889955486,12.33201704,Control
7.26993613533,8.157600192,5.3290381265,6.453235114,4.749683847,6.130189912,11.68974045,10.409830604,11.67615115,5.821079567,14.82357723,9.285483787,5.422242462,5.7997031485,7.634911512,6.312388929,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,5.659076304,5.178725843,5.872096916,9.153147365,10.12252426,8.04737784,5.305251227,6.70918222025,5.194570965,13.46969908,6.901292687,11.5577866,14.44356588,7.6157584985,9.4300262125,5.192205263,6.416675626,7.5651842,11.41463782,5.46083367,8.4099228125,7.110460145,11.95550835,12.54078076,12.2590489,9.96693346267,7.306094857,12.20144596,10.062571699,6.0707345255,11.30388933,12.65253473,9.877403442,11.25995523,8.949827531,7.896262373,11.24078509,6.237310957,6.3527241245,7.066301259,11.2101182433,9.2182717045,5.46083367,6.303694572,9.938499406,6.380768944,6.888990144,8.252974189,6.49244811067,8.011936497,6.35086134333,6.622672769,5.66505961,12.22236848,8.354404912,11.01182496,11.95847307,5.802975918,5.028581582,6.54146572467,12.47196608,BRCA
6.82416031833,8.5057582055,5.021270371,5.614786977,4.920783068,5.52352375933,10.67230625,10.5668007327,11.55326703,5.259094728,11.55023948,8.681441469,5.501925733,5.587124745,9.1572452295,4.554721148,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,5.391983545,5.114586962,5.376786337,6.678428044,7.723389827,5.9031564735,5.250782787,6.26952184325,5.052797613,14.24008548,7.699539704,10.97266949,13.15952927,7.9340759295,6.8932337945,5.159075364,6.181803869,6.188746425,11.53391627,4.943465724,8.0991276115,7.568034243,11.40094894,11.56454026,11.81753744,9.837469001,6.8321839855,12.568261375,9.922587886,5.9692434585,11.50780469,12.74918966,9.183449993,10.0442852,6.271748387,5.850072331,11.69471429,5.994586087,5.138887413,5.3553770195,10.3747071333,8.9440034885,5.062004299,6.274406692,9.642061229,5.831251023,6.819352447,6.105390642,6.623727165,8.660208021,5.66203974433,6.1463607915,5.336114869,12.418501815,7.884935364,11.08923878,12.05342543,5.909779853,5.287630431,6.567837574,12.35200901,BRCA
