ID	8881	8697	11065	246184	996	10393	7321	64682	7324	991	9184	51434	51433	701	29882	51529	4085	29945	DependentVariable
Instance1	11.5864322767	10.18559438	5.946718082	11.33438519	6.396138612	9.513027356	4.932168974	7.6853955185	10.0092425685	7.553861805	8.34512935675	7.891633541	11.62074231	5.876585242	6.6515261255	7.3510422728	5.731890172	10.89969322	Control
Instance2	11.6338743833	10.26616024	6.04174069825	11.40859261	6.157756819	8.972521155	5.03365563	7.2170541915	9.6892558675	8.329169717	8.52281951225	6.84856387	12.19704319	6.192939416	6.7379607485	7.3426400302	5.9049096225	11.39527989	BRCA
Instance3	11.5702330533	10.57151592	6.74908509625	11.2089234	5.844744204	9.108133102	5.717135739	7.912831347	9.963199446	9.925235871	8.49307755725	7.808660365	12.09904539	6.209848712	6.869178129	7.224976819	6.23860798	11.3989816	BRCA
Instance4	11.5606470833	10.65722043	7.33950241175	11.41853536	6.551443438	8.316825834	5.249456007	7.4581159765	9.0746207545	10.17005684	8.57871707575	5.73024	12.48456748	6.244559471	6.6715156405	7.4878570166	5.556737863	11.32897515	Control
Instance5	11.5806475867	10.28274128	6.54666819075	11.07799751	6.249545485	9.237891778	4.615340623	7.543913831	10.1134177805	9.350851427	8.3869920265	7.219219655	12.22983432	5.828587949	6.6164296375	7.161221794	6.4243852295	10.88402951	BRCA
Instance6	12.1339918167	10.50260587	6.3652003555	10.65984455	5.767794645	8.639323636	5.499695432	7.8529284555	9.996990863	8.530563498	8.6810634895	8.677068719	12.44988381	5.612213331	7.342223526	6.776792448	6.2497596215	11.46972335	BRCA
Instance7	11.5145750067	10.71047093	7.3058340285	11.9938814	6.731933742	8.078179001	5.178725843	7.163018361	9.4235422705	10.62301752	8.32276245325	6.019930513	12.4173608	5.955365844	6.3666374985	7.6351415802	5.182332781	11.09109172	BRCA
Instance8	11.6136895433	10.24516082	6.26826666075	11.6188926	6.353195907	9.549015053	5.07383228	7.6369717535	10.53697429	8.015193578	8.2724292895	8.520992932	11.89117053	5.738505243	6.652433483	7.4572438276	6.191610237	11.09993968	Control
Instance9	11.79353655	10.48357425	6.96663888775	11.1161313	5.835425946	9.367327993	5.247558487	7.3916087785	10.4854444445	9.716982805	8.8031293145	8.017366771	12.38250455	6.034089818	7.1812092455	7.1618852434	6.7445377525	10.99477083	BRCA
Instance10	11.7083151733	10.05646198	5.7988888795	11.81218745	5.850006293	8.797467904	4.73770262	7.704876591	9.894298353	8.42512265	8.333393374	6.594851287	12.06681079	5.828143626	6.861446222	7.2458581842	5.57811289	11.18792748	BRCA
Instance11	11.90066367	9.900855914	6.117138671	11.54912779	6.076554418	8.516213288	5.681316606	7.614899535	9.4450322135	8.260556316	8.4486174155	6.836085475	12.26420808	6.051269448	6.860202469	7.1867571438	5.8170130865	11.40035929	BRCA
Instance12	11.6161679967	10.4262965	6.4127591625	11.17829777	6.227669487	9.480331335	5.760760691	7.7627964575	10.5384406405	8.115318276	8.46816614475	7.835799558	12.08543106	6.130730781	6.693364887	7.1532987808	6.156556378	11.22708057	Control
Instance13	11.5281897733	10.41768407	6.255555381	10.92410009	5.577437325	9.539789428	5.162100493	7.6187231085	10.0739134865	7.766050346	8.207394179	7.879707489	11.98345514	6.397636666	6.885083732	7.261387587	6.078471059	10.90118767	Control
Instance14	11.7603938867	10.40755487	5.93785342525	10.53262893	6.036839159	8.9961706	4.458724733	7.681858564	9.534909619	8.221926761	7.71164698975	8.156337359	12.67483341	5.769382488	7.189528047	7.1990915432	5.983965667	11.16449233	BRCA
Instance15	12.15242758	10.4487877	6.50368195875	10.25321554	5.974191571	8.643875238	5.808521004	7.802221824	9.627403237	9.367917655	7.7951993875	7.829676956	12.77884208	5.83390919	6.3557358415	7.1002806764	6.31989677	11.62074231	BRCA
Instance16	11.84790279	10.77439198	6.61033529925	10.59929946	6.102139097	9.113456414	4.931459981	7.6461164235	9.4849852965	8.727955437	7.81412830225	7.323642812	12.46365343	6.236019575	6.8434870215	7.3771267448	6.4789699285	11.17455453	BRCA
Instance17	11.7897589833	10.57985358	6.0049869305	10.37846858	5.838328613	9.401989375	5.226519366	7.6260652505	9.5077570325	8.048542898	7.3984915965	7.988714683	12.73257984	5.853877943	7.311695333	7.5088770606	6.2501208955	11.13330618	BRCA
Instance18	11.5136723133	10.77106872	6.98066455025	10.60658591	6.323825455	9.350851427	5.406342144	7.4814299465	9.4693136665	9.604947496	7.77850126475	7.804520085	12.42907592	6.310890502	6.656442332	7.4070599672	6.5540002945	10.99419451	BRCA
Instance19	11.52097681	10.45125262	6.35531967625	10.45510657	6.026142315	9.323494555	5.250593322	7.267079258	9.7536543305	8.118825763	7.750468579	8.558708769	12.53830178	5.997072898	7.286816896	7.2726298104	6.8608407705	10.7182377	BRCA
Instance20	10.5770599337	9.817791564	6.9503091185	10.57487757	6.536717836	5.953737396	5.377654117	7.552289566	10.187024593	9.213761077	7.50139699425	7.503629242	12.32574401	5.52701656	7.0828587065	7.8456203136	5.9114057295	6.816315302	BRCA
