ID	2194	32	31	55301	27349	54995	DependentVariable
Instance1	12.83735302	13.06098469	8.48871590367	6.099511534	7.022549577	6.991411655	Control
Instance2	12.45159499	12.96993872	8.67259838967	5.865245331	6.881299748	6.908275894	BRCA
Instance3	11.87062298	11.32233677	8.424084698	6.306978182	6.79317108	7.537647698	BRCA
Instance4	13.77694807	12.75033439	8.60830344433	5.833276737	6.75844254	7.501680221	Control
Instance5	13.85629375	12.85738045	8.28073113733	11.50205123	6.7482623635	7.800157538	BRCA
Instance6	13.21954598	12.29746809	8.62960386567	6.093819614	6.859714006	6.401268335	BRCA
Instance7	13.25616376	11.1007545	8.72042838867	6.825598426	6.2709136205	6.203793958	BRCA
Instance8	12.53965448	11.85977947	8.25503639033	6.622202397	6.8356296445	7.608663497	Control
Instance9	13.23871974	11.3345919	8.744333241	6.313659102	7.3345380685	7.698046754	BRCA
Instance10	11.80338054	13.14374197	8.72327961667	6.054637553	6.7592099565	7.305699546	BRCA
Instance11	12.93579034	12.86342169	8.70894793967	6.200757025	7.535304821	7.324363122	BRCA
Instance12	13.63244094	12.75620088	9.05346241	5.921252584	7.1293243405	7.414391646	Control
Instance13	14.02134875	13.50703833	9.063043869	5.862210374	6.883933449	6.944861739	Control
Instance14	13.91249272	13.32746778	8.680448457	5.900390609	7.1044073885	7.702624864	BRCA
Instance15	14.66423422	12.45547628	9.03802882633	6.147312423	7.1956472655	7.729163775	BRCA
Instance16	13.40512953	11.92672973	8.931470138	6.415999972	7.2913217245	8.004488927	BRCA
Instance17	13.24869779	11.94944384	8.46285897833	6.176777159	7.0975815965	7.90439547	BRCA
Instance18	14.5376428	12.18956987	8.86597183767	6.20007038	7.40875587	8.402480371	BRCA
Instance19	13.73376056	11.72497433	8.47686505467	6.180213143	7.506199225	7.904500844	BRCA
Instance20	10.83520192	12.49390804	8.058374725	6.329397776	7.521937518	7.982196629	BRCA
