ID	2686	2678	2687	57733	6470	124975	6472	DependentVariable
Instance1	6.33411121033	6.065205944	8.344163978	5.8470049585	8.76112499033	8.722953607	11.06986277	Control
Instance2	7.13401517067	6.659648238	8.730589968	5.1753916295	8.453784305	8.756123553	11.08348284	BRCA
Instance3	7.03097167033	6.97372434233	7.53621054	6.189234451	8.899855734	9.899670779	11.92850738	BRCA
Instance4	6.72793375733	7.15247666833	7.716855678	4.9322574105	8.42552051167	9.720834695	11.85055617	Control
Instance5	6.58913345567	7.202306624	7.695960982	5.1743626405	9.12488666233	9.808622811	11.61752958	BRCA
Instance6	6.71845632	7.31318461633	7.551018227	5.3391253535	8.99237067133	7.687832523	11.4325551	BRCA
Instance7	7.024168189	6.448658398	7.636409152	4.649092205	7.471185463	7.875228881	11.82899735	BRCA
Instance8	6.503359333	6.61667624833	8.068417055	4.859064879	8.853062337	8.86916284	11.51777531	Control
Instance9	6.790811062	7.12504087833	7.561385569	5.213142165	9.07889939367	9.807017204	12.04910329	BRCA
Instance10	7.164298385	6.46160281933	7.160832288	4.808287921	8.472690889	9.836169177	11.35948893	BRCA
Instance11	6.691996078	6.77001273867	8.959249336	5.458722419	8.53056142833	9.079012114	11.72645885	BRCA
Instance12	6.84687285667	7.94637101267	8.066965207	5.1985550125	8.83600122967	8.839503892	11.47305897	Control
Instance13	6.67108949033	6.141981213	8.217813694	5.1570867295	9.01858687533	8.316667472	11.13901746	Control
Instance14	6.08227019567	6.87434366967	8.375192737	4.7380622595	8.62686581867	8.794173061	11.50843622	BRCA
Instance15	6.08778383933	7.25331251967	7.936492374	5.576109354	9.14770685767	8.217486565	12.3345988	BRCA
Instance16	6.65832159467	7.407032583	8.117774412	5.651229151	8.785207304	9.288163079	11.80942059	BRCA
Instance17	7.15778711267	6.99502444167	7.952655534	5.0471425525	8.701195848	9.827049342	11.40689869	BRCA
Instance18	5.83676535833	7.01575437633	8.298797049	5.1899508275	8.892630594	9.320067806	12.13049665	BRCA
Instance19	6.735089302	7.28690004133	8.317029418	5.3785985145	8.82928663933	10.0981575	11.88379655	BRCA
Instance20	6.72197647567	7.44153337733	9.320829383	5.22717217	9.22583474533	9.784757978	11.47305897	BRCA
