@relation thedata

@attribute 120227 real
@attribute 134429 real
@attribute 147323 real
@attribute 1583 real
@attribute 1584 real
@attribute 1585 real
@attribute 1586 real
@attribute 1588 real
@attribute 1589 real
@attribute 1591 real
@attribute 1594 real
@attribute 2638 real
@attribute 3283 real
@attribute 3284 real
@attribute 3290 real
@attribute 3293 real
@attribute 4036 real
@attribute 5641 real
@attribute 6770 real
@attribute 8029 real
@attribute 80765 real
@attribute DependentVariable {BRCA,Control}

@data
8.448437571,4.742021934,4.742021934,7.930502474,4.7654509215,5.626155278,5.499695432,5.15709054133,6.572931815,4.866921886,5.968558082,5.703219255,5.551986008,5.162704759,9.65777508967,5.651059765,7.27123219,9.893741597,5.760449912,7.919550328,6.9208933665,Control
8.60235659,4.464508151,4.408172626,7.070285,4.8854495585,5.59724157,5.214524337,5.43543742333,6.379383241,4.789483203,6.464101029,5.124960054,5.282820861,5.663779561,7.068728997,6.190817922,8.270226548,9.00058412933,6.05648800867,7.936109529,6.456964605,BRCA
8.838022945,4.213746022,5.117498954,7.580562199,4.922826352,5.90202005,5.442952823,5.38759982333,6.362211787,5.001702332,7.380766509,5.648185886,5.707228834,5.270913157,5.702404908,5.403788568,8.435400577,8.749633673,6.01156302567,7.169627227,6.373619747,BRCA
9.099052616,5.515077886,4.795989381,8.063854951,4.3905643155,6.381331506,5.574564199,5.510095752,7.080127653,6.605705905,7.168674938,5.624840225,5.273526379,5.677798027,5.65916861833,5.927488357,9.485839935,8.64356962067,6.00506568633,6.269599511,6.053037785,Control
8.413650273,4.554721148,5.224591417,7.910194676,5.3791610015,5.687908393,5.810386064,5.59586093667,6.603630517,5.476714818,7.504801363,10.27937295,5.518229233,5.406342144,6.98727481867,5.577890454,8.528904455,9.38236160867,5.64558207067,7.722348399,6.401589547,BRCA
8.410834102,5.048989481,4.699347423,7.22451093,5.0492724515,5.823119603,5.577437325,5.10312416833,5.770572224,5.357033992,7.095347239,5.163308771,5.588872948,5.214330049,7.78200752633,5.831124321,7.472835254,9.836060365,5.41879283233,6.579810423,6.422945403,BRCA
8.093524689,4.872350143,5.129706745,8.641348343,5.1441596575,5.564234295,5.614644516,5.64127889433,6.742953157,4.976376524,6.757593772,5.55659131,4.73770262,5.346080415,5.747225222,5.455665247,8.596218763,8.05991102133,6.20099171133,7.224969077,6.946815296,BRCA
8.664234931,4.947679304,4.177862416,7.359993557,4.882252345,5.859479655,5.865554662,5.60759746067,6.240415109,6.091811548,6.031721187,5.052688948,5.305616048,5.198308745,8.06822202767,5.388371455,8.283761058,9.952717582,5.81689138433,6.252481536,7.050574401,Control
8.797321986,5.186273979,4.66393703,7.985615876,5.0970489625,6.089376987,5.39361462,5.40751594967,6.271841744,8.270226548,7.433086984,5.659076304,5.488973851,5.641409649,5.803413096,5.968442884,9.108133102,8.88885329567,5.57629417433,6.000682441,6.5755160315,BRCA
8.595333135,5.238033268,5.177231401,7.921991334,5.4576375785,6.472573571,5.495064524,5.48548137333,6.627610941,5.149555339,6.579395613,5.340750292,5.546594509,5.159075364,8.22060742933,6.60637236,8.868152066,9.203962901,5.89147224933,7.391761545,6.199731172,BRCA
8.640788217,5.615895347,4.896527677,9.177744123,4.9864844825,6.264916969,5.263890047,5.56133875533,6.520348088,4.310896376,6.260313286,5.398069207,5.305068782,5.398069207,8.04748584467,5.947438964,7.240841706,9.93067222567,5.972397868,8.247501672,7.274228807,BRCA
8.920353693,5.151586144,4.898101005,7.408841599,5.3912241155,5.981059894,5.664419727,5.494171808,6.475656937,5.538857248,6.677582676,5.159075364,6.598615041,5.241088186,7.52307281167,6.000457109,7.916358891,9.64808263,5.60940957567,7.059293418,6.741705437,Control
