ID	2747	27165	2746	2744	DependentVariable
Instance1	7.436838787	5.69462499	12.60350703	9.170414035	Control
Instance2	7.060293663	5.939855093	12.26503342	9.182904002	BRCA
Instance3	7.610602489	6.6881603085	12.46516723	8.632641862	BRCA
Instance4	7.461604526	6.1309256235	12.32574401	9.160338576	Control
Instance5	7.260334165	6.0827064	12.52393564	8.660014728	BRCA
Instance6	7.518655368	6.4528711575	13.08801473	9.003350039	BRCA
Instance7	6.776041872	5.73579942	11.7646924	9.145690907	BRCA
Instance8	7.352023833	5.882841981	12.46187723	8.939837117	Control
Instance9	7.189481445	6.375538511	12.55220564	8.727649179	BRCA
Instance10	7.344298405	6.4923185605	13.07861622	8.884385094	BRCA
Instance11	7.856660706	5.887125938	12.61090263	9.272280513	BRCA
Instance12	7.043905282	5.72459314	12.66507944	9.119292054	Control
Instance13	7.453725649	5.9968463795	12.5506675	9.004881345	Control
Instance14	7.240984771	6.6031039135	12.7584086	8.965922146	BRCA
Instance15	7.064745795	6.370547311	12.9500565	9.424665541	BRCA
Instance16	7.573630384	6.472312803	12.48900128	8.899841107	BRCA
Instance17	7.137660093	6.6769127285	12.72471214	8.48420977	BRCA
Instance18	7.359532426	6.0807440325	12.15911615	8.986710369	BRCA
Instance19	7.09571645	6.5919798505	12.23300553	8.832511198	BRCA
Instance20	7.423874623	5.814431777	9.531148039	9.196332326	BRCA
